Tadh_orphan_11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0
Tadh_orphan_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_TriadG52149	0	1	3	12	0	6	0	14	0	1	0	3	0	4	7	17	0	0	0	7	1	1
Tadh_TriadG52151	0	0	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	3	0	0	0
Tadh_orphan_14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG20245	8	7	6	9	2	1	4	2	1	3	0	10	11	0	3	6	1	2	10	5	3	6
Tadh_TriadG19489	3	2	1	1	0	1	0	0	1	1	0	0	2	3	3	2	0	1	0	0	4	2
Tadh_orphan_16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG52157	1	2	1	1	0	0	0	2	0	1	1	0	3	0	1	4	1	1	3	1	1	0
Tadh_TriadG20011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tadh_wf_g910	1	4	3	1	0	2	2	2	2	0	0	3	3	3	0	0	0	0	1	0	2	1
Tadh_TriadG52163	3	2	2	1	1	3	1	1	1	1	0	1	1	0	0	2	1	0	0	1	0	1
Tadh_TriadG52165	6	5	18	4	7	8	9	11	4	9	3	4	12	2	4	7	3	2	7	14	7	13
Tadh_TriadG49711	11	9	11	4	6	0	0	1	1	0	0	5	2	2	5	12	0	3	4	3	1	7
Tadh_TriadG52168	0	4	1	1	0	1	2	0	0	0	0	4	4	0	1	7	1	0	2	2	0	3
Tadh_hyp_clust4120	0	0	1	1	3	0	1	1	0	0	0	0	1	2	1	2	1	2	2	0	0	12
Tadh_TriadG49712	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG52172	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG52175	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG52177	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
Tadh_hyp_clust1035	2	2	7	3	2	1	1	0	1	2	1	3	3	0	2	5	4	2	3	2	3	3
Tadh_TriadG19283	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG52181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_TriadG52183	5	2	9	3	7	4	2	7	1	0	5	1	3	4	3	1	2	3	3	4	5	5
Tadh_TriadG18263	19	10	10	5	2	6	1	2	4	2	0	3	4	0	5	6	1	1	5	3	3	5
Tadh_TriadG52187	1	3	2	2	5	1	3	3	2	0	3	0	0	0	0	2	2	0	4	1	0	6
Tadh_TriadG52188	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG18460	0	0	1	0	1	1	1	2	3	0	1	2	1	0	1	1	2	1	0	0	1	0
Tadh_TriadG52192	0	2	2	1	0	13	1	0	2	4	1	3	2	0	1	3	0	0	6	1	3	1
Tadh_TriadG52193	0	0	3	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	3	2	2	1
Tadh_TriadG19118	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	1	0	1	1
Tadh_TriadG52197	1	3	1	1	2	4	3	4	0	1	1	3	2	2	1	0	0	1	0	1	1	3
Tadh_TriadG52198	2	2	4	3	0	2	1	5	1	4	1	0	6	3	2	1	1	1	3	1	5	4
Tadh_TriadG19806	2	2	11	14	4	9	4	7	4	4	3	11	3	2	3	6	10	3	6	4	16	18
Tadh_orphan_18	1	0	0	1	5	0	0	3	0	1	1	1	0	0	0	8	4	1	3	1	1	0
Tadh_TriadG14805	0	0	1	2	5	0	0	1	0	0	0	1	0	0	0	5	5	2	4	0	0	0
Tadh_TriadG36990	137	103	202	133	50	60	38	87	67	49	48	75	73	32	40	106	57	50	112	57	70	112
Tadh_TriadG49721	5	2	5	3	1	4	2	3	1	2	2	8	4	2	1	2	5	0	8	3	5	4
Tadh_TriadG52211	2	6	6	4	0	1	0	0	1	1	0	3	1	0	1	5	2	0	4	1	3	2
Tadh_orphan_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG49722	7	0	0	1	0	1	1	9	0	1	0	4	7	0	0	1	3	3	0	1	1	2
Tadh_orphan_20	1	2	0	1	1	1	2	4	0	0	0	0	0	0	0	0	1	2	0	0	0	1
Tadh_TriadG52215	6	3	2	4	0	3	3	4	1	4	1	7	8	2	2	5	4	1	2	2	2	8
Tadh_TriadG52216	4	5	0	2	5	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	3
Tadh_TriadG63184	1	0	0	1	2	0	1	7	0	1	0	1	6	2	3	2	0	0	2	0	0	1
Tadh_wf_g964	6	0	5	10	8	0	2	12	24	13	8	10	3	0	5	0	0	2	6	0	1	0
Tadh_wf_g965	4	1	4	8	1	0	0	1	1	0	0	1	0	0	1	0	4	1	1	1	0	10
Tadh_TriadG19351	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
Tadh_TriadG15193	0	0	8	1	0	0	0	0	0	0	0	0	0	0	1	10	4	0	0	0	0	0
Tadh_wf_g968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG19019	3	1	3	2	2	4	3	3	0	1	1	0	1	0	1	5	1	0	5	0	1	1
Tadh_TriadG18846	3	4	2	2	1	1	1	4	2	0	1	0	2	0	1	3	1	1	4	0	1	1
Tadh_wf_g972	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	3	0	2	3
Tadh_TriadG52230	0	0	6	4	1	2	3	1	2	4	0	2	6	2	1	3	3	2	2	2	3	9
Tadh_TriadG52232	1	2	8	2	1	3	0	1	2	4	0	6	4	0	1	3	1	2	6	4	3	1
Tadh_TriadG52234	2	6	6	2	1	1	2	1	0	2	0	5	4	6	5	4	1	4	2	3	3	4
Tadh_TriadG18942	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0
Tadh_TriadG18222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG19158	2	0	2	1	1	0	1	0	2	0	1	0	1	0	1	1	1	1	3	0	0	3
Tadh_TriadG52238	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Tadh_TriadG52240	0	2	0	3	0	0	0	2	0	0	1	0	2	0	0	2	1	0	0	1	1	1
Tadh_TriadG52243	0	0	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	5	0	0
Tadh_TriadG19167	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	2
Tadh_TriadG19282	1	4	3	1	2	0	0	0	2	1	0	1	0	1	1	4	2	0	1	0	1	1
Tadh_TriadG52248	1	2	8	13	0	0	1	9	27	14	14	6	7	0	0	6	4	0	9	4	1	0
Tadh_orphan_22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG52253	1	2	1	0	0	0	0	1	0	1	1	1	0	0	1	2	0	0	1	0	2	2
Tadh_TriadG19828	1	3	3	2	0	1	0	3	1	0	0	1	2	0	2	1	1	0	0	0	1	0
Tadh_TriadG52259	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Tadh_orphan_24	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG52260	2	4	0	0	0	0	0	1	0	3	0	1	2	2	2	2	2	0	2	0	2	0
Tadh_TriadG52263	2	0	13	8	0	1	2	7	2	2	1	2	8	6	4	10	1	1	1	6	1	11
Tadh_TriadG63529	9	5	17	15	7	18	6	12	5	10	4	9	8	2	4	18	2	4	16	11	20	17
Tadh_TriadG52267	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_wf_g1014	0	0	0	1	3	0	1	0	0	1	3	0	0	0	0	0	0	2	0	0	0	2
Tadh_orphan_25	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	0	1
Tadh_TriadG18774	10	5	13	6	1	8	5	2	8	16	6	9	2	1	3	9	3	6	11	1	6	16
Tadh_TriadG52272	0	2	1	0	0	0	2	1	2	0	0	1	0	0	0	6	0	0	2	0	0	6
Tadh_TriadG52275	0	0	8	0	0	1	0	6	0	0	1	0	3	2	2	2	3	0	4	2	0	0
Tadh_TriadG52276	0	5	1	3	0	2	2	1	1	2	1	1	0	0	2	4	2	1	1	2	4	3
Tadh_TriadG20232	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	2	0	0	1
Tadh_orphan_26	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_27	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG52284	3	0	1	2	3	0	4	1	0	1	0	3	4	0	1	0	0	3	3	3	4	1
Tadh_orphan_29	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0
Tadh_TriadG8076	18	14	13	8	10	5	9	11	11	3	5	8	13	0	1	1	5	13	19	15	6	16
Tadh_TriadG52287	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0
Tadh_TriadG52288	4	3	2	2	2	5	1	5	4	3	0	1	2	0	1	5	3	1	1	5	1	4
Tadh_orphan_30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG18262	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG18943	1	0	1	5	0	1	0	1	0	0	0	0	0	1	0	1	2	0	3	1	1	0
Tadh_TriadG52294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Tadh_wf_g1039	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG52295	0	1	1	0	0	4	0	1	0	0	0	2	0	0	0	0	18	0	9	0	3	0
Tadh_orphan_32	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG52298	2	4	12	0	3	1	0	3	0	2	0	6	2	2	0	2	2	1	6	0	2	6
Tadh_TriadG52300	2	0	0	3	0	0	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	1
Tadh_TriadG52303	1	4	4	12	2	3	2	2	4	1	4	6	8	2	0	3	5	4	2	0	2	5
Tadh_TriadG52305	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0
Tadh_TriadG63531	87	40	42	44	4	3	0	30	1	2	3	5	0	0	1	38	10	3	20	35	3	4
Tadh_TriadG18529	1	0	8	1	2	2	1	2	4	4	1	0	3	0	3	0	3	1	0	2	2	5
Tadh_TriadG20075	1	0	1	3	1	2	0	2	1	2	0	0	1	0	1	0	1	2	2	0	3	0
Tadh_TriadG63532	0	0	28	13	10	21	1	17	6	5	13	3	4	6	13	0	18	15	13	2	25	22
Tadh_TriadG37000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG52313	0	0	2	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1
Tadh_TriadG52314	14	27	3	2	7	23	11	0	13	15	10	11	23	0	0	2	10	13	14	4	25	1
Tadh_orphan_34	1	1	2	0	0	0	0	3	1	2	0	5	5	0	2	2	1	0	5	1	2	12
Tadh_TriadG37002	0	1	1	5	0	0	0	0	0	0	0	2	0	2	1	1	2	0	6	1	0	4
Tadh_TriadG19795	2	3	4	4	4	3	3	5	2	2	4	3	17	1	3	5	2	1	7	2	0	4
Tadh_TriadG37004	4	0	4	0	0	2	2	0	0	0	0	1	2	2	2	4	2	0	3	0	2	3
Tadh_TriadG63536	0	4	2	0	0	0	1	0	1	0	0	1	2	0	0	4	1	0	4	0	1	4
Tadh_TriadG18418	10	10	9	11	6	10	8	10	3	17	5	8	8	1	2	5	5	6	6	3	16	12
Tadh_TriadG49735	13	22	21	8	14	3	5	10	3	5	0	3	18	0	8	8	8	4	17	24	7	17
Tadh_TriadG19973	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG52330	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Tadh_TriadG52335	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	0	0	2	0
Tadh_TriadG19797	2	0	1	1	0	0	5	0	2	0	0	2	3	3	2	6	0	1	3	1	2	1
Tadh_TriadG52339	5	5	6	4	1	2	2	1	1	0	3	3	1	3	3	2	2	0	4	1	4	4
Tadh_TriadG49736	1	0	5	0	0	1	0	2	1	0	0	3	0	1	0	1	0	0	4	0	1	1
Tadh_TriadG52345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Tadh_TriadG52346	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	2	0	0	1	0	1	4
Tadh_TriadG52348	4	2	2	2	0	5	3	5	2	3	0	4	0	0	0	2	1	1	0	6	1	1
Tadh_orphan_35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Tadh_TriadG18956	4	8	3	4	2	0	3	8	2	4	2	1	2	1	1	10	2	2	3	0	1	4
Tadh_TriadG19984	0	1	2	0	0	0	0	1	0	1	0	1	1	0	2	2	0	0	3	0	0	0
Tadh_TriadG52356	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Tadh_TriadG52359	1	8	6	3	2	1	6	2	3	5	1	2	1	0	2	7	1	5	4	5	3	8
Tadh_TriadG52362	13	4	14	8	3	11	6	9	11	15	6	9	4	4	4	7	2	4	7	6	16	15
Tadh_TriadG63188	29	22	16	16	6	11	7	15	5	12	2	14	8	5	7	6	4	5	17	10	9	17
Tadh_TriadG52368	5	5	9	14	2	8	5	9	5	8	1	2	6	4	6	4	2	5	6	2	9	6
Tadh_TriadG63539	27	19	43	27	12	20	17	20	18	20	11	31	17	14	15	25	6	15	35	11	24	45
Tadh_wf_g1108	6	5	9	5	2	7	9	4	10	4	0	5	2	0	0	5	6	1	30	2	9	5
Tadh_TriadG19963	1	3	5	3	0	1	0	2	1	1	0	1	2	0	3	1	0	1	2	1	2	1
Tadh_TriadG52373	5	5	6	3	1	3	0	7	2	1	1	9	5	1	1	2	3	2	7	7	4	7
Tadh_TriadG52375	2	5	17	9	9	12	11	2	17	5	9	11	3	2	2	16	2	6	28	1	5	28
Tadh_TriadG52377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG52378	1	2	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0
Tadh_TriadG49741	3	2	3	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	3	1	2
Tadh_TriadG52382	1	7	2	5	6	2	1	2	1	2	0	1	3	4	1	4	2	2	4	1	2	4
Tadh_orphan_36	22	23	23	13	3	5	3	19	1	11	6	7	6	2	4	4	5	4	11	0	7	10
Tadh_TriadG52385	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2
Tadh_TriadG52388	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1
Tadh_TriadG19413	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG52391	1	3	7	4	1	6	5	3	12	0	0	4	1	1	1	2	0	4	10	0	3	10
Tadh_TriadG52393	1	0	1	4	1	0	0	2	1	3	2	0	0	0	0	0	2	0	1	1	2	1
Tadh_TriadG63189	34	24	30	23	12	14	9	21	14	20	10	22	9	3	10	21	9	14	23	11	21	20
Tadh_TriadG52395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG18564	6	7	12	1	2	1	2	1	0	2	1	3	3	1	2	5	0	3	5	7	2	11
Tadh_TriadG52400	1	1	6	9	3	2	1	4	1	6	5	4	2	1	3	6	2	4	12	7	0	5
Tadh_orphan_38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Tadh_TriadG52402	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG52403	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_40	2	0	1	0	1	2	0	2	0	1	0	1	0	1	1	1	1	1	0	1	1	1
Tadh_TriadG20204	0	2	3	3	1	1	1	3	2	3	0	1	3	1	3	1	0	1	3	0	2	5
Tadh_TriadG52407	7	4	6	5	9	13	5	3	23	4	4	10	5	4	3	10	8	4	4	4	10	8
Tadh_TriadG19675	10	16	13	13	8	8	8	11	1	12	8	14	13	4	6	14	7	3	20	13	7	20
Tadh_orphan_41	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG52410	8	3	2	15	3	7	5	3	2	4	2	2	9	1	7	4	3	4	15	5	3	8
Tadh_TriadG52413	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	1	2	1	0	1	0
Tadh_TriadG19492	3	2	4	3	2	3	2	2	3	5	0	3	1	2	2	5	0	2	6	1	0	6
Tadh_TriadG49753	5	6	5	3	3	3	0	1	1	5	2	3	2	3	0	2	1	3	8	5	1	1
Tadh_TriadG52419	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	0
Tadh_TriadG63545	5	7	5	8	1	3	4	0	9	6	6	4	4	0	4	10	4	3	4	0	2	11
Tadh_TriadG37030	5	1	3	4	1	3	5	8	1	0	2	1	6	0	1	7	3	1	3	0	4	7
Tadh_TriadG52425	2	2	8	5	1	2	2	4	2	3	2	7	5	2	1	3	5	2	5	3	5	1
Tadh_TriadG19682	0	3	2	5	1	0	0	0	1	1	0	0	1	2	1	0	1	0	2	0	1	3
Tadh_orphan_43	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Tadh_wf_g1167	13	8	19	19	5	7	6	19	4	9	2	12	7	3	6	17	6	9	12	6	8	8
Tadh_TriadG18503	13	11	9	5	8	7	9	7	2	10	1	8	9	2	4	6	8	12	17	6	2	9
Tadh_TriadG20272	8	5	7	6	4	5	5	1	3	2	0	0	5	1	3	4	4	3	4	2	6	5
Tadh_TriadG63549	9	11	7	4	3	5	6	7	8	5	3	2	8	7	3	11	6	1	5	3	11	13
Tadh_TriadG49758	4	8	9	8	4	2	2	9	4	4	2	15	6	2	1	7	4	5	9	0	8	11
Tadh_TriadG63551	51	52	25	31	10	13	11	25	12	23	11	20	11	7	6	19	6	12	34	32	13	26
Tadh_orphan_44	2	3	4	2	2	1	4	2	1	1	0	7	4	2	2	3	3	3	6	1	2	7
Tadh_TriadG20386	2	1	2	0	0	4	0	0	0	0	1	3	1	1	0	3	1	0	2	0	2	5
Tadh_TriadG52445	18	17	10	14	2	11	8	15	14	4	8	8	15	3	8	7	14	2	14	10	8	14
Tadh_TriadG52446	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	2
Tadh_TriadG52447	2	0	4	2	0	2	0	0	0	0	0	0	1	2	0	1	1	1	0	1	1	4
Tadh_TriadG20051	1	0	0	2	0	0	0	3	0	5	0	1	1	0	0	2	0	1	4	2	1	3
Tadh_TriadG19616	21	30	34	21	8	9	6	24	3	14	10	12	13	13	17	24	12	8	24	15	18	22
Tadh_TriadG19042	2	2	2	1	0	0	1	0	3	0	1	2	1	0	1	1	0	0	4	2	1	2
Tadh_TriadG63553	1	3	3	1	2	0	1	0	0	2	1	1	3	2	0	1	1	0	2	2	0	5
Tadh_wf_g1194	4	5	6	4	0	2	0	1	6	3	1	2	1	1	3	1	1	1	3	0	3	7
Tadh_TriadG20369	82	46	72	41	28	61	36	38	46	62	22	70	61	43	37	78	29	25	74	19	55	98
Tadh_TriadG18924	6	4	5	2	3	1	3	3	0	2	1	1	2	0	4	3	0	1	5	1	1	2
Tadh_TriadG52465	1	0	2	2	2	5	4	7	0	2	3	4	10	2	1	3	5	2	3	1	2	4
Tadh_TriadG52466	2	1	13	4	12	8	4	2	4	2	1	4	1	4	4	2	3	1	11	3	1	8
Tadh_TriadG52469	1	0	0	0	1	1	1	0	1	0	1	2	4	0	0	3	1	1	1	1	2	1
Tadh_TriadG18785	15	12	17	8	4	6	4	7	2	6	10	6	4	5	3	7	6	4	8	6	2	18
Tadh_TriadG52473	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	5
Tadh_orphan_46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1
Tadh_TriadG17678	7	14	3	5	5	6	2	0	1	3	1	5	4	1	1	3	3	0	14	13	3	2
Tadh_TriadG37040	279	194	247	210	118	127	97	180	110	91	53	174	156	54	95	186	82	59	252	120	166	194
Tadh_wf_g1217	95	82	66	46	27	28	20	70	19	42	13	45	27	19	24	39	20	22	59	40	45	67
Tadh_TriadG63557	4	9	11	10	4	8	12	12	0	8	2	4	11	1	4	8	2	1	11	5	15	8
Tadh_TriadG18601	2	2	4	2	3	2	0	0	2	1	4	2	1	0	0	3	1	5	3	0	1	3
Tadh_wf_g1225	0	0	0	5	2	2	0	0	3	1	3	2	1	1	6	0	1	0	0	0	16	0
Tadh_TriadG52489	0	0	0	11	9	106	7	1	61	31	33	22	14	1	56	1	4	0	6	0	239	4
Tadh_TriadG37048	55	28	30	21	11	21	15	29	13	11	5	17	13	6	13	28	9	12	30	5	21	27
Tadh_TriadG49771	1	3	1	2	0	0	0	0	1	3	0	1	3	0	2	4	0	0	0	0	2	2
Tadh_TriadG18456	1	2	2	1	1	1	0	0	0	0	0	1	2	1	0	0	3	0	0	1	0	1
Tadh_TriadG52495	0	2	4	2	1	0	1	0	1	2	1	2	2	0	0	2	2	2	3	1	0	2
Tadh_TriadG63196	6	0	3	11	3	1	1	2	6	4	7	7	1	1	2	4	0	2	14	2	1	12
Tadh_TriadG52500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_wf_g1236	4	4	11	2	2	2	2	6	1	2	2	0	3	1	2	5	3	2	5	1	4	7
Tadh_TriadG52501	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0
Tadh_TriadG52503	1	2	1	2	0	0	2	0	0	2	5	4	4	1	1	0	3	2	2	1	1	1
Tadh_TriadG63562	3	2	36	7	11	11	11	7	1	3	2	5	3	3	2	26	4	4	9	10	12	7
Tadh_TriadG52507	0	2	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	2	1	0	1
