1	2	3	4	5	6	7	22	23	25	26	29	30	14	15	16	17	18	24	8	9	10	11	12	13	34	37	38	27	28	20	21	19	33	35	31	32	36
Hhon_g00182.t1	6	16	7	5	3	5	6	8	12	14	20	25	9	1	4	1	8	12	2	4	15	21	8	5	17	2	1	4	11	33	2	2	8	2	4	12	13	9
Hhon_orphan_17	1	0	0	0	0	0	0	3	7	7	2	9	0	0	0	0	0	0	3	0	1	0	0	0	0	2	3	5	0	0	0	4	20	0	0	0	0	1
Hhon_orphan_18	11	12	6	14	13	13	2	7	14	13	36	21	24	3	16	2	44	40	60	6	4	37	8	0	12	23	89	67	7	8	15	24	29	2	0	7	26	77
Hhon_g00183.t1	11	34	1	7	8	42	6	15	14	39	35	33	20	8	15	1	106	45	75	6	13	60	2	1	10	35	114	56	5	31	13	22	46	4	0	12	50	83
Hhon_g00184.t1	7	1	5	10	4	4	17	4	13	2	20	23	8	9	3	6	3	10	10	3	2	2	0	7	4	7	20	4	4	13	14	1	26	26	11	32	10	12
Hhon_g00186.t1	1	0	1	1	0	1	1	0	0	1	7	1	4	0	0	6	4	0	3	3	1	8	0	0	1	1	3	5	1	1	1	1	2	2	4	1	2	0
Hhon_g00188.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Hhon_orphan_19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00191.t1	0	0	0	0	0	0	1	0	0	1	1	1	3	0	2	0	5	0	3	0	4	0	0	0	0	5	0	0	5	1	0	0	3	3	0	2	0	4
Hhon_orphan_20	7	2	1	2	5	4	2	3	3	0	1	0	2	0	0	0	0	0	1	1	0	0	4	1	3	0	0	0	1	2	20	0	0	1	1	0	0	88
Hhon_g00193.t1	4	5	4	4	1	0	3	3	3	0	2	1	1	0	0	0	0	0	0	1	1	2	4	0	1	0	1	0	1	6	7	0	0	0	2	0	0	42
Hhon_g00194.t1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00195.t1	6	9	8	5	5	6	12	21	16	3	9	21	8	9	13	32	12	8	27	9	16	22	28	17	15	5	19	5	7	36	5	4	18	9	24	8	11	12
Hhon_orphan_21	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00198.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00199.t1	1	0	0	1	0	1	0	2	1	0	3	0	0	0	1	0	0	0	1	1	0	1	2	0	0	1	1	1	0	1	0	0	1	0	0	4	0	0
Hhon_g00201.t1	1	1	1	2	0	0	2	3	0	1	6	2	3	3	2	0	0	3	1	2	0	4	1	1	1	3	7	0	1	3	0	0	0	3	1	2	3	2
Hhon_g00203.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Hhon_g00205.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0
Hhon_g00209.t1	0	2	2	3	2	0	3	1	1	3	5	7	1	2	1	2	2	3	5	2	3	0	1	0	1	3	6	3	3	6	2	3	3	5	2	15	4	3
Hhon_g00210.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_22	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Hhon_g00212.t1	0	2	1	0	0	0	0	0	0	2	1	2	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	3	2	0	0	1	2	2	0	2	1
Hhon_g00215.t1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
Hhon_g00219.t1	1	0	0	1	0	0	0	0	0	0	0	7	1	2	2	6	8	2	4	0	5	1	0	3	1	3	3	3	2	2	2	1	14	0	2	5	0	9
Hhon_g00221.t1	2	1	1	3	4	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	3	0	0	2	1	0	0	1	0
Hhon_g00222.t1	0	2	1	0	1	0	0	0	2	0	2	0	1	1	0	0	2	0	1	0	0	1	0	2	0	21	0	0	1	5	0	1	1	0	0	3	0	2
Hhon_g00223.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00224.t1	4	4	0	2	3	6	1	4	4	0	0	3	1	0	3	1	1	3	3	0	2	9	1	1	1	5	3	1	1	5	1	1	1	1	4	1	2	5
Hhon_g00226.t1	0	4	2	1	1	0	4	4	6	6	9	17	1	4	2	2	3	1	8	4	0	3	3	4	3	6	10	1	4	10	1	0	10	8	21	2	6	9
Hhon_orphan_24	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	2	1	3	0	0	0	0	1	0	0	1	1	0	0	1	0
Hhon_g00230.t1	1	8	0	1	1	7	1	5	3	2	4	25	2	5	9	5	30	15	1	40	26	33	14	14	30	3	3	3	9	10	2	1	9	0	0	4	44	15
Hhon_g00233.t1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	3	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1
Hhon_g00237.t1	0	1	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
Hhon_g00238.t1	3	3	2	1	1	3	7	4	5	6	24	2	2	1	2	3	1	4	5	0	4	4	4	2	2	6	11	2	3	9	0	1	6	3	6	2	3	7
Hhon_g00239.t1	0	0	0	1	1	0	2	1	1	0	4	2	0	1	0	1	0	0	1	1	0	0	0	0	1	0	2	0	0	1	0	0	2	1	1	1	0	3
Hhon_orphan_25	0	0	1	0	1	0	4	3	5	1	2	1	2	1	2	4	2	0	4	1	1	2	4	1	3	14	7	11	0	0	0	2	3	9	16	0	1	1
Hhon_g00241.t1	0	1	6	1	3	3	17	5	9	0	6	5	5	6	5	13	10	4	10	2	1	6	5	8	5	31	11	12	5	8	2	2	13	22	95	6	6	12
Hhon_orphan_26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	2
Hhon_g00243.t1	0	1	0	2	1	0	2	0	0	1	3	0	4	0	2	0	1	1	1	1	0	3	0	0	0	5	0	0	1	0	0	1	2	1	1	2	3	2
Hhon_g00245.t1	0	0	2	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0
Hhon_g00248.t1	0	0	2	0	0	4	6	0	0	0	4	2	0	1	0	3	0	3	1	0	1	0	1	0	0	1	3	1	0	3	0	1	3	0	8	0	2	1
Hhon_g00249.t1	1	0	1	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g00251.t1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0
Hhon_g00252.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0
Hhon_g00254.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Hhon_g00255.t1	2	0	2	1	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1
Hhon_g00256.t1	0	0	0	0	0	0	0	0	0	2	0	1	0	3	4	2	7	0	0	0	1	0	1	0	1	2	1	0	8	0	1	0	3	1	0	0	0	0
Hhon_orphan_27	1	0	1	0	0	0	2	3	3	2	6	1	1	0	0	1	1	2	3	0	3	1	4	1	4	1	0	1	1	4	0	1	7	2	0	0	0	1
Hhon_g00258.t1	1	3	0	0	0	0	0	9	2	2	9	7	1	5	2	5	6	1	10	3	3	8	5	9	10	2	8	1	8	18	3	0	9	6	2	4	2	3
Hhon_g00260.t1	55	100	75	74	44	39	127	31	62	50	189	66	29	23	8	22	46	54	67	11	13	37	22	36	16	98	83	21	34	61	20	9	60	58	40	25	42	60
Hhon_g00261.t1	15	23	19	23	11	6	56	21	44	22	76	37	10	11	9	14	21	24	37	10	16	25	8	19	14	24	44	17	11	45	11	10	33	24	37	19	35	33
Hhon_orphan_28	2	5	1	5	3	2	1	3	7	5	15	4	0	0	0	0	10	11	4	0	2	2	0	1	0	16	4	1	5	4	1	0	3	2	0	0	1	0
Hhon_g00264.t1	0	7	2	1	4	4	6	3	2	4	7	2	0	1	4	4	9	3	4	1	5	17	4	3	3	4	5	1	1	6	0	0	5	0	1	3	3	10
Hhon_g00267.t1	1	1	0	2	2	1	3	2	4	1	4	5	1	2	0	1	1	0	0	0	2	2	3	1	0	5	1	2	5	3	2	3	4	1	4	2	0	5
Hhon_g00270.t1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0
Hhon_orphan_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Hhon_g00273.t1	1	0	0	8	3	3	6	1	5	4	7	3	2	4	3	1	3	4	3	0	3	5	1	2	1	19	6	2	1	4	0	2	8	4	3	3	10	3
Hhon_g00274.t1	0	0	0	0	1	0	1	3	2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Hhon_g00275.t1	1	1	0	3	1	5	0	1	2	0	5	4	0	2	2	5	3	0	3	3	3	4	3	0	1	2	1	0	1	3	1	1	2	1	0	1	1	3
Hhon_g00279.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
