peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
TrH2_orphan_37	0.596065964633419	0.669812756888415	0.295551943254027	0.307886287331212	0.625767724291376	0.395607177896636	0.439298377733848	0.459853404308687	0.695007529248234	0.446092658282275	0.67654520719197	0.465506005027465	0.151281589813011	0.467095702719535	0.475387873287523
TrH2_TrispH2_000870	0.419453826964258	0.223270918962805	0	0	0	0	0	0	0	0.0053746103407503	0	0	0	0	0
TrH2_TrispH2_000871	0	0	0	0	0	0	0.0156892277762089	0	0	0	0	0	0.00521660654527623	0	0
TrH2_TrispH2_000872	0	0	0	0	0	0	0	0.0139349516457178	0	0.0107492206815006	0	0	0	0	0
TrH2_TrispH2_000877	0.0220765172086452	0.010148678134673	0	0.102628762443737	0.0463531647623242	0	0	0	0	0	0.0220612567562599	0	0.00782490981791435	0.0129748806310982	0
TrH2_TrispH2_000880	0.0441530344172903	0	0.0295551943254027	0.0733062588883839	0	0.0158242871158654	0.0470676833286266	0.0278699032914356	0.0723966176300243	0.0591207137482532	0.0294150090083465	0.0310337336684977	0.0104332130905525	0.0259497612621964	0.0864341587795497
TrH2_TrispH2_000885	0	0	0	0	0	0.0158242871158654	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000888	0	0	0	0	0	0	0	0	0	0.053746103407503	0	0	0	0	0
TrH2_TrispH2_000683	0	0	0	0	0.0463531647623242	0.0949457226951926	0.156892277762089	0.0278699032914356	0	0.0376222723852521	0.00735375225208663	0.0310337336684977	0.0625992785433148	0.0129748806310982	0
TrH2_TrispH2_000684	0	0	0	0	0	0.0316485742317309	0.0784461388810443	0.111479613165742	0	0	0	0	0	0	0
TrH2_TrispH2_000685	0	0	0	0	0.0695297471434862	0.142418584042789	0.0313784555524177	0.0418048549371534	0	0.0483714930667527	0	0	0	0.0129748806310982	0
TrH2_TrispH2_000686	0	0	0.502438303531846	0.381192546219596	0	0.0316485742317309	0	0	0	0.0376222723852521	0.0220612567562599	0	0	0.220572970728669	0
TrH2_TrispH2_000687	0	0	0	0	0	0	0	0	0	0.0053746103407503	0	0	0.00260830327263812	0	0
TrH2_TrispH2_000688	0.0220765172086452	0.0507433906733648	0	0.0146612517776768	0.0231765823811621	0.0158242871158654	0.0313784555524177	0.0278699032914356	0.0144793235260049	0.0214984413630012	0.00735375225208663	0.0310337336684977	0.0182581229084668	0.0389246418932946	0
TrH2_TrispH2_000690	0	0.0304460344040189	0.0295551943254027	0.0146612517776768	0	0.0316485742317309	0.0156892277762089	0	0.0289586470520097	0.0268730517037515	0.00735375225208663	0	0.00782490981791435	0	0.0432170793897748
TrH2_TrispH2_000693	0.0220765172086452	0	0	0	0	0	0	0	0.0144793235260049	0.0107492206815006	0	0	0	0	0
TrH2_orphan_42	0	0	0	0	0	0	0	0.0139349516457178	0.0289586470520097	0.0053746103407503	0	0	0	0	0
TrH2_TrispH2_000697	0.0662295516259355	0.010148678134673	0.0886655829762081	0.0146612517776768	0	0.0158242871158654	0.0156892277762089	0.0278699032914356	0.0289586470520097	0.0107492206815006	0.0367687612604331	0.0310337336684977	0.0208664261811049	0.0259497612621964	0.0864341587795497
TrH2_TrispH2_000699	0	0.010148678134673	0.177331165952416	0.0146612517776768	0	0.0474728613475963	0	0.0139349516457178	0	0.0214984413630012	0.00735375225208663	0	0.00260830327263812	0.0259497612621964	0
TrH2_TrispH2_000700	0	0.010148678134673	0	0	0	0	0	0	0	0.0053746103407503	0	0	0	0	0
TrH2_TrispH2_000703	0	0	0	0	0	0	0	0	0	0	0.0147075045041733	0	0	0	0
TrH2_TrispH2_000706	0.0662295516259355	0	0	0	0	0.0632971484634617	0.0313784555524177	0.0557398065828712	0.0579172941040195	0.0429968827260024	0.058830018016693	0.0310337336684977	0.00782490981791435	0.0129748806310982	0.0864341587795497
TrH2_TrispH2_000707	0.0662295516259355	0.010148678134673	0	0.0146612517776768	0.0231765823811621	0	0.0470676833286266	0.0139349516457178	0.0723966176300243	0.0107492206815006	0.00735375225208663	0.0155168668342488	0.00521660654527623	0	0
TrH2_TrispH2_000709	0	0	0	0	0	0	0.0156892277762089	0	0	0	0	0	0	0	0
TrH2_TrispH2_000713	0	0	0.0295551943254027	0.0293225035553536	0	0	0.0470676833286266	0.0139349516457178	0.0144793235260049	0	0.00735375225208663	0	0.0130415163631906	0.0129748806310982	0
TrH2_TrispH2_000714	0	0	0.0295551943254027	0	0	0	0.0156892277762089	0.0139349516457178	0	0.0214984413630012	0.0147075045041733	0	0.00782490981791435	0.0259497612621964	0
TrH2_TrispH2_000716	0.0220765172086452	0.0913381032120566	0.0295551943254027	0.0146612517776768	0	0.0316485742317309	0.0313784555524177	0	0.130313911734044	0.0644953240890035	0.0661837702687796	0.0620674673369953	0.0339079425442955	0.0389246418932946	0.0864341587795497
TrH2_TrispH2_000718	0	0	0	0	0	0	0	0	0	0.0053746103407503	0.00735375225208663	0	0	0	0
TrH2_TrispH2_000719	0	0	0	0	0	0	0	0.0557398065828712	0.0579172941040195	0.0053746103407503	0.00735375225208663	0.0155168668342488	0.00260830327263812	0	0
TrH2_TrispH2_000721	0	0.0405947125386918	0.118220777301611	0.0586450071107071	0	0.0474728613475963	0.0784461388810443	0.0696747582285889	0.0579172941040195	0.0698699344297538	0.0294150090083465	0.0620674673369953	0.0286913359990193	0.129748806310982	0.0432170793897748
TrH2_TrispH2_000725	0.154535620460516	0.0507433906733648	0.118220777301611	0.0293225035553536	0.278118988573945	0.253188593853847	0.188270733314506	0.264764081268638	0.0289586470520097	0.112866817155756	0.205905063058426	0.155168668342488	0.067815885088591	0.168673448204277	0.432170793897748
TrH2_TrispH2_000727	0	0.010148678134673	0	0	0	0	0	0.0139349516457178	0	0	0	0	0.0156498196358287	0	0
TrH2_TrispH2_000728	0	0.010148678134673	0.0591103886508054	0.0293225035553536	0	0	0.0156892277762089	0.0139349516457178	0	0.0107492206815006	0	0	0	0	0
TrH2_TrispH2_000730	0.0441530344172903	0.0405947125386918	0.0295551943254027	0.0293225035553536	0.0231765823811621	0.0316485742317309	0.0784461388810443	0.0418048549371534	0.0434379705780146	0.0161238310222509	0.0367687612604331	0.0155168668342488	0.0156498196358287	0.0129748806310982	0.0432170793897748
TrH2_TrispH2_000732	0.0662295516259355	0.010148678134673	0.0591103886508054	0.0293225035553536	0.0463531647623242	0.0158242871158654	0.0156892277762089	0	0.0434379705780146	0.0322476620445018	0.0220612567562599	0	0.00782490981791435	0	0
TrH2_TrispH2_000734	0	0	0	0	0	0	0.0313784555524177	0.0278699032914356	0	0.0322476620445018	0	0	0	0	0
TrH2_TrispH2_000735	0.397377309755613	0.862637641447201	0.265996748928624	0.425176301552627	0.788003800959511	0.395607177896636	1.4120304998588	0.794292243805914	0.723966176300243	0.709448564979039	0.705960216200316	0.496539738695963	0.17997292581203	1.4661615113141	1.42616361986257
TrH2_TrispH2_000736	0.0883060688345807	0.131932815750748	0	0	0.162236076668135	0.0316485742317309	0.0313784555524177	0.0557398065828712	0.0723966176300243	0.0591207137482532	0.0882450270250395	0.0620674673369953	0.00260830327263812	0.0129748806310982	0.0432170793897748
TrH2_TrispH2_000737	0	0.0202973562693459	0	0.0293225035553536	0.0463531647623242	0.0316485742317309	0.0470676833286266	0.0418048549371534	0.0579172941040195	0.0107492206815006	0.058830018016693	0.0465506005027465	0.00260830327263812	0.0129748806310982	0.0864341587795497
TrH2_TrispH2_000740	0	0.010148678134673	0	0	0.0463531647623242	0	0	0	0	0.0161238310222509	0.00735375225208663	0.0155168668342488	0.00521660654527623	0	0
TrH2_TrispH2_000743	0	0.0811894250773837	0.0886655829762081	0.0879675106660607	0.0463531647623242	0.0158242871158654	0.0627569111048354	0.0139349516457178	0.0868759411560292	0.0591207137482532	0.0661837702687796	0	0.0260830327263812	0.0129748806310982	0
TrH2_TrispH2_000745	0.0220765172086452	0.0913381032120566	0.147775971627013	0.102628762443737	0.162236076668135	0.0632971484634617	0.0941353666572531	0.167219419748613	0.130313911734044	0.0429968827260024	0.0882450270250395	0.124134934673991	0.0260830327263812	0.0778492837865892	0.0432170793897748
TrH2_TrispH2_000746	0	0	0	0	0	0	0	0	0	0.0053746103407503	0	0	0	0	0
TrH2_TrispH2_000748	0.0441530344172903	0.162378850154767	0.0886655829762081	0.190596273109798	0.0695297471434862	0.126594296926923	0.14120304998588	0.111479613165742	0.188231205838063	0.107492206815006	0.110306283781299	0.0465506005027465	0.0834657047244197	0.0778492837865892	0
TrH2_TrispH2_000749	0	0.010148678134673	0.0295551943254027	0.0146612517776768	0	0	0	0	0	0.0053746103407503	0.0147075045041733	0.0155168668342488	0.00521660654527623	0.0259497612621964	0
TrH2_orphan_45	0	0	0	0	0	0.0158242871158654	0.156892277762089	0	0	0	0	0	0	0	0
TrH2_TrispH2_000752	0.176612137669161	0.182676206424113	0.177331165952416	0.175935021332121	0.0463531647623242	0.0474728613475963	0.0470676833286266	0.153284468102896	0.173751882312058	0.150489089541008	0.264735081075119	0.217236135679484	0.0625992785433148	0.246522731990866	0
TrH2_TrispH2_000757	0.0220765172086452	0.010148678134673	0	0.0293225035553536	0.0231765823811621	0	0.0313784555524177	0.0278699032914356	0.0289586470520097	0.0161238310222509	0.0147075045041733	0.0310337336684977	0.023474729453743	0.0518995225243928	0
TrH2_TrispH2_000759	0	0	0	0.0146612517776768	0.0463531647623242	0.0474728613475963	0.0156892277762089	0.0278699032914356	0	0.0107492206815006	0	0.0310337336684977	0.00260830327263812	0.0778492837865892	0.302519555728424
TrH2_TrispH2_000760	0	0	0	0	0.0231765823811621	0.0316485742317309	0.0156892277762089	0.0139349516457178	0	0.0161238310222509	0	0.0155168668342488	0.0104332130905525	0.0129748806310982	0.172868317559099
TrH2_TrispH2_000761	0	0.0507433906733648	0.0591103886508054	0	0.0231765823811621	0.0632971484634617	0.0156892277762089	0.0278699032914356	0.0289586470520097	0.0161238310222509	0.00735375225208663	0.0620674673369953	0.0182581229084668	0	0
TrH2_TrispH2_000764	0.0441530344172903	0.0405947125386918	0	0.0586450071107071	0.11588291190581	0.0316485742317309	0	0.0418048549371534	0.0579172941040195	0.0268730517037515	0.0294150090083465	0	0.0182581229084668	0.0259497612621964	0.0432170793897748
TrH2_TrispH2_000765	0.176612137669161	0.334906378444208	0.236441554603222	0.146612517776768	0.208589241430459	0.126594296926923	0.439298377733848	0.404113597725816	0.376462411676126	0.279479737719015	0.397102621612678	0.217236135679484	0.187797835629944	0.233547851359767	0.388953714507974
TrH2_TrispH2_000768	0.220765172086452	0.192824884558786	0.679769469484262	1.0702713797704	0.394001900479755	0.300661455201443	0.251027644419342	0.334438839497227	0.347503764624117	0.343975061808019	0.338272603595985	0.232753002513732	0.206055958538411	0.311397135146357	0.302519555728424
TrH2_TrispH2_000770	0	0	0.118220777301611	0.0586450071107071	0	0	0	0.0139349516457178	0	0	0.00735375225208663	0	0	0	0.0432170793897748
TrH2_orphan_46	0	0	0	0	0	0	0	0	0	0.0107492206815006	0.0147075045041733	0.0155168668342488	0	0	0
TrH2_TrispH2_000772	0.0441530344172903	0	0	0	0	0.0158242871158654	0.0156892277762089	0	0	0	0.00735375225208663	0.0155168668342488	0.00260830327263812	0	0
TrH2_TrispH2_000773	0	0.010148678134673	0	0.0146612517776768	0	0.0158242871158654	0.0470676833286266	0.0139349516457178	0	0.0268730517037515	0.0147075045041733	0.0155168668342488	0.00521660654527623	0.0129748806310982	0.0432170793897748
TrH2_orphan_47	0	0.010148678134673	0.0295551943254027	0.0146612517776768	0.0695297471434862	0	0.0156892277762089	0	0.0144793235260049	0.0214984413630012	0.00735375225208663	0.0155168668342488	0.00260830327263812	0.0129748806310982	0
TrH2_TrispH2_000777	0	0	0	0	0	0	0	0	0	0.0053746103407503	0.00735375225208663	0	0	0	0
TrH2_TrispH2_000778	0	0	0	0	0.0463531647623242	0.0316485742317309	59.0542533496501	0.0557398065828712	0	1.54251316779533	1.69136301797992	0	0.208664261811049	0.752543076603695	0.0432170793897748
TrH2_TrispH2_000780	0	0	0.0591103886508054	0.0879675106660607	0.0463531647623242	0	0.0313784555524177	0.0557398065828712	0.0579172941040195	0.0214984413630012	0	0.0155168668342488	0.00521660654527623	0	0
TrH2_TrispH2_000782	0	0	0	0	0	0	0	0.0418048549371534	0.0434379705780146	0	0	0	0.00260830327263812	0.0129748806310982	0
TrH2_TrispH2_000784	0.507759895798839	0.416095803521591	0	0.0146612517776768	0.139059494286972	0.316485742317309	0.298095327747968	0.0418048549371534	0	0.145114479200258	0.125013788285473	0.0775843341712441	0.0312996392716574	0.220572970728669	0.0864341587795497
TrH2_TrispH2_000786	0.0883060688345807	0.010148678134673	0	0	0	0.0316485742317309	0.0313784555524177	0	0	0	0	0.0155168668342488	0	0	0
TrH2_orphan_49	0.110382586043226	0.0507433906733648	0	0	0.0231765823811621	0.0632971484634617	0.0313784555524177	0.0557398065828712	0	0	0.0147075045041733	0.0620674673369953	0.00521660654527623	0.0129748806310982	0
TrH2_TrispH2_000787	0.0220765172086452	0.0710407469427107	0	0	0.11588291190581	0.0474728613475963	0.0156892277762089	0.167219419748613	0.0723966176300243	0.091368375792755	0.0735375225208663	0.0310337336684977	0.0208664261811049	0.0518995225243928	0.129651238169325
TrH2_TrispH2_000789	0.0441530344172903	0.010148678134673	0	0	0	0.0474728613475963	0.0313784555524177	0.0696747582285889	0.0579172941040195	0.0053746103407503	0.00735375225208663	0	0.0130415163631906	0	0
TrH2_TrispH2_000792	0.0441530344172903	0.0811894250773837	0.0591103886508054	0.117290014221414	0.185412659049297	0.0632971484634617	0.156892277762089	0.181154371394331	0.144793235260049	0.053746103407503	0.125013788285473	0.124134934673991	0.0521660654527623	0.064874403155491	0.172868317559099
TrH2_TrispH2_000794	0	0	0	0	0.0231765823811621	0.0158242871158654	0.0470676833286266	0.0139349516457178	0	0.0161238310222509	0.00735375225208663	0	0.0104332130905525	0.129748806310982	0.129651238169325
TrH2_TrispH2_000795	0	0.0507433906733648	0.0295551943254027	0.0293225035553536	0	0	0.0313784555524177	0.0418048549371534	0	0.053746103407503	0.0147075045041733	0.0310337336684977	0.00521660654527623	0.0129748806310982	0
TrH2_TrispH2_000796	0	0.010148678134673	0.0295551943254027	0.0879675106660607	0.0231765823811621	0.0158242871158654	0	0.0139349516457178	0.0144793235260049	0.0053746103407503	0	0	0.00782490981791435	0	0
TrH2_TrispH2_000797	0.0441530344172903	0.0202973562693459	0	0	0.0463531647623242	0	0	0.0139349516457178	0.0144793235260049	0.0268730517037515	0.00735375225208663	0	0.00260830327263812	0	0
TrH2_TrispH2_000798	0	0.0405947125386918	0.0295551943254027	0.0146612517776768	0.0231765823811621	0.0474728613475963	0.0627569111048354	0.0418048549371534	0.0868759411560292	0.0214984413630012	0.0294150090083465	0	0.00260830327263812	0.0129748806310982	0
TrH2_TrispH2_000800	1.50120317018787	1.13665195108337	1.80286685384956	1.75935021332121	1.08929937191462	0.807038642909137	1.14531362766325	1.65825924584042	1.63616355843855	1.11254434053531	1.43398168915689	1.47410234925364	0.811182317790454	2.28357899107328	1.12364406413415
TrH2_TrispH2_000802	0	0	0	0	0.0695297471434862	0	0	0.0278699032914356	0.0144793235260049	0.0268730517037515	0.00735375225208663	0.0155168668342488	0	0.0259497612621964	0
TrH2_orphan_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129748806310982	0
TrH2_TrispH2_000806	0	0	0	0.0146612517776768	0	0.0158242871158654	0	0	0.0144793235260049	0.0107492206815006	0.0441225135125198	0.0155168668342488	0.00260830327263812	0	0
TrH2_TrispH2_000810	0	0	0	0	0	0	0	0.0139349516457178	0.0144793235260049	0	0	0	0	0	0
TrH2_TrispH2_000813	0	0.010148678134673	0.0591103886508054	0.0879675106660607	0.0463531647623242	0.0158242871158654	0.0156892277762089	0.0139349516457178	0	0.0161238310222509	0.0220612567562599	0	0	0.0129748806310982	0.0432170793897748
TrH2_TrispH2_000814	0.485683378590194	0.730704825696453	1.03443180138909	1.09959388332576	1.36741836048856	0.759565781561541	1.25513822209671	1.29595050305175	1.25970114676242	0.714823175319789	1.16924660808177	0.977562610557676	0.323429605807126	0.947166286070168	0.691473270236397
TrH2_orphan_52	0	0.010148678134673	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000819	0.0441530344172903	0.0202973562693459	0	0	0.0231765823811621	0.0158242871158654	0	0.0139349516457178	0.0289586470520097	0.0161238310222509	0.0294150090083465	0.0155168668342488	0.00782490981791435	0.0389246418932946	0
TrH2_TrispH2_000821	0	0.010148678134673	0	0	0	0	0	0	0	0	0.00735375225208663	0	0	0.0129748806310982	0
TrH2_TrispH2_000823	0.0441530344172903	0.010148678134673	0	0	0	0.0316485742317309	0	0.0278699032914356	0.0723966176300243	0	0.00735375225208663	0	0.0104332130905525	0.0778492837865892	0
TrH2_orphan_53	0	0	0	0	0	0.0158242871158654	0	0	0	0.0107492206815006	0	0	0.00260830327263812	0	0
TrH2_TrispH2_000826	0.0662295516259355	0.0608920688080378	0.0886655829762081	0.0586450071107071	0.208589241430459	0.0316485742317309	0.14120304998588	0.139349516457178	0.0868759411560292	0.0806191551112544	0.139721292789646	0.0620674673369953	0.023474729453743	0.0908241644176874	0.0432170793897748
TrH2_TrispH2_000827	0	0	0	0.0146612517776768	0	0	0	0.0139349516457178	0.0144793235260049	0.0322476620445018	0.00735375225208663	0	0.00260830327263812	0	0
TrH2_TrispH2_000831	0	0.010148678134673	0.0591103886508054	0.0293225035553536	0.0463531647623242	0.0316485742317309	0.0470676833286266	0.0557398065828712	0.0144793235260049	0.0322476620445018	0.0220612567562599	0	0.0208664261811049	0.064874403155491	0.129651238169325
TrH2_TrispH2_000834	0.154535620460516	0.182676206424113	0.177331165952416	0.249241280220505	0.0927063295246483	0.110770009811058	0.156892277762089	0.139349516457178	0.130313911734044	0.102117596474256	0.102952531529213	0.093101201005493	0.0469494589074861	0.0778492837865892	0.0864341587795497
TrH2_TrispH2_000836	0	0.010148678134673	0	0	0.0231765823811621	0	0	0	0.0144793235260049	0.0053746103407503	0.0735375225208663	0.0155168668342488	0	0.0259497612621964	0
TrH2_TrispH2_000838	0	0.010148678134673	0.118220777301611	0.131951265999091	0.0695297471434862	0.0316485742317309	0.0470676833286266	0.0278699032914356	0.0434379705780146	0.0483714930667527	0.0955987792771262	0.0620674673369953	0.0286913359990193	0.0518995225243928	0.0432170793897748
TrH2_TrispH2_000841	0	0	0	0	0.0231765823811621	0	0.0156892277762089	0	0	0.0053746103407503	0.00735375225208663	0.0155168668342488	0.00260830327263812	0	0
TrH2_TrispH2_000845	0	0	0	0	0	0	0	0	0	0.0214984413630012	0	0	0.0417328523622099	0	0
TrH2_TrispH2_000846	0.0441530344172903	0.0405947125386918	0.147775971627013	0.0586450071107071	0.139059494286972	0.0474728613475963	0.0470676833286266	0.153284468102896	0.0434379705780146	0.155863699881759	1.63988675221532	0.651708407038451	0.044341155634848	0.0389246418932946	0.0432170793897748
TrH2_TrispH2_000847	0.0441530344172903	0	0.0591103886508054	0	0	0	0	0	0	0.0214984413630012	0.00735375225208663	0	0	0.0129748806310982	0
TrH2_TrispH2_000848	0.0662295516259355	0.0507433906733648	0.177331165952416	0.102628762443737	0	0.0632971484634617	0.0156892277762089	0.0139349516457178	0.0434379705780146	0.0322476620445018	0.0294150090083465	0.108618067839742	0.0104332130905525	0.0129748806310982	0
TrH2_TrispH2_000850	0.0441530344172903	0.162378850154767	0.797990246785873	1.24620640110253	0.231765823811621	0.253188593853847	0.282406099971759	0.334438839497227	0.289586470520097	0.268730517037515	0.448578887377284	0.217236135679484	0.294738269808107	0.337346896408553	0.432170793897748
TrH2_TrispH2_000851	0.0220765172086452	0.0608920688080378	0.0591103886508054	0.161273769554445	0	0.0474728613475963	0.0156892277762089	0.0418048549371534	0.0289586470520097	0	0.00735375225208663	0	0.00260830327263812	0.064874403155491	0.0864341587795497
TrH2_TrispH2_000852	0	0.010148678134673	0.0295551943254027	0	0	0.0316485742317309	0	0	0.0289586470520097	0.0053746103407503	0.00735375225208663	0.0310337336684977	0.00521660654527623	0	0.0432170793897748
TrH2_TrispH2_000856	0	0	0	0	0	0	0.0313784555524177	0	0	0	0	0	0	0.0129748806310982	0
TrH2_TrispH2_000857	0	0	1.47775971627013	2.11122025598546	0	0.0158242871158654	0.0156892277762089	0	0	0	0	0	0	0	0
TrH2_TrispH2_000859	0.0220765172086452	0.0405947125386918	0.0591103886508054	0.0293225035553536	0.0463531647623242	0.0791214355793271	0.0156892277762089	0.0418048549371534	0.0289586470520097	0.053746103407503	0.0220612567562599	0	0.00521660654527623	0.0129748806310982	0.0864341587795497
TrH2_TrispH2_000860	0.0441530344172903	0.0608920688080378	0.0591103886508054	0.117290014221414	0.11588291190581	0.0632971484634617	0.109824594433462	0.0696747582285889	0.159272558786054	0.123616037837257	0.102952531529213	0.0155168668342488	0.0260830327263812	0.103799045048786	0.345736635118199
TrH2_TrispH2_000863	0	0	0	0	0	0	0	0.0278699032914356	0	0	0.0220612567562599	0	0	0.0129748806310982	0.172868317559099
TrH2_TrispH2_000865	0.0441530344172903	0.0202973562693459	0.0886655829762081	0.0293225035553536	0.0231765823811621	0	0.0313784555524177	0.0278699032914356	0.0144793235260049	0.0376222723852521	0.058830018016693	0.0465506005027465	0.0182581229084668	0.0259497612621964	0
TrH2_orphan_54	0	0	0	0	0	0	0	0	0	0	0.00735375225208663	0	0	0	0
TrH2_TrispH2_000868	0.0220765172086452	0.010148678134673	0.147775971627013	0.102628762443737	0	0.0158242871158654	0.0470676833286266	0.0278699032914356	0.0144793235260049	0.0161238310222509	0.0294150090083465	0.0620674673369953	0.0208664261811049	0.0389246418932946	0.0864341587795497
TrH2_orphan_55	0	0	0	0	0	0	0	0	0	0	0	0	0.0130415163631906	0	0
TrH2_TrispH2_000873	0	0.0405947125386918	0	0.0439837553330303	0	0.0316485742317309	0.0627569111048354	0.0557398065828712	0.0289586470520097	0.0214984413630012	0.139721292789646	0.093101201005493	0.00260830327263812	0.0129748806310982	0
TrH2_TrispH2_000874	0.0220765172086452	0	0	0	0	0	0	0	0	0	0.0294150090083465	0	0	0	0
TrH2_TrispH2_000875	0.397377309755613	0.263865631501497	0	0	0.370825318098593	0.0791214355793271	0.0313784555524177	0.167219419748613	0.0579172941040195	0.0322476620445018	0.0441225135125198	0.0155168668342488	0.0339079425442955	0.0908241644176874	0.0432170793897748
TrH2_TrispH2_000876	0	0.010148678134673	0	0.0146612517776768	0	0.0158242871158654	0	0	0	0.0161238310222509	0.00735375225208663	0.0155168668342488	0.00260830327263812	0.0908241644176874	0.0432170793897748
TrH2_TrispH2_000878	0.176612137669161	0.375501090982899	0.118220777301611	0.0733062588883839	0.162236076668135	0.284837168085578	0.188270733314506	0.139349516457178	0.101355264682034	0.145114479200258	0.102952531529213	0.279303603016479	0.0521660654527623	0.181648328835375	0.0864341587795497
TrH2_TrispH2_000881	0	0	0	0	0	0.0316485742317309	0	0.0557398065828712	0.0144793235260049	0.0107492206815006	0.0367687612604331	0.0155168668342488	0.0156498196358287	0.0129748806310982	0
TrH2_TrispH2_000882	0	0	0.118220777301611	0	0	0.0474728613475963	0	0	0	0.0268730517037515	0.0220612567562599	0	0	0	0
TrH2_TrispH2_000236	0.154535620460516	0.375501090982899	0.384217526230235	0.483821308663334	0.394001900479755	0.142418584042789	0.235338416643133	0.348373791142945	0.361983088150122	0.274105127378265	0.250027576570945	0.26378673618223	0.0938989178149722	0.337346896408553	0.216085396948874
TrH2_TrispH2_000241	0.0441530344172903	0.0608920688080378	0.0886655829762081	0.0439837553330303	0.0927063295246483	0.0632971484634617	0.109824594433462	0.0418048549371534	0.115834588208039	0.091368375792755	0.0735375225208663	0.0465506005027465	0.0104332130905525	0.0778492837865892	0.0864341587795497
TrH2_TrispH2_000242	0.110382586043226	0.324757700309535	0.472883109206443	0.307886287331212	0.417178482860917	0.221540019622116	0.156892277762089	0.195089323040049	0.159272558786054	0.236482854993013	0.242673824318859	0.139651801508239	0.0834657047244197	0.311397135146357	0.388953714507974
TrH2_TrispH2_000243	0	0.010148678134673	0	0.0146612517776768	0	0.0158242871158654	0.0470676833286266	0.0139349516457178	0.0144793235260049	0.0268730517037515	0.0220612567562599	0	0.00260830327263812	0	0
TrH2_TrispH2_000245	0.220765172086452	0.202973562693459	0.118220777301611	0.146612517776768	0.139059494286972	0.142418584042789	0.188270733314506	0.222959226331485	0.318545117572107	0.214984413630012	0.139721292789646	0.217236135679484	0.0495577621801242	0.129748806310982	0.216085396948874
TrH2_TrispH2_000247	0.220765172086452	0.263865631501497	0.147775971627013	0.41051504977495	0.324472153336269	0.0791214355793271	0.251027644419342	0.25082912962292	0.361983088150122	0.231108244652263	0.433871382873111	0.310337336684977	0.0886823112696959	0.28544737388416	0.129651238169325
TrH2_TrispH2_000248	0.0441530344172903	0.10148678134673	0.118220777301611	0.175935021332121	0.0927063295246483	0.0316485742317309	0.14120304998588	0.181154371394331	0.188231205838063	0.128990648178007	0.169136301797992	0.124134934673991	0.0521660654527623	0.103799045048786	0.129651238169325
TrH2_TrispH2_000250	0.198688654877806	0.416095803521591	0.857100635436678	0.777046344216869	0.347648735717431	0.37978289078077	0.392230694405221	0.334438839497227	0.361983088150122	0.440718047941524	0.411810126116851	0.26378673618223	0.174756319266754	0.376271538301848	0.691473270236397
TrH2_TrispH2_000252	0.0220765172086452	0.0202973562693459	0	0.0146612517776768	0	0	0	0.0836097098743067	0.0289586470520097	0.0322476620445018	0.058830018016693	0.0310337336684977	0.0208664261811049	0.0259497612621964	0
TrH2_TrispH2_000254	0.0662295516259355	0.0608920688080378	0	0.0146612517776768	0.0695297471434862	0.0791214355793271	0.0627569111048354	0.0696747582285889	0.0579172941040195	0.0591207137482532	0.0882450270250395	0.0155168668342488	0.0286913359990193	0.0518995225243928	0.0864341587795497
TrH2_TrispH2_000256	0.0441530344172903	0.0202973562693459	0	0.0586450071107071	0.0463531647623242	0	0.0470676833286266	0.0557398065828712	0.0579172941040195	0.0214984413630012	0.0882450270250395	0.0310337336684977	0.0130415163631906	0.155698567573178	0.129651238169325
TrH2_TrispH2_000258	0	0	0	0	0	0	0	0	0.0289586470520097	0	0.154428797293819	0	0	0	0
TrH2_TrispH2_000260	0.309071240921032	0.213122240828132	0.0295551943254027	0	0.417178482860917	0.316485742317309	0.40791992218143	0.264764081268638	0.405421058728136	0.247232075674514	0.308857594587638	0.372404804021972	0.166931409448839	0.337346896408553	0.0432170793897748
TrH2_TrispH2_000263	0.507759895798839	0.639366722484396	0.76843505246047	0.527805063996364	0.764827218578348	0.332310029433174	0.643258338824563	0.487723307600123	0.651569558670219	0.505213372030528	0.61036143692319	0.651708407038451	0.177364622539392	0.57089474776832	0.605039111456848
TrH2_TrispH2_000265	0.0220765172086452	0.0811894250773837	0	0.0439837553330303	0.0695297471434862	0.0316485742317309	0.0156892277762089	0.0836097098743067	0.0289586470520097	0.0698699344297538	0.0514762657646064	0.0310337336684977	0.00782490981791435	0.0129748806310982	0.0432170793897748
TrH2_TrispH2_000267	0.0662295516259355	0.0608920688080378	0.0295551943254027	0.131951265999091	0.0463531647623242	0.0316485742317309	0.0470676833286266	0.0278699032914356	0.0723966176300243	0.0483714930667527	0.0514762657646064	0.0465506005027465	0.0156498196358287	0.0259497612621964	0.0432170793897748
