lipophil	trans	unknown_1	fibre	gland	epithelia_gland_like	epithelia	peptidergic
HoiH23_PlH23_000105	0.0593108353624381	0.0574172523691594	0.0487050543670169	0.0621060661687922	0.0640898663220315	0.0573942679893144	0.0570830786703608	0.0545089116788724
HoiH23_PlH23_000107	0.134301546740233	0.136764705295984	0.135460932458266	0.124761743542618	0.124457635144417	0.123171968381562	0.138015453497189	0.144511998404452
HoiH23_PlH23_000109	0.494484205933583	0.46571771366096	0.500748840210893	0.52652753442215	0.483872674953994	0.481402483753069	0.477620963559546	0.480016462536426
HoiH23_PlH23_000111	0.0586291016226399	0.0590121760460805	0.0639253838567097	0.0643045109889264	0.0593209289006099	0.0593289062361452	0.05680083847916	0.0566216601935573
HoiH23_PlH23_000112	0.0674916402400157	0.0681829871883768	0.0547931861628941	0.0604572325536915	0.0721156390556434	0.0764182107498174	0.0786038932494214	0.0777491453404071
HoiH23_PlH23_000114	0.0302235291310508	0.0283098952653494	0.0258745601324777	0.0263813378416108	0.0262873135912507	0.021281020715139	0.0249076968734702	0.0280995552453102
HoiH23_orphan_12	0.000454489159865426	0.00119619275769082	0.00152203294896928	0	0.000465262187455764	0	0.000211680143400596	0
HoiH23_orphan_13	0.00499938075851968	0.00438604011153301	0.00456609884690784	0.00329766723020136	0.00372209749964611	0.00483659561707705	0.00338688229440954	0.00422549702936995
HoiH23_PlH23_000120	0.260649533182822	0.235251242345862	0.248091370681993	0.245126597444967	0.257755251850493	0.272783992803146	0.273843545512571	0.269164160770866
HoiH23_PlH23_000121	0.412448912577874	0.369623562126464	0.547931861628941	0.338010891095639	0.384422882385325	0.44754631443353	0.455817908789284	0.446635036004404
HoiH23_PlH23_000123	0.216336840095943	0.191390841230531	0.223738843498484	0.195661588991947	0.205645886855448	0.209908249781144	0.212597424021999	0.211274851468498
HoiH23_orphan_14	0.000681733739798139	0.00119619275769082	0	0.000549611205033559	0.00244262648414276	0	0.00119952081260338	0.000211274851468498
HoiH23_PlH23_000127	0.0572656341430436	0.0526324813383962	0.0517491202649555	0.0516634532731546	0.0550172536666441	0.0580391474049246	0.0586353997219652	0.0551427362332779
HoiH23_PlH23_000128	0.0052266253384524	0.00318984735384219	0.00456609884690784	0.00494650084530203	0.00476893742142158	0.00580391474049246	0.00409248277241153	0.00485932158377544
HoiH23_PlH23_000130	0.0161343651752226	0.0191390841230531	0.00913219769381567	0.0197860033812081	0.0165168076546796	0.0157995456824517	0.0147470499902415	0.0111975671278304
HoiH23_PlH23_000131	0.0761269342774588	0.0745626818960612	0.0867558780912489	0.0703502342442956	0.0701382747589564	0.0796426078278688	0.0780394128670198	0.084932490290336
HoiH23_orphan_15	0.00454489159865426	0.00398730919230274	0.00152203294896928	0.00549611205033559	0.00488525296828552	0.00483659561707705	0.00373968253341054	0.00232402336615347
HoiH23_PlH23_000133	0.198384518281258	0.184612415603617	0.202430382212914	0.218195648398323	0.219371121385393	0.238927823483606	0.234894399126862	0.224162617408076
HoiH23_PlH23_000134	0.0281783279116564	0.0223289314768953	0.0197864283366006	0.027480560251678	0.0252404736694752	0.0199912618839185	0.0260366576382734	0.0261980815820937
HoiH23_PlH23_000138	0.00954427235717394	0.0115631966576779	0.0076101647448464	0.0109922241006712	0.0109336614052104	0.0119302691887901	0.0117835279826332	0.0122539413851729
HoiH23_orphan_16	0.00113622289966356	0.000797461838460548	0.00152203294896928	0.00109922241006712	0.00162841765609517	0.000644879415610274	0.00105840071700298	0.000211274851468498
HoiH23_PlH23_000140	0.0209065013538096	0.0271137025076586	0.0213084612855699	0.0225340594063759	0.0205878517949175	0.023538098669775	0.0242726564432684	0.0211274851468498
HoiH23_PlH23_000143	0.00840804945751038	0.00677842562691466	0	0.0120914465107383	0.00849103492106769	0.00677123386390787	0.00762048516242147	0.00971864316755089
HoiH23_PlH23_000145	0.0161343651752226	0.0143543130922899	0.0136982965407235	0.0203356145862417	0.0161678610140878	0.0174117442214774	0.0150998502292425	0.0171132629689483
HoiH23_orphan_17	0.0088625386173758	0.00318984735384219	0.00608813179587712	0.00329766723020136	0.00674630171810857	0.00548147503268733	0.0060681641108171	0.00464804673230695
HoiH23_PlH23_000146	0.0263603712721947	0.0215314696384348	0.0258745601324777	0.0197860033812081	0.0274504690598901	0.0267624957478264	0.0256838573992724	0.0238740582159402
HoiH23_PlH23_000147	0.076808668017257	0.0721702963806796	0.0624033509077404	0.0813424583449668	0.0773498386645207	0.0651328209766376	0.0721123688518032	0.0745800225683796
HoiH23_PlH23_000148	0.0136346747959628	0.00956954206152657	0.00913219769381567	0.00714494566543627	0.0109336614052104	0.0116078294809849	0.00973728659642743	0.0116201168307674
HoiH23_PlH23_000149	0.0156798760153572	0.0151517749307504	0.0213084612855699	0.0219844482013424	0.0200062740605978	0.0174117442214774	0.0160876908984453	0.0185921869292278
HoiH23_orphan_18	0.000227244579932713	0	0	0	0.000348946640591823	0.000644879415610274	0.000141120095600398	0.000422549702936995
HoiH23_PlH23_000152	0.00908978319730852	0.0111644657384477	0.0076101647448464	0.0142898913308725	0.0105847147646186	0.0151546662668414	0.0136180892254384	0.0105637425734249
HoiH23_PlH23_000153	0.00227244579932713	0.00239238551538164	0.00304406589793856	0.00439688964026847	0.00279157312473458	0.00128975883122055	0.00246960167300696	0.00147892396027948
HoiH23_PlH23_000154	0.0134074302160301	0.0139555821730596	0.0076101647448464	0.0104426128956376	0.00988682148343498	0.00935075152634897	0.0114307277436322	0.0105637425734249
HoiH23_PlH23_000155	0.00477213617858697	0.00398730919230274	0.010654230642785	0.00329766723020136	0.00232631093727882	0.00096731912341541	0.00395136267681113	0.00253529821762197
HoiH23_PlH23_000156	0.0052266253384524	0.00518350194999356	0.00608813179587712	0.0027480560251678	0.00476893742142158	0.00838343240293356	0.00663264449321869	0.00507059643524394
HoiH23_PlH23_000157	0.000908978319730852	0.00398730919230274	0.0076101647448464	0.00164883361510068	0.00127947101550335	0.00193463824683082	0.00169344114720477	0.00401422217790145
HoiH23_PlH23_000158	0.00659009281804867	0.00398730919230274	0.00913219769381567	0.0131906689208054	0.00825840382733981	0.0103180706497644	0.0110779275046312	0.0116201168307674
HoiH23_PlH23_000159	0.00727182655784681	0.00598096378845411	0.00152203294896928	0.00604572325536915	0.00744419499929222	0.0061263544482976	0.00677376458881908	0.0084509940587399
HoiH23_PlH23_000160	0.00499938075851968	0.00279111643461192	0.00456609884690784	0.00384727843523491	0.00209367984355094	0.00161219853902568	0.00324576219880914	0.00507059643524394
HoiH23_PlH23_000161	0.000908978319730852	0.000398730919230274	0	0.000549611205033559	0.00104683992177547	0.000644879415610274	0.00162288109940457	0.000633824554405493
HoiH23_PlH23_000162	0.00499938075851968	0.0091708111422963	0	0.00549611205033559	0.00628103953065281	0.00644879415610274	0.00691488468441948	0.00401422217790145
HoiH23_PlH23_000163	0.00386315785885612	0.00677842562691466	0.00152203294896928	0.00439688964026847	0.00662998617124463	0.0096731912341541	0.00670320454101888	0.00697207009846042
HoiH23_PlH23_000164	0.0138619193758955	0.0139555821730596	0.010654230642785	0.0142898913308725	0.0160515454672239	0.0125751486044003	0.012065768173834	0.0122539413851729
HoiH23_PlH23_000165	0.0272693495919255	0.0283098952653494	0.0076101647448464	0.0340758947120807	0.0265199446849785	0.0203137015917236	0.0236376160130666	0.0221838594041922
HoiH23_PlH23_000166	0.00590835907825053	0.00518350194999356	0.00608813179587712	0.00824416807550339	0.0051178840620134	0.00290195737024623	0.0059976040630169	0.00338039762349596
HoiH23_PlH23_000167	0.00818080487757766	0.00956954206152657	0.00913219769381567	0.0126410577157719	0.0109336614052104	0.0096731912341541	0.011712967934833	0.00950736831608239
HoiH23_PlH23_000169	0.00454489159865426	0.00279111643461192	0.00152203294896928	0.0109922241006712	0.00558314624946916	0.00773855298732328	0.0058564839674165	0.00485932158377544
HoiH23_orphan_19	0.0136346747959628	0.00996827298075685	0.00913219769381567	0.00934339048557051	0.0107010303114826	0.00677123386390787	0.0105840071700298	0.0124652162366414
HoiH23_PlH23_000172	0.0193157892942806	0.0179428913653623	0.0319626919283549	0.0208852257912753	0.0188431185919584	0.0177341839292825	0.0196862533362555	0.0209162102953813
HoiH23_orphan_20	0.00386315785885612	0.00637969470768438	0.00913219769381567	0.00439688964026847	0.00523419960887734	0.00580391474049246	0.00317520215100895	0.00253529821762197
HoiH23_PlH23_000174	0.0215882350936077	0.020335276880744	0.0182643953876313	0.0214348369963088	0.019657327420006	0.0148322265590363	0.0186278526192525	0.0162681635630743
HoiH23_PlH23_000176	0.00681733739798139	0.0075758874653752	0.010654230642785	0.00879377928053695	0.00930524374911527	0.00773855298732328	0.00627984425421769	0.00781716950433441
HoiH23_PlH23_000002	0.0499938075851968	0.0526324813383962	0.0167423624386621	0.0516634532731546	0.0479220053079437	0.0309542119492931	0.0400781071505129	0.0376069235613926
HoiH23_PlH23_000003	0.02931455081132	0.0251200479115073	0.0182643953876313	0.0313278386869129	0.0280320467942098	0.0351459281507599	0.0246254566822694	0.0249304324732827
HoiH23_PlH23_000004	0.0390860677484266	0.02910735710381	0.0334847248773241	0.0390223955573827	0.0411757035898351	0.035468367858565	0.0388080262901093	0.0312686780173376
HoiH23_PlH23_000007	0.0104532506769048	0.013158120334599	0.0136982965407235	0.013740280125839	0.013725234529945	0.00838343240293356	0.0118540880304334	0.0141554150483893
HoiH23_PlH23_000009	0.0138619193758955	0.0163479676884412	0.0167423624386621	0.00934339048557051	0.0164004921078157	0.016444425098062	0.0168638514242475	0.0141554150483893
HoiH23_PlH23_000010	0.0220427242534731	0.0271137025076586	0.0258745601324777	0.0302286162768458	0.0247752114820194	0.021281020715139	0.0222264150570626	0.0238740582159402
HoiH23_PlH23_000012	0.0497665630052641	0.0518350194999356	0.0289186260304163	0.0549611205033559	0.0522256805419095	0.0493332752941859	0.0490392332211382	0.0494383152436284
HoiH23_PlH23_000014	0.0449944268266771	0.0386768991653366	0.0319626919283549	0.0505642308630875	0.0398962325743317	0.0393376443522267	0.0361267444737018	0.0312686780173376
HoiH23_PlH23_000017	0.0161343651752226	0.0175441604461321	0.0167423624386621	0.0159387249459732	0.017796278670183	0.0138649074356209	0.0135475291776382	0.0152117893057318
HoiH23_PlH23_000019	0.0268148604320601	0.033493397215343	0.0395728566732013	0.0280301714567115	0.0337315085905429	0.0261176163322161	0.032316501892491	0.0319025025717431
HoiH23_PlH23_000021	0.439945506749732	0.52472988970704	0.290708293253132	0.530374812857385	0.442813286911023	0.220226320430908	0.297198921334437	0.292404394432401
HoiH23_PlH23_000022	2.27994487046491	2.26120304295488	1.73055146297807	2.23361993725638	2.16358548721617	1.77696522971411	1.99000502810901	1.83851375747887
HoiH23_PlH23_000024	0.0361318882093013	0.0410692846807182	0.0395728566732013	0.0313278386869129	0.033382561949951	0.0383703252288113	0.0361267444737018	0.0354941750467076
HoiH23_PlH23_000026	0.142482351617811	0.136365974376754	0.0974101087340339	0.164883361510068	0.142719176002056	0.126718805167419	0.11727079944393	0.117680092267953
HoiH23_PlH23_000027	0.0243151700528003	0.0179428913653623	0.0228304942345392	0.0230836706114095	0.0250078425757473	0.021281020715139	0.0268833782118757	0.0289446546511842
HoiH23_PlH23_000028	0.0913523211329506	0.0972903442921868	0.108064339376819	0.0989300169060407	0.0873529756948196	0.0812548063668945	0.0917986221880586	0.0914820106858594
HoiH23_orphan_21	0.000681733739798139	0.000797461838460548	0	0	0.000348946640591823	0.000644879415610274	0.00056448038240159	0.00084509940587399
HoiH23_PlH23_000031	0	0	0	0	0	0	7.05600478001988e-05	0.000211274851468498
HoiH23_PlH23_000032	0.00386315785885612	0.00398730919230274	0.00304406589793856	0.00329766723020136	0.00279157312473458	0.00451415590927192	0.00373968253341054	0.00359167247496446
HoiH23_PlH23_000034	0.116803714085414	0.114037042899858	0.132416866560327	0.117067186672148	0.111662924989383	0.133167599323521	0.131100568812769	0.12232813900026
HoiH23_PlH23_000036	0.0388588231684939	0.0382781682461063	0.038050823724232	0.0346255059171142	0.0403614947617875	0.0432069208458883	0.0421949085845189	0.0401422217790145
HoiH23_PlH23_000038	0.0586291016226399	0.0629994852383833	0.0700135156525868	0.0615564549637586	0.0632756574939839	0.0651328209766376	0.0603994009169702	0.0578893093023683
HoiH23_PlH23_000040	0.0436309593470809	0.0458540557114815	0.0608813179587712	0.0395720067624163	0.0445488544488894	0.0490108355863808	0.0488981131255378	0.0447902685113215
HoiH23_PlH23_000042	0.0124984518962992	0.0127593894153688	0.0121762635917542	0.0142898913308725	0.0103520836708907	0.0096731912341541	0.0101606468832286	0.0111975671278304
HoiH23_PlH23_000043	0.030905262870849	0.0314997426191916	0.0182643953876313	0.0395720067624163	0.0344294018717265	0.0151546662668414	0.0178516920934503	0.0177470875233538
HoiH23_PlH23_000044	0.130892878041243	0.124802777719076	0.19025411862116	0.117067186672148	0.143533384830103	0.152836421499635	0.140555615217996	0.143033074444173
HoiH23_PlH23_000045	0.0831715162553729	0.082936031199897	0.0821897792443411	0.0906858488305373	0.0856082424918605	0.0873811608151921	0.0829080561652336	0.0792280693006866
HoiH23_PlH23_000047	0.0418130027076192	0.0362845136499549	0.0395728566732013	0.0280301714567115	0.0424551746053384	0.0374030061053959	0.0399369870549125	0.0348603504923021
HoiH23_PlH23_000048	0.0774904017570551	0.0725690272999098	0.0882779110402182	0.0659533446040271	0.0868877135073639	0.0835118843215304	0.0801562143010258	0.0904256364285169
HoiH23_PlH23_000050	0.104532506769048	0.104467500838332	0.117196537070635	0.12201368751745	0.10154347241222	0.103180706497644	0.101324228641085	0.0986653556357883
HoiH23_PlH23_000052	0.0413585135477537	0.0418667465191788	0.0517491202649555	0.0390223955573827	0.0469914809330321	0.0415947223068626	0.0479808325041352	0.046269192471601
HoiH23_PlH23_000054	0.0559021666634474	0.0697779108652979	0.0563152191118633	0.06485412219396	0.0559477780415556	0.0564269488658989	0.0490392332211382	0.0515510637583134
HoiH23_PlH23_000055	0.910341787210448	0.897942030106577	0.945182461309922	0.910705766740608	0.928081748427385	0.984730867636888	0.95467744673669	0.95622997774642
HoiH23_PlH23_000057	0.100669348910192	0.113239581061398	0.140027031305174	0.0917850712406044	0.100612948037309	0.115433415394239	0.107956873134304	0.113243320387115
HoiH23_PlH23_000059	0.125439008122858	0.115233235657549	0.136982965407235	0.125860965952685	0.127830786003471	0.147677386174753	0.1418962561262	0.155287015829346
HoiH23_PlH23_000061	0.0218154796735404	0.0299048189422705	0.0136982965407235	0.0247325042265102	0.023728371560244	0.0183790633448928	0.0200390535752565	0.0202823857409758
HoiH23_orphan_22	0.00204520121939442	0.00318984735384219	0	0.00219844482013424	0.00360578195278217	0.00386927649366164	0.00324576219880914	0.00295784792055897
HoiH23_PlH23_000064	0.0199975230340787	0.0199365459615137	0.0243525271835085	0.0208852257912753	0.0188431185919584	0.016444425098062	0.0173577717588489	0.0213387599983183
HoiH23_orphan_23	0.00249969037925984	0.00279111643461192	0.00152203294896928	0.00494650084530203	0.00418735968710187	0.00322439707805137	0.00246960167300696	0.00316912277202746
HoiH23_orphan_24	0.0802173367162476	0.0721702963806796	0.111108405274757	0.0868385703953024	0.0824677227265341	0.0760957710420123	0.0842486970734374	0.084932490290336
HoiH23_PlH23_000068	0.0413585135477537	0.0410692846807182	0.0532711532139248	0.046167341222819	0.0411757035898351	0.0422396017224729	0.0451584305921272	0.044156443956916
HoiH23_orphan_25	0.00363591327892341	0.00598096378845411	0.00152203294896928	0.00549611205033559	0.00348946640591823	0.00322439707805137	0.00338688229440954	0.00338039762349596
HoiH23_PlH23_000069	0.0159071205952899	0.0123606584961385	0.010654230642785	0.0192363921761746	0.0170983853889993	0.0125751486044003	0.0130536088430368	0.0130990407910468
HoiH23_orphan_26	0.000681733739798139	0.000797461838460548	0.00152203294896928	0	0.00162841765609517	0.0035468367858565	0.00155232105160437	0.00211274851468498
HoiH23_PlH23_000071	0.0311325074507817	0.033493397215343	0.0350067578262934	0.0296790050718122	0.0339641396842708	0.035468367858565	0.032669302131492	0.0363392744525816
HoiH23_PlH23_000073	0.108850153787769	0.111644657384477	0.0897999439891875	0.0967315720859064	0.113058711551751	0.120592450719121	0.109368074090308	0.102890852665158
HoiH23_PlH23_000075	0.0749907113777953	0.0665880635114557	0.0669694497546483	0.0538618980932888	0.0730461634305549	0.0741611327951815	0.0754992511462127	0.0720447243507577
HoiH23_PlH23_000077	0.0370408665290322	0.0414680155999485	0.038050823724232	0.0401216179674498	0.0371046594495972	0.0454639988005243	0.0413481880109165	0.0397196720760775
HoiH23_PlH23_000078	0.00295417953912527	0.00279111643461192	0.00304406589793856	0.00384727843523491	0.00569946179633311	0.00257951766244109	0.00508032344161431	0.00676079524699192
HoiH23_orphan_27	0.00340866869899069	0.00438604011153301	0.00608813179587712	0.00164883361510068	0.00325683531219035	0.00290195737024623	0.00331632224660934	0.00338039762349596
HoiH23_PlH23_000080	0.0111349844167029	0.00877208022306603	0.0167423624386621	0.0115418353057047	0.00825840382733981	0.0167668648058671	0.0132652889864374	0.0126764910881099
HoiH23_PlH23_000082	0.185658821805026	0.191789572149762	0.136982965407235	0.163784139100001	0.178428048889285	0.180888676078682	0.18451452499752	0.169442430877735
HoiH23_PlH23_000084	2.5764990472771	2.64637711093133	2.84772364752152	2.849734098099	2.6828180884168	2.69688571608216	2.72615800680848	2.73009363067593
HoiH23_PlH23_000087	0.0827170270955075	0.05821471420762	0.0243525271835085	0.0665029558090607	0.0697893281183646	0.0773855298732328	0.0574358789093618	0.0517623386097819
HoiH23_PlH23_000089	0.0338594424099742	0.02910735710381	0.0426169225711398	0.0214348369963088	0.0286136245285295	0.039982523767837	0.0354917040435	0.0373956487099241
