lipophil	trans	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
Tadh_TriadG30950	159	84	20	73	152	58	323	151
Tadh_orphan_657	24	16	5	6	27	7	58	26
Tadh_wf_g9394	55	36	8	17	66	6	134	62
Tadh_wf_g9395	17	23	2	16	32	10	67	22
Tadh_TriadG30805	57	36	7	17	68	15	115	27
Tadh_orphan_658	2	2	0	0	4	0	6	2
Tadh_TriadG30907	36	38	8	27	57	19	108	37
Tadh_wf_g9401	0	0	0	0	0	0	0	1
Tadh_TriadG36550	1002	645	152	378	1307	288	2557	962
Tadh_wf_g9403	1	1	0	3	5	1	0	1
Tadh_TriadG30973	51	38	8	22	61	19	125	54
Tadh_TriadG30870	49	56	11	34	79	21	199	85
Tadh_orphan_659	1	3	0	0	2	1	4	2
Tadh_wf_g9412	1	0	0	0	1	1	2	0
Tadh_TriadG60436	553	357	50	188	703	202	1256	454
Tadh_TriadG60437	39	38	7	15	54	8	94	35
Tadh_TriadG30839	43	27	3	16	76	18	113	49
Tadh_wf_g9415	1	0	0	2	2	0	2	2
Tadh_TriadG30874	62	33	4	34	69	16	158	60
Tadh_TriadG60442	0	0	0	0	0	0	0	1
Tadh_TriadG60444	36	28	9	18	43	20	136	35
Tadh_wf_g9421	254	151	26	82	331	101	566	183
Tadh_TriadG30778	121	65	14	43	157	42	239	97
Tadh_orphan_660	4	2	1	0	3	1	13	5
Tadh_wf_g9426	32	39	8	15	43	10	99	30
Tadh_TriadG17488	5	1	0	0	3	0	3	3
Tadh_orphan_661	10	5	0	4	8	2	37	9
Tadh_TriadG64277	248	134	23	93	367	119	717	254
Tadh_TriadG60452	296	158	36	103	379	96	768	277
Tadh_TriadG30775	269	171	28	104	341	135	560	196
Tadh_TriadG60454	243	160	28	89	321	104	516	190
Tadh_TriadG60455	97	65	12	39	151	43	244	66
Tadh_TriadG60456	48	15	2	14	51	17	103	29
Tadh_orphan_662	27	15	3	10	25	4	56	28
Tadh_wf_g9436	1	0	0	0	1	0	0	0
Tadh_wf_g9437	0	0	0	1	0	0	0	0
Tadh_orphan_663	33	11	2	4	27	5	45	20
Tadh_TriadG60464	74	54	12	40	119	22	199	74
Tadh_wf_g9443	6	5	1	1	6	0	12	4
Tadh_TriadG60465	27	12	3	13	32	7	42	23
Tadh_TriadG60467	60	31	6	24	64	27	119	44
Tadh_wf_g9447	3	2	0	1	1	0	1	1
Tadh_TriadG60469	171	108	16	48	235	61	412	146
Tadh_TriadG30968	27	14	2	22	39	8	78	32
Tadh_orphan_664	0	0	0	1	8	0	9	3
Tadh_orphan_665	2	0	1	0	2	1	7	2
Tadh_wf_g9453	0	0	1	0	0	0	1	0
Tadh_TriadG60476	13	11	2	8	28	5	58	20
Tadh_wf_g9455	0	1	0	0	0	0	3	0
Tadh_wf_g9456	9	3	0	6	9	2	16	10
Tadh_TriadG60477	1	1	0	0	2	1	3	1
Tadh_wf_g9457	7	6	0	2	5	1	16	4
Tadh_TriadG60478	18	9	1	9	41	10	41	13
Tadh_TriadG60479	11	5	1	11	35	5	53	36
Tadh_wf_g9459	0	0	0	0	4	0	1	2
Tadh_TriadG60480	283	165	25	137	381	139	702	267
Tadh_orphan_666	1	0	1	1	0	1	2	1
Tadh_orphan_667	69	63	9	23	74	18	171	58
Tadh_TriadG60485	17	22	2	15	36	14	57	16
Tadh_TriadG60488	1	0	0	0	1	0	2	2
Tadh_wf_g9470	3	3	0	6	5	0	10	1
Tadh_TriadG30944	41	35	6	24	67	17	140	52
Tadh_orphan_668	1	1	0	0	1	0	9	2
Tadh_wf_g9475	1	0	0	0	0	1	0	3
Tadh_TriadG60497	0	0	0	1	0	0	0	0
Tadh_orphan_669	0	1	0	2	2	0	4	1
Tadh_orphan_670	14	10	1	3	10	1	29	12
Tadh_orphan_671	25	16	3	7	38	8	64	28
Tadh_TriadG34389	201	153	13	109	265	63	588	217
Tadh_TriadG34852	1	1	0	0	1	0	2	0
Tadh_TriadG62577	0	0	0	0	1	0	0	1
Tadh_TriadG62578	2	3	1	0	3	0	5	0
Tadh_wf_g11778	1	7	0	0	7	0	9	3
Tadh_TriadG62579	16	11	4	4	24	6	36	6
Tadh_orphan_674	24	17	2	6	27	16	60	17
Tadh_TriadG62580	0	0	0	0	0	0	2	1
Tadh_wf_g11781	0	0	0	0	0	0	1	0
Tadh_TriadG62849	53	29	3	18	57	15	116	39
Tadh_TriadG62582	0	4	0	0	2	1	6	2
Tadh_TriadG62850	0	0	0	0	1	0	1	0
Tadh_TriadG34860	1	2	0	0	1	0	1	0
Tadh_TriadG62583	69	51	13	29	85	24	171	58
Tadh_orphan_676	0	1	0	0	3	1	7	1
Tadh_orphan_677	36	35	6	29	49	20	104	62
Tadh_TriadG62584	0	0	0	0	3	0	4	3
Tadh_TriadG34392	2	1	0	0	5	1	3	1
Tadh_TriadG62857	0	1	0	1	0	0	0	0
Tadh_orphan_680	2	0	0	1	8	0	4	3
Tadh_wf_g11787	2	0	0	1	0	0	3	4
Tadh_orphan_682	2	1	0	0	0	0	1	1
Tadh_orphan_683	1	0	0	0	0	0	0	0
Tadh_TriadG60504	64	36	6	24	85	25	180	63
Tadh_TriadG60505	29	29	3	18	48	12	96	43
Tadh_TriadG60507	201	135	20	81	228	73	398	132
Tadh_TriadG60509	20	30	4	13	47	8	99	29
Tadh_TriadG31139	74	65	7	26	100	27	186	81
Tadh_TriadG64282	106	70	21	37	156	46	284	81
Tadh_TriadG31061	61	31	7	31	102	34	154	61
Tadh_TriadG31124	127	77	28	70	211	35	431	154
Tadh_TriadG60515	3	4	3	2	9	0	18	4
Tadh_TriadG64284	43	32	11	11	69	12	146	49
Tadh_TriadG31159	24	13	8	13	30	5	81	33
Tadh_TriadG31062	21	16	2	11	22	6	57	21
Tadh_TriadG31022	3	4	1	2	14	5	27	14
Tadh_TriadG31100	15	15	1	9	38	16	60	30
Tadh_TriadG64285	54	26	8	21	71	25	143	55
Tadh_TriadG60524	200	104	21	90	216	68	408	164
Tadh_orphan_684	9	13	2	4	15	4	31	11
Tadh_TriadG60526	128	68	12	56	154	42	304	114
Tadh_TriadG60527	36	34	0	22	55	19	120	45
Tadh_TriadG31204	34	25	3	7	26	4	72	27
Tadh_TriadG60529	48	49	9	19	80	23	137	55
Tadh_TriadG31115	90	54	11	37	99	35	215	92
Tadh_TriadG31125	49	38	1	20	64	22	122	36
Tadh_orphan_685	113	71	9	32	157	31	311	111
Tadh_TriadG31186	198	133	26	80	265	88	460	171
Tadh_TriadG60540	57	34	7	19	70	24	179	66
Tadh_TriadG31077	73	40	2	25	73	18	145	59
Tadh_TriadG31047	24	11	5	7	22	6	41	11
Tadh_orphan_686	4	6	2	2	4	1	9	5
Tadh_TriadG60547	28	11	1	13	16	6	48	18
Tadh_orphan_687	2	1	0	0	1	2	4	4
Tadh_TriadG60550	3	3	0	1	7	0	17	7
Tadh_orphan_688	2	3	0	2	3	0	4	1
Tadh_TriadG50896	42	30	4	21	70	26	106	35
Tadh_TriadG60559	29	20	4	16	38	12	86	28
Tadh_orphan_689	0	0	0	1	4	0	3	3
Tadh_TriadG60561	2	0	0	1	2	0	1	1
Tadh_TriadG60562	1	1	1	1	4	1	6	4
Tadh_TriadG60563	0	0	0	0	1	0	0	0
Tadh_TriadG50898	331	240	40	125	396	140	717	274
Tadh_TriadG5406	192	100	13	79	242	82	458	168
Tadh_TriadG60568	54	27	7	15	65	19	133	45
Tadh_TriadG63141	1627	1130	228	597	2111	586	4460	1604
Tadh_orphan_690	1881	1259	219	714	2203	695	4510	1552
Tadh_orphan_691	1	1	0	1	0	0	2	1
Tadh_TriadG31020	46	22	8	19	54	18	97	47
Tadh_wf_g9548	0	1	0	1	1	0	6	1
Tadh_wf_g9549	13	8	0	3	8	2	14	17
Tadh_wf_g9550	11	8	3	8	18	3	36	12
Tadh_wf_g9551	0	4	2	0	6	3	8	1
Tadh_wf_g9552	0	2	0	2	4	1	2	1
Tadh_orphan_692	0	0	0	1	1	0	7	0
Tadh_TriadG31072	48	17	6	13	53	4	104	39
Tadh_TriadG31000	114	83	17	42	181	43	326	110
Tadh_TriadG31001	18	16	1	11	34	4	63	23
Tadh_orphan_693	14	10	1	12	14	4	18	5
Tadh_wf_g9558	3	8	1	0	4	2	12	6
Tadh_wf_g9559	23	29	2	13	36	11	86	14
Tadh_orphan_694	22	16	5	5	31	7	46	21
Tadh_orphan_695	0	2	0	1	2	0	4	1
Tadh_wf_g9560	2	2	0	1	1	1	3	3
Tadh_wf_g9561	9	15	0	4	24	6	57	26
Tadh_orphan_696	4	3	0	4	9	1	18	11
Tadh_TriadG60579	6	7	3	7	9	5	23	18
Tadh_orphan_697	0	0	0	0	8	4	7	1
Tadh_orphan_698	1	3	0	0	8	0	6	6
Tadh_TriadG60580	29	31	5	10	52	15	78	39
Tadh_wf_g9564	0	0	0	0	0	0	1	0
Tadh_TriadG31132	237	145	24	96	296	80	575	167
Tadh_TriadG1695	26	18	1	13	31	9	74	24
Tadh_TriadG60583	19	5	2	7	21	1	20	9
Tadh_TriadG60585	80	57	10	30	104	31	221	74
Tadh_wf_g9571	4	5	1	0	3	0	12	9
Tadh_TriadG60587	507	360	52	219	617	181	1146	460
Tadh_orphan_699	4	1	0	0	10	2	8	2
Tadh_TriadG60591	207	121	24	70	186	50	391	131
Tadh_TriadG50901	77	31	6	27	79	22	157	57
Tadh_wf_g9580	0	0	0	0	0	1	0	1
Tadh_TriadG60599	1	0	0	0	2	1	0	1
Tadh_TriadG60600	158	117	17	57	197	64	344	133
Tadh_TriadG31063	92	95	14	50	160	33	294	87
Tadh_TriadG64290	482	330	68	228	674	199	1372	529
Tadh_TriadG31058	122	72	14	38	131	44	244	81
Tadh_TriadG60608	3	0	0	0	0	0	3	0
Tadh_TriadG50906	28	17	3	7	35	13	68	20
Tadh_TriadG31153	13	5	1	5	14	0	37	8
Tadh_TriadG60611	13	8	2	6	19	9	45	17
Tadh_wf_g9597	2	0	0	0	2	1	6	2
Tadh_TriadG60614	51	98	39	71	85	2	165	99
Tadh_TriadG31028	60	52	3	32	73	35	132	61
Tadh_TriadG60616	245	158	33	128	368	104	655	255
Tadh_wf_g9602	102	91	11	54	135	37	291	113
Tadh_wf_g9603	0	2	0	0	5	0	4	0
Tadh_TriadG31069	36	32	1	13	42	23	90	34
Tadh_TriadG63405	535	325	63	180	671	185	1377	446
Tadh_orphan_700	1	2	0	0	0	2	5	2
Tadh_TriadG50911	83	45	11	42	90	71	265	101
Tadh_orphan_701	2	1	0	2	3	1	1	1
Tadh_TriadG9178	21	12	7	16	81	8	102	38
Tadh_wf_g9611	5	9	0	5	3	3	23	15
Tadh_wf_g9612	15	17	1	6	18	7	58	19
Tadh_TriadG60627	16	15	3	14	33	14	63	32
Tadh_TriadG60629	38	2	14	9	29	1	54	46
Tadh_TriadG64292	2145	1844	314	1085	3331	864	7190	2381
Tadh_TriadG60631	8193	7816	1252	5302	12039	3144	30133	10327
Tadh_TriadG60632	62	43	5	26	62	14	122	48
Tadh_orphan_702	205	49	5	86	147	70	292	95
Tadh_orphan_703	7	3	1	2	11	3	27	16
Tadh_TriadG8692	66	33	14	25	91	24	194	75
Tadh_wf_g9629	322	225	39	125	368	145	714	252
Tadh_TriadG50915	86	57	8	34	100	33	209	102
Tadh_TriadG60645	55	36	12	28	83	26	144	69
Tadh_orphan_704	16	5	5	8	27	8	70	25
Tadh_orphan_705	5	4	1	0	5	0	11	1
Tadh_TriadG31068	65	25	10	27	48	22	143	42
Tadh_orphan_706	21	7	3	2	22	6	35	14
Tadh_TriadG30995	58	49	9	27	89	30	153	48
Tadh_wf_g9640	66	53	10	18	85	29	184	69
Tadh_orphan_707	50	52	3	20	83	16	159	60
Tadh_wf_g9642	43	21	3	14	64	12	95	34
Tadh_TriadG60654	0	2	0	0	2	0	0	0
Tadh_orphan_708	0	0	0	0	0	0	6	0
Tadh_orphan_709	3	1	0	3	1	1	9	0
Tadh_TriadG60506	62	32	7	25	71	18	119	51
Tadh_TriadG60508	7	7	1	11	11	1	31	7
Tadh_TriadG64281	1894	1392	199	1035	2729	920	5721	2044
Tadh_orphan_710	5	2	3	1	13	1	25	8
Tadh_TriadG31193	43	25	2	18	72	10	134	58
Tadh_wf_g9498	9	3	0	2	11	6	14	9
Tadh_orphan_711	1	1	1	2	8	2	10	4
Tadh_TriadG31103	375	231	37	148	438	140	815	323
Tadh_TriadG31093	939	619	94	396	1310	435	2424	842
Tadh_orphan_712	43	45	5	21	67	20	113	37
Tadh_orphan_713	2	2	0	0	4	0	8	1
Tadh_TriadG60532	62	51	7	21	86	26	154	70
Tadh_TriadG60534	62	33	2	14	82	19	166	40
Tadh_TriadG60535	284	183	33	98	270	109	561	183
Tadh_TriadG60536	34	8	0	29	42	2	33	4
Tadh_orphan_714	24	29	2	11	32	9	93	28
Tadh_TriadG38286	3038	1649	346	1024	3783	1126	6185	2064
Tadh_orphan_715	0	1	0	1	4	2	1	0
Tadh_TriadG31113	91	67	12	40	132	36	232	98
Tadh_orphan_716	8	6	3	5	9	3	17	7
Tadh_TriadG60542	9	4	1	5	9	0	14	6
Tadh_TriadG60544	144	115	15	59	199	69	402	142
Tadh_TriadG31200	299	242	33	115	376	119	760	268
Tadh_orphan_717	7	2	0	1	8	0	14	10
Tadh_TriadG60548	61	54	3	30	99	16	175	82
Tadh_TriadG60549	24	29	5	13	53	7	103	41
Tadh_TriadG60551	3	3	1	3	9	1	20	11
Tadh_wf_g9525	6	1	0	0	12	0	12	9
Tadh_TriadG60552	9	4	1	2	17	1	21	5
Tadh_TriadG60553	17	5	2	8	21	1	54	10
Tadh_TriadG60554	18	2	0	2	8	0	22	5
Tadh_wf_g9529	4	1	0	2	2	0	14	6
Tadh_TriadG50895	72	57	9	40	113	27	190	63
Tadh_TriadG3190	36	20	1	20	50	16	85	35
Tadh_orphan_718	2	2	0	0	2	0	0	1
Tadh_orphan_719	12	13	5	8	18	7	28	15
Tadh_TriadG31009	163	95	25	70	254	53	421	168
Tadh_TriadG31116	25	7	2	6	32	6	57	13
Tadh_TriadG38289	496	272	56	192	604	176	1063	383
Tadh_wf_g9540	1376	881	181	539	1682	519	3263	1196
Tadh_TriadG60566	3	2	1	1	1	3	6	5
Tadh_orphan_720	7	5	1	5	14	2	30	13
Tadh_TriadG31210	47	40	5	18	80	17	126	42
Tadh_TriadG31044	4	1	0	0	0	0	0	0
Tadh_TriadG31222	97	69	16	43	133	33	235	98
Tadh_TriadG60571	258	159	24	132	311	94	702	256
Tadh_orphan_721	2	0	0	0	5	0	3	4
Tadh_orphan_722	2	2	0	2	1	1	3	1
Tadh_orphan_723	0	0	1	0	3	0	1	1
Tadh_orphan_724	3	1	2	2	3	0	4	1
Tadh_TriadG60575	1	0	1	0	0	0	5	4
Tadh_orphan_725	4	3	1	0	4	0	9	1
Tadh_orphan_726	2	4	0	3	5	0	9	2
Tadh_orphan_727	0	0	0	0	1	0	2	3
Tadh_orphan_728	18	19	1	9	26	5	59	23
Tadh_orphan_729	1	0	0	0	0	1	10	5
Tadh_orphan_730	9	5	4	3	5	10	32	12
Tadh_TriadG31065	1	0	0	0	0	0	0	2
Tadh_TriadG60586	88	58	4	25	120	34	216	78
Tadh_orphan_731	1	2	1	1	4	1	4	3
Tadh_TriadG60588	129	83	19	45	159	45	383	167
Tadh_TriadG31080	61	42	11	29	109	22	179	74
Tadh_hyp_clust4107	35	16	2	11	33	9	82	22
Tadh_orphan_732	0	2	0	2	4	1	5	1
Tadh_TriadG38294	1880	1224	218	833	2628	808	4682	1696
Tadh_TriadG31010	68	26	12	22	96	36	172	57
Tadh_TriadG60595	180	126	18	65	181	78	402	149
Tadh_TriadG60596	152	95	15	71	164	55	349	109
Tadh_TriadG60597	2	0	0	0	0	0	0	0
Tadh_TriadG60598	1737	637	130	405	2363	825	3518	1478
Tadh_TriadG38299	363	199	41	152	410	140	773	296
Tadh_TriadG60603	63	38	8	39	81	22	147	48
Tadh_orphan_733	3	5	1	2	2	1	14	3
Tadh_TriadG60605	82	42	8	26	97	31	169	73
Tadh_TriadG31105	69	45	5	30	106	33	224	70
Tadh_TriadG31042	25	7	6	6	38	4	31	18
Tadh_orphan_735	8	7	0	3	16	2	20	11
Tadh_TriadG60613	11	6	0	0	12	2	16	5
Tadh_orphan_737	4	0	0	0	2	0	0	0
Tadh_TriadG6541	228	101	15	71	241	64	424	147
Tadh_TriadG31104	27	25	7	23	52	11	82	36
Tadh_orphan_738	7	8	1	1	9	5	21	8
Tadh_orphan_739	2	2	0	0	1	1	5	5
Tadh_TriadG31147	203	136	19	87	267	85	463	160
Tadh_orphan_740	6	8	1	4	15	4	40	13
Tadh_orphan_741	5	4	0	1	5	2	7	2
Tadh_TriadG38307	1600	992	187	541	1846	598	3479	1126
Tadh_TriadG60634	35	29	7	22	53	19	91	32
Tadh_orphan_742	5	4	3	4	18	5	30	8
Tadh_TriadG60635	13	8	0	14	26	3	56	18
Tadh_TriadG60636	0	3	0	1	3	0	2	0
Tadh_TriadG60637	47	37	5	20	72	20	140	47
Tadh_TriadG60638	30	15	3	18	51	12	83	30
Tadh_TriadG60639	10	4	3	3	7	0	14	5
Tadh_TriadG31114	102	55	11	44	121	44	233	103
Tadh_orphan_743	18	6	3	3	11	2	20	4
Tadh_TriadG50914	193	158	31	111	282	83	532	234
Tadh_TriadG60644	138	101	13	60	193	54	345	134
Tadh_TriadG60646	23	22	6	11	48	12	108	30
Tadh_orphan_744	13	7	0	4	11	7	32	5
Tadh_orphan_745	19	10	0	1	21	4	33	21
Tadh_TriadG60647	89	74	13	35	106	33	212	73
Tadh_TriadG60649	85	55	7	51	128	36	199	78
Tadh_TriadG50916	103	61	23	47	124	40	269	98
Tadh_orphan_746	66	44	10	25	80	17	166	46
Tadh_orphan_747	1	1	0	2	5	1	3	4
Tadh_wf_g11789	2	0	1	2	1	2	1	0
Tadh_TriadG62587	2	0	0	1	4	0	4	1
Tadh_TriadG62588	1	0	0	0	0	0	1	0
Tadh_wf_g11792	2	2	1	0	3	1	8	4
Tadh_orphan_749	3	2	0	1	6	1	15	8
Tadh_wf_g11793	1	0	0	0	0	0	0	0
Tadh_TriadG62858	6	2	1	1	7	4	29	1
Tadh_orphan_750	6	1	2	4	6	3	9	2
Tadh_TriadG62859	4	3	1	1	7	0	7	1
Tadh_orphan_752	6	0	0	0	3	3	11	3
Tadh_wf_g12217	0	1	0	0	0	1	0	1
Tadh_orphan_753	245	128	29	80	288	104	561	183
Tadh_wf_g12218	6	1	0	0	2	4	7	2
Tadh_TriadG34396	1	6	1	2	6	1	11	8
Tadh_TriadG62861	1	4	0	3	4	1	13	3
Tadh_TriadG34877	11	9	1	2	8	0	15	3
Tadh_TriadG62590	5	3	0	1	4	0	8	8
Tadh_TriadG62591	7	7	2	3	6	3	17	6
Tadh_TriadG34397	0	0	0	0	0	0	1	0
Tadh_wf_g12224	0	0	0	0	1	0	0	0
Tadh_orphan_755	0	0	0	0	0	0	2	0
Tadh_TriadG62593	141	100	11	58	158	73	334	168
Tadh_TriadG60656	0	0	0	0	0	0	1	0
Tadh_TriadG60657	26	10	2	10	28	8	46	18
Tadh_orphan_757	347	149	28	104	469	158	728	268
Tadh_orphan_758	2	7	0	1	5	0	14	4
Tadh_TriadG60659	48	32	9	17	60	14	112	52
Tadh_TriadG60661	850	403	82	266	947	300	1902	692
Tadh_TriadG60662	302	118	41	79	313	129	659	238
Tadh_orphan_759	1	0	1	2	2	1	2	3
Tadh_TriadG60664	102	57	7	45	178	47	305	72
Tadh_TriadG60665	61	38	12	26	86	34	154	54
Tadh_wf_g9655	3	3	0	1	4	1	8	3
Tadh_orphan_760	0	0	0	1	1	0	1	1
Tadh_TriadG60666	5	7	0	4	10	1	15	3
Tadh_TriadG60667	2	1	0	0	0	0	1	1
Tadh_TriadG60669	23	17	1	11	29	8	53	24
Tadh_TriadG31425	6	6	0	5	8	3	13	6
Tadh_TriadG60671	8	6	1	3	7	1	30	7
Tadh_TriadG31314	11	10	2	7	12	0	20	17
Tadh_wf_g9664	27	19	5	19	36	11	78	21
Tadh_TriadG60673	15	14	1	13	26	7	48	19
Tadh_TriadG31400	6	6	4	11	8	2	20	2
Tadh_TriadG2343	14	9	0	2	15	3	41	24
Tadh_orphan_761	1	4	0	0	2	0	1	2
Tadh_TriadG60677	6	1	0	4	4	2	22	4
Tadh_TriadG31422	6	9	0	3	5	1	11	2
Tadh_orphan_763	1	4	1	1	2	1	5	2
Tadh_TriadG31445	55	40	5	28	78	25	172	55
Tadh_TriadG31333	127	83	6	43	108	48	272	119
Tadh_TriadG60686	0	0	0	0	0	0	1	2
Tadh_wf_g9687	2	5	1	1	3	4	15	5
Tadh_orphan_764	3	2	0	0	1	0	12	2
Tadh_orphan_765	8	4	1	1	2	1	14	5
Tadh_TriadG31364	61	38	17	33	98	14	143	49
Tadh_TriadG60696	49	22	4	16	49	12	96	45
Tadh_TriadG60698	486	295	56	154	550	157	1011	372
Tadh_TriadG64295	979	504	92	321	1154	303	1908	687
Tadh_orphan_766	7	0	1	3	1	0	9	4
Tadh_TriadG31284	64	41	8	28	85	24	193	82
Tadh_TriadG60703	0	0	0	0	0	0	1	0
Tadh_TriadG60704	10	0	0	0	18	0	17	1
Tadh_TriadG60705	0	0	0	1	1	0	0	2
Tadh_TriadG60706	8	4	0	2	9	3	14	1
Tadh_orphan_767	9	0	0	0	7	1	6	5
Tadh_TriadG60707	13	7	2	9	16	1	31	9
Tadh_orphan_768	0	0	0	0	0	0	1	0
Tadh_TriadG60708	2	0	0	2	1	0	5	1
Tadh_TriadG60709	16	26	5	11	41	8	86	19
Tadh_TriadG60710	18	20	4	7	28	5	50	22
Tadh_TriadG60711	3	1	0	1	5	0	6	3
Tadh_orphan_769	2	1	0	1	5	0	5	1
Tadh_TriadG60714	1	3	1	2	3	1	10	3
Tadh_TriadG60715	82	62	9	26	117	41	270	84
Tadh_TriadG60716	24	19	0	9	34	8	46	27
Tadh_wf_g9714	0	0	0	0	0	0	1	0
Tadh_TriadG60721	527	305	66	192	685	194	1224	431
Tadh_TriadG31398	80	35	8	26	100	31	173	67
Tadh_orphan_770	2	12	0	3	10	3	16	4
Tadh_orphan_771	20	28	0	12	37	2	59	24
Tadh_wf_g9721	286	237	55	143	438	88	933	316
Tadh_orphan_772	4	0	1	1	3	0	2	1
Tadh_orphan_773	8	6	0	3	11	5	28	7
Tadh_TriadG31298	107	78	13	51	160	44	237	112
Tadh_orphan_774	0	5	0	0	2	0	15	1
Tadh_TriadG60730	10	3	0	0	5	3	27	4
Tadh_orphan_775	12	7	0	7	18	7	31	20
Tadh_wf_g9728	130	74	5	53	168	71	296	101
Tadh_TriadG60731	0	1	0	0	0	0	0	0
Tadh_TriadG60732	31	8	2	5	36	12	43	18
Tadh_TriadG60733	3	0	0	1	16	0	20	4
Tadh_TriadG60734	47	29	7	20	64	17	114	43
Tadh_orphan_777	0	1	1	0	1	0	4	2
Tadh_TriadG60736	31	26	2	25	42	19	117	54
Tadh_orphan_778	18	20	1	7	38	5	50	19
Tadh_TriadG31240	82	66	13	44	128	32	235	55
Tadh_orphan_779	2	1	2	2	7	2	10	1
Tadh_TriadG60745	62	38	14	24	103	34	166	64
Tadh_TriadG60747	220	161	28	80	271	90	495	194
Tadh_orphan_780	25	14	7	7	25	5	45	14
Tadh_TriadG50928	90	58	17	52	108	24	255	93
Tadh_orphan_781	2	1	0	0	3	0	2	1
Tadh_orphan_782	4	5	0	0	10	2	16	5
Tadh_TriadG31259	44	39	4	15	70	13	124	49
Tadh_TriadG50931	79	63	10	49	116	40	275	116
Tadh_orphan_783	5	3	1	8	5	1	17	10
Tadh_TriadG31410	52	40	5	30	69	20	155	53
Tadh_TriadG31283	22	9	3	11	25	4	55	24
Tadh_TriadG50933	391	275	33	156	501	172	953	311
Tadh_orphan_784	3	5	5	5	8	0	15	3
Tadh_orphan_785	8	23	1	12	21	7	55	26
Tadh_TriadG31282	164	121	17	65	211	58	411	138
Tadh_TriadG60763	182	116	22	65	246	81	373	151
Tadh_TriadG60767	55	24	3	16	55	25	119	40
Tadh_TriadG31406	608	351	81	258	716	267	1214	452
Tadh_TriadG31352	42	26	4	12	46	15	82	31
Tadh_orphan_786	13	5	0	2	8	2	11	3
Tadh_TriadG31346	47	32	4	14	43	22	137	41
Tadh_TriadG60773	155	99	27	63	190	64	377	141
Tadh_TriadG60774	33	15	4	18	45	6	69	28
Tadh_TriadG60775	254	149	36	97	248	131	554	214
Tadh_orphan_787	13	6	0	4	25	7	40	17
Tadh_TriadG31281	1	1	1	0	7	0	6	0
Tadh_TriadG60779	2	2	0	1	9	0	11	4
Tadh_TriadG36582	270	187	45	107	329	108	613	256
Tadh_TriadG36585	383	253	40	168	461	139	938	348
Tadh_TriadG60786	16	8	0	2	20	4	24	12
Tadh_TriadG31423	42	29	9	16	42	22	127	40
Tadh_wf_g9789	2	0	0	0	0	0	0	0
Tadh_TriadG50939	1357	839	209	511	1622	462	3284	1065
Tadh_wf_g9792	73	49	8	35	81	29	171	48
Tadh_TriadG60793	49	31	5	17	64	18	82	35
Tadh_TriadG60795	162	99	12	85	176	55	368	136
Tadh_TriadG60796	54	28	8	20	74	20	133	60
Tadh_TriadG60799	39	20	6	22	47	16	108	38
Tadh_TriadG60801	99	49	8	38	80	19	202	56
Tadh_TriadG60803	187	135	30	65	249	55	416	149
Tadh_TriadG60805	57	43	13	20	79	21	174	56
Tadh_TriadG60807	92	45	9	27	101	31	202	70
Tadh_TriadG8204	19	13	4	8	35	15	58	22
Tadh_TriadG60810	56	40	6	23	65	26	131	40
Tadh_TriadG60655	1	0	1	0	1	0	6	2
Tadh_orphan_788	0	0	0	1	1	0	3	0
Tadh_orphan_789	1	1	0	1	2	0	4	1
Tadh_TriadG31339	303	183	31	146	354	127	756	313
Tadh_TriadG60663	32	15	6	9	46	10	94	25
Tadh_TriadG60668	8	15	1	9	18	5	34	13
Tadh_orphan_790	7	9	1	5	6	2	28	13
Tadh_orphan_791	3	1	0	0	7	0	12	1
Tadh_TriadG60676	9	12	1	8	24	9	42	18
Tadh_orphan_792	2	1	0	0	4	0	5	4
Tadh_TriadG5788	63	44	2	18	68	15	117	46
Tadh_TriadG60683	9	3	0	6	9	3	15	11
Tadh_TriadG31308	7	1	1	4	12	3	25	7
Tadh_TriadG60685	2	2	1	0	6	1	5	2
Tadh_TriadG596	66	56	14	41	108	32	218	60
Tadh_TriadG60690	3	7	1	9	14	5	35	10
Tadh_orphan_793	2	5	2	4	7	3	14	4
Tadh_TriadG60691	12	9	1	5	17	3	38	7
Tadh_TriadG60692	6	6	1	6	12	3	18	11
Tadh_TriadG60693	1	1	0	0	0	0	0	1
Tadh_orphan_794	0	2	1	0	2	0	9	1
Tadh_TriadG31230	55	22	2	15	65	14	99	42
Tadh_TriadG60697	30	15	1	12	38	6	60	20
Tadh_orphan_795	17	19	5	6	24	7	28	8
Tadh_TriadG60700	69	36	6	20	87	27	120	40
Tadh_TriadG31319	38	36	2	18	49	17	89	29
Tadh_orphan_796	5	1	0	1	0	1	1	1
Tadh_orphan_797	4	0	0	1	4	1	9	2
Tadh_TriadG60713	11	7	0	5	17	10	38	6
Tadh_orphan_798	4	3	0	2	9	2	18	11
Tadh_TriadG60717	12	4	3	4	14	3	23	10
Tadh_TriadG60718	0	1	0	1	0	0	0	0
Tadh_TriadG60719	98	70	12	41	114	28	263	79
Tadh_TriadG31311	49	28	7	15	72	14	101	26
Tadh_orphan_799	11	17	0	5	16	8	20	11
Tadh_TriadG31316	110	56	17	36	137	37	258	103
Tadh_orphan_800	11	1	0	3	7	0	18	1
Tadh_wf_g9720	106	67	24	62	170	38	405	144
Tadh_TriadG60725	1314	765	190	457	1784	515	2992	1153
