metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
205	106	148685	1402.68867924528	804	1246.5	1784.5	0.393087482933766	0.0659462137750953	0.129414066052385	0.28330610049888	0.844075077520208
206	107	139025	1299.29906542056	878	1155	1604.5	0.490358512651905	0.070416223842286	0.107317461936306	0.209972174566859	0.659539756849913
207	70	73953	1056.47142857143	634	947.5	1354.5	0.513934071354765	0.0911415238701021	0.146529452890468	0.307667785483327	0.796309580092782
208	61	91643	1502.34426229508	1057	1355	1904	0.455419061279619	0.095609244384112	0.136135622173666	0.270694298133568	0.70970582463406
209	88	176588	2006.68181818182	1363.25	1817	2501.5	0.29292738508543	0.0557609848849744	0.10986340902121	0.245372513325416	0.703813271197571
210	42	19343	460.547619047619	304.75	346	571	0.56287995584359	0.253379400364445	0.409663559276455	0.603019277875744	1.03270779105066
211	70	45470	649.571428571429	430	546.5	841.75	0.494175051944962	0.170019488711727	0.282750105292372	0.54841562573852	1.19997777621385
212	54	28472	527.259259259259	376.5	532	636.5	0.727478776620947	0.179472891008473	0.316166464266027	0.567795728657909	1.31723928945787
213	102	57991	568.539215686274	377	482.5	647	0.636519260404225	0.120498717539528	0.200476970994216	0.422596601990073	1.25524812253878
214	48	19056	397	342	406.5	464	0.849062029088671	0.272265528234663	0.450360064716245	0.730879242864649	1.48499001114218
215	43	17924	416.837209302326	346	420	469.5	0.87940354787118	0.288200887392204	0.474927359923441	0.727366821224778	1.58015059260947
216	68	43601	641.191176470588	484.5	567.5	797.75	0.630020824632701	0.160912975700438	0.271870221224195	0.551055723740099	1.34309964670995
217	74	53421	721.905405405405	544.25	680.5	875.5	0.653072773499442	0.123595125976906	0.209613946133822	0.480033640791034	1.40273004576452
218	36	21527	597.972222222222	470.75	560.5	679	0.770577190284253	0.242569071058231	0.406111557286439	0.728172424900743	1.54582480047463
219	77	128054	1663.03896103896	1066	1619	2105	1.45986489440639	0.0763862266769444	0.0763862266769444	0.219835065607567	0.950221927973492
220	78	65480	839.487179487179	573.25	855	1092	1.05119999542382	0.0993708048313687	0.145779254858651	0.33353790195999	1.15265852707507
221	51	202057	3961.90196078431	2201	3550	5134	1.6722913070974	0.0489876356203381	0.0570445665498625	0.177763259765394	0.7684557551423
222	105	603435	5747	3895	5823	7508	1.50912409068564	0.0165315337756652	0.0329834172552959	0.0751508460300291	0.470118523306076
223	65	74991	1153.70769230769	820	1045	1505	0.941161057349984	0.095527001521059	0.147243821890633	0.358143385860372	1.21116447595988
224	83	150991	1819.1686746988	1243	1614	2353	0.808868861165411	0.0650190381464916	0.0856877522792066	0.18834932629824	0.722306077658177
225	115	88684	771.165217391304	526.5	738	917	0.713724009611129	0.105137755673618	0.158392934471221	0.356110722931982	1.18911705989058
226	40	36124	903.1	605.75	801	1064.5	1.20225471028038	0.135568860006531	0.255261569308478	0.44071039542997	1.17199620555287
227	58	43444	749.034482758621	460.75	600	872	1.06961868716342	0.127655334960159	0.214754925776851	0.403751135600032	1.27966696926111
228	62	42465	684.91935483871	414.5	645	867	0.758764949198998	0.143232069553536	0.219269170435634	0.428326552580892	1.12993811644817
229	93	102001	1096.78494623656	780	1059	1322	0.899835545199594	0.0848042938916136	0.119845201359929	0.270422574452113	0.979307830928278
230	68	32831	482.808823529412	337.5	471.5	624.5	0.71897628063155	0.190790264204098	0.297118844320143	0.575705533978776	1.32875328909671
231	48	23647	492.645833333333	338	474.5	637.75	0.95244875291161	0.223355295958126	0.373229830888775	0.673369312641169	1.59691281366988
232	51	28363	556.137254901961	451.5	581	653	0.850568486327236	0.188579193717974	0.31736494080687	0.580601002549335	1.48260801232593
233	87	58208	669.057471264368	442	661	748	0.7744351888039	0.125821987622755	0.209252291433133	0.445246595857026	1.36720080927357
234	63	51175	812.301587301587	578	773	963.5	0.974327294003784	0.122894468403655	0.184209568593884	0.432939675181947	1.33684364453116
235	54	25304	468.592592592593	324.5	416	608.75	0.717419609525806	0.248559885497243	0.351281783682159	0.65290146098673	1.47809755344773
236	78	60484	775.435897435897	611	774.5	910	0.548129633407519	0.157187064257837	0.256510232305186	0.476780762408861	1.26206301041807
237	57	35541	623.526315789474	411	559	818	0.697756733646797	0.177689614201923	0.276856625204882	0.596597495479205	1.50994825352613
238	32	23812	744.125	451.75	610	738.25	0.849151536041389	0.253346848680864	0.372135350540585	0.776495324940066	1.93067630757188
239	62	27133	437.629032258065	285.5	409.5	575.25	0.915402556603515	0.199357011709433	0.32986543520185	0.627458156503044	1.53956153582044
240	113	73615	651.46017699115	566	629	719	0.877158365483791	0.130203137922603	0.213234775983663	0.437869370915446	1.39600083885179
241	69	21517	311.840579710145	260	317	357	1.12557172774103	0.223512823383127	0.404644631652309	0.675934208927023	1.8756272257374
242	75	35847	477.96	370	424	559.5	0.88761957774857	0.172810392567995	0.261502397526738	0.566385638039126	1.74575964831789
243	41	18134	442.292682926829	292	415	585	1.31727283639223	0.264995202218359	0.470391679053804	0.755273456250889	1.7557594705439
244	73	31990	438.219178082192	339	414	547	1.00466929160666	0.180454356092568	0.284168410246692	0.523555266855599	1.27008628149008
245	69	41091	595.521739130435	401	605	774	0.53017502228442	0.184905444366503	0.311819635708063	0.564649408623006	1.14083427035505
246	49	30830	629.183673469388	492	611	765	0.845596415685797	0.179120066736085	0.294460799084761	0.537222608123652	1.25715852857956
247	88	73499	835.215909090909	450.75	755.5	1042	0.497034151735331	0.130508423492417	0.197401906616605	0.377252283713162	1.02929804065113
248	61	37102	608.229508196721	447	581	759	1.08137500100695	0.150786977168491	0.24839823584253	0.494599260909539	1.35225937702589
249	109	129998	1192.64220183486	981	1157	1272	0.796569734893797	0.0751762479832555	0.119013345821016	0.281416826058891	1.09358764377586
250	73	48362	662.493150684931	478	625	819	0.599365706876545	0.15007480810409	0.240107972062044	0.465087515036554	1.16657620442809
251	83	74545	898.132530120482	572	794	1103	0.621358736365354	0.122358122279648	0.180729824952137	0.351289978653286	0.97802510495073
252	89	185285	2081.85393258427	1582	2010	2640	1.11068531131823	0.0531889822175957	0.0648186960006497	0.155167264439714	0.657929219937083
253	68	28496	419.058823529412	303	391	520.25	0.901111767685137	0.183043240034677	0.315551893087797	0.576744782499963	1.4096519856161
254	53	28118	530.528301886792	313	494	617	0.934744937214688	0.176181314459681	0.319771350381543	0.556377035593717	1.4155008584547
255	76	66989	881.434210526316	503	733.5	1049.5	0.553952750523584	0.104914313533335	0.14501044303993	0.33281962840335	1.00548722090824
