metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
191	79	21234	268.784810126582	210	252	310	0.863758756072055	0.223002961691958	0.390378115117621	0.599306989087133	1.25026490429601
192	60	31126	518.766666666667	365	459	606	0.715821612320052	0.161379220857112	0.291582358779715	0.461440262309745	1.01525522805275
193	49	10145	207.040816326531	154	186	237	0.958696554336806	0.433010821282699	0.627652282417637	0.815650255861508	1.48482823649509
194	38	7299	192.078947368421	137.25	166.5	222.75	1.15087401501256	0.577017904074719	0.823849143003526	0.969646581843223	1.73893932342085
195	71	22198	312.647887323944	235	303	358.5	0.835118538994721	0.213479839587151	0.385715729061977	0.547932365853304	1.13186771458231
196	57	28121	493.350877192982	268	480	612	0.561393448023031	0.206045488950909	0.319608897007227	0.556176215837636	1.18126694947604
197	96	57115	594.947916666667	461	592	700.25	0.645322980779613	0.122254324545933	0.197086140385791	0.416556320798055	1.10537278931382
198	63	36887	585.507936507937	434	586	692.5	0.667688283063371	0.139841670608651	0.24968622220579	0.413120470509768	0.945379324743099
199	72	45331	629.597222222222	518.75	605.5	739.5	0.640669729519831	0.121644737714589	0.206201067958716	0.382995107344239	0.90626042412923
200	57	40357	708.017543859649	541	704	812	0.709399919544725	0.130934339854029	0.229960012863176	0.414328524391155	0.954029049784219
201	71	48986	689.943661971831	508.5	655	799	0.765644987816727	0.11870525981145	0.191805174359764	0.362642637174532	0.939933670668069
202	100	68256	682.56	514	652	800	0.634928730399364	0.104875392736055	0.165656035020365	0.35912944983448	0.959539385399732
203	136	197486	1452.10294117647	811	1091.5	1895.5	0.36183615648014	0.0498929976738218	0.098360379565177	0.170220897168234	0.519808724173372
204	103	66076	641.514563106796	392.5	558	785.5	0.522644937230495	0.0892710598545207	0.144379612336441	0.27646242348733	0.697798036450439
