lipophil	trans	unknown_1	fibre	gland	epithelia_gland_like	epithelia	peptidergic
Hhon_g06119.t1	0	0	1	0	3	0	2	0
Hhon_orphan_1196	1	0	1	2	7	2	6	1
Hhon_g06076.t1	25	12	6	17	54	22	98	53
Hhon_g06078.t1	18	6	3	15	20	8	48	18
Hhon_g06079.t1	128	80	31	95	212	102	406	183
Hhon_g06081.t1	26	21	4	32	44	25	124	76
Hhon_g06082.t1	17	10	2	16	28	9	72	31
Hhon_g06085.t1	75	65	26	70	158	82	342	158
Hhon_g06087.t1	695	480	148	687	1347	618	2818	1298
Hhon_g06088.t1	21	4	4	12	28	10	75	29
Hhon_g06092.t1	2	3	4	9	18	6	43	13
Hhon_g06096.t1	33	16	7	35	82	29	113	51
Hhon_g06097.t1	4	1	0	4	8	4	31	12
Hhon_g06099.t1	22	21	6	24	48	24	120	43
Hhon_g06100.t1	36	19	5	37	77	28	177	65
Hhon_g06101.t1	29	22	9	39	72	38	120	60
Hhon_g06102.t1	99	53	17	100	157	81	306	154
Hhon_g06104.t1	191	137	53	197	335	174	753	363
Hhon_g06105.t1	26	12	5	25	58	19	119	47
Hhon_g06107.t1	65	35	11	68	124	63	241	117
Hhon_g06109.t1	17	15	6	18	41	9	66	46
Hhon_g06111.t1	6917	4400	1537	6450	12242	5694	25065	11565
Hhon_orphan_1198	3	2	0	4	4	1	14	11
Hhon_g06115.t1	0	0	0	0	0	0	1	0
Hhon_g06117.t1	0	0	0	0	0	2	2	0
Hhon_g06121.t1	299	175	63	319	685	293	1506	713
Hhon_g06123.t1	913	506	190	937	1694	814	3123	1463
Hhon_g06125.t1	240	142	50	266	452	212	955	458
Hhon_orphan_1199	65	47	17	72	148	59	283	137
Hhon_g06127.t1	68	32	15	62	122	47	253	108
Hhon_g06129.t1	112	71	18	126	204	65	371	163
Hhon_g06131.t1	71	36	9	50	108	46	241	125
Hhon_g06132.t1	91	48	15	84	146	73	323	163
Hhon_g06134.t1	158	112	19	148	276	125	613	306
Hhon_g06136.t1	259	159	58	278	521	252	974	483
Hhon_g06138.t1	567	379	123	524	1020	462	2226	1009
Hhon_orphan_1200	1	0	0	2	2	0	6	1
Hhon_g06140.t1	125	88	17	120	219	82	457	177
Hhon_g06142.t1	377	250	81	370	796	316	1630	791
Hhon_g06144.t1	67	45	10	61	113	33	205	94
Hhon_g06146.t1	232	147	56	254	413	251	885	425
Hhon_g06148.t1	277	167	59	267	518	201	1058	498
Hhon_g06149.t1	71	38	21	60	117	59	227	115
Hhon_g06151.t1	194	143	38	163	352	158	723	330
Hhon_g06153.t1	90	73	20	114	203	91	431	185
Hhon_g06155.t1	64	35	8	62	99	51	243	110
Hhon_g06157.t1	3878	2482	824	3778	6831	3184	14146	6789
Hhon_g06159.t1	380	249	77	386	656	352	1390	651
Hhon_g06160.t1	87	59	8	87	160	61	295	129
Hhon_g06162.t1	118	80	22	121	267	106	446	210
Hhon_g06164.t1	133	94	38	123	257	112	591	295
Hhon_g06166.t1	121	71	28	116	254	102	513	186
Hhon_g06167.t1	108	68	22	93	213	77	415	211
Hhon_orphan_1201	0	0	0	3	0	0	6	2
Hhon_g06171.t1	48	28	8	31	73	46	165	88
Hhon_g06173.t1	271	169	43	285	447	195	959	416
Hhon_g06175.t1	884	528	199	877	1437	712	2962	1479
Hhon_g06177.t1	520	318	110	453	932	445	1719	832
Hhon_g06179.t1	40	26	12	51	90	40	206	83
Hhon_g06182.t1	9789	6003	2020	8971	16804	8295	33907	16149
Hhon_g06183.t1	281	170	57	270	512	229	1086	504
Hhon_orphan_1202	3	3	2	3	12	2	12	7
Hhon_g06185.t1	40	31	16	47	62	37	138	96
Hhon_g06120.t1	13	4	2	3	22	7	44	20
Hhon_g06122.t1	81	59	19	85	147	75	332	167
Hhon_g06124.t1	124	61	17	85	177	83	442	203
Hhon_g06126.t1	200	111	37	167	427	164	793	372
Hhon_orphan_1203	7	2	1	7	9	4	20	3
Hhon_g06128.t1	178	109	36	160	293	163	601	312
Hhon_g06130.t1	184	104	31	167	289	139	565	269
Hhon_g06133.t1	490	304	102	403	821	394	1734	798
Hhon_g06135.t1	440	268	90	396	776	375	1632	786
Hhon_g06137.t1	144	76	22	153	226	118	485	227
Hhon_g06139.t1	43	35	6	42	80	32	184	75
Hhon_g06141.t1	265	145	52	232	459	188	866	430
Hhon_g06143.t1	147	77	30	118	256	110	535	255
Hhon_g06145.t1	71	47	10	72	132	64	325	154
Hhon_g06147.t1	210	147	43	212	461	193	1019	435
Hhon_g06150.t1	112	92	18	134	234	113	498	223
Hhon_g06152.t1	72	62	14	70	146	75	322	152
Hhon_g06154.t1	91	86	23	128	234	117	426	241
Hhon_g06156.t1	1975	1247	440	1840	3622	1676	7166	3564
Hhon_g06158.t1	147	82	19	129	263	121	537	246
Hhon_g06161.t1	84	43	13	94	149	54	304	133
Hhon_g06163.t1	192	128	52	173	361	154	731	338
Hhon_g06165.t1	354	222	57	328	673	327	1617	671
Hhon_g06168.t1	52	31	11	45	91	33	217	105
Hhon_g06169.t1	151	98	17	125	235	125	472	205
Hhon_g06170.t1	22	20	7	43	93	23	238	88
Hhon_g06172.t1	109	67	24	112	170	92	396	173
Hhon_g06174.t1	169	79	32	165	243	112	560	273
Hhon_g06176.t1	113	62	19	102	206	77	356	160
Hhon_g06178.t1	163	106	25	128	261	148	563	263
Hhon_g06180.t1	74	48	24	64	122	78	301	137
Hhon_g06181.t1	3900	2192	806	3400	6350	3034	12409	5704
Hhon_g06184.t1	65	45	22	73	164	51	285	131
Hhon_orphan_1204	33	23	4	43	71	26	134	39
Hhon_g06186.t1	108	67	14	93	170	70	317	174
Hhon_g06187.t1	32	15	8	27	43	33	95	31
Hhon_g06188.t1	3	1	0	5	3	3	10	10
Hhon_g06189.t1	13	6	1	7	16	5	35	19
Hhon_g06190.t1	294	143	42	271	360	212	767	434
Hhon_g06192.t1	59	52	13	60	125	52	223	109
Hhon_g06193.t1	23	11	5	21	44	15	85	21
Hhon_g06194.t1	11	6	2	11	22	12	49	22
Hhon_orphan_1206	0	1	1	2	8	0	16	6
Hhon_g06196.t1	19	7	5	10	25	23	72	25
Hhon_g06197.t1	7	1	0	8	7	4	8	4
Hhon_orphan_1207	44	27	9	39	89	40	184	51
Hhon_g06198.t1	40	22	10	51	72	25	173	62
Hhon_g06199.t1	62	53	12	50	113	38	220	94
Hhon_g06202.t1	41	30	12	58	90	31	196	82
Hhon_g06204.t1	137	85	33	121	241	129	519	239
Hhon_g06205.t1	27	14	10	36	67	29	152	56
Hhon_g06206.t1	74	53	15	90	128	52	261	129
Hhon_g06209.t1	100	66	19	103	172	82	344	191
Hhon_g06210.t1	0	0	0	0	2	0	4	0
Hhon_g06212.t1	57	39	10	48	126	40	174	91
Hhon_g06213.t1	18	9	4	15	26	21	42	27
Hhon_g06214.t1	29	12	8	18	28	26	65	35
Hhon_g06215.t1	952	619	177	884	1384	950	2648	1375
Hhon_g06217.t1	31	31	9	44	79	50	235	105
Hhon_g06219.t1	257	141	50	210	416	228	835	413
Hhon_g06221.t1	96	72	23	104	215	91	459	204
Hhon_g06223.t1	140	68	26	111	268	81	486	226
Hhon_g06225.t1	521	325	99	491	921	412	1792	837
Hhon_g06226.t1	315	136	64	304	543	238	1023	508
Hhon_orphan_1208	2	1	0	1	1	2	17	7
Hhon_g06229.t1	11	10	2	15	26	16	59	32
Hhon_g06232.t1	150	85	26	139	210	114	436	226
Hhon_orphan_1209	3	2	0	8	6	1	28	5
Hhon_g06236.t1	39	34	8	47	97	33	201	74
Hhon_g06238.t1	200	135	51	180	357	192	696	358
Hhon_orphan_1210	4	4	2	5	10	5	12	3
Hhon_orphan_1211	18	9	2	13	33	10	44	22
Hhon_g06195.t1	138	81	27	116	225	111	372	227
Hhon_orphan_1212	2	0	0	1	4	3	6	1
Hhon_orphan_1213	1	2	0	1	1	0	7	3
Hhon_orphan_1214	4	0	0	2	6	4	14	3
Hhon_g06200.t1	126	89	18	122	207	130	385	235
Hhon_g06201.t1	72	58	16	69	148	61	330	150
Hhon_g06203.t1	37	18	7	24	90	38	143	76
Hhon_orphan_1215	5	2	0	0	8	2	20	10
Hhon_g06207.t1	15	5	4	15	28	12	43	10
Hhon_orphan_1216	2	2	1	1	4	0	5	4
Hhon_orphan_1217	3	2	1	7	10	5	33	18
Hhon_g06208.t1	67	50	15	70	136	51	270	129
Hhon_g06211.t1	55	26	7	46	78	28	160	85
Hhon_g06216.t1	180	98	30	169	302	140	618	305
Hhon_orphan_1218	11	1	2	9	28	7	39	20
Hhon_g06218.t1	21	14	8	26	67	22	102	51
Hhon_orphan_1219	2	0	0	0	3	2	4	5
Hhon_g06220.t1	13	15	3	21	29	24	78	27
Hhon_g06222.t1	162	92	34	134	293	117	584	247
Hhon_g06224.t1	31	22	7	15	54	27	106	42
Hhon_orphan_1220	8	4	1	7	16	10	38	15
Hhon_g06227.t1	61	35	15	65	100	56	238	106
Hhon_g06228.t1	16	8	3	15	24	12	61	26
Hhon_g06230.t1	658	391	134	626	1143	572	2363	1147
Hhon_g06231.t1	463	295	86	453	857	378	1782	826
Hhon_g06233.t1	71	44	12	69	129	56	269	117
Hhon_g06234.t1	43	28	8	46	63	31	145	69
Hhon_g06235.t1	43	30	5	40	75	46	171	64
Hhon_g06237.t1	662	395	100	581	1007	564	2011	956
Hhon_orphan_1221	1	0	0	0	3	1	4	0
Hhon_orphan_1222	5	1	0	6	16	8	52	16
Hhon_g06240.t1	20	14	1	22	49	30	110	47
Hhon_g06241.t1	31	13	6	24	58	19	140	64
Hhon_g06242.t1	17	8	5	21	43	15	100	36
Hhon_g06244.t1	68	32	12	65	123	47	236	107
Hhon_g06247.t1	47	32	11	49	93	39	206	86
Hhon_g06249.t1	360	224	61	339	613	318	1392	619
Hhon_g06250.t1	21	15	6	23	41	16	89	48
Hhon_g06252.t1	128	70	30	108	273	102	481	193
Hhon_orphan_1223	1	2	1	1	0	2	3	3
Hhon_orphan_1224	1	0	0	0	3	0	3	2
Hhon_g06257.t1	56	28	14	55	110	33	208	91
Hhon_g06258.t1	872	515	217	756	1460	651	3071	1452
Hhon_g06260.t1	218	123	54	221	387	181	752	370
Hhon_g06262.t1	68	46	17	48	118	58	283	127
Hhon_g06265.t1	30	18	6	29	57	37	84	37
Hhon_g06268.t1	6841	4365	1417	6658	11414	6023	23164	10964
Hhon_orphan_1225	0	0	0	0	1	2	10	1
Hhon_g06270.t1	259	151	43	211	402	217	763	383
Hhon_orphan_1226	2	3	0	2	2	8	8	7
Hhon_g06273.t1	19	6	7	18	71	12	144	42
Hhon_orphan_1228	1	3	2	3	5	3	8	7
Hhon_g06239.t1	5640	4196	1455	5924	13061	4390	25775	11089
Hhon_orphan_1229	0	0	1	1	3	1	15	4
Hhon_g06243.t1	442	254	97	446	814	321	1686	839
Hhon_g06245.t1	146	83	30	139	228	94	510	247
Hhon_g06246.t1	23	12	7	27	59	20	95	47
Hhon_g06248.t1	10	13	1	24	41	15	48	32
Hhon_g06251.t1	53	33	9	46	62	29	125	68
Hhon_orphan_1230	1	1	1	2	3	1	5	1
Hhon_g06253.t1	411	312	104	470	1000	352	2350	1005
Hhon_g06254.t1	61	31	17	56	145	58	307	149
Hhon_g06255.t1	50	40	9	51	61	52	124	79
Hhon_g06256.t1	40	28	4	37	82	23	169	81
Hhon_g06259.t1	153	85	25	143	208	154	464	257
Hhon_g06261.t1	685	437	138	653	1237	583	2625	1299
Hhon_g06263.t1	421	272	77	408	687	377	1463	709
Hhon_g06264.t1	88	53	18	74	133	70	282	132
Hhon_g06266.t1	28	10	6	14	28	27	77	29
Hhon_g06267.t1	1564	967	330	1515	2668	1362	5361	2615
Hhon_g06269.t1	16	3	5	10	20	6	48	26
Hhon_g06271.t1	15877	9646	2480	14583	30705	10829	77146	36125
Hhon_g06272.t1	10945	6783	1755	10092	20997	7423	48785	22807
Hhon_orphan_1231	168	96	26	197	586	151	1788	784
Hhon_g06274.t1	1028	689	230	947	2288	856	4758	1970
Hhon_orphan_1232	0	0	0	0	0	0	2	0
Hhon_g06275.t1	1392	965	264	1275	3244	1099	9441	3784
Hhon_g06276.t1	1543	1218	335	1718	3604	1259	10618	4314
Hhon_g06277.t1	17472	11865	3683	17562	34781	13124	94966	38921
Hhon_g06278.t1	54	29	8	33	69	27	140	58
Hhon_g06279.t1	0	0	0	0	0	0	1	1
Hhon_orphan_1233	1	1	2	1	6	0	6	0
Hhon_orphan_1234	15	2	1	6	22	7	54	15
Hhon_g06282.t1	37	20	4	43	62	38	171	77
Hhon_g06283.t1	53	20	11	43	78	37	128	62
Hhon_g06285.t1	550	297	108	438	674	453	1308	695
Hhon_g06286.t1	119	72	24	110	236	118	420	217
Hhon_g06288.t1	92	59	18	83	192	81	376	163
Hhon_g06289.t1	62	60	13	67	121	50	253	132
Hhon_g06290.t1	30	27	5	25	55	21	125	51
Hhon_g06292.t1	123	56	23	112	191	104	352	187
Hhon_g06293.t1	23	14	6	21	37	20	82	42
Hhon_g06295.t1	69	40	11	54	79	54	188	97
Hhon_orphan_1235	9	1	3	8	19	9	47	19
Hhon_g06297.t1	86	47	16	69	129	80	243	128
Hhon_g06299.t1	44	27	8	44	91	23	142	83
Hhon_g06301.t1	162	120	38	188	292	123	617	276
Hhon_g06304.t1	269	169	35	256	488	193	1022	484
Hhon_g06308.t1	303	194	65	264	503	250	1013	447
Hhon_g06309.t1	58	35	3	40	82	46	151	65
Hhon_orphan_1236	4	5	0	4	10	6	19	6
Hhon_g06311.t1	100	69	21	108	183	85	370	160
Hhon_orphan_1237	37	22	13	50	118	44	316	129
Hhon_g06312.t1	66	29	13	58	120	52	251	133
Hhon_orphan_1238	0	0	0	0	0	1	1	2
Hhon_g06315.t1	17	8	4	11	26	4	58	25
Hhon_g06317.t1	91	44	22	97	177	75	358	155
Hhon_g06318.t1	26	23	2	23	50	26	76	46
Hhon_g06319.t1	0	0	0	0	0	0	1	0
Hhon_g06320.t1	587	345	108	515	879	432	1782	942
Hhon_g06321.t1	116	79	22	80	212	93	437	193
Hhon_g06322.t1	83	64	17	100	167	80	398	162
Hhon_orphan_1239	7	0	1	1	3	2	6	5
Hhon_g06323.t1	13	7	2	8	24	10	40	20
Hhon_g06324.t1	16	13	0	27	30	11	91	45
Hhon_g06280.t1	47	38	17	86	119	46	325	132
Hhon_orphan_1240	9	2	2	6	10	2	26	9
Hhon_g06281.t1	51	35	12	53	107	54	248	123
Hhon_orphan_1241	2	1	0	1	1	1	4	3
Hhon_g06284.t1	114	78	17	134	211	114	433	186
Hhon_g06287.t1	63	55	19	59	177	82	374	159
Hhon_g06291.t1	55	41	12	67	111	52	200	87
Hhon_g06294.t1	123	95	26	97	260	146	463	224
Hhon_g06296.t1	143	116	45	118	291	133	632	284
Hhon_orphan_1242	2	3	1	6	8	2	14	3
Hhon_g06298.t1	65	45	14	63	110	57	241	123
Hhon_g06300.t1	404	288	104	400	745	385	1435	666
Hhon_g06302.t1	42	16	6	20	60	29	125	56
Hhon_g06303.t1	236	115	36	194	341	174	741	347
Hhon_g06305.t1	57	37	9	59	115	53	243	95
Hhon_g06306.t1	48	35	11	55	95	52	214	109
Hhon_g06307.t1	113	77	23	107	222	116	422	184
Hhon_orphan_1243	7	2	4	8	9	5	44	15
Hhon_g06310.t1	24	11	6	21	41	17	98	34
Hhon_g06313.t1	19	19	7	43	60	48	125	57
Hhon_g06314.t1	142	69	38	110	275	107	444	236
Hhon_g06316.t1	36	28	12	41	88	41	156	95
Hhon_orphan_1244	84	36	23	73	134	59	254	108
Hhon_orphan_1245	0	0	0	1	0	1	3	1
Hhon_g06325.t1	7	3	2	13	15	6	46	25
Hhon_g06326.t1	16	7	3	14	24	10	53	29
Hhon_g06329.t1	19	3	1	6	17	5	20	13
Hhon_g06331.t1	18	30	1	17	6	8	12	5
Hhon_g06332.t1	3	1	0	0	0	2	2	2
Hhon_g06333.t1	25	22	17	23	81	33	176	65
Hhon_g06334.t1	235	148	44	247	478	212	919	450
Hhon_g06338.t1	33	26	8	38	61	31	199	74
Hhon_g06344.t1	98	68	13	78	168	69	340	169
Hhon_g06346.t1	142	87	33	141	265	120	563	271
Hhon_g06348.t1	108	54	23	93	161	94	373	162
Hhon_g06349.t1	22	12	6	18	55	19	105	45
Hhon_g06351.t1	84	31	17	80	132	87	292	142
Hhon_g06353.t1	7	5	5	11	23	5	38	25
Hhon_g06355.t1	20	13	5	23	49	16	71	44
Hhon_g06357.t1	24	11	5	17	35	14	100	47
Hhon_orphan_1246	3	4	1	4	6	4	19	10
Hhon_g06360.t1	13	20	4	15	53	18	140	66
Hhon_g06361.t1	117	63	22	131	195	95	414	181
Hhon_orphan_1247	8	7	0	9	20	14	61	19
Hhon_g06362.t1	56	18	13	54	77	34	143	72
Hhon_g06363.t1	11	6	1	31	22	13	63	15
Hhon_g06365.t1	31	20	4	19	49	16	98	56
Hhon_g06367.t1	756	393	149	664	1212	575	2261	1091
Hhon_orphan_1248	2	2	0	0	5	0	4	6
Hhon_g06369.t1	48	43	15	62	96	72	196	114
Hhon_g06370.t1	1147	690	216	948	1899	943	3995	1857
Hhon_g06327.t1	56	32	7	37	80	33	163	100
Hhon_g06328.t1	56	37	18	66	109	34	224	111
Hhon_g06330.t1	140	79	26	128	217	121	430	240
Hhon_orphan_1249	2	0	0	0	2	0	5	4
Hhon_orphan_1250	2	0	0	0	0	0	3	2
Hhon_g06336.t1	43	31	13	21	89	45	146	76
Hhon_g06337.t1	111	91	30	134	211	82	484	260
Hhon_g06339.t1	31	24	3	27	58	26	169	55
Hhon_g06340.t1	0	0	0	0	0	0	2	0
Hhon_g06341.t1	142	84	26	131	265	107	440	211
Hhon_g06342.t1	40	23	8	34	72	37	153	71
Hhon_g06343.t1	48	31	12	47	122	42	270	109
Hhon_orphan_1251	2	2	1	7	11	1	23	8
Hhon_g06345.t1	1693	1041	401	1634	3018	1423	6210	2866
Hhon_g06347.t1	8	11	3	10	34	16	54	24
Hhon_g06350.t1	144	81	30	127	245	148	531	272
Hhon_g06352.t1	16	14	5	10	27	15	56	23
Hhon_g06354.t1	6	5	1	10	14	3	21	11
Hhon_g06356.t1	1	1	0	3	4	1	8	0
Hhon_g06358.t1	42	35	17	51	126	40	267	99
Hhon_g06359.t1	1668	1027	390	1575	3056	1273	5769	2801
Hhon_g06364.t1	74	44	9	47	132	63	207	111
Hhon_g06366.t1	49	47	8	61	110	49	258	115
Hhon_g06368.t1	20	13	4	12	27	12	60	41
Hhon_orphan_1252	3	3	0	6	5	1	34	9
Hhon_orphan_1253	1	4	0	2	6	2	12	3
Hhon_orphan_1254	78	52	18	96	205	82	331	167
Hhon_orphan_1255	0	0	0	3	5	0	11	6
Hhon_orphan_1256	4	0	0	1	3	1	13	5
Hhon_g06374.t1	84	54	16	80	112	57	253	111
Hhon_g06376.t1	4	3	4	6	11	3	22	14
Hhon_g06377.t1	38	33	12	44	80	40	169	74
Hhon_g06379.t1	2	2	0	2	0	0	11	2
Hhon_g06380.t1	38	18	6	39	52	33	170	78
Hhon_g06382.t1	47	27	11	50	91	38	177	97
Hhon_g06386.t1	2	1	1	0	4	1	8	2
Hhon_g06387.t1	20	17	3	19	46	19	124	51
Hhon_g06389.t1	0	0	0	1	1	0	2	1
Hhon_g06392.t1	162	109	40	168	294	143	575	297
Hhon_g06394.t1	42	18	5	25	55	23	109	43
Hhon_g06397.t1	121	74	17	111	207	103	429	186
Hhon_g06399.t1	341	205	65	301	575	313	997	539
Hhon_g06401.t1	55	39	9	56	126	38	250	125
Hhon_g06403.t1	185	106	35	161	281	154	603	314
Hhon_g06405.t1	148	107	21	159	287	149	559	243
Hhon_g06406.t1	164	109	38	161	329	132	652	314
Hhon_g06407.t1	5	1	0	5	4	2	7	0
Hhon_g06408.t1	29	23	7	31	45	26	124	55
Hhon_g06410.t1	10	8	0	12	27	19	47	23
Hhon_orphan_1257	0	1	0	0	4	1	4	0
Hhon_g06412.t1	0	0	1	0	1	0	0	0
Hhon_g06413.t1	33	25	6	33	54	13	119	47
Hhon_g06415.t1	1	3	0	0	8	5	18	3
Hhon_g06416.t1	17	13	3	14	19	6	61	32
Hhon_g06419.t1	43	34	11	46	80	43	203	86
Hhon_g06421.t1	639	403	149	666	1151	556	2218	1055
Hhon_g06422.t1	189	136	44	179	399	175	797	352
Hhon_g06423.t1	7	2	0	10	7	5	32	6
Hhon_orphan_1258	6	5	0	5	5	2	10	4
Hhon_orphan_1259	27	22	2	20	31	16	54	32
Hhon_orphan_1260	2	0	1	1	1	0	11	6
Hhon_g06375.t1	150	82	29	129	271	116	498	254
Hhon_g06378.t1	10	9	1	6	26	7	57	23
Hhon_g06381.t1	89	48	13	95	168	73	361	143
Hhon_g06383.t1	67	37	5	74	114	53	294	147
Hhon_orphan_1261	6	2	1	4	6	2	36	11
Hhon_g06388.t1	202	93	56	152	307	153	642	283
Hhon_g06390.t1	8	14	2	14	31	18	48	26
Hhon_g06391.t1	64	55	6	66	93	43	250	100
Hhon_g06393.t1	115	73	33	116	195	111	466	207
Hhon_g06395.t1	208	128	44	204	372	156	785	350
Hhon_g06396.t1	333	214	73	311	664	289	1529	685
Hhon_g06398.t1	282	157	59	248	526	237	994	483
Hhon_g06400.t1	174	101	45	137	305	133	581	258
Hhon_g06402.t1	85	57	14	73	144	59	279	143
Hhon_g06404.t1	76	49	14	90	159	65	290	151
Hhon_orphan_1262	2	1	0	0	1	0	9	3
Hhon_g06411.t1	15	8	1	10	14	9	38	29
Hhon_g06414.t1	5	6	1	12	11	5	44	24
Hhon_g06417.t1	56	33	15	62	93	51	190	108
Hhon_g06418.t1	54	34	8	56	90	42	207	85
Hhon_g06420.t1	42	23	5	36	98	35	173	86
Hhon_g06424.t1	25	38	8	39	55	31	115	52
Hhon_g06425.t1	18	10	3	13	36	13	65	47
Hhon_g06426.t1	64	48	11	63	118	42	146	70
Hhon_g06427.t1	42	29	4	27	52	28	129	71
Hhon_g06433.t1	79	65	15	100	198	62	391	195
Hhon_g06434.t1	133	96	29	110	216	95	417	172
Hhon_g06435.t1	902	626	213	965	1634	843	3119	1373
Hhon_g06436.t1	589	362	114	618	1079	538	2135	970
Hhon_g06437.t1	9	5	1	2	15	5	17	12
Hhon_g06438.t1	4	6	1	3	14	6	27	12
Hhon_g06442.t1	10	7	2	10	22	9	41	28
Hhon_g06444.t1	43	31	17	50	92	50	234	106
Hhon_orphan_1263	4	2	2	2	13	12	53	14
Hhon_g06449.t1	140	77	32	127	224	96	548	252
Hhon_g06450.t1	62	49	15	60	118	60	243	108
Hhon_g06451.t1	7	7	0	7	16	3	48	21
Hhon_g06452.t1	4	2	0	1	4	1	4	2
Hhon_g06455.t1	14	8	5	22	37	12	54	25
Hhon_orphan_1264	0	1	0	1	18	5	29	15
Hhon_g06456.t1	2	2	5	16	9	6	41	19
Hhon_g06457.t1	1890	1359	473	1835	3949	1604	8139	3505
Hhon_g06458.t1	5856	3669	1137	5223	10490	4672	21070	9795
Hhon_g06461.t1	212	123	48	199	333	164	698	320
Hhon_g06462.t1	225	159	56	267	522	235	967	430
Hhon_g06464.t1	347	257	77	299	736	283	1465	708
Hhon_g06470.t1	4	6	2	7	21	9	35	16
Hhon_g06471.t1	129	65	25	116	222	104	438	211
Hhon_g06472.t1	46	41	24	80	134	52	338	123
Hhon_g06474.t1	0	0	0	1	3	1	4	4
Hhon_g06475.t1	0	2	0	0	3	1	2	1
Hhon_g06476.t1	494	263	92	424	872	352	1937	848
Hhon_orphan_1265	0	0	0	1	8	1	1	2
Hhon_g06479.t1	13	9	4	14	25	6	60	33
Hhon_orphan_1266	12	7	2	13	29	14	53	16
Hhon_g06482.t1	111	82	25	106	223	90	474	200
Hhon_orphan_1267	0	0	0	0	0	0	1	1
Hhon_g06428.t1	12	3	2	15	25	9	47	17
Hhon_g06429.t1	10	19	1	20	27	16	72	56
Hhon_g06430.t1	16	10	5	19	41	14	79	55
Hhon_g06431.t1	7	8	0	3	18	5	19	9
Hhon_g06432.t1	547	360	101	483	949	421	2052	975
Hhon_orphan_1268	7	8	1	6	8	9	15	5
Hhon_orphan_1269	0	1	2	2	6	0	8	1
Hhon_g06439.t1	62	32	16	41	91	39	237	82
Hhon_g06440.t1	0	0	0	0	0	0	1	0
Hhon_g06441.t1	102	52	26	89	198	100	381	160
Hhon_g06443.t1	47	30	8	52	73	40	189	75
Hhon_g06445.t1	52	28	7	46	81	39	131	66
Hhon_g06447.t1	0	1	1	0	0	0	3	3
Hhon_g06448.t1	32	26	10	32	91	27	209	88
Hhon_g06453.t1	21	17	10	33	39	17	77	39
Hhon_g06454.t1	16	11	7	20	29	7	38	23
Hhon_g06459.t1	10	6	0	1	7	1	10	4
Hhon_g06460.t1	113	73	25	112	202	91	437	189
Hhon_g06463.t1	19	22	4	25	44	23	97	34
Hhon_g06465.t1	20	14	6	17	43	10	74	37
Hhon_g06466.t1	24	16	8	20	59	21	97	27
Hhon_g06467.t1	100	40	10	63	154	53	292	177
Hhon_g06468.t1	30	21	5	15	43	13	98	29
Hhon_g06469.t1	95	56	21	87	148	81	348	144
Hhon_g06473.t1	208	107	52	202	316	189	641	285
Hhon_g06477.t1	8	8	1	14	23	12	58	26
Hhon_g06478.t1	2980	1878	670	2883	5489	2445	10884	5062
Hhon_orphan_1271	16	12	1	14	74	19	195	83
Hhon_g06480.t1	3	10	1	12	12	8	45	17
Hhon_g06481.t1	49	57	16	67	144	58	364	152
Hhon_orphan_1272	6	5	3	17	31	9	59	31
Hhon_g06486.t1	4	5	0	2	7	2	9	1
Hhon_g06487.t1	39	57	9	71	81	55	185	92
Hhon_g06492.t1	40	20	5	35	72	30	135	51
Hhon_orphan_1274	4	1	0	4	3	0	13	3
Hhon_g06495.t1	25	16	10	25	49	28	122	45
Hhon_g06496.t1	11	4	1	7	17	4	36	20
Hhon_g06498.t1	39	42	14	60	120	48	209	98
Hhon_g06499.t1	24	24	7	39	76	22	131	66
Hhon_g06500.t1	48	42	6	40	134	54	323	139
Hhon_g06501.t1	42	22	13	42	83	39	143	75
Hhon_orphan_1275	26	13	4	27	26	14	55	31
Hhon_g06503.t1	0	0	0	0	0	0	1	3
Hhon_g06504.t1	8	1	0	3	9	1	11	3
Hhon_g06505.t1	2	1	0	1	3	0	5	5
Hhon_orphan_1276	3	0	1	1	5	0	26	10
Hhon_g06507.t1	14	2	1	12	37	5	61	21
Hhon_orphan_1277	19	11	5	18	49	6	76	40
Hhon_orphan_1278	5	3	4	3	6	4	14	4
Hhon_g06510.t1	68	30	10	49	111	47	213	100
Hhon_g06511.t1	8	9	1	8	18	6	47	29
Hhon_g06512.t1	192	135	45	181	371	165	704	333
Hhon_orphan_1279	22	14	4	23	42	13	76	33
Hhon_g06514.t1	0	1	0	0	0	0	1	0
Hhon_g06515.t1	291	180	64	274	484	235	973	486
Hhon_g06517.t1	363	237	79	335	577	301	1209	543
Hhon_orphan_1280	8	4	2	7	10	4	29	14
Hhon_g06519.t1	8	3	0	8	28	7	61	18
Hhon_g06521.t1	92	66	33	105	296	103	607	254
Hhon_g06522.t1	45	107	4	37	128	66	272	124
Hhon_orphan_1281	9	2	0	7	23	5	49	15
Hhon_g06528.t1	115	62	25	121	207	101	390	158
Hhon_g06530.t1	234	135	42	196	359	154	658	362
Hhon_g06532.t1	99	63	9	81	145	69	356	134
Hhon_g06533.t1	86	51	10	65	119	50	286	136
Hhon_g06488.t1	39	30	4	29	67	31	135	55
Hhon_g06489.t1	48	26	18	48	74	45	171	80
Hhon_g06490.t1	5	1	0	0	4	3	6	2
Hhon_g06491.t1	1	0	0	1	0	0	0	1
Hhon_g06493.t1	63	40	22	69	114	62	226	121
Hhon_g06494.t1	9	14	3	11	20	5	60	21
Hhon_orphan_1283	0	0	0	0	0	0	1	1
