lipophil	trans	unknown_1	fibre	gland	epithelia_gland_like	epithelia	peptidergic
Hhon_g02210.t1	179	124	27	201	307	141	599	293
Hhon_g02211.t1	9	8	4	17	42	22	53	25
Hhon_g02213.t1	0	0	0	3	2	0	4	3
Hhon_g02214.t1	13	16	9	24	59	23	107	49
Hhon_g02216.t1	50	34	12	54	102	43	162	82
Hhon_g02217.t1	103	61	26	99	194	94	286	150
Hhon_g02218.t1	2	0	0	0	1	0	1	1
Hhon_orphan_458	4	3	0	2	5	3	4	2
Hhon_g02083.t1	25	14	7	25	54	21	118	52
Hhon_g02085.t1	143	97	35	150	316	130	587	254
Hhon_g02087.t1	49	39	9	44	102	33	197	59
Hhon_g02088.t1	8	2	2	6	19	5	38	21
Hhon_orphan_459	64	30	18	56	99	44	175	84
Hhon_g02090.t1	18	14	7	21	44	14	116	52
Hhon_g02092.t1	445	235	52	357	617	349	1236	655
Hhon_orphan_460	61	26	12	60	131	61	199	123
Hhon_orphan_461	60	52	10	42	110	45	186	94
Hhon_g02100.t1	28	20	7	21	38	37	100	42
Hhon_g02101.t1	5	2	1	7	16	6	41	12
Hhon_g02102.t1	2	1	0	0	3	4	5	4
Hhon_g02103.t1	1	0	0	3	2	2	4	4
Hhon_g02104.t1	17	12	6	18	33	15	59	37
Hhon_g02105.t1	357	290	87	360	485	345	1002	547
Hhon_g02106.t1	49	32	18	64	76	56	213	98
Hhon_g02107.t1	398	255	91	417	687	305	1480	747
Hhon_g02108.t1	18	15	4	14	24	7	62	31
Hhon_g02110.t1	54	35	18	42	124	53	351	101
Hhon_g02111.t1	13	4	4	11	29	12	55	30
Hhon_orphan_462	6	1	0	4	13	3	40	21
Hhon_g02114.t1	0	0	0	0	1	2	6	0
Hhon_g02116.t1	1	1	0	1	3	0	3	1
Hhon_g02117.t1	0	0	0	0	1	0	0	0
Hhon_g02118.t1	7	4	0	6	3	2	9	4
Hhon_g02120.t1	0	0	0	2	1	0	18	7
Hhon_g02131.t1	122	60	18	106	155	102	309	211
Hhon_g02132.t1	17	13	4	17	36	20	66	43
Hhon_g02134.t1	57	26	10	65	115	41	230	98
Hhon_g02136.t1	139	115	41	119	307	120	596	280
Hhon_orphan_463	2	0	1	1	7	2	8	0
Hhon_g02138.t1	59	54	15	73	156	46	273	111
Hhon_g02140.t1	15	10	3	13	20	14	53	25
Hhon_g02142.t1	32	19	2	34	58	20	102	63
Hhon_g02144.t1	23	13	6	33	82	26	147	73
Hhon_g02147.t1	40	28	12	37	102	32	160	73
Hhon_g02149.t1	206	104	38	205	321	170	660	305
Hhon_g02151.t1	19	15	0	13	29	19	66	39
Hhon_g02152.t1	2	0	0	1	2	2	7	7
Hhon_g02153.t1	12	7	3	8	32	9	62	28
Hhon_g02154.t1	118	57	26	88	189	93	384	180
Hhon_g02157.t1	13	10	3	14	36	14	88	23
Hhon_g02158.t1	39	20	7	45	70	35	175	89
Hhon_g02159.t1	1	1	0	4	6	3	11	4
Hhon_g02161.t1	64	33	14	43	114	48	241	133
Hhon_g02162.t1	413	265	77	362	588	313	1261	568
Hhon_g02165.t1	726	140	1	488	1124	636	4392	1480
Hhon_g02166.t1	824	553	188	797	1651	683	3260	1473
Hhon_g02170.t1	0	0	0	0	0	0	1	0
Hhon_g02171.t1	3993	2905	959	3973	9105	3421	19983	8684
Hhon_g02172.t1	233	156	57	251	409	211	908	441
Hhon_g02173.t1	75	59	16	90	180	86	406	184
Hhon_g02174.t1	27	25	4	32	68	27	118	48
Hhon_g02178.t1	78	74	16	82	150	76	312	143
Hhon_orphan_464	4	0	0	1	2	2	9	6
Hhon_g02180.t1	108	70	20	128	222	99	389	200
Hhon_g02182.t1	113	64	17	68	137	86	315	163
Hhon_g02183.t1	14	11	5	13	32	16	95	37
Hhon_g02184.t1	140	74	23	138	271	110	570	268
Hhon_g02186.t1	594	333	129	524	964	496	1903	891
Hhon_g02187.t1	160	97	23	138	260	98	528	224
Hhon_orphan_465	3	3	0	0	5	0	4	4
Hhon_orphan_466	5	0	1	2	5	3	9	6
Hhon_g02190.t1	9	9	4	7	19	3	39	15
Hhon_g02191.t1	13	14	3	17	51	13	91	32
Hhon_g02194.t1	53	46	18	62	155	56	288	121
Hhon_g02196.t1	460	330	133	472	651	449	1395	687
Hhon_g02197.t1	283	168	58	254	353	209	820	404
Hhon_g02198.t1	45	26	13	47	74	47	170	74
Hhon_g02200.t1	1	1	1	0	5	4	5	0
Hhon_g02201.t1	968	694	220	983	2148	973	4514	1945
Hhon_g02202.t1	38	27	8	25	70	35	126	58
Hhon_g02203.t1	340	222	70	324	691	277	1306	587
Hhon_g02206.t1	131	91	32	127	268	102	601	292
Hhon_g02207.t1	18	21	7	31	57	18	121	54
Hhon_g02209.t1	4	4	0	6	10	4	33	8
Hhon_orphan_467	41	21	7	33	48	27	71	37
Hhon_g02212.t1	9	5	2	9	15	1	29	17
Hhon_g02215.t1	94	48	13	82	136	102	278	140
Hhon_g02219.t1	11	9	4	11	9	8	27	16
Hhon_g02220.t1	6	4	1	6	17	5	32	16
Hhon_g02221.t1	15	12	1	14	23	8	61	30
Hhon_g02222.t1	20	12	8	18	36	18	60	28
Hhon_g02223.t1	23	23	5	15	52	23	126	69
Hhon_g02224.t1	68	41	6	41	109	42	244	99
Hhon_g02225.t1	10	6	2	9	18	4	49	14
Hhon_g02228.t1	51	36	17	55	111	49	228	118
Hhon_g02230.t1	269	157	46	236	499	228	1005	450
Hhon_g02232.t1	67	41	10	58	125	47	242	120
Hhon_g02234.t1	200	140	58	220	400	214	876	376
Hhon_g02235.t1	42	22	7	34	56	51	147	73
Hhon_orphan_468	40	17	4	22	43	22	78	34
Hhon_g02238.t1	111	84	24	135	221	99	484	215
Hhon_g02239.t1	187	113	41	187	376	135	780	372
Hhon_g02241.t1	73	63	23	95	119	64	308	161
Hhon_g02242.t1	21	14	3	17	35	16	74	37
Hhon_g02243.t1	12	3	0	9	15	4	40	17
Hhon_orphan_469	3	0	0	1	2	0	13	9
Hhon_g02244.t1	8	5	4	12	15	7	35	15
Hhon_g02247.t1	38	14	8	38	43	20	144	61
Hhon_orphan_470	77	39	17	54	136	61	271	120
Hhon_g02250.t1	64	27	21	76	126	56	291	118
Hhon_g02251.t1	56	38	16	66	137	41	259	94
Hhon_g02253.t1	20	17	6	22	50	18	75	37
Hhon_g02254.t1	121	59	17	89	161	93	370	182
Hhon_g02256.t1	223	122	47	198	362	169	717	362
Hhon_orphan_471	0	0	0	0	0	0	1	0
Hhon_g02258.t1	8	9	4	14	27	11	69	36
Hhon_g02260.t1	46	31	16	43	106	43	212	95
Hhon_g02263.t1	28	18	6	28	37	24	98	46
Hhon_orphan_472	0	2	0	3	5	0	16	7
Hhon_g02265.t1	119	61	21	110	156	92	362	169
Hhon_g02267.t1	60	45	16	43	86	42	177	70
Hhon_g02268.t1	63	36	8	51	147	37	252	136
Hhon_orphan_473	4	0	0	0	5	1	13	3
Hhon_g02270.t1	29	15	6	35	50	32	105	41
Hhon_g02272.t1	6	2	0	4	10	5	15	5
Hhon_g02275.t1	95	70	18	98	218	98	361	145
Hhon_g02277.t1	36	39	8	35	82	34	156	66
Hhon_g02278.t1	47	30	9	39	86	45	175	99
Hhon_orphan_474	0	0	0	0	0	1	0	0
Hhon_g02280.t1	17	15	3	25	54	21	101	56
Hhon_g02281.t1	58	21	10	49	84	46	175	84
Hhon_orphan_475	27	18	7	43	65	33	109	42
Hhon_orphan_476	1	1	0	3	7	3	13	5
Hhon_g02286.t1	132	85	32	130	211	139	532	246
Hhon_g02288.t1	236	139	53	226	414	204	845	423
Hhon_orphan_477	8	10	5	15	31	11	107	50
Hhon_g02289.t1	150	116	29	163	345	157	748	381
Hhon_g02290.t1	58	48	16	77	113	67	238	132
Hhon_g02291.t1	29	15	3	16	49	14	70	46
Hhon_orphan_478	0	2	0	7	5	3	15	3
Hhon_orphan_479	79	51	7	54	126	49	265	117
Hhon_g02294.t1	79	46	12	77	117	56	293	114
Hhon_orphan_480	43	28	11	37	69	29	135	68
Hhon_orphan_481	4	4	0	3	9	2	30	7
Hhon_g02297.t1	23	7	2	20	34	13	58	31
Hhon_orphan_482	13	4	2	10	19	7	74	24
Hhon_g02298.t1	27	22	6	28	47	23	86	42
Hhon_g02300.t1	14	13	6	17	34	18	86	34
Hhon_g02302.t1	64	45	11	59	125	51	204	121
Hhon_g02304.t1	88	54	16	69	172	97	334	166
Hhon_g02306.t1	69	44	14	63	115	61	220	122
Hhon_g02309.t1	467	297	92	425	807	392	1554	781
Hhon_orphan_484	4	1	2	3	14	10	29	16
Hhon_g02314.t1	124	84	21	124	195	80	501	209
Hhon_g02318.t1	125	98	28	140	229	125	411	223
Hhon_g02320.t1	18	22	9	23	41	29	88	45
Hhon_g02321.t1	5	8	1	7	25	7	30	15
Hhon_g02323.t1	55	56	13	70	140	62	272	134
Hhon_g02327.t1	12	8	2	16	23	10	81	25
Hhon_g02328.t1	90	74	29	96	194	65	419	175
Hhon_g02330.t1	17	12	8	9	28	7	60	25
Hhon_orphan_485	12	4	4	20	32	14	87	40
Hhon_g02333.t1	258	155	64	244	379	248	746	366
Hhon_g02335.t1	47	20	7	38	74	33	134	66
Hhon_g02339.t1	160	86	30	151	268	142	485	235
Hhon_g02341.t1	467	258	72	475	812	442	1695	806
Hhon_g02342.t1	303	188	79	294	512	254	1052	501
Hhon_g02344.t1	10	9	2	19	31	19	64	30
Hhon_g02345.t1	625	430	172	685	1512	504	3022	1282
Hhon_g02346.t1	12	4	1	7	29	6	55	27
Hhon_orphan_486	2	1	0	4	4	0	7	8
Hhon_g02226.t1	11	11	4	24	35	8	61	28
Hhon_g02227.t1	11	3	2	16	23	11	35	23
Hhon_g02229.t1	160	101	29	141	279	133	523	256
Hhon_g02231.t1	202	116	43	195	323	164	697	274
Hhon_orphan_487	2	2	3	4	12	7	36	16
Hhon_g02233.t1	176	135	35	192	359	160	777	364
Hhon_orphan_488	1	2	0	1	2	2	10	2
Hhon_g02236.t1	8	4	0	7	19	9	32	13
Hhon_g02237.t1	75	46	11	79	129	57	314	136
Hhon_orphan_489	1	3	0	1	5	4	12	1
Hhon_g02240.t1	61	30	12	50	106	58	205	114
Hhon_g02245.t1	42	29	11	39	74	44	155	71
Hhon_g02246.t1	241	137	41	230	394	195	768	345
Hhon_g02248.t1	13	8	3	18	23	9	71	27
Hhon_g02249.t1	391	221	66	332	669	236	1337	593
Hhon_orphan_490	2	1	0	1	2	2	6	3
Hhon_g02252.t1	85	51	13	93	160	59	306	145
Hhon_g02255.t1	20	9	10	16	27	13	69	30
Hhon_g02257.t1	194	154	40	203	355	175	670	322
Hhon_g02259.t1	225	153	50	226	359	193	787	389
Hhon_g02261.t1	84	73	20	85	158	73	278	147
Hhon_g02262.t1	381	235	55	427	652	296	1251	620
Hhon_g02264.t1	5	13	1	17	22	1	46	27
Hhon_orphan_491	7	3	1	4	6	4	18	6
Hhon_g02269.t1	55	26	15	62	91	38	220	109
Hhon_g02271.t1	81	79	17	82	184	75	326	121
Hhon_g02273.t1	19	24	7	36	61	22	118	52
Hhon_g02274.t1	160	93	33	138	324	143	660	286
Hhon_g02276.t1	48	35	7	65	118	43	212	109
Hhon_g02279.t1	41	32	11	39	65	43	156	59
Hhon_g02282.t1	6338	3198	1248	5873	8485	5386	17802	9009
Hhon_g02283.t1	37	21	10	50	87	48	200	86
Hhon_g02284.t1	33	26	7	44	74	31	130	54
Hhon_g02285.t1	13	4	5	14	18	14	42	8
Hhon_g02287.t1	227	133	49	196	430	167	797	411
Hhon_orphan_493	20	2	1	15	26	5	47	23
Hhon_g02292.t1	156	107	42	174	312	118	634	289
Hhon_orphan_494	25	9	6	26	73	21	116	76
Hhon_g02293.t1	4	5	0	6	15	10	27	6
Hhon_g02295.t1	409	258	113	379	725	286	1532	642
Hhon_g02296.t1	150	118	31	166	405	122	1156	517
Hhon_orphan_495	1	1	1	4	9	3	13	6
Hhon_orphan_496	56	59	15	79	112	41	200	136
Hhon_orphan_498	3	0	1	0	3	1	10	5
Hhon_orphan_499	20	15	2	23	21	8	41	26
Hhon_g02299.t1	130	81	41	133	259	95	502	223
Hhon_orphan_500	13	1	1	4	10	3	9	9
Hhon_g02301.t1	150	78	30	136	178	114	446	185
Hhon_g02303.t1	21	10	8	16	43	15	71	22
Hhon_orphan_501	1	0	2	0	8	2	8	4
Hhon_g02305.t1	125	76	28	104	208	111	423	195
Hhon_g02307.t1	26	19	11	32	83	33	122	67
Hhon_g02308.t1	60	36	13	55	95	56	173	88
Hhon_orphan_502	0	0	0	0	0	0	2	0
Hhon_g02310.t1	77	72	19	77	162	74	380	184
Hhon_g02311.t1	127	70	22	140	202	129	434	238
Hhon_g02312.t1	3	2	0	1	6	3	13	6
Hhon_g02313.t1	124	84	21	105	231	111	523	233
Hhon_orphan_503	19	14	4	16	41	13	84	27
Hhon_g02315.t1	12	11	4	9	18	11	51	24
Hhon_g02316.t1	47	24	9	39	59	44	168	72
Hhon_g02317.t1	1040	571	184	899	1530	828	2989	1510
Hhon_g02319.t1	1	0	0	0	0	0	3	2
Hhon_g02322.t1	66	42	19	75	155	70	341	139
Hhon_g02324.t1	35	31	14	29	87	36	189	79
Hhon_g02325.t1	9	7	2	4	18	13	49	15
Hhon_g02326.t1	2017	1287	567	2093	3684	2028	8342	3824
Hhon_g02329.t1	39	16	7	34	56	21	86	42
Hhon_g02331.t1	29	12	1	35	63	28	133	55
Hhon_g02332.t1	176	103	41	183	292	135	632	285
Hhon_g02334.t1	20	25	3	23	45	21	92	35
Hhon_g02336.t1	99	61	24	127	203	74	304	164
Hhon_g02337.t1	24	34	5	25	47	26	132	59
Hhon_g02338.t1	338	205	75	341	510	339	983	533
Hhon_g02340.t1	46	25	9	48	78	37	175	79
Hhon_g02343.t1	47	31	11	54	89	58	186	70
Hhon_g02347.t1	2	1	0	2	1	2	4	2
Hhon_g02349.t1	51	30	7	53	105	37	201	88
Hhon_g02353.t1	232	146	43	228	469	196	919	457
Hhon_g02354.t1	60	43	24	62	107	54	206	85
Hhon_g02358.t1	58	43	15	65	97	54	212	82
Hhon_g02359.t1	56	44	12	38	118	48	264	102
Hhon_g02361.t1	148	96	24	133	243	120	547	234
Hhon_g02363.t1	1065	706	238	1132	1693	1075	3502	1804
Hhon_orphan_505	4	2	2	2	26	11	37	15
Hhon_g02365.t1	45	24	5	30	91	38	187	84
Hhon_g02366.t1	10	4	2	15	24	5	37	26
Hhon_g02367.t1	30	21	7	26	47	20	89	35
Hhon_g02368.t1	52	29	16	46	99	39	191	78
Hhon_g02371.t1	23	19	10	17	42	15	59	32
Hhon_g02372.t1	15	3	3	13	23	6	44	24
Hhon_g02373.t1	467	293	93	435	795	422	1560	768
Hhon_g02374.t1	15	6	3	11	17	11	32	20
Hhon_orphan_506	4	1	2	3	6	1	8	10
Hhon_g02380.t1	261	177	50	234	503	212	1101	485
Hhon_g02383.t1	105	77	31	111	226	139	438	208
Hhon_orphan_507	2	0	0	2	4	1	7	8
Hhon_g02386.t1	128	66	22	102	167	84	338	141
Hhon_g02388.t1	23	16	3	19	34	12	83	32
Hhon_g02390.t1	1071	707	226	1026	1837	1018	3780	1779
Hhon_g02393.t1	69	50	12	80	126	76	304	160
Hhon_g02395.t1	21	18	3	14	40	24	103	39
Hhon_g02396.t1	4997	3198	1062	4655	8809	4346	17279	8284
Hhon_g02398.t1	60	39	11	51	154	54	248	115
Hhon_g02400.t1	47	41	15	58	86	50	169	62
Hhon_orphan_508	2	4	0	6	12	7	48	13
Hhon_g02402.t1	188	135	48	146	333	151	683	313
Hhon_g02404.t1	27	16	12	23	56	22	102	44
Hhon_g02406.t1	74	62	16	88	160	95	338	173
Hhon_orphan_509	9	10	0	6	15	12	50	19
Hhon_g02409.t1	54	47	19	50	129	36	251	122
Hhon_g02411.t1	39	22	12	51	94	42	150	75
Hhon_g02414.t1	88	34	20	54	112	50	257	113
Hhon_g02416.t1	47	17	12	38	96	41	173	90
Hhon_g02418.t1	19	12	2	18	33	19	63	22
Hhon_g02419.t1	0	0	0	0	0	1	0	1
Hhon_g02421.t1	124	78	28	126	236	94	462	214
Hhon_g02424.t1	230	144	47	228	387	204	904	396
Hhon_g02426.t1	1447	874	252	1350	2277	1117	4466	2206
Hhon_g02431.t1	183	99	33	203	335	175	631	316
Hhon_g02433.t1	30	23	13	29	65	27	150	72
Hhon_g02435.t1	90	61	26	62	144	63	284	138
Hhon_g02437.t1	65	39	7	74	121	40	224	118
Hhon_g02439.t1	73	41	13	64	143	64	272	129
Hhon_g02441.t1	237	153	40	217	414	165	816	366
Hhon_g02443.t1	107	68	25	74	183	83	347	176
Hhon_g02445.t1	217	152	45	202	446	191	813	358
Hhon_g02446.t1	1	0	0	1	3	1	9	3
Hhon_g02447.t1	53	35	8	56	119	41	234	112
Hhon_g02448.t1	77	69	29	97	214	77	388	186
Hhon_orphan_511	7	6	7	17	48	11	73	29
Hhon_g02450.t1	3832	2667	811	3602	6961	3444	14451	6725
Hhon_g02451.t1	1847	1098	349	1688	2845	1537	5907	2889
Hhon_orphan_512	2	1	2	1	0	1	3	4
Hhon_g02455.t1	20	18	6	21	71	15	96	51
Hhon_g02457.t1	15	13	5	20	27	16	83	37
Hhon_g02461.t1	37	21	7	43	71	36	162	73
Hhon_g02462.t1	237	149	51	210	440	223	879	433
Hhon_g02463.t1	48	32	12	45	84	33	192	88
Hhon_g02348.t1	248	171	64	224	450	164	1003	502
Hhon_g02350.t1	97	53	15	87	99	86	238	106
Hhon_g02351.t1	160	103	27	152	316	144	657	283
Hhon_g02352.t1	50	32	11	33	83	43	183	73
Hhon_g02355.t1	36	33	11	37	84	32	157	73
Hhon_g02356.t1	49	33	11	51	108	47	197	92
Hhon_orphan_513	3	2	0	2	4	1	8	9
Hhon_g02357.t1	295	176	53	290	483	253	1058	463
Hhon_g02360.t1	246	143	54	212	404	197	805	404
Hhon_g02362.t1	90	55	18	92	158	75	278	151
Hhon_orphan_514	55	22	3	36	65	44	93	91
Hhon_g02364.t1	311	201	52	317	524	286	1028	508
Hhon_g02369.t1	25	18	7	13	27	20	72	28
Hhon_g02370.t1	51	39	10	65	103	43	202	104
Hhon_g02375.t1	95	54	20	87	147	73	315	134
Hhon_g02376.t1	236	130	48	200	386	190	891	426
Hhon_g02377.t1	22	6	3	22	42	17	108	42
Hhon_g02378.t1	23	15	3	20	56	23	126	50
Hhon_g02379.t1	234	148	41	252	380	214	801	355
Hhon_g02381.t1	103	81	35	115	251	111	544	228
Hhon_g02382.t1	61	41	17	73	101	58	202	98
Hhon_g02384.t1	154	94	38	149	347	163	683	325
Hhon_g02385.t1	22	16	3	23	53	22	113	44
Hhon_g02387.t1	14	9	1	10	9	9	45	15
Hhon_g02389.t1	28	11	5	17	34	36	93	43
Hhon_g02391.t1	21	14	3	23	38	25	73	50
Hhon_g02392.t1	64	49	19	69	121	50	236	121
Hhon_g02394.t1	165	81	24	162	288	165	637	280
Hhon_g02397.t1	16	5	8	6	33	16	66	38
Hhon_g02399.t1	2456	1508	491	2323	4334	2078	8943	4186
Hhon_g02401.t1	13	6	7	8	26	16	51	30
Hhon_g02403.t1	27	19	2	21	47	24	133	46
Hhon_g02405.t1	46	42	8	58	104	58	187	97
Hhon_g02407.t1	131	87	30	158	273	110	609	260
Hhon_g02408.t1	110	66	26	82	187	83	419	178
Hhon_g02410.t1	19	11	7	21	31	12	65	24
Hhon_g02413.t1	27	13	4	23	42	26	93	42
Hhon_g02415.t1	37	23	7	45	66	21	145	66
Hhon_g02417.t1	65	44	19	89	147	55	258	141
Hhon_g02420.t1	13	9	7	13	32	17	44	21
Hhon_g02422.t1	41	27	8	32	81	34	152	51
Hhon_g02423.t1	257	124	43	236	417	196	863	404
Hhon_g02425.t1	56	43	17	63	112	43	261	131
Hhon_g02427.t1	15	11	1	12	28	22	65	29
Hhon_g02428.t1	72	44	10	63	114	64	219	93
Hhon_g02429.t1	71	69	21	78	192	86	430	201
Hhon_g02430.t1	1685	1133	334	1635	2794	1349	5580	2754
Hhon_g02432.t1	71	42	9	67	111	55	209	95
Hhon_orphan_516	4	6	3	3	2	3	30	12
Hhon_g02434.t1	79	47	21	60	142	57	249	120
Hhon_g02436.t1	78	49	14	65	129	73	287	146
Hhon_g02438.t1	108	70	17	71	174	81	351	162
Hhon_g02440.t1	1398	834	292	1341	2450	1134	4997	2314
Hhon_g02442.t1	102	68	22	84	192	71	380	201
Hhon_g02444.t1	22	24	2	17	52	24	112	49
Hhon_orphan_517	24	22	7	13	49	25	92	38
Hhon_g02449.t1	65	23	11	57	137	62	241	127
Hhon_g02452.t1	19	14	3	22	32	9	85	33
Hhon_g02453.t1	155	81	33	141	238	127	572	293
Hhon_g02454.t1	31	28	11	43	101	37	282	142
Hhon_g02456.t1	90	51	22	66	129	69	254	112
Hhon_orphan_518	0	0	0	1	1	0	7	3
Hhon_g02458.t1	19	11	3	13	42	12	71	46
Hhon_g02459.t1	34	37	9	35	86	40	213	106
Hhon_g02460.t1	31	23	3	32	59	38	130	54
Hhon_g02464.t1	235	169	52	200	445	197	931	394
Hhon_g02465.t1	60	30	4	59	89	28	205	94
Hhon_orphan_520	8	2	4	5	8	9	37	22
Hhon_g02466.t1	29	28	6	34	68	31	127	78
Hhon_g02468.t1	67	38	14	50	86	41	185	87
Hhon_g02470.t1	49	61	10	79	129	71	303	106
Hhon_g02471.t1	337	212	53	288	550	254	1117	540
Hhon_g02472.t1	30	20	4	36	78	25	145	71
Hhon_g02474.t1	94	48	15	107	175	87	325	162
Hhon_g02475.t1	101	55	21	82	160	91	372	176
Hhon_g02477.t1	24	22	14	35	73	34	163	72
Hhon_g02479.t1	44	29	10	51	67	40	161	81
Hhon_orphan_522	0	0	0	0	1	0	7	2
Hhon_g02481.t1	73	35	9	67	128	62	250	120
Hhon_orphan_523	2	0	1	1	7	4	20	1
Hhon_orphan_524	1	0	0	5	2	1	6	2
Hhon_orphan_525	26	16	4	18	33	10	58	24
Hhon_g02484.t1	8	4	1	10	9	5	33	17
Hhon_g02490.t1	12	6	2	15	37	10	71	30
Hhon_orphan_526	1	0	1	6	3	2	8	2
Hhon_g02493.t1	21	12	3	25	50	21	92	53
Hhon_g02494.t1	202	108	43	162	411	157	694	341
Hhon_g02498.t1	2610	1833	480	2152	5186	2293	10492	4507
Hhon_g02500.t1	40	39	6	47	86	43	167	81
Hhon_g02502.t1	53	34	16	57	110	62	202	103
Hhon_g02503.t1	34	31	2	40	68	39	144	61
Hhon_g02505.t1	195	123	38	179	354	146	831	356
Hhon_g02507.t1	20	8	4	18	35	12	70	18
Hhon_g02508.t1	40	24	4	26	65	26	125	93
Hhon_g02511.t1	36	16	7	37	77	29	157	64
Hhon_g02513.t1	1	0	0	2	3	2	3	2
Hhon_g02514.t1	218	160	59	229	400	173	869	420
Hhon_orphan_527	2	2	0	6	4	0	16	4
Hhon_g02517.t1	28	17	4	31	36	24	98	48
Hhon_g02519.t1	52	35	12	29	84	50	178	97
Hhon_g02521.t1	223	119	40	215	316	168	628	351
Hhon_orphan_528	1	0	2	0	0	2	2	1
Hhon_g02525.t1	16	11	4	13	46	16	113	50
Hhon_orphan_529	5	2	0	6	6	7	16	7
Hhon_g02527.t1	73	45	22	79	161	80	314	137
Hhon_g02529.t1	9	11	9	19	31	18	65	21
Hhon_g02531.t1	0	0	0	0	3	0	1	2
Hhon_g02533.t1	9	2	1	4	5	0	19	9
Hhon_g02536.t1	85	55	21	62	153	68	282	148
Hhon_g02538.t1	1143	709	231	1048	1863	901	3788	1828
Hhon_g02539.t1	763	499	142	681	1271	624	2622	1201
Hhon_g02541.t1	18	14	1	10	27	20	47	35
Hhon_orphan_530	0	0	0	1	0	1	1	0
Hhon_g02544.t1	19	16	2	21	41	31	91	48
Hhon_g02546.t1	59	34	8	66	102	61	210	100
Hhon_g02548.t1	216	120	63	188	408	201	767	364
Hhon_g02550.t1	36	25	16	32	78	28	154	78
Hhon_g02551.t1	807	529	174	831	1542	784	3100	1496
Hhon_orphan_531	2	3	1	2	17	13	60	28
Hhon_g02553.t1	1755	963	517	1689	2682	1628	5901	2973
Hhon_g02557.t1	588	370	109	599	975	393	2134	1063
Hhon_g02559.t1	10	14	2	18	18	13	69	20
Hhon_g02561.t1	47	32	11	47	77	39	154	70
Hhon_orphan_532	20	2	0	3	10	4	22	9
Hhon_g02565.t1	29	23	8	20	43	26	103	48
Hhon_g02567.t1	43	33	6	59	130	44	248	104
Hhon_orphan_533	74	53	13	61	139	64	289	119
Hhon_g02573.t1	39	27	12	52	105	48	184	84
Hhon_g02575.t1	909	602	193	922	1705	820	3356	1545
Hhon_g02576.t1	415	255	87	397	762	354	1612	741
Hhon_g02577.t1	407	227	85	378	809	322	1882	818
Hhon_orphan_534	64	39	15	73	127	63	195	100
Hhon_g02581.t1	1	1	0	0	0	1	2	0
Hhon_g02582.t1	160	70	22	132	236	115	503	232
Hhon_g02585.t1	44	36	11	58	116	43	245	107
Hhon_g02587.t1	47	29	7	45	97	46	153	93
Hhon_g02589.t1	30	13	4	29	40	29	91	38
Hhon_g02592.t1	39	38	8	35	77	43	133	58
Hhon_g02594.t1	151	93	31	146	279	120	541	239
Hhon_g02596.t1	146	79	26	115	213	97	415	194
Hhon_g02598.t1	12	9	4	16	29	10	64	32
Hhon_g02600.t1	33	17	6	30	55	28	120	49
Hhon_orphan_535	3	2	1	5	8	5	25	18
Hhon_g02467.t1	701	445	149	650	1228	597	2645	1246
Hhon_g02469.t1	415	220	63	307	638	267	1211	569
Hhon_g02473.t1	4	1	1	4	6	6	24	7
Hhon_g02476.t1	45	32	9	50	82	50	161	85
Hhon_g02478.t1	35	18	14	41	57	24	103	47
Hhon_g02480.t1	89	63	27	94	180	105	295	140
Hhon_g02482.t1	69	47	15	77	129	43	349	155
Hhon_g02483.t1	468	343	106	494	862	425	1867	920
Hhon_g02485.t1	944	609	204	867	1768	831	3888	1767
Hhon_g02486.t1	59	39	12	63	105	46	209	79
Hhon_g02487.t1	160	111	38	169	285	133	576	275
Hhon_g02488.t1	497	296	93	491	799	434	1487	757
Hhon_g02489.t1	226	140	43	219	369	193	755	345
Hhon_g02491.t1	62	48	12	65	124	40	230	103
Hhon_g02492.t1	52	59	14	64	126	54	233	119
Hhon_g02495.t1	145	63	26	135	257	105	457	218
Hhon_g02496.t1	142	96	18	124	229	132	414	221
Hhon_g02497.t1	29	15	5	22	58	24	125	63
Hhon_g02499.t1	25	16	1	22	47	19	97	50
Hhon_g02501.t1	29	12	4	29	43	21	76	46
Hhon_g02504.t1	20	9	0	21	43	14	84	30
Hhon_g02506.t1	16	8	1	15	34	4	62	30
Hhon_g02509.t1	61	35	17	47	126	62	269	124
Hhon_g02510.t1	112	67	18	111	172	94	364	151
Hhon_g02512.t1	4686	2374	1076	3715	6755	3841	13599	6452
Hhon_g02515.t1	102	73	19	94	218	95	447	220
Hhon_g02516.t1	5	3	1	3	14	4	23	8
Hhon_orphan_537	13	6	4	16	32	8	78	37
Hhon_g02518.t1	237	141	58	218	431	192	930	444
Hhon_g02520.t1	18	14	6	26	50	16	116	49
Hhon_orphan_538	10	13	1	22	53	20	118	34
Hhon_g02522.t1	171	100	33	166	259	133	540	263
Hhon_g02523.t1	28	12	1	25	36	22	74	39
Hhon_g02524.t1	40	23	5	45	66	35	157	78
Hhon_orphan_539	0	0	0	0	4	1	4	2
Hhon_g02526.t1	1216	721	243	1095	2045	1002	3923	1900
Hhon_g02528.t1	23	17	7	22	43	28	120	36
Hhon_g02530.t1	51	27	10	51	99	34	189	90
Hhon_g02532.t1	14	8	1	16	17	6	40	17
Hhon_g02534.t1	277	149	47	223	386	266	833	408
Hhon_g02535.t1	40	22	5	42	66	36	137	63
