#OG_name	HoiH23.fasta	TrH2.fasta	Hhon.fasta	Tadh.fasta
OG_1607	HoiH23_PlH23_000436-RA	TrH2_TrispH2_000381-RA	Hhon_g05805.t1	Tadh_TriadT30197
OG_1608	HoiH23_PlH23_000434-RA	TrH2_TrispH2_000379-RA	Hhon_g05807.t1	Tadh_TriadT59794
OG_1609	HoiH23_PlH23_000433-RA	TrH2_TrispH2_000378-RA	Hhon_g05808.t1	Tadh_TriadT59793
OG_1610	HoiH23_PlH23_000431-RA	TrH2_TrispH2_000376-RA	Hhon_g05810.t1	Tadh_TriadT59791
OG_1611	HoiH23_PlH23_000430-RA	TrH2_TrispH2_000375-RA	Hhon_g05811.t1	Tadh_TriadT64216
OG_1612	HoiH23_PlH23_000429-RA	TrH2_TrispH2_000374-RA	Hhon_g05812.t1	Tadh_TriadT59789
OG_1613	HoiH23_PlH23_000428-RA	TrH2_TrispH2_000373-RA	Hhon_g05813.t1	Tadh_TriadT30075
OG_1614	HoiH23_PlH23_000425-RA	TrH2_TrispH2_000370-RA	Hhon_g05816.t1	Tadh_TriadT59786
OG_1615	HoiH23_PlH23_000422-RA	TrH2_TrispH2_000367-RA	Hhon_g05819.t1	Tadh_TriadT59783
OG_1616	HoiH23_PlH23_000421-RA	TrH2_TrispH2_000366-RA	Hhon_g05820.t1	Tadh_TriadT59782
OG_1617	HoiH23_PlH23_000420-RA	TrH2_TrispH2_000365-RA	Hhon_g05821.t1	Tadh_TriadT59781
OG_1618	HoiH23_PlH23_000418-RA	TrH2_TrispH2_000364-RA	Hhon_g05823.t1	Tadh_wf_g8733.t1
OG_1619	HoiH23_PlH23_000417-RA	TrH2_TrispH2_000363-RA	Hhon_g05824.t1	Tadh_TriadT59780
OG_1620	HoiH23_PlH23_000415-RA	TrH2_TrispH2_000361-RA	Hhon_g05826.t1	Tadh_TriadT59778
OG_1621	HoiH23_PlH23_000413-RA	TrH2_TrispH2_000360-RA	Hhon_g05829.t1	Tadh_TriadT59777
OG_1622	HoiH23_PlH23_000412-RA	TrH2_TrispH2_000359-RA	Hhon_g05830.t1	Tadh_TriadT59776
OG_1623	HoiH23_PlH23_000410-RA	TrH2_TrispH2_000357-RA	Hhon_g05832.t1	Tadh_TriadT59774
OG_1624	HoiH23_PlH23_000330-RA	TrH2_TrispH2_001832-RA	Hhon_g05841.t1	Tadh_TriadT56474
OG_1625	HoiH23_PlH23_000332-RA	TrH2_TrispH2_001834-RA	Hhon_g05843.t1	Tadh_TriadT56476
OG_1626	HoiH23_PlH23_000336-RA	TrH2_TrispH2_001837-RA	Hhon_g05846.t1	Tadh_TriadT56480
OG_1627	HoiH23_PlH23_000341-RA	TrH2_TrispH2_001841-RA	Hhon_g05850.t1	Tadh_TriadT56484
OG_1628	HoiH23_PlH23_002649-RA	TrH2_TrispH2_001844-RA	Hhon_g05854.t1	Tadh_TriadT24878
OG_1629	HoiH23_PlH23_002652-RA	TrH2_TrispH2_001847-RA	Hhon_g05857.t1	Tadh_TriadT56490
OG_1630	HoiH23_PlH23_002654-RA	TrH2_TrispH2_001849-RA	Hhon_g05859.t1	Tadh_TriadT50312
OG_1631	HoiH23_PlH23_002656-RA	TrH2_TrispH2_001851-RA	Hhon_g05861.t1	Tadh_TriadT36021
OG_1632	HoiH23_PlH23_002663-RA	TrH2_TrispH2_001858-RA	Hhon_g05868.t1	Tadh_TriadT63958
OG_1633	HoiH23_PlH23_002666-RA	TrH2_TrispH2_001861-RA	Hhon_g05871.t1	Tadh_TriadT56503
OG_1634	HoiH23_PlH23_002671-RA	TrH2_TrispH2_001867-RA	Hhon_g05876.t1	Tadh_wf_g5360.t1
OG_1635	HoiH23_PlH23_002678-RA	TrH2_TrispH2_001874-RA	Hhon_g05883.t1	Tadh_wf_g5369.t1
OG_1636	HoiH23_PlH23_002680-RA	TrH2_TrispH2_001876-RA	Hhon_g05885.t1	Tadh_TriadT37748
OG_1637	HoiH23_PlH23_002682-RA	TrH2_TrispH2_001878-RA	Hhon_g05887.t1 Hhon_g08079.t1	Tadh_TriadT25611
OG_1638	HoiH23_PlH23_000540-RA	TrH2_TrispH2_001315-RA	Hhon_g05897.t1	Tadh_TriadT22944
OG_1639	HoiH23_PlH23_000543-RA	TrH2_TrispH2_001312-RA	Hhon_g05900.t1	Tadh_TriadT54580
OG_1640	HoiH23_PlH23_000545-RA	TrH2_TrispH2_001309-RA	Hhon_g05902.t1	Tadh_TriadT21981
OG_1641	HoiH23_PlH23_000546-RA	TrH2_TrispH2_001310-RA	Hhon_g05903.t1	Tadh_TriadT22374
OG_1642	HoiH23_PlH23_000548-RA	TrH2_TrispH2_001307-RA	Hhon_g05905.t1	Tadh_TriadT54576
OG_1643	HoiH23_PlH23_000551-RA	TrH2_TrispH2_001304-RA	Hhon_g05908.t1	Tadh_TriadT54573
OG_1644	HoiH23_PlH23_000553-RA	TrH2_TrispH2_001302-RA	Hhon_g05910.t1	Tadh_TriadT54571
OG_1645	HoiH23_PlH23_000555-RA	TrH2_TrispH2_001299-RA	Hhon_g05912.t1	Tadh_wf_g3356.t1
OG_1646	HoiH23_PlH23_000560-RA	TrH2_TrispH2_001294-RA	Hhon_g05916.t1	Tadh_TriadT23253
OG_1647	HoiH23_PlH23_000561-RA	TrH2_TrispH2_001295-RA	Hhon_g05917.t1	Tadh_TriadT54563
OG_1648	HoiH23_PlH23_000567-RA	TrH2_TrispH2_001287-RA	Hhon_g05924.t1	Tadh_TriadT63763
OG_1649	HoiH23_PlH23_000568-RA	TrH2_TrispH2_001286-RA	Hhon_g05925.t1	Tadh_TriadT54556
OG_1650	HoiH23_PlH23_000569-RA	TrH2_TrispH2_001285-RA	Hhon_g05926.t1	Tadh_TriadT63103
OG_1651	HoiH23_PlH23_000571-RA	TrH2_TrispH2_001283-RA	Hhon_g05928.t1	Tadh_TriadT54553
OG_1652	HoiH23_PlH23_000572-RA	TrH2_TrispH2_001282-RA	Hhon_g05929.t1	Tadh_TriadT54552
OG_1653	HoiH23_PlH23_000573-RA	TrH2_TrispH2_001281-RA	Hhon_g05930.t1	Tadh_TriadT54551
OG_1654	HoiH23_PlH23_000575-RA	TrH2_TrispH2_001279-RA	Hhon_g05932.t1	Tadh_TriadT63249
OG_1655	HoiH23_PlH23_000578-RA	TrH2_TrispH2_001276-RA	Hhon_g05935.t1	
OG_1656	HoiH23_PlH23_000579-RA	TrH2_TrispH2_001275-RA	Hhon_g05936.t1	Tadh_TriadT54544
OG_1657	HoiH23_PlH23_000580-RA	TrH2_TrispH2_001274-RA	Hhon_g05937.t1	Tadh_TriadT54543
OG_1658	HoiH23_PlH23_003095-RA	TrH2_TrispH2_000264-RA	Hhon_g05967.t1	Tadh_TriadT38152
OG_1659		TrH2_TrispH2_000268-RA	Hhon_g05971.t1	Tadh_wf_g8637.t1
OG_1660	HoiH23_PlH23_003089-RA	TrH2_TrispH2_000270-RA	Hhon_g05974.t1	Tadh_TriadT59682
OG_1661	HoiH23_PlH23_003087-RA	TrH2_TrispH2_000273-RA	Hhon_g05976.t1	Tadh_TriadT59685
OG_1662	HoiH23_PlH23_003086-RA	TrH2_TrispH2_000274-RA	Hhon_g05977.t1	
OG_1663	HoiH23_PlH23_003077-RA	TrH2_TrispH2_000282-RA	Hhon_g05985.t1	Tadh_wf_g8650.t1
OG_1664	HoiH23_PlH23_003076-RA	TrH2_TrispH2_000283-RA	Hhon_g05986.t1	Tadh_TriadT59698
OG_1665	HoiH23_PlH23_011483-RA	TrH2_TrispH2_000287-RA	Hhon_g05991.t1	Tadh_TriadT59704
OG_1666	HoiH23_PlH23_010158-RA	TrH2_TrispH2_000288-RA	Hhon_g05993.t1	Tadh_TriadT30108
OG_1667	HoiH23_PlH23_000346-RA	TrH2_TrispH2_000292-RA	Hhon_g05998.t1	Tadh_TriadT59711
OG_1668	HoiH23_PlH23_000354-RA	TrH2_TrispH2_000299-RA	Hhon_g06005.t1	Tadh_TriadT36440
OG_1669	HoiH23_PlH23_000355-RA	TrH2_TrispH2_000300-RA	Hhon_g06007.t1	Tadh_TriadT59719
OG_1670	HoiH23_PlH23_000358-RA	TrH2_TrispH2_000303-RA	Hhon_g06010.t1	Tadh_TriadT59722
OG_1671	HoiH23_PlH23_006944-RA	TrH2_TrispH2_007212-RA	Hhon_g06025.t1	Tadh_TriadT52642
OG_1672	HoiH23_PlH23_006945-RA	TrH2_TrispH2_007211-RA	Hhon_g06026.t1	Tadh_TriadT52641
OG_1673	HoiH23_PlH23_006946-RA	TrH2_TrispH2_007210-RA	Hhon_g06027.t1	Tadh_TriadT52640
OG_1674		TrH2_TrispH2_007207-RA	Hhon_g06030.t1	Tadh_wf_g1371.t1
OG_1675		TrH2_TrispH2_007206-RA	Hhon_g06031.t1	Tadh_TriadT52637
OG_1676	HoiH23_PlH23_009807-RA	TrH2_TrispH2_007201-RA	Hhon_g06036.t1	Tadh_TriadT52632
OG_1677	HoiH23_PlH23_009808-RA	TrH2_TrispH2_007200-RA	Hhon_g06037.t1	Tadh_TriadT52631
OG_1678	HoiH23_PlH23_009810-RA	TrH2_TrispH2_007198-RA	Hhon_g06039.t1	Tadh_TriadT52629
OG_1679	HoiH23_PlH23_004488-RA	TrH2_TrispH2_005656-RA	Hhon_g06051.t1	Tadh_TriadT19977
OG_1680	HoiH23_PlH23_004479-RA	TrH2_TrispH2_005646-RA	Hhon_g06061.t1	Tadh_TriadT37084
OG_1681	HoiH23_PlH23_004478-RA	TrH2_TrispH2_005645-RA	Hhon_g06062.t1	Tadh_TriadT37081
OG_1682	HoiH23_PlH23_004477-RA	TrH2_TrispH2_005644-RA	Hhon_g06063.t1	Tadh_TriadT52603
OG_1683	HoiH23_PlH23_006688-RA	TrH2_TrispH2_009410-RA	Hhon_g06076.t1	Tadh_TriadT57766
OG_1684	HoiH23_PlH23_006687-RA	TrH2_TrispH2_009411-RA	Hhon_g06077.t1	Tadh_wf_g6649.t1
OG_1685	HoiH23_PlH23_006686-RA	TrH2_TrispH2_009412-RA	Hhon_g06078.t1	Tadh_TriadT27299
OG_1686		TrH2_TrispH2_009415-RA	Hhon_g06081.t1	
OG_1687	HoiH23_PlH23_006675-RA	TrH2_TrispH2_009419-RA	Hhon_g06086.t1	Tadh_TriadT26664
OG_1688	HoiH23_PlH23_006672-RA	TrH2_TrispH2_009422-RA	Hhon_g06089.t1	Tadh_TriadT57775
OG_1689	HoiH23_PlH23_010115-RA	TrH2_TrispH2_007362-RA	Hhon_g06096.t1	Tadh_TriadT59323
OG_1690	HoiH23_PlH23_010118-RA	TrH2_TrispH2_007365-RA	Hhon_g06099.t1	Tadh_TriadT59326
OG_1691	HoiH23_PlH23_006983-RA	TrH2_TrispH2_007368-RA	Hhon_g06101.t1	Tadh_TriadT29163
OG_1692	HoiH23_PlH23_006982-RA	TrH2_TrispH2_007369-RA	Hhon_g06102.t1	Tadh_TriadT29275
OG_1693	HoiH23_PlH23_006981-RA	TrH2_TrispH2_007370-RA	Hhon_g06103.t1	Tadh_TriadT29321
OG_1694	HoiH23_PlH23_006976-RA	TrH2_TrispH2_007375-RA	Hhon_g06108.t1	Tadh_TriadT59335
OG_1695	HoiH23_PlH23_006975-RA	TrH2_TrispH2_007376-RA	Hhon_g06109.t1	Tadh_TriadT50702
OG_1696	HoiH23_PlH23_006973-RA	TrH2_TrispH2_010228-RA	Hhon_g06111.t1	Tadh_TriadT38108
OG_1697	HoiH23_PlH23_002637-RA	TrH2_TrispH2_000071-RA	Hhon_g06129.t1	Tadh_TriadT52416
OG_1698	HoiH23_PlH23_002630-RA	TrH2_TrispH2_000065-RA	Hhon_g06134.t1	Tadh_TriadT52410
OG_1699	HoiH23_PlH23_002627-RA	TrH2_TrispH2_000069-RA	Hhon_g06138.t1	Tadh_TriadT37028
OG_1700	HoiH23_PlH23_002623-RA HoiH23_PlH23_002624-RA	TrH2_TrispH2_000060-RA	Hhon_g06141.t1 Hhon_g06142.t1	Tadh_TriadT52404 Tadh_TriadT52405
OG_1701	HoiH23_PlH23_001910-RA	TrH2_TrispH2_000090-RA	Hhon_g06144.t1	Tadh_wf_g1172.t1
OG_1702	HoiH23_PlH23_001909-RA	TrH2_TrispH2_000089-RA	Hhon_g06145.t1	Tadh_TriadT63549
OG_1703		TrH2_TrispH2_000087-RA	Hhon_g06146.t1	Tadh_TriadT63548
OG_1704	HoiH23_PlH23_001906-RA	TrH2_TrispH2_000104-RA	Hhon_g06149.t1	Tadh_TriadT19905
OG_1705	HoiH23_PlH23_001904-RA	TrH2_TrispH2_000102-RA	Hhon_g06151.t1	Tadh_TriadT52448
OG_1706	HoiH23_PlH23_001902-RA	TrH2_TrispH2_000118-RA	Hhon_g06153.t1	Tadh_TriadT52464
OG_1707	HoiH23_PlH23_001898-RA	TrH2_TrispH2_000114-RA	Hhon_g06157.t1	Tadh_TriadT63193
OG_1708	HoiH23_PlH23_001896-RA	TrH2_TrispH2_000112-RA	Hhon_g06159.t1	
OG_1709	HoiH23_PlH23_001895-RA	TrH2_TrispH2_000111-RA	Hhon_g06160.t1	Tadh_TriadT52457
OG_1710	HoiH23_PlH23_001891-RA	TrH2_TrispH2_000107-RA	Hhon_g06164.t1	Tadh_TriadT52453
OG_1711	HoiH23_PlH23_001885-RA	TrH2_TrispH2_000121-RA	Hhon_g06166.t1	Tadh_TriadT2488
OG_1712	HoiH23_PlH23_001889-RA	TrH2_TrispH2_000105-RA	Hhon_g06170.t1	Tadh_TriadT52451
OG_1713	HoiH23_PlH23_001883-RA	TrH2_TrispH2_000123-RA	Hhon_g06172.t1	Tadh_TriadT52470
OG_1714	HoiH23_PlH23_001882-RA	TrH2_TrispH2_000124-RA	Hhon_g06173.t1	Tadh_TriadT18785
OG_1715	HoiH23_PlH23_001881-RA	TrH2_TrispH2_000125-RA	Hhon_g06174.t1	Tadh_TriadT52472
OG_1716	HoiH23_PlH23_001880-RA	TrH2_TrispH2_000127-RA	Hhon_g06175.t1	Tadh_TriadT49766
OG_1717	HoiH23_PlH23_001879-RA	TrH2_TrispH2_000126-RA	Hhon_g06176.t1	Tadh_TriadT52473
OG_1718	HoiH23_PlH23_001878-RA	TrH2_TrispH2_000151-RA	Hhon_g06177.t1	Tadh_TriadT49773
OG_1719	HoiH23_PlH23_001876-RA	TrH2_TrispH2_000148-RA	Hhon_g06179.t1	Tadh_wf_g1230.t1
OG_1720	HoiH23_PlH23_001875-RA	TrH2_TrispH2_000147-RA	Hhon_g06180.t1	Tadh_TriadT49771
OG_1721	HoiH23_PlH23_001869-RA	TrH2_TrispH2_000142-RA	Hhon_g06185.t1	Tadh_TriadT52488
OG_1722	HoiH23_PlH23_001208-RA	TrH2_TrispH2_005170-RA	Hhon_g06204.t1	Tadh_TriadT7634
OG_1723	HoiH23_PlH23_001206-RA	TrH2_TrispH2_005172-RA	Hhon_g06206.t1	Tadh_TriadT52054
OG_1724	HoiH23_PlH23_001203-RA	TrH2_TrispH2_005175-RA	Hhon_g06209.t1	Tadh_TriadT52057
OG_1725	HoiH23_PlH23_001201-RA	TrH2_TrispH2_005177-RA	Hhon_g06211.t1	Tadh_TriadT19869
OG_1726	HoiH23_PlH23_011914-RA	TrH2_TrispH2_005182-RA	Hhon_g06216.t1	
OG_1727	HoiH23_PlH23_010009-RA	TrH2_TrispH2_005184-RA	Hhon_g06218.t1	Tadh_TriadT52066
OG_1728	HoiH23_PlH23_006859-RA	TrH2_TrispH2_005192-RA	Hhon_g06224.t1	Tadh_TriadT52076
OG_1729		TrH2_TrispH2_005193-RA	Hhon_g06225.t1	Tadh_wf_g828.t1
OG_1730	HoiH23_PlH23_006867-RA	TrH2_TrispH2_005202-RA	Hhon_g06233.t1	Tadh_TriadT7508
OG_1731	HoiH23_PlH23_006872-RA	TrH2_TrispH2_005207-RA	Hhon_g06238.t1	Tadh_TriadT19124
OG_1732	HoiH23_PlH23_009495-RA	TrH2_TrispH2_004342-RA	Hhon_g06245.t1	Tadh_TriadT24219
OG_1733	HoiH23_PlH23_009493-RA	TrH2_TrispH2_004340-RA	Hhon_g06247.t1	Tadh_TriadT23402
OG_1734	HoiH23_PlH23_009491-RA	TrH2_TrispH2_004338-RA	Hhon_g06249.t1	Tadh_TriadT35934
OG_1735	HoiH23_PlH23_010773-RA	TrH2_TrispH2_004336-RA	Hhon_g06251.t1	Tadh_TriadT55970
OG_1736	HoiH23_PlH23_011420-RA	TrH2_TrispH2_004335-RA	Hhon_g06252.t1	Tadh_TriadT55969
OG_1737		TrH2_TrispH2_004333-RA	Hhon_g06254.t1	Tadh_TriadT55967
OG_1738	HoiH23_PlH23_008787-RA	TrH2_TrispH2_004331-RA	Hhon_g06256.t1	Tadh_TriadT55965
OG_1739	HoiH23_PlH23_008788-RA	TrH2_TrispH2_004330-RA	Hhon_g06257.t1	Tadh_TriadT23482
OG_1740	HoiH23_PlH23_008792-RA	TrH2_TrispH2_004326-RA	Hhon_g06261.t1	Tadh_TriadT55959
OG_1741	HoiH23_PlH23_008796-RA	TrH2_TrispH2_004321-RA	Hhon_g06266.t1	Tadh_TriadT55955
OG_1742	HoiH23_PlH23_008797-RA	TrH2_TrispH2_004320-RA	Hhon_g06267.t1	Tadh_TriadT63912
OG_1743	HoiH23_PlH23_011291-RA	TrH2_TrispH2_011549-RA	Hhon_g06270.t1	Tadh_TriadT55951
OG_1744	HoiH23_PlH23_002464-RA	TrH2_TrispH2_005721-RA	Hhon_g06284.t1	Tadh_TriadT63804
OG_1745	HoiH23_PlH23_002465-RA	TrH2_TrispH2_005720-RA	Hhon_g06285.t1	Tadh_TriadT55027
OG_1746	HoiH23_PlH23_002475-RA	TrH2_TrispH2_005711-RA	Hhon_g06294.t1	Tadh_wf_g3804.t1
OG_1747	HoiH23_PlH23_001332-RA	TrH2_TrispH2_005703-RA	Hhon_g06301.t1	Tadh_TriadT50106
OG_1748	HoiH23_PlH23_001330-RA	TrH2_TrispH2_004873-RA	Hhon_g06304.t1	Tadh_TriadT55009
OG_1749	HoiH23_PlH23_001329-RA	TrH2_TrispH2_004872-RA	Hhon_g06305.t1	Tadh_TriadT50105
OG_1750	HoiH23_PlH23_001327-RA	TrH2_TrispH2_004870-RA	Hhon_g06308.t1	Tadh_TriadT55006
OG_1751	HoiH23_PlH23_001320-RA	TrH2_TrispH2_004864-RA	Hhon_g06314.t1	Tadh_TriadT22387
OG_1752	HoiH23_PlH23_001319-RA	TrH2_TrispH2_004863-RA	Hhon_g06315.t1	Tadh_TriadT54998
OG_1753	HoiH23_PlH23_001318-RA	TrH2_TrispH2_004862-RA	Hhon_g06316.t1	Tadh_TriadT54997
OG_1754	HoiH23_PlH23_001313-RA	TrH2_TrispH2_004857-RA	Hhon_g06321.t1	Tadh_hyp_clust1847.t1
OG_1755	HoiH23_PlH23_001312-RA	TrH2_TrispH2_004856-RA	Hhon_g06322.t1	Tadh_TriadT54991
OG_1756	HoiH23_PlH23_008374-RA	TrH2_TrispH2_006222-RA	Hhon_g06334.t1	Tadh_TriadT58679
OG_1757	HoiH23_PlH23_003857-RA	TrH2_TrispH2_000787-RA	Hhon_g06337.t1	Tadh_wf_g9184.t1
OG_1758	HoiH23_PlH23_003858-RA	TrH2_TrispH2_000788-RA	Hhon_g06338.t1	Tadh_TriadT60224
OG_1759	HoiH23_PlH23_003867-RA	TrH2_TrispH2_000798-RA	Hhon_g06343.t1	Tadh_TriadT60238
OG_1760		TrH2_TrispH2_000800-RA	Hhon_g06345.t1	Tadh_TriadT64256
OG_1761	HoiH23_PlH23_003869-RA	TrH2_TrispH2_000801-RA	Hhon_g06346.t1	Tadh_wf_g9198.t1
OG_1762	HoiH23_PlH23_003871-RA	TrH2_TrispH2_000803-RA	Hhon_g06348.t1	Tadh_TriadT30639
OG_1763	HoiH23_PlH23_005062-RA	TrH2_TrispH2_000805-RA	Hhon_g06349.t1	Tadh_TriadT60244
OG_1764	HoiH23_PlH23_005057-RA	TrH2_TrispH2_000810-RA	Hhon_g06354.t1	Tadh_TriadT60249
OG_1765	HoiH23_PlH23_005056-RA	TrH2_TrispH2_000811-RA	Hhon_g06355.t1	Tadh_TriadT60250
OG_1766	HoiH23_PlH23_005053-RA	TrH2_TrispH2_000814-RA	Hhon_g06359.t1	Tadh_TriadT38236
OG_1767	HoiH23_PlH23_005046-RA	TrH2_TrispH2_000821-RA	Hhon_g06366.t1	Tadh_TriadT60261
OG_1768	HoiH23_PlH23_008720-RA	TrH2_TrispH2_006126-RA	Hhon_g06378.t1	Tadh_TriadT56814
OG_1769	HoiH23_PlH23_008717-RA	TrH2_TrispH2_006129-RA	Hhon_g06381.t1	Tadh_TriadT25901
OG_1770	HoiH23_PlH23_008715-RA	TrH2_TrispH2_006131-RA	Hhon_g06383.t1	Tadh_TriadT25763
OG_1771		TrH2_TrispH2_006133-RA	Hhon_g06385.t1	Tadh_TriadT56820
OG_1772	HoiH23_PlH23_011116-RA	TrH2_TrispH2_006136-RA	Hhon_g06388.t1	Tadh_TriadT26102
OG_1773	HoiH23_PlH23_008696-RA	TrH2_TrispH2_006138-RA	Hhon_g06390.t1	Tadh_TriadT25351
OG_1774	HoiH23_PlH23_008692-RA	TrH2_TrispH2_006142-RA	Hhon_g06394.t1	Tadh_TriadT56831
OG_1775	HoiH23_PlH23_008690-RA	TrH2_TrispH2_006144-RA	Hhon_g06396.t1	Tadh_TriadT56833
OG_1776	HoiH23_PlH23_008689-RA	TrH2_TrispH2_006146-RA	Hhon_g06397.t1	Tadh_TriadT56835
OG_1777	HoiH23_PlH23_008687-RA	TrH2_TrispH2_006148-RA	Hhon_g06399.t1	Tadh_TriadT56837
OG_1778	HoiH23_PlH23_004353-RA	TrH2_TrispH2_003709-RA	Hhon_g06415.t1	Tadh_TriadT56859
OG_1779	HoiH23_PlH23_004351-RA	TrH2_TrispH2_003711-RA	Hhon_g06417.t1	Tadh_TriadT56861
OG_1780		TrH2_TrispH2_003715-RA	Hhon_g06421.t1	
OG_1781	HoiH23_PlH23_004346-RA	TrH2_TrispH2_003717-RA	Hhon_g06423.t1	Tadh_TriadT56866
OG_1782	HoiH23_PlH23_004345-RA	TrH2_TrispH2_003718-RA	Hhon_g06424.t1	Tadh_TriadT56867
OG_1783	HoiH23_PlH23_010992-RA	TrH2_TrispH2_004268-RA	Hhon_g06433.t1	Tadh_TriadT56966
OG_1784	HoiH23_PlH23_010150-RA	TrH2_TrispH2_004275-RA	Hhon_g06441.t1	Tadh_TriadT56974
OG_1785	HoiH23_PlH23_010147-RA	TrH2_TrispH2_004278-RA	Hhon_g06444.t1	Tadh_TriadT56977
OG_1786	HoiH23_PlH23_003915-RA	TrH2_TrispH2_004285-RA	Hhon_g06456.t1	Tadh_TriadT56987
OG_1787	HoiH23_PlH23_003919-RA	TrH2_TrispH2_004290-RA	Hhon_g06460.t1	Tadh_TriadT56993
OG_1788	HoiH23_PlH23_003920-RA	TrH2_TrispH2_004291-RA	Hhon_g06461.t1	Tadh_wf_g5864.t1
OG_1789	HoiH23_PlH23_003922-RA	TrH2_TrispH2_004293-RA	Hhon_g06463.t1	Tadh_TriadT50347
OG_1790	HoiH23_PlH23_003925-RA	TrH2_TrispH2_004296-RA	Hhon_g06466.t1	Tadh_TriadT25889
OG_1791	HoiH23_PlH23_003927-RA	TrH2_TrispH2_004298-RA	Hhon_g06467.t1	Tadh_TriadT57000
OG_1792	HoiH23_PlH23_003929-RA	TrH2_TrispH2_004300-RA	Hhon_g06469.t1	Tadh_TriadT57003
OG_1793	HoiH23_PlH23_003930-RA	TrH2_TrispH2_004301-RA	Hhon_g06470.t1	Tadh_TriadT57004
OG_1794	HoiH23_PlH23_003931-RA	TrH2_TrispH2_004302-RA	Hhon_g06471.t1	Tadh_TriadT57005
OG_1795	HoiH23_hyp_clust1886.t1	TrH2_TrispH2_004303-RA	Hhon_g06472.t1	Tadh_TriadT57006
OG_1796	HoiH23_PlH23_003932-RA	TrH2_TrispH2_004304-RA	Hhon_g06473.t1	Tadh_TriadT25994
OG_1797	HoiH23_PlH23_003942-RA	TrH2_TrispH2_004314-RA	Hhon_g06480.t1	Tadh_TriadT57017
OG_1798	HoiH23_PlH23_009240-RA	TrH2_TrispH2_005296-RA	Hhon_g06496.t1	Tadh_TriadT57800
OG_1799	HoiH23_PlH23_009241-RA	TrH2_TrispH2_005295-RA	Hhon_g06497.t1	Tadh_TriadT27850
OG_1800	HoiH23_PlH23_009242-RA	TrH2_TrispH2_005294-RA	Hhon_g06498.t1	Tadh_TriadT57802
OG_1801	HoiH23_PlH23_009243-RA	TrH2_TrispH2_005293-RA	Hhon_g06499.t1	Tadh_TriadT57803
OG_1802	HoiH23_PlH23_004021-RA	TrH2_TrispH2_007561-RA	Hhon_g06509.t1	Tadh_TriadT7208
OG_1803	HoiH23_PlH23_004015-RA	TrH2_TrispH2_007555-RA	Hhon_g06516.t1	Tadh_TriadT62081
OG_1804	HoiH23_PlH23_002607-RA	TrH2_TrispH2_000044-RA	Hhon_g06529.t1	Tadh_TriadT19938
OG_1805	HoiH23_PlH23_008591-RA	TrH2_TrispH2_009853-RA	Hhon_g06538.t1	
OG_1806	HoiH23_PlH23_010709-RA	TrH2_TrispH2_011193-RA	Hhon_g06542.t1	
OG_1807	HoiH23_PlH23_011297-RA	TrH2_TrispH2_011196-RA	Hhon_g06545.t1	
OG_1808	HoiH23_PlH23_011298-RA	TrH2_TrispH2_011197-RA	Hhon_g06546.t1	
OG_1809	HoiH23_PlH23_001853-RA	TrH2_TrispH2_011180-RA	Hhon_g06548.t1	
OG_1810	HoiH23_PlH23_001851-RA	TrH2_TrispH2_011178-RA	Hhon_g06550.t1	Tadh_TriadT34967
OG_1811	HoiH23_PlH23_001847-RA	TrH2_TrispH2_004943-RA	Hhon_g06557.t1	Tadh_TriadT61887
OG_1812	HoiH23_PlH23_001846-RA	TrH2_TrispH2_004944-RA	Hhon_g06558.t1	Tadh_wf_g10972.t1
OG_1813	HoiH23_PlH23_001845-RA	TrH2_TrispH2_004945-RA	Hhon_g06559.t1	Tadh_wf_g10973.t1
OG_1814	HoiH23_PlH23_001840-RA	TrH2_TrispH2_004950-RA	Hhon_g06564.t1	Tadh_TriadT61892
OG_1815	HoiH23_PlH23_001831-RA	TrH2_TrispH2_004959-RA	Hhon_g06573.t1	Tadh_TriadT61901
OG_1816	HoiH23_PlH23_006468-RA	TrH2_TrispH2_008317-RA	Hhon_g06602.t1	Tadh_TriadT61171
OG_1817	HoiH23_PlH23_006469-RA	TrH2_TrispH2_008315-RA	Hhon_g06603.t1	Tadh_TriadT51005
OG_1818	HoiH23_PlH23_006470-RA	TrH2_TrispH2_010709-RA	Hhon_g06604.t1	Tadh_wf_g10205.t1
OG_1819	HoiH23_PlH23_006471-RA	TrH2_TrispH2_010710-RA	Hhon_g06605.t1	Tadh_TriadT61167
OG_1820	HoiH23_PlH23_006472-RA	TrH2_TrispH2_010711-RA	Hhon_g06606.t1	Tadh_TriadT51004
OG_1821	HoiH23_PlH23_006473-RA	TrH2_TrispH2_010712-RA	Hhon_g06607.t1	Tadh_TriadT51003
OG_1822	HoiH23_PlH23_006477-RA	TrH2_TrispH2_010716-RA	Hhon_g06611.t1	Tadh_wf_g10197.t1
OG_1823		TrH2_TrispH2_010591-RA	Hhon_g06626.t1	Tadh_TriadT61143
OG_1824	HoiH23_PlH23_006493-RA	TrH2_TrispH2_010590-RA	Hhon_g06627.t1	Tadh_TriadT61142
OG_1825	HoiH23_PlH23_011328-RA	TrH2_TrispH2_010589-RA	Hhon_g06628.t1	Tadh_TriadT61141
OG_1826	HoiH23_PlH23_009799-RA	TrH2_TrispH2_007946-RA	Hhon_g01136.t1	Tadh_TriadT61101 Tadh_TriadT61139
OG_1827	HoiH23_PlH23_011390-RA	TrH2_TrispH2_010588-RA	Hhon_g06629.t1	
