#OG_name	nb_species	nb_reduced_prot	nb_all_prot	clustering_coefficient
OG_539	4	4	4	1.0
OG_540	4	4	4	1.0
OG_541	4	4	4	1.0
OG_542	4	4	4	1.0
OG_543	4	4	4	1.0
OG_544	4	4	4	1.0
OG_545	4	4	4	1.0
OG_546	4	4	4	1.0
OG_547	4	4	4	1.0
OG_548	4	4	4	1.0
OG_549	4	4	4	1.0
OG_550	4	4	4	1.0
OG_551	4	4	4	1.0
OG_552	4	4	4	1.0
OG_553	4	4	4	1.0
OG_554	4	4	4	1.0
OG_555	4	4	4	1.0
OG_556	4	4	4	1.0
OG_557	4	4	4	1.0
OG_558	4	4	4	1.0
OG_559	4	4	4	1.0
OG_560	4	4	4	1.0
OG_561	4	4	4	1.0
OG_562	4	4	4	1.0
OG_563	4	4	4	1.0
OG_564	4	4	4	1.0
OG_565	3	3	3	1.0
OG_566	4	4	4	1.0
OG_567	4	4	4	1.0
OG_568	4	4	4	1.0
OG_569	4	4	4	1.0
OG_570	4	4	4	1.0
OG_571	4	4	4	1.0
OG_572	4	4	4	1.0
OG_573	4	4	4	1.0
OG_574	4	4	4	1.0
OG_575	4	4	4	1.0
OG_576	4	4	4	1.0
OG_577	4	4	4	1.0
OG_578	4	4	4	1.0
OG_579	4	4	4	1.0
OG_580	4	4	4	1.0
OG_581	4	4	4	1.0
OG_582	4	4	4	1.0
OG_583	4	4	4	1.0
OG_584	4	4	4	1.0
OG_585	4	4	4	1.0
OG_586	4	4	4	1.0
OG_587	4	4	4	1.0
OG_588	4	4	4	1.0
OG_589	4	4	4	1.0
OG_590	4	4	4	1.0
OG_591	4	4	4	1.0
OG_592	4	4	4	1.0
OG_593	3	3	3	1.0
OG_594	4	4	4	1.0
OG_595	4	4	4	1.0
OG_596	4	4	4	1.0
OG_597	4	4	4	1.0
OG_598	4	4	4	1.0
OG_599	4	4	4	1.0
OG_600	4	4	4	1.0
OG_601	4	4	4	1.0
OG_602	4	4	4	1.0
OG_603	4	4	4	1.0
OG_604	4	4	4	1.0
OG_605	4	4	4	1.0
OG_606	4	4	4	1.0
OG_607	4	4	4	1.0
OG_608	4	4	4	1.0
OG_609	4	4	4	1.0
OG_610	4	4	4	1.0
OG_611	4	4	4	1.0
OG_612	4	4	4	1.0
OG_613	4	7	7	0.5714
OG_614	4	4	4	1.0
OG_615	4	4	4	1.0
OG_616	4	4	4	1.0
OG_617	4	4	4	1.0
OG_618	4	4	4	1.0
OG_619	4	4	4	1.0
OG_620	4	4	4	1.0
OG_621	4	4	4	1.0
OG_622	4	4	4	1.0
OG_623	4	4	4	1.0
OG_624	4	4	4	1.0
OG_625	4	4	4	1.0
OG_626	4	4	4	1.0
OG_627	4	5	5	1.0
OG_628	4	4	4	1.0
OG_629	4	4	4	1.0
OG_630	4	4	4	1.0
OG_631	4	4	4	1.0
OG_632	3	3	3	1.0
OG_633	4	4	4	1.0
OG_634	4	4	4	1.0
OG_635	4	4	4	1.0
OG_636	4	4	4	1.0
OG_637	4	4	4	1.0
OG_638	4	4	4	1.0
OG_639	4	4	4	1.0
OG_640	4	4	4	1.0
OG_641	4	4	4	1.0
OG_642	4	4	4	1.0
OG_643	4	4	4	1.0
OG_644	4	4	4	1.0
OG_645	4	4	4	1.0
OG_646	4	4	4	1.0
OG_647	4	4	4	1.0
OG_648	4	4	4	1.0
OG_649	4	4	4	1.0
OG_650	4	4	4	1.0
OG_651	2	2	2	1.0
OG_652	4	4	4	1.0
OG_653	4	4	4	1.0
OG_654	4	4	4	1.0
OG_655	4	4	4	1.0
OG_656	4	4	4	1.0
OG_657	4	4	4	1.0
OG_658	4	4	4	1.0
OG_659	4	4	4	1.0
OG_660	3	3	3	1.0
OG_661	4	4	4	1.0
OG_662	4	4	4	1.0
OG_663	4	4	4	1.0
OG_664	4	5	5	0.8
OG_665	4	4	4	1.0
OG_666	4	4	4	1.0
OG_667	4	4	4	1.0
OG_668	4	4	4	1.0
OG_669	4	4	4	1.0
OG_670	4	4	4	1.0
OG_671	4	4	4	1.0
OG_672	4	4	4	1.0
OG_673	4	4	4	1.0
OG_674	4	4	4	1.0
OG_675	4	4	4	1.0
OG_676	4	4	4	1.0
OG_677	4	4	4	1.0
OG_678	4	4	4	1.0
OG_679	4	4	4	1.0
OG_680	4	4	4	1.0
OG_681	4	4	4	1.0
OG_682	4	4	4	1.0
OG_683	4	4	4	1.0
OG_684	4	4	4	1.0
OG_685	4	4	4	1.0
OG_686	4	4	4	1.0
OG_687	3	3	3	1.0
OG_688	4	4	4	1.0
OG_689	4	4	4	1.0
OG_690	4	4	4	1.0
OG_691	4	4	4	1.0
OG_692	4	5	5	1.0
OG_693	4	4	4	1.0
OG_694	4	4	4	1.0
OG_695	4	4	4	1.0
OG_696	4	4	4	1.0
OG_697	4	4	4	1.0
OG_698	4	4	4	1.0
OG_699	4	4	4	1.0
OG_700	4	4	4	1.0
OG_701	4	4	4	1.0
OG_702	4	4	4	1.0
OG_703	4	4	4	1.0
OG_704	4	4	4	1.0
OG_705	4	4	4	1.0
OG_706	4	4	4	1.0
OG_707	4	4	4	1.0
OG_708	3	3	3	1.0
OG_709	4	4	4	1.0
OG_710	4	4	4	1.0
OG_711	4	4	4	1.0
OG_712	4	6	6	1.0
OG_713	4	5	5	1.0
OG_714	4	4	4	1.0
OG_715	4	5	5	1.0
OG_716	4	4	4	1.0
OG_717	4	4	4	1.0
OG_718	4	4	4	1.0
OG_719	4	4	4	1.0
OG_720	4	4	4	1.0
OG_721	4	7	7	0.5714
OG_722	4	4	4	1.0
OG_723	4	4	4	1.0
OG_724	4	4	4	1.0
OG_725	4	4	4	1.0
OG_726	4	4	4	1.0
OG_727	4	4	4	1.0
OG_728	4	4	4	1.0
OG_729	4	4	4	1.0
OG_730	4	4	4	1.0
