orthogroup	module_Tadh	ct_Tadh	module_TrH2	ct_TrH2	module_Hhon	ct_Hhon	module_HoiH23	ct_HoiH23
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.royalblue	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.violet	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.lightgreen	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.lightsteelblue1	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.mediumpurple3	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.darkred	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4391	Tadh.yellowgreen	peptidergic	TrH2.red	peptidergic	Hhon.ivory	peptidergic	HoiH23.red	peptidergic
OG_4397	Tadh.royalblue	peptidergic	TrH2.skyblue	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4397	Tadh.orange	peptidergic	TrH2.skyblue	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4397	Tadh.royalblue	peptidergic	TrH2.skyblue	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4398	Tadh.pink	peptidergic	TrH2.white	peptidergic	Hhon.brown4	peptidergic	HoiH23.yellowgreen	peptidergic
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.steelblue	unknown_1
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.steelblue	unknown_1
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.cyan	gland
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.yellow	epithelia
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.cyan	gland
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.yellow	epithelia
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.cyan	gland
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.yellow	epithelia
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.steelblue	unknown_1
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.steelblue	unknown_1
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.cyan	gland
OG_4403	Tadh.lightcyan	epithelia_gland_like	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.yellow	epithelia
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.cyan	gland
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.skyblue	epithelia_gland_like	HoiH23.yellow	epithelia
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.steelblue	unknown_1
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.cyan	gland
OG_4403	Tadh.saddlebrown	epithelia	TrH2.tan	epithelia	Hhon.yellowgreen	epithelia	HoiH23.yellow	epithelia
OG_4405	Tadh.ivory	lipophil	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.yellow	epithelia
OG_4405	Tadh.ivory	lipophil	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.darkslateblue	epithelia
OG_4405	Tadh.ivory	lipophil	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.yellow	epithelia
OG_4405	Tadh.ivory	lipophil	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.yellow	epithelia
OG_4405	Tadh.ivory	lipophil	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.bisque4	lipophil
OG_4405	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.yellow	epithelia
OG_4405	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.darkslateblue	epithelia
OG_4405	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.yellow	epithelia
OG_4405	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.yellow	epithelia
OG_4405	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.turquoise	lipophil	HoiH23.bisque4	lipophil
