orthogroup	module_Tadh	ct_Tadh	module_TrH2	ct_TrH2	module_Hhon	ct_Hhon	module_HoiH23	ct_HoiH23
OG_4045	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4047	Tadh.red	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.green	epithelia_gland_like	HoiH23.black	epithelia_gland_like
OG_4047	Tadh.red	epithelia_gland_like	TrH2.pink	unknown_1	Hhon.green	epithelia_gland_like	HoiH23.black	epithelia_gland_like
OG_4069	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4069	Tadh.turquoise	fibre	TrH2.blue	fibre	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4071	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightpink4	peptidergic	HoiH23.greenyellow	peptidergic
OG_4081	Tadh.lightsteelblue1	peptidergic	TrH2.darkolivegreen	peptidergic	Hhon.magenta	peptidergic	HoiH23.royalblue	peptidergic
OG_4081	Tadh.orange	peptidergic	TrH2.darkolivegreen	peptidergic	Hhon.magenta	peptidergic	HoiH23.royalblue	peptidergic
OG_4086	Tadh.purple	peptidergic	TrH2.skyblue	peptidergic	Hhon.mediumpurple3	peptidergic	HoiH23.brown4	peptidergic
OG_4086	Tadh.midnightblue	peptidergic	TrH2.skyblue	peptidergic	Hhon.mediumpurple3	peptidergic	HoiH23.brown4	peptidergic
OG_4086	Tadh.purple	peptidergic	TrH2.lightcyan	peptidergic	Hhon.mediumpurple3	peptidergic	HoiH23.brown4	peptidergic
OG_4086	Tadh.midnightblue	peptidergic	TrH2.lightcyan	peptidergic	Hhon.mediumpurple3	peptidergic	HoiH23.brown4	peptidergic
OG_4092	Tadh.lightgreen	peptidergic	TrH2.black	peptidergic	Hhon.sienna3	peptidergic	HoiH23.purple	peptidergic
OG_4114	Tadh.cyan	peptidergic	TrH2.turquoise	lipophil	Hhon.grey60	peptidergic	HoiH23.turquoise	lipophil
OG_4114	Tadh.cyan	peptidergic	TrH2.turquoise	lipophil	Hhon.grey60	peptidergic	HoiH23.purple	peptidergic
OG_4114	Tadh.cyan	peptidergic	TrH2.turquoise	lipophil	Hhon.turquoise	lipophil	HoiH23.turquoise	lipophil
OG_4114	Tadh.cyan	peptidergic	TrH2.turquoise	lipophil	Hhon.turquoise	lipophil	HoiH23.purple	peptidergic
OG_4120	Tadh.purple	peptidergic	TrH2.lightcyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.orangered4	peptidergic
OG_4138	Tadh.cyan	peptidergic	TrH2.darkolivegreen	peptidergic	Hhon.white	peptidergic	HoiH23.royalblue	peptidergic
OG_4152	Tadh.brown	lipophil	TrH2.turquoise	lipophil	Hhon.turquoise	lipophil	HoiH23.turquoise	lipophil
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4158	Tadh.greenyellow	unknown_2	TrH2.darkturquoise	unknown_2	Hhon.blue	fibre	HoiH23.blue	fibre
OG_4171	Tadh.cyan	peptidergic	TrH2.floralwhite	peptidergic	Hhon.grey60	peptidergic	HoiH23.royalblue	peptidergic
OG_4174	Tadh.cyan	peptidergic	TrH2.darkolivegreen	peptidergic	Hhon.grey60	peptidergic	HoiH23.royalblue	peptidergic
OG_4176	Tadh.palevioletred3	lipophil	TrH2.darkseagreen4	lipophil	Hhon.navajowhite2	lipophil	HoiH23.bisque4	lipophil
OG_4204	Tadh.darkorange	epithelia	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.yellow	epithelia	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.darkorange	epithelia	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.plum1	peptidergic	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.yellow	epithelia	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.plum1	peptidergic	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.midnightblue	peptidergic	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4204	Tadh.midnightblue	peptidergic	TrH2.brown	epithelia	Hhon.ivory	peptidergic	HoiH23.thistle2	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.darkorange	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.midnightblue	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.midnightblue	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.midnightblue	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.midnightblue	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.midnightblue	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.midnightblue	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.white	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.green	peptidergic	TrH2.lightsteelblue1	epithelia	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.cyan	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.cyan	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.violet	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.saddlebrown	epithelia	TrH2.black	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.white	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.ivory	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.darkgreen	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.skyblue	peptidergic
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
OG_4209	Tadh.paleturquoise	peptidergic	TrH2.magenta	peptidergic	Hhon.lightgreen	peptidergic	HoiH23.yellow	epithelia
