orthogroup	genes_input	genes_output	species_input	species_output	occupancy_output	kept_orthogroup
OG_24546	111	52	61	52	0.825396825396825	OG1
OG_24569	60	54	54	54	0.857142857142857	OG0
OG_2457	95	60	61	60	0.952380952380952	OG0
OG_24570	51	42	46	42	0.666666666666667	OG0
OG_2458	56	38	48	38	0.603174603174603	OG1
OG_24588	93	61	61	61	0.968253968253968	OG0
OG_24591	43	41	42	41	0.650793650793651	OG0
OG_24597	56	53	53	53	0.841269841269841	OG0
OG_24598	83	46	57	46	0.73015873015873	OG1
OG_246	39	15	34	15	0.238095238095238	OG1
OG_2460	46	42	42	42	0.666666666666667	OG0
OG_2461	78	28	55	28	0.444444444444444	OG2
OG_2462	92	60	60	60	0.952380952380952	OG0
OG_2464	80	31	44	31	0.492063492063492	OG0
OG_2466	61	51	51	51	0.80952380952381	OG0
OG_2469	66	58	58	58	0.920634920634921	OG0
OG_247	74	58	59	58	0.920634920634921	OG1
OG_2471	44	33	37	33	0.523809523809524	OG0
OG_2472	45	41	41	41	0.650793650793651	OG0
OG_2475	45	25	36	25	0.396825396825397	OG1
OG_2477	65	54	56	54	0.857142857142857	OG0
OG_2478	50	40	43	40	0.634920634920635	OG0
OG_2479	60	55	56	55	0.873015873015873	OG0
OG_248	67	55	57	55	0.873015873015873	OG1
OG_2480	72	22	33	22	0.349206349206349	OG0
OG_2481	63	37	59	37	0.587301587301587	OG1
OG_2482	56	52	52	52	0.825396825396825	OG0
OG_24839	63	60	60	60	0.952380952380952	OG0
OG_2484	68	54	55	54	0.857142857142857	OG0
OG_24840	62	56	59	56	0.888888888888889	OG0
OG_24845	40	37	37	37	0.587301587301587	OG0
OG_2485	41	39	40	39	0.619047619047619	OG0
OG_2487	57	41	46	41	0.650793650793651	OG0
OG_24881	40	34	36	34	0.53968253968254	OG0
OG_24889	80	60	63	60	0.952380952380952	OG0
OG_249	59	40	45	40	0.634920634920635	OG1
OG_2490	59	50	53	50	0.793650793650794	OG0
OG_24918	66	58	58	58	0.920634920634921	OG0
OG_24919	55	46	51	46	0.73015873015873	OG1
OG_2492	74	53	54	53	0.841269841269841	OG0
OG_24921	51	42	44	42	0.666666666666667	OG0
OG_2493	70	56	56	56	0.888888888888889	OG0
OG_2495	59	52	53	52	0.825396825396825	OG0
OG_2497	68	56	56	56	0.888888888888889	OG0
OG_2499	67	56	57	56	0.888888888888889	OG0
OG_25	71	57	58	57	0.904761904761905	OG0
OG_250	95	58	59	58	0.920634920634921	OG2
OG_2501	58	49	54	49	0.777777777777778	OG1
OG_25021	99	53	61	53	0.841269841269841	OG0
OG_2503	52	46	46	46	0.73015873015873	OG0
OG_25042	81	57	57	57	0.904761904761905	OG0
OG_2505	73	36	56	36	0.571428571428571	OG1
OG_2506	45	38	42	38	0.603174603174603	OG0
OG_2507	69	39	48	39	0.619047619047619	OG0
OG_2508	68	59	59	59	0.936507936507937	OG0
OG_25094	74	57	58	57	0.904761904761905	OG0
OG_25099	64	44	50	44	0.698412698412698	OG1
OG_251	75	47	59	47	0.746031746031746	OG1
OG_25109	54	51	53	51	0.80952380952381	OG0
OG_2511	50	42	44	42	0.666666666666667	OG0
OG_2512	59	48	51	48	0.761904761904762	OG0
OG_2513	62	54	56	54	0.857142857142857	OG0
OG_2514	60	53	53	53	0.841269841269841	OG0
OG_2517	53	47	47	47	0.746031746031746	OG0
OG_2518	65	57	57	57	0.904761904761905	OG0
OG_2519	57	51	53	51	0.80952380952381	OG0
OG_2520	58	50	53	50	0.793650793650794	OG0
OG_25204	34	29	33	29	0.46031746031746	OG0
OG_2521	99	55	61	55	0.873015873015873	OG3
OG_2522	102	62	62	62	0.984126984126984	OG0
OG_2523	32	30	30	30	0.476190476190476	OG0
OG_2524	76	59	60	59	0.936507936507937	OG0
OG_2525	66	41	57	41	0.650793650793651	OG1
OG_25283	99	49	58	49	0.777777777777778	OG1
OG_253	88	55	55	55	0.873015873015873	OG0
OG_2530	40	39	39	39	0.619047619047619	OG0
OG_2531	87	40	53	40	0.634920634920635	OG2
OG_25311	41	35	35	35	0.555555555555556	OG0
OG_25312	46	37	42	37	0.587301587301587	OG0
OG_25314	51	45	46	45	0.714285714285714	OG0
OG_2532	88	49	51	49	0.777777777777778	OG1
OG_2533	67	56	56	56	0.888888888888889	OG0
OG_2536	54	47	47	47	0.746031746031746	OG0
OG_2537	95	40	59	40	0.634920634920635	OG1
OG_2539	56	48	50	48	0.761904761904762	OG0
OG_25399	54	49	50	49	0.777777777777778	OG0
OG_254	65	28	40	28	0.444444444444444	OG3
OG_2540	70	58	58	58	0.920634920634921	OG0
OG_2541	94	59	61	59	0.936507936507937	OG0
OG_2543	63	50	54	50	0.793650793650794	OG1
OG_25436	61	52	52	52	0.825396825396825	OG0
OG_2544	88	60	60	60	0.952380952380952	OG0
OG_2546	56	53	55	53	0.841269841269841	OG0
OG_2547	44	41	43	41	0.650793650793651	OG0
OG_25476	70	31	56	31	0.492063492063492	OG0
OG_2549	63	58	58	58	0.920634920634921	OG0
OG_25491	53	48	48	48	0.761904761904762	OG0
OG_255	51	42	43	42	0.666666666666667	OG0
OG_25501	78	39	59	39	0.619047619047619	OG1
OG_25509	54	48	51	48	0.761904761904762	OG0
OG_25513	87	60	60	60	0.952380952380952	OG0
OG_25519	74	59	60	59	0.936507936507937	OG0
OG_2552	49	45	46	45	0.714285714285714	OG0
OG_25523	59	49	50	49	0.777777777777778	OG0
OG_2554	123	20	62	20	0.317460317460317	OG5
OG_25567	61	49	49	49	0.777777777777778	OG0
OG_25570	109	50	61	50	0.793650793650794	OG0
OG_25571	80	53	58	53	0.841269841269841	OG1
OG_25572	72	46	46	46	0.73015873015873	OG0
OG_25574	83	58	59	58	0.920634920634921	OG0
OG_25575	100	35	60	35	0.555555555555556	OG3
OG_25576	91	55	60	55	0.873015873015873	OG2
OG_25577	59	45	54	45	0.714285714285714	OG1
OG_25578	98	44	60	44	0.698412698412698	OG1
OG_2558	63	41	53	41	0.650793650793651	OG0
OG_25582	72	36	53	36	0.571428571428571	OG2
OG_25586	42	42	42	42	0.666666666666667	OG0
OG_25588	62	55	55	55	0.873015873015873	OG0
OG_25589	37	31	32	31	0.492063492063492	OG0
OG_2559	62	49	49	49	0.777777777777778	OG0
OG_25590	67	44	46	44	0.698412698412698	OG0
OG_25594	50	44	45	44	0.698412698412698	OG0
OG_25595	67	56	57	56	0.888888888888889	OG0
OG_25596	68	45	58	45	0.714285714285714	OG2
OG_25597	81	56	56	56	0.888888888888889	OG0
OG_25599	70	52	53	52	0.825396825396825	OG0
OG_256	63	47	49	47	0.746031746031746	OG0
OG_2560	72	38	44	38	0.603174603174603	OG1
OG_25602	97	53	60	53	0.841269841269841	OG0
OG_25606	59	50	56	50	0.793650793650794	OG0
OG_25608	73	51	51	51	0.80952380952381	OG0
OG_25609	65	55	55	55	0.873015873015873	OG0
OG_25610	44	39	42	39	0.619047619047619	OG0
OG_25611	57	51	55	51	0.80952380952381	OG0
OG_25614	72	59	59	59	0.936507936507937	OG0
OG_25622	57	48	52	48	0.761904761904762	OG0
OG_25624	68	53	56	53	0.841269841269841	OG0
OG_25625	71	63	63	63	1	OG0
OG_25627	62	40	45	40	0.634920634920635	OG3
OG_25628	72	56	59	56	0.888888888888889	OG0
OG_25629	94	49	59	49	0.777777777777778	OG2
OG_2563	55	49	51	49	0.777777777777778	OG0
OG_25630	50	41	42	41	0.650793650793651	OG0
OG_25631	46	38	42	38	0.603174603174603	OG0
OG_25632	56	48	48	48	0.761904761904762	OG0
OG_25633	75	39	57	39	0.619047619047619	OG1
OG_25635	51	43	44	43	0.682539682539683	OG0
OG_25640	115	38	60	38	0.603174603174603	OG1
OG_25641	108	47	63	47	0.746031746031746	OG2
OG_25645	48	45	48	45	0.714285714285714	OG0
OG_25653	70	54	54	54	0.857142857142857	OG0
OG_25656	64	44	59	44	0.698412698412698	OG1
OG_25658	78	62	62	62	0.984126984126984	OG0
OG_2566	52	29	38	29	0.46031746031746	OG0
OG_25661	92	58	60	58	0.920634920634921	OG0
OG_25662	42	28	41	28	0.444444444444444	OG1
OG_25663	61	43	52	43	0.682539682539683	OG1
OG_25665	80	36	55	36	0.571428571428571	OG0
OG_25666	71	30	33	30	0.476190476190476	OG0
OG_25669	74	54	54	54	0.857142857142857	OG0
OG_2567	59	48	52	48	0.761904761904762	OG0
OG_25670	64	59	59	59	0.936507936507937	OG0
OG_2568	46	37	43	37	0.587301587301587	OG1
OG_25683	66	33	41	33	0.523809523809524	OG1
OG_25684	58	42	42	42	0.666666666666667	OG0
OG_25686	79	57	60	57	0.904761904761905	OG0
OG_25688	73	53	55	53	0.841269841269841	OG0
OG_25689	82	60	62	60	0.952380952380952	OG1
OG_25692	69	46	59	46	0.73015873015873	OG1
OG_25694	73	57	58	57	0.904761904761905	OG0
OG_25695	59	54	55	54	0.857142857142857	OG0
OG_25696	110	30	61	30	0.476190476190476	OG0
OG_25697	91	52	56	52	0.825396825396825	OG1
OG_25698	69	44	57	44	0.698412698412698	OG1
OG_257	72	50	50	50	0.793650793650794	OG0
OG_2570	54	49	50	49	0.777777777777778	OG0
OG_25700	71	59	59	59	0.936507936507937	OG0
OG_25701	39	33	35	33	0.523809523809524	OG0
OG_25702	79	33	60	33	0.523809523809524	OG1
OG_25706	64	60	61	60	0.952380952380952	OG0
OG_25707	105	30	61	30	0.476190476190476	OG0
OG_25708	58	51	52	51	0.80952380952381	OG0
OG_25709	87	57	57	57	0.904761904761905	OG0
OG_2571	63	57	58	57	0.904761904761905	OG0
OG_25710	85	53	59	53	0.841269841269841	OG0
OG_25711	113	41	52	41	0.650793650793651	OG1
OG_25718	60	40	41	40	0.634920634920635	OG0
OG_25719	45	37	40	37	0.587301587301587	OG0
OG_2572	66	60	60	60	0.952380952380952	OG0
OG_25721	87	40	60	40	0.634920634920635	OG1
OG_25725	63	56	58	56	0.888888888888889	OG0
OG_25728	87	58	59	58	0.920634920634921	OG0
OG_25729	121	59	59	59	0.936507936507937	OG4
OG_2573	65	54	54	54	0.857142857142857	OG1
OG_25734	70	54	58	54	0.857142857142857	OG0
OG_25738	70	57	58	57	0.904761904761905	OG0
OG_2574	48	24	37	24	0.380952380952381	OG2
OG_25740	81	60	61	60	0.952380952380952	OG2
OG_25747	71	60	60	60	0.952380952380952	OG0
OG_2575	97	20	40	20	0.317460317460317	OG5
OG_25750	67	37	58	37	0.587301587301587	OG1
OG_25752	71	38	55	38	0.603174603174603	OG1
OG_25753	67	57	60	57	0.904761904761905	OG0
OG_25754	80	52	60	52	0.825396825396825	OG0
OG_25756	76	55	59	55	0.873015873015873	OG2
OG_2576	74	57	57	57	0.904761904761905	OG0
OG_25767	56	42	50	42	0.666666666666667	OG0
OG_25769	59	50	53	50	0.793650793650794	OG1
OG_2577	69	55	56	55	0.873015873015873	OG1
OG_25772	37	32	36	32	0.507936507936508	OG0
OG_25773	36	32	32	32	0.507936507936508	OG0
OG_2578	71	54	56	54	0.857142857142857	OG0
OG_25781	78	59	59	59	0.936507936507937	OG0
OG_25783	65	48	50	48	0.761904761904762	OG0
OG_25785	71	53	55	53	0.841269841269841	OG0
OG_25787	43	27	31	27	0.428571428571429	OG0
OG_25788	70	54	56	54	0.857142857142857	OG0
OG_25791	49	33	34	33	0.523809523809524	OG0
OG_25792	65	52	52	52	0.825396825396825	OG0
OG_25794	59	55	56	55	0.873015873015873	OG0
OG_25795	47	46	46	46	0.73015873015873	OG0
OG_25797	56	44	49	44	0.698412698412698	OG0
OG_25804	94	53	58	53	0.841269841269841	OG3
OG_25808	68	31	60	31	0.492063492063492	OG0
OG_2581	82	58	58	58	0.920634920634921	OG1
OG_25810	76	58	58	58	0.920634920634921	OG0
OG_25813	45	38	38	38	0.603174603174603	OG0
OG_25815	71	53	57	53	0.841269841269841	OG0
OG_25818	60	57	57	57	0.904761904761905	OG0
OG_25821	34	33	33	33	0.523809523809524	OG0
OG_25823	40	34	34	34	0.53968253968254	OG0
OG_25825	51	37	39	37	0.587301587301587	OG0
OG_2583	103	53	54	53	0.841269841269841	OG0
OG_25831	62	50	55	50	0.793650793650794	OG0
OG_25836	69	57	57	57	0.904761904761905	OG0
OG_25839	70	58	59	58	0.920634920634921	OG0
OG_2584	57	53	54	53	0.841269841269841	OG0
OG_25840	70	58	58	58	0.920634920634921	OG0
OG_25848	44	38	44	38	0.603174603174603	OG0
OG_25851	61	51	59	51	0.80952380952381	OG0
OG_25852	58	50	50	50	0.793650793650794	OG0
OG_25853	46	39	42	39	0.619047619047619	OG0
OG_2586	95	59	60	59	0.936507936507937	OG0
OG_25863	39	31	34	31	0.492063492063492	OG0
OG_25864	55	52	52	52	0.825396825396825	OG0
OG_25865	90	57	59	57	0.904761904761905	OG1
OG_25866	63	55	57	55	0.873015873015873	OG0
OG_25868	70	55	56	55	0.873015873015873	OG0
OG_25869	54	47	49	47	0.746031746031746	OG0
OG_2587	74	60	60	60	0.952380952380952	OG0
OG_25871	84	57	58	57	0.904761904761905	OG0
OG_25873	94	52	52	52	0.825396825396825	OG0
OG_25875	75	57	58	57	0.904761904761905	OG1
OG_25876	79	44	45	44	0.698412698412698	OG0
OG_25877	63	56	57	56	0.888888888888889	OG0
OG_25878	82	58	58	58	0.920634920634921	OG0
OG_2588	68	53	55	53	0.841269841269841	OG1
OG_25882	43	35	38	35	0.555555555555556	OG0
OG_25884	60	54	56	54	0.857142857142857	OG0
OG_25887	44	38	39	38	0.603174603174603	OG0
OG_2589	67	56	57	56	0.888888888888889	OG0
OG_25890	47	43	43	43	0.682539682539683	OG0
OG_25891	54	52	52	52	0.825396825396825	OG0
OG_25894	62	53	55	53	0.841269841269841	OG0
OG_25898	50	34	34	34	0.53968253968254	OG0
OG_25904	67	52	55	52	0.825396825396825	OG0
OG_25905	58	51	53	51	0.80952380952381	OG0
OG_25908	78	55	59	55	0.873015873015873	OG0
OG_2591	63	42	58	42	0.666666666666667	OG1
OG_25910	74	40	50	40	0.634920634920635	OG0
OG_25914	87	58	59	58	0.920634920634921	OG0
OG_25916	71	55	55	55	0.873015873015873	OG0
OG_25918	78	59	60	59	0.936507936507937	OG0
OG_25925	80	61	61	61	0.968253968253968	OG0
OG_25926	66	37	57	37	0.587301587301587	OG1
OG_2593	76	53	53	53	0.841269841269841	OG0
OG_25931	48	41	42	41	0.650793650793651	OG0
OG_25933	40	34	34	34	0.53968253968254	OG0
OG_25935	41	32	36	32	0.507936507936508	OG1
OG_25938	68	47	47	47	0.746031746031746	OG0
OG_25939	67	59	59	59	0.936507936507937	OG0
OG_2594	78	35	59	35	0.555555555555556	OG1
OG_25940	51	45	45	45	0.714285714285714	OG0
OG_2595	80	57	57	57	0.904761904761905	OG0
OG_25951	59	51	54	51	0.80952380952381	OG1
OG_25953	63	55	56	55	0.873015873015873	OG0
OG_25957	63	54	54	54	0.857142857142857	OG0
OG_25962	46	20	41	20	0.317460317460317	OG0
OG_25963	83	47	54	47	0.746031746031746	OG2
OG_25967	85	60	60	60	0.952380952380952	OG0
OG_2597	72	52	58	52	0.825396825396825	OG1
OG_25971	62	57	57	57	0.904761904761905	OG0
OG_25973	48	40	46	40	0.634920634920635	OG0
OG_25975	36	30	34	30	0.476190476190476	OG0
OG_25976	48	29	43	29	0.46031746031746	OG2
OG_25982	46	26	43	26	0.412698412698413	OG2
OG_25983	57	48	54	48	0.761904761904762	OG0
OG_25986	73	47	58	47	0.746031746031746	OG1
OG_25989	59	33	54	33	0.523809523809524	OG1
OG_2599	97	55	55	55	0.873015873015873	OG0
OG_25990	66	53	54	53	0.841269841269841	OG0
OG_25993	68	25	55	25	0.396825396825397	OG0
OG_26	70	40	57	40	0.634920634920635	OG0
OG_260	48	24	40	24	0.380952380952381	OG0
OG_2600	37	31	32	31	0.492063492063492	OG0
OG_26000	71	57	58	57	0.904761904761905	OG0
OG_26002	46	39	41	39	0.619047619047619	OG0
OG_26003	55	23	41	23	0.365079365079365	OG1
OG_26005	72	55	56	55	0.873015873015873	OG0
OG_26007	44	34	42	34	0.53968253968254	OG0
OG_26008	42	38	42	38	0.603174603174603	OG0
OG_26009	51	35	42	35	0.555555555555556	OG1
OG_2601	92	58	60	58	0.920634920634921	OG0
OG_26018	75	57	58	57	0.904761904761905	OG0
OG_2602	49	36	36	36	0.571428571428571	OG0
OG_26021	67	53	56	53	0.841269841269841	OG1
OG_26023	68	58	58	58	0.920634920634921	OG0
OG_26025	44	26	41	26	0.412698412698413	OG1
OG_26028	59	48	49	48	0.761904761904762	OG0
OG_26035	57	45	47	45	0.714285714285714	OG0
OG_2604	46	39	44	39	0.619047619047619	OG0
OG_26040	37	31	34	31	0.492063492063492	OG0
OG_26042	54	47	50	47	0.746031746031746	OG0
OG_26045	64	37	39	37	0.587301587301587	OG0
OG_26048	78	57	58	57	0.904761904761905	OG0
OG_26049	59	50	51	50	0.793650793650794	OG0
OG_2606	47	41	45	41	0.650793650793651	OG0
OG_26060	70	56	58	56	0.888888888888889	OG0
OG_26073	46	34	35	34	0.53968253968254	OG0
OG_26074	45	41	42	41	0.650793650793651	OG0
OG_2608	81	58	58	58	0.920634920634921	OG0
OG_26080	64	57	58	57	0.904761904761905	OG0
OG_26086	57	43	50	43	0.682539682539683	OG0
OG_26088	61	52	53	52	0.825396825396825	OG0
OG_26089	62	54	55	54	0.857142857142857	OG0
OG_2609	44	32	36	32	0.507936507936508	OG0
OG_26097	38	31	37	31	0.492063492063492	OG0
OG_26098	40	28	34	28	0.444444444444444	OG0
OG_261	51	47	49	47	0.746031746031746	OG0
OG_2610	49	31	33	31	0.492063492063492	OG1
OG_26105	40	35	37	35	0.555555555555556	OG0
OG_2612	68	58	58	58	0.920634920634921	OG0
OG_2613	87	51	57	51	0.80952380952381	OG1
OG_2614	70	51	51	51	0.80952380952381	OG0
OG_2615	149	60	60	60	0.952380952380952	OG0
OG_2616	40	29	35	29	0.46031746031746	OG0
OG_2618	55	32	46	32	0.507936507936508	OG0
OG_2619	46	41	44	41	0.650793650793651	OG0
OG_2620	38	27	33	27	0.428571428571429	OG0
OG_2623	64	59	59	59	0.936507936507937	OG0
OG_2626	68	53	53	53	0.841269841269841	OG0
OG_2627	70	59	61	59	0.936507936507937	OG0
OG_269	61	55	55	55	0.873015873015873	OG0
OG_2694	65	35	53	35	0.555555555555556	OG1
OG_2695	80	58	59	58	0.920634920634921	OG0
OG_2696	74	60	60	60	0.952380952380952	OG0
OG_2697	70	44	55	44	0.698412698412698	OG1
OG_2698	75	52	52	52	0.825396825396825	OG0
OG_2699	73	59	59	59	0.936507936507937	OG0
OG_27	83	59	59	59	0.936507936507937	OG0
OG_2700	66	59	59	59	0.936507936507937	OG0
OG_2701	77	32	59	32	0.507936507936508	OG1
OG_2702	65	53	54	53	0.841269841269841	OG0
OG_2705	53	27	36	27	0.428571428571429	OG0
OG_2707	95	55	58	55	0.873015873015873	OG1
OG_2708	67	57	57	57	0.904761904761905	OG0
OG_2709	42	39	42	39	0.619047619047619	OG0
OG_271	91	51	51	51	0.80952380952381	OG0
OG_2711	86	56	60	56	0.888888888888889	OG1
OG_2712	50	37	40	37	0.587301587301587	OG0
OG_2713	57	45	53	45	0.714285714285714	OG1
OG_2715	38	32	33	32	0.507936507936508	OG0
OG_2716	61	49	53	49	0.777777777777778	OG0
OG_2717	61	26	47	26	0.412698412698413	OG0
OG_2718	99	36	60	36	0.571428571428571	OG1
OG_272	54	50	50	50	0.793650793650794	OG0
OG_2720	81	58	58	58	0.920634920634921	OG0
OG_2721	60	50	56	50	0.793650793650794	OG0
OG_2722	67	55	55	55	0.873015873015873	OG0
OG_2724	63	19	40	19	0.301587301587302	OG3
OG_2725	69	54	57	54	0.857142857142857	OG0
OG_2726	46	38	40	38	0.603174603174603	OG0
OG_2729	68	56	56	56	0.888888888888889	OG0
OG_273	66	51	54	51	0.80952380952381	OG0
OG_2730	75	36	60	36	0.571428571428571	OG2
OG_2732	85	58	60	58	0.920634920634921	OG2
OG_2734	89	40	42	40	0.634920634920635	OG0
OG_2735	62	57	57	57	0.904761904761905	OG0
OG_2739	55	51	51	51	0.80952380952381	OG0
OG_274	61	20	34	20	0.317460317460317	OG2
OG_2740	72	58	58	58	0.920634920634921	OG0
OG_2741	51	47	50	47	0.746031746031746	OG0
OG_2742	52	42	45	42	0.666666666666667	OG0
OG_2743	66	52	52	52	0.825396825396825	OG0
OG_2744	56	53	53	53	0.841269841269841	OG0
OG_2746	78	47	57	47	0.746031746031746	OG2
OG_2747	48	36	45	36	0.571428571428571	OG1
OG_2748	81	49	59	49	0.777777777777778	OG2
OG_275	47	31	44	31	0.492063492063492	OG1
OG_2751	57	52	53	52	0.825396825396825	OG0
OG_2753	39	26	34	26	0.412698412698413	OG1
OG_2755	71	56	56	56	0.888888888888889	OG0
OG_2756	80	54	56	54	0.857142857142857	OG0
OG_2757	75	59	59	59	0.936507936507937	OG0
OG_2759	72	25	57	25	0.396825396825397	OG0
OG_276	71	55	56	55	0.873015873015873	OG0
OG_2761	62	42	49	42	0.666666666666667	OG1
OG_2762	62	53	53	53	0.841269841269841	OG0
OG_2767	62	54	55	54	0.857142857142857	OG0
OG_2768	65	35	56	35	0.555555555555556	OG1
OG_2769	67	57	58	57	0.904761904761905	OG0
OG_2770	68	59	60	59	0.936507936507937	OG0
OG_2771	77	59	59	59	0.936507936507937	OG0
OG_2772	67	57	58	57	0.904761904761905	OG0
OG_2773	93	58	58	58	0.920634920634921	OG0
OG_2774	76	58	59	58	0.920634920634921	OG0
OG_2777	71	50	57	50	0.793650793650794	OG1
OG_278	54	36	44	36	0.571428571428571	OG0
OG_2780	116	43	60	43	0.682539682539683	OG1
OG_2784	52	42	42	42	0.666666666666667	OG0
OG_2785	54	52	53	52	0.825396825396825	OG0
OG_2787	71	46	56	46	0.73015873015873	OG1
OG_2788	58	55	55	55	0.873015873015873	OG0
OG_279	50	43	45	43	0.682539682539683	OG0
OG_2790	54	46	49	46	0.73015873015873	OG0
OG_2791	121	60	60	60	0.952380952380952	OG2
OG_2792	49	39	39	39	0.619047619047619	OG0
OG_2795	62	52	53	52	0.825396825396825	OG0
OG_2797	63	55	55	55	0.873015873015873	OG0
OG_2798	159	15	44	15	0.238095238095238	OG9
OG_2799	69	26	32	26	0.412698412698413	OG0
OG_28	76	50	51	50	0.793650793650794	OG0
OG_280	63	34	42	34	0.53968253968254	OG1
OG_2800	74	58	58	58	0.920634920634921	OG0
OG_2803	74	56	58	56	0.888888888888889	OG0
OG_2805	58	51	51	51	0.80952380952381	OG0
OG_2807	64	56	56	56	0.888888888888889	OG0
OG_2809	65	58	58	58	0.920634920634921	OG0
OG_2810	47	41	44	41	0.650793650793651	OG0
OG_2811	39	37	38	37	0.587301587301587	OG0
OG_2813	116	54	60	54	0.857142857142857	OG3
OG_2814	76	59	59	59	0.936507936507937	OG0
OG_2815	74	62	62	62	0.984126984126984	OG0
OG_2816	53	24	34	24	0.380952380952381	OG1
OG_2818	77	58	58	58	0.920634920634921	OG0
OG_282	49	40	44	40	0.634920634920635	OG0
OG_2821	67	43	51	43	0.682539682539683	OG1
OG_2822	48	42	42	42	0.666666666666667	OG0
OG_2823	71	54	55	54	0.857142857142857	OG0
OG_2825	55	50	51	50	0.793650793650794	OG0
OG_2826	58	54	54	54	0.857142857142857	OG0
OG_2827	70	58	59	58	0.920634920634921	OG0
OG_2830	35	29	34	29	0.46031746031746	OG0
OG_2832	79	54	54	54	0.857142857142857	OG0
OG_2834	78	59	59	59	0.936507936507937	OG0
OG_2835	92	53	54	53	0.841269841269841	OG0
OG_2836	75	55	57	55	0.873015873015873	OG0
OG_2839	52	14	32	14	0.222222222222222	OG4
OG_2840	73	60	60	60	0.952380952380952	OG0
OG_2842	124	60	60	60	0.952380952380952	OG0
OG_2843	48	44	44	44	0.698412698412698	OG0
OG_2844	60	53	53	53	0.841269841269841	OG0
OG_2845	46	38	45	38	0.603174603174603	OG0
OG_2848	72	44	51	44	0.698412698412698	OG1
OG_285	75	51	52	51	0.80952380952381	OG0
OG_2850	82	34	56	34	0.53968253968254	OG0
OG_2853	86	49	60	49	0.777777777777778	OG1
OG_2854	66	48	55	48	0.761904761904762	OG1
OG_2859	66	36	36	36	0.571428571428571	OG0
OG_2860	59	54	54	54	0.857142857142857	OG0
OG_2861	62	46	55	46	0.73015873015873	OG1
OG_2863	66	60	60	60	0.952380952380952	OG0
OG_2864	54	49	50	49	0.777777777777778	OG0
OG_2865	75	41	50	41	0.650793650793651	OG0
OG_2868	34	25	33	25	0.396825396825397	OG0
OG_2869	57	51	54	51	0.80952380952381	OG0
OG_2870	81	54	57	54	0.857142857142857	OG0
OG_2871	62	58	58	58	0.920634920634921	OG0
OG_2872	68	38	47	38	0.603174603174603	OG1
OG_2873	47	35	42	35	0.555555555555556	OG0
OG_2875	50	37	45	37	0.587301587301587	OG1
OG_288	78	57	57	57	0.904761904761905	OG0
OG_2880	48	38	44	38	0.603174603174603	OG1
OG_2881	65	47	55	47	0.746031746031746	OG0
OG_2883	55	45	45	45	0.714285714285714	OG0
OG_2884	60	49	50	49	0.777777777777778	OG0
OG_2885	75	60	61	60	0.952380952380952	OG1
OG_2886	60	53	53	53	0.841269841269841	OG0
OG_2889	76	49	58	49	0.777777777777778	OG1
OG_289	75	56	61	56	0.888888888888889	OG0
OG_2890	93	60	61	60	0.952380952380952	OG0
OG_2891	52	50	50	50	0.793650793650794	OG0
OG_2892	87	57	57	57	0.904761904761905	OG1
OG_2893	60	42	42	42	0.666666666666667	OG0
OG_2894	55	49	50	49	0.777777777777778	OG0
OG_2895	64	36	37	36	0.571428571428571	OG2
OG_2896	90	34	61	34	0.53968253968254	OG0
OG_2897	45	35	40	35	0.555555555555556	OG1
OG_2898	87	59	60	59	0.936507936507937	OG0
OG_2899	97	47	48	47	0.746031746031746	OG0
OG_29	68	56	57	56	0.888888888888889	OG0
OG_290	39	34	38	34	0.53968253968254	OG0
OG_2900	48	41	41	41	0.650793650793651	OG0
OG_2901	53	46	46	46	0.73015873015873	OG0
OG_2902	86	59	60	59	0.936507936507937	OG1
OG_2903	64	56	58	56	0.888888888888889	OG0
OG_2906	43	38	40	38	0.603174603174603	OG0
OG_2909	63	54	57	54	0.857142857142857	OG0
OG_291	80	51	58	51	0.80952380952381	OG0
OG_2910	58	52	54	52	0.825396825396825	OG0
OG_2911	72	43	53	43	0.682539682539683	OG0
OG_2912	66	52	53	52	0.825396825396825	OG0
OG_2913	65	55	57	55	0.873015873015873	OG0
OG_2917	68	61	63	61	0.968253968253968	OG0
OG_2919	41	34	34	34	0.53968253968254	OG1
OG_2920	50	45	47	45	0.714285714285714	OG0
OG_2921	77	59	59	59	0.936507936507937	OG0
OG_2922	41	39	40	39	0.619047619047619	OG0
OG_2923	74	61	61	61	0.968253968253968	OG0
OG_2924	79	50	55	50	0.793650793650794	OG1
OG_2925	70	55	57	55	0.873015873015873	OG0
OG_2926	56	41	46	41	0.650793650793651	OG0
OG_2927	106	24	37	24	0.380952380952381	OG1
OG_2928	44	38	41	38	0.603174603174603	OG1
OG_2929	117	22	60	22	0.349206349206349	OG1
OG_293	45	36	40	36	0.571428571428571	OG1
OG_2931	67	32	43	32	0.507936507936508	OG3
OG_2932	61	47	48	47	0.746031746031746	OG1
OG_2933	96	50	51	50	0.793650793650794	OG0
OG_2936	41	30	39	30	0.476190476190476	OG0
OG_2938	81	62	63	62	0.984126984126984	OG0
OG_294	55	44	45	44	0.698412698412698	OG0
OG_2940	83	61	61	61	0.968253968253968	OG0
OG_2942	62	57	57	57	0.904761904761905	OG0
OG_2943	46	32	42	32	0.507936507936508	OG2
OG_2945	62	22	36	22	0.349206349206349	OG2
OG_2946	58	55	55	55	0.873015873015873	OG0
OG_2948	56	50	52	50	0.793650793650794	OG0
