#OG_name	nb_species	nb_reduced_prot	nb_all_prot	clustering_coefficient
OG_2351	12	14	14	1.0
OG_2352	2	10	10	0.8444
OG_2353	10	26	26	0.5292
OG_2354	2	12	12	0.697
OG_2355	5	5	5	1.0
OG_2356	12	18	18	0.7255
OG_2357	3	20	20	0.5737
OG_2358	3	27	27	0.6467
OG_2359	9	11	11	1.0
OG_2360	5	5	5	1.0
OG_2361	5	10	10	0.8222
OG_2362	4	6	6	1.0
OG_2363	7	11	11	1.0
OG_2364	4	43	43	0.4441
OG_2365	12	175	175	0.224
OG_2366	5	6	6	1.0
OG_2367	11	14	14	1.0
OG_2368	2	20	20	0.3842
OG_2369	12	14	14	1.0
OG_2370	10	12	12	1.0
OG_2371	7	35	35	0.395
OG_2372	10	12	12	0.7121
OG_2373	11	15	15	0.7714
OG_2374	7	8	8	1.0
OG_2375	7	9	9	1.0
OG_2376	4	23	23	0.5296
OG_2377	6	6	6	1.0
OG_2378	5	5	5	1.0
OG_2379	2	10	10	0.4889
OG_2380	7	18	18	0.6405
OG_2381	12	13	13	1.0
OG_2382	8	15	15	0.7619
OG_2383	2	11	11	0.6545
OG_2384	5	9	9	1.0
OG_2385	4	9	9	1.0
OG_2386	5	25	25	0.65
OG_2387	10	11	11	1.0
OG_2388	12	15	15	1.0
OG_2389	10	216	216	0.2569
OG_2390	11	18	18	1.0
OG_2391	5	5	5	1.0
OG_2392	7	7	7	1.0
OG_2393	8	13	13	1.0
OG_2394	7	9	9	1.0
OG_2395	7	10	10	0.5333
OG_2396	4	4	4	1.0
OG_2397	12	12	12	1.0
OG_2398	12	12	12	1.0
OG_2399	12	85	85	0.2496
OG_2400	11	19	19	0.9006
OG_2401	10	30	30	0.7195
OG_2402	8	11	11	0.8727
OG_2403	9	17	17	1.0
OG_2404	9	10	10	0.8889
OG_2405	3	11	11	0.4545
OG_2406	11	19	19	0.7368
OG_2407	2	3	3	1.0
OG_2408	2	7	7	0.9524
OG_2409	3	10	10	1.0
OG_2410	9	23	23	0.6877
OG_2411	2	14	14	0.6264
OG_2412	2	14	14	0.4176
OG_2413	9	21	21	0.6095
OG_2414	11	19	19	0.8363
OG_2415	6	13	13	0.5256
OG_2416	2	12	12	0.5455
OG_2417	4	14	14	0.6374
OG_2418	8	15	15	0.6952
OG_2419	12	31	31	0.9484
OG_2420	4	11	11	0.9636
OG_2421	10	29	29	0.968
OG_2422	6	7	7	1.0
OG_2423	2	18	18	0.8758
OG_2424	10	10	10	1.0
OG_2425	12	18	18	0.9281
OG_2426	8	10	10	1.0
OG_2427	11	18	18	0.9608
OG_2428	9	25	25	0.61
OG_2429	11	60	60	0.5356
OG_2430	9	211	211	0.1747
OG_2431	9	11	11	1.0
OG_2432	5	7	7	0.7619
OG_2433	7	20	20	0.9105
OG_2434	11	11	11	1.0
OG_2435	6	7	7	1.0
OG_2436	4	5	5	1.0
OG_2437	12	13	13	1.0
OG_2438	2	4	4	1.0
OG_2439	10	16	16	1.0
OG_2440	12	192	192	0.1828
OG_2441	2	7	7	1.0
OG_2442	11	15	15	0.9905
OG_2443	3	71	71	0.3477
OG_2444	9	12	12	0.8788
OG_2445	12	27	27	0.4929
OG_2446	9	11	11	1.0
OG_2447	3	17	17	0.7647
OG_2448	5	5	5	1.0
OG_2449	2	32	32	0.5423
OG_2450	10	13	13	1.0
OG_2451	4	5	5	1.0
OG_2452	11	12	12	1.0
OG_2453	2	27	27	0.3675
OG_2454	12	17	17	1.0
OG_2455	2	10	10	0.7111
OG_2456	9	14	14	0.9231
OG_2457	7	11	11	0.9273
OG_2458	9	9	9	1.0
OG_2459	4	45	45	0.5131
OG_2460	7	9	9	1.0
OG_2461	11	16	16	1.0
OG_2462	10	13	13	0.9103
OG_2463	4	95	95	0.258
OG_2464	12	21	21	0.7524
OG_2465	11	13	13	1.0
OG_2466	3	14	14	0.7033
OG_2467	10	33	33	0.7443
OG_2468	11	13	13	1.0
OG_2469	12	1052	1052	0.0451
OG_2470	9	9	9	1.0
OG_2471	2	8	8	0.7143
OG_2472	10	12	12	1.0
OG_2473	8	80	80	0.1364
OG_2474	12	18	18	0.8954
OG_2475	9	10	10	1.0
OG_2476	12	273	273	0.0952
OG_2477	8	8	8	0.9643
OG_2478	6	206	206	0.1043
OG_2479	12	13	13	0.6154
OG_2480	5	26	26	0.4062
OG_2481	12	48	48	0.4167
OG_2482	12	15	15	1.0
OG_2483	12	13	13	0.8718
OG_2484	3	14	14	0.2967
OG_2485	10	12	12	1.0
OG_2486	10	70	70	0.3781
OG_2487	10	15	15	0.8952
OG_2488	10	28	28	0.4974
OG_2489	5	6	6	1.0
OG_2490	2	10	10	0.6444
OG_2491	2	17	17	0.7353
OG_2492	2	3	3	1.0
OG_2493	5	17	17	1.0
OG_2494	12	33	33	0.483
OG_2495	2	6	6	1.0
OG_2496	6	51	51	0.5145
OG_2497	12	14	14	0.8242
OG_2498	12	15	15	1.0
OG_2499	12	14	14	0.9011
OG_2500	2	10	10	0.6222
OG_2501	7	34	34	0.3904
OG_2502	4	24	24	0.4457
OG_2503	11	26	26	0.7262
OG_2504	3	26	26	0.44
OG_2505	8	8	8	1.0
OG_2506	5	13	13	0.6538
OG_2507	4	14	14	0.7582
OG_2508	2	11	11	0.9818
OG_2509	12	16	16	1.0
OG_2510	4	4	4	1.0
OG_2511	5	10	10	0.9556
OG_2512	7	8	8	1.0
OG_2513	12	20	20	0.7526
OG_2514	12	29	29	0.5419
OG_2515	2	2	2	1.0
OG_2516	11	11	11	1.0
OG_2517	10	10	10	1.0
OG_2518	12	17	17	0.9853
OG_2519	11	14	14	1.0
OG_2520	3	5	5	1.0
OG_2521	4	15	15	0.4095
OG_2522	10	13	13	0.9103
OG_2523	3	3	3	1.0
OG_2524	8	15	15	1.0
OG_2525	11	11	11	1.0
OG_2526	7	13	13	0.6538
OG_2527	11	16	16	1.0
OG_2528	11	71	71	0.2189
OG_2529	10	12	12	1.0
OG_2530	8	9	9	1.0
OG_2531	3	16	16	0.425
OG_2532	2	3	3	1.0
OG_2533	2	3	3	1.0
OG_2534	8	10	10	1.0
OG_2535	12	17	17	1.0
OG_2536	11	18	18	0.8235
OG_2537	2	9	9	0.9167
OG_2538	12	19	19	1.0
OG_2539	7	40	40	0.6013
OG_2540	9	13	13	0.7436
OG_2541	10	11	11	1.0
OG_2542	2	17	17	0.3897
OG_2543	5	7	7	1.0
OG_2544	12	20	20	0.7842
OG_2545	7	8	8	1.0
OG_2546	8	19	19	1.0
OG_2547	7	36	36	0.446
OG_2548	6	6	6	1.0
OG_2549	8	9	9	1.0
OG_2550	2	10	10	0.8
OG_2551	10	19	19	0.5906
OG_2552	3	43	43	0.2901
OG_2553	4	6	6	1.0
OG_2554	10	14	14	1.0
OG_2555	2	8	8	0.8571
OG_2556	10	41	41	0.4293
OG_2557	12	16	16	0.7667
OG_2558	10	15	15	1.0
OG_2559	12	166	166	0.2201
OG_2560	3	32	32	0.3165
OG_2561	8	8	8	1.0
OG_2562	8	8	8	1.0
OG_2563	9	29	29	0.4458
OG_2564	9	12	12	0.9394
OG_2565	11	16	16	1.0
OG_2566	11	13	13	1.0
OG_2567	10	20	20	0.7474
OG_2568	11	36	36	0.8651
OG_2569	11	15	15	0.781
OG_2570	8	9	9	1.0
OG_2571	11	14	14	1.0
OG_2572	11	13	13	1.0
OG_2573	3	11	11	0.8364
OG_2574	8	9	9	1.0
OG_2575	10	403	403	0.102
OG_2576	5	90	90	0.2295
OG_2577	12	17	17	0.9632
OG_2578	4	44	44	0.6089
OG_2579	11	18	18	0.4837
OG_2580	12	26	26	1.0
OG_2581	11	12	12	1.0
OG_2582	12	20	20	0.8526
OG_2583	8	11	11	1.0
OG_2584	9	27	27	0.886
OG_2585	8	12	12	1.0
OG_2586	5	40	40	0.3564
OG_2587	10	11	11	1.0
OG_2588	3	3	3	1.0
OG_2589	12	16	16	1.0
OG_2590	3	21	21	0.7095
OG_2591	9	10	10	0.8889
OG_2592	7	25	25	0.5733
OG_2593	5	36	36	0.4063
OG_2594	10	10	10	1.0
OG_2595	11	15	15	0.7714
OG_2596	8	21	21	0.8762
OG_2597	8	8	8	1.0
OG_2598	7	7	7	1.0
OG_2599	12	24	24	0.5145
OG_2600	12	34	34	0.8307
OG_2601	2	4	4	1.0
OG_2602	2	11	11	0.5636
OG_2603	8	9	9	1.0
OG_2604	10	11	11	1.0
OG_2605	2	8	8	0.6429
OG_2606	5	7	7	0.9048
OG_2607	5	6	6	1.0
OG_2608	12	18	18	0.6797
OG_2609	7	10	10	1.0
OG_2610	3	33	33	0.5114
OG_2611	12	18	18	0.7778
OG_2612	12	15	15	1.0
OG_2613	3	5	5	1.0
OG_2614	10	12	12	0.9545
OG_2615	11	19	19	1.0
OG_2616	3	4	4	1.0
OG_2617	3	8	8	1.0
OG_2618	6	6	6	0.7333
OG_2619	10	12	12	0.9091
OG_2620	3	5	5	1.0
OG_2621	2	15	15	0.4381
OG_2622	10	10	10	1.0
OG_2623	12	56	56	0.6604
OG_2624	12	13	13	1.0
OG_2625	11	14	14	0.8791
OG_2626	11	12	12	1.0
OG_2627	3	17	17	0.6029
OG_2628	12	15	15	1.0
OG_2629	8	10	10	1.0
OG_2630	2	5	5	1.0
OG_2631	12	33	33	0.4148
OG_2632	3	28	28	0.4841
OG_2633	4	5	5	1.0
OG_2634	7	11	11	1.0
OG_2635	8	8	8	1.0
OG_2636	12	29	29	0.8571
OG_2637	4	11	11	1.0
OG_2638	9	140	140	0.3365
OG_2639	5	39	39	0.3684
OG_2640	11	105	105	0.2286
OG_2641	7	14	14	0.9231
OG_2642	2	5	5	1.0
OG_2643	11	16	16	0.8333
OG_2644	6	7	7	1.0
OG_2645	10	19	19	0.8304
OG_2646	12	12	12	1.0
OG_2647	9	11	11	0.9636
OG_2648	2	3	3	1.0
OG_2649	11	15	15	0.6
OG_2650	2	6	6	1.0
OG_2651	7	17	17	0.6471
OG_2652	10	11	11	1.0
OG_2653	11	13	13	0.859
OG_2654	2	5	5	1.0
OG_2655	7	12	12	0.7727
OG_2656	10	25	25	0.6833
OG_2657	2	12	12	0.5303
OG_2658	11	11	11	1.0
OG_2659	2	4	4	1.0
OG_2660	4	4	4	1.0
OG_2661	4	70	70	0.2542
OG_2662	5	8	8	0.9286
OG_2663	3	26	26	0.2738
OG_2664	3	3	3	1.0
OG_2665	12	13	13	1.0
OG_2666	5	8	8	0.6429
OG_2667	12	73	73	0.3721
OG_2668	10	15	15	0.6952
OG_2669	2	6	6	1.0
OG_2670	2	3	3	1.0
OG_2671	9	9	9	1.0
OG_2672	12	40	40	0.4974
OG_2673	11	14	14	1.0
OG_2674	2	41	41	0.3488
OG_2675	9	10	10	1.0
OG_2676	12	13	13	1.0
OG_2677	6	30	30	0.6529
OG_2678	12	82	82	0.2349
OG_2679	5	18	18	0.7778
OG_2680	7	9	9	1.0
OG_2681	9	10	10	1.0
OG_2682	5	5	5	1.0
OG_2683	11	12	12	1.0
OG_2684	9	12	12	0.6364
OG_2685	7	15	15	0.7619
OG_2686	10	11	11	1.0
OG_2687	6	7	7	1.0
OG_2688	7	7	7	1.0
OG_2689	9	11	11	0.9455
OG_2690	2	37	37	0.3634
OG_2691	2	7	7	0.8095
OG_2692	4	10	10	0.8889
OG_2693	11	13	13	1.0
OG_2694	12	14	14	1.0
OG_2695	12	21	21	0.7333
OG_2696	3	8	8	1.0
OG_2697	6	6	6	1.0
OG_2698	12	12	12	1.0
OG_2699	6	7	7	1.0
OG_2700	11	15	15	0.7714
OG_2701	12	17	17	1.0
OG_2702	3	60	60	0.3503
OG_2703	10	10	10	1.0
OG_2704	8	10	10	1.0
OG_2705	11	14	14	1.0
OG_2706	9	9	9	1.0
OG_2707	12	16	16	1.0
OG_2708	3	15	15	0.581
OG_2709	11	13	13	1.0
OG_2710	12	27	27	0.8575
OG_2711	12	148	148	0.4818
OG_2712	8	12	12	0.8788
OG_2713	4	14	14	0.7802
OG_2714	10	25	25	0.5367
OG_2715	4	39	39	0.2186
OG_2716	5	31	31	0.7677
OG_2717	11	15	15	0.8952
OG_2718	2	12	12	0.5455
OG_2719	4	108	108	0.1713
OG_2720	11	13	13	1.0
OG_2721	6	6	6	1.0
OG_2722	2	9	9	0.8889
OG_2723	8	8	8	1.0
OG_2724	11	61	61	0.1852
OG_2725	12	18	18	0.9542
OG_2726	10	14	14	0.6484
OG_2727	12	13	13	0.9615
OG_2728	9	14	14	0.4945
OG_2729	12	15	15	1.0
OG_2730	2	5	5	1.0
OG_2731	9	11	11	1.0
OG_2732	9	86	86	0.223
OG_2733	12	24	24	0.9058
OG_2734	12	18	18	0.7908
OG_2735	4	7	7	1.0
OG_2736	12	17	17	1.0
OG_2737	2	7	7	0.619
OG_2738	2	6	6	0.7333
OG_2739	12	16	16	1.0
OG_2740	7	9	9	1.0
OG_2741	7	7	7	1.0
OG_2742	3	5	5	1.0
OG_2743	3	25	25	0.6567
OG_2744	10	12	12	1.0
OG_2745	11	13	13	0.6667
OG_2746	7	7	7	1.0
OG_2747	5	18	18	0.5556
OG_2748	12	16	16	1.0
OG_2749	12	13	13	1.0
OG_2750	3	14	14	0.6264
OG_2751	2	2	2	1.0
OG_2752	12	17	17	1.0
OG_2753	10	10	10	1.0
OG_2754	7	25	25	0.54
OG_2755	12	136	136	0.6002
OG_2756	2	7	7	0.8095
OG_2757	2	5	5	1.0
OG_2758	6	6	6	1.0
OG_2759	7	7	7	1.0
OG_2760	12	93	93	0.3817
OG_2761	11	14	14	0.967
OG_2762	10	12	12	0.7727
OG_2763	12	13	13	1.0
OG_2764	8	8	8	1.0
OG_2765	5	8	8	1.0
OG_2766	12	18	18	0.8039
OG_2767	10	16	16	0.8083
OG_2768	3	5	5	1.0
OG_2769	11	14	14	0.8791
OG_2770	6	9	9	1.0
OG_2771	8	9	9	1.0
OG_2772	10	34	34	0.3048
OG_2773	8	73	73	0.3626
OG_2774	9	9	9	1.0
OG_2775	12	17	17	1.0
OG_2776	5	15	15	0.8857
OG_2777	11	26	26	0.9846
OG_2778	3	11	11	0.7091
OG_2779	3	10	10	0.3778
OG_2780	12	235	235	0.1773
OG_2781	6	7	7	1.0
OG_2782	7	122	122	0.1341
OG_2783	6	270	270	0.0739
OG_2784	2	9	9	0.6667
OG_2785	9	11	11	1.0
OG_2786	11	16	16	0.9
OG_2787	12	21	21	0.9095
OG_2788	9	10	10	1.0
OG_2789	5	5	5	1.0
OG_2790	12	15	15	1.0
OG_2791	11	17	17	0.8088
OG_2792	4	6	6	1.0
OG_2793	9	10	10	1.0
OG_2794	10	15	15	0.6857
OG_2795	7	8	8	1.0
OG_2796	12	13	13	1.0
OG_2797	10	12	12	1.0
OG_2798	10	53	53	0.3316
OG_2799	11	15	15	0.7619
OG_2800	8	13	13	0.8333
OG_2801	5	6	6	1.0
OG_2802	11	14	14	1.0
OG_2803	2	7	7	1.0
OG_2804	11	19	19	1.0
OG_2805	10	22	22	1.0
OG_2806	10	58	58	0.6528
OG_2807	10	14	14	0.6593
OG_2808	11	11	11	1.0
OG_2809	8	8	8	1.0
OG_2810	4	10	10	0.8444
OG_2811	8	8	8	0.7857
OG_2812	2	5	5	1.0
OG_2813	11	14	14	0.8791
OG_2814	11	14	14	0.7473
OG_2815	8	11	11	0.8727
OG_2816	12	16	16	0.8583
OG_2817	11	17	17	0.9485
OG_2818	3	17	17	0.5
OG_2819	10	11	11	1.0
OG_2820	6	8	8	1.0
OG_2821	12	13	13	1.0
OG_2822	2	11	11	0.3818
OG_2823	6	9	9	1.0
OG_2824	2	12	12	0.4697
OG_2825	8	11	11	0.9455
OG_2826	10	12	12	1.0
OG_2827	2	5	5	1.0
OG_2828	8	20	20	0.4263
OG_2829	9	11	11	1.0
OG_2830	6	8	8	1.0
OG_2831	11	60	60	0.8955
OG_2832	9	9	9	1.0
OG_2833	2	4	4	1.0
OG_2834	11	12	12	1.0
OG_2835	10	13	13	0.9744
OG_2836	8	9	9	0.9722
OG_2837	5	10	10	0.8222
OG_2838	2	9	9	0.75
OG_2839	6	11	11	0.6909
OG_2840	11	20	20	0.7579
OG_2841	5	5	5	1.0
OG_2842	8	13	13	1.0
OG_2843	6	6	6	0.8667
OG_2844	10	227	227	0.0918
OG_2845	8	12	12	0.7273
OG_2846	11	92	92	0.6194
OG_2847	12	37	37	0.3288
OG_2848	2	3	3	1.0
OG_2849	3	6	6	1.0
OG_2850	11	15	15	0.8762
OG_2851	6	11	11	1.0
OG_2852	12	93	93	0.4984
OG_2853	12	103	103	0.3545
OG_2854	12	13	13	1.0
OG_2855	11	35	35	0.6588
OG_2856	2	4	4	1.0
OG_2857	12	13	13	1.0
OG_2858	12	13	13	1.0
OG_2859	12	19	19	0.6199
OG_2860	3	24	24	0.5906
OG_2861	2	12	12	0.4394
OG_2862	12	19	19	0.8363
OG_2863	3	8	8	0.6429
OG_2864	8	8	8	1.0
OG_2865	3	19	19	0.5322
OG_2866	6	7	7	0.8095
OG_2867	2	11	11	0.6364
OG_2868	12	13	13	1.0
OG_2869	6	6	6	1.0
OG_2870	3	8	8	0.8929
OG_2871	11	65	65	0.2817
OG_2872	4	17	17	0.6618
OG_2873	11	98	98	0.2241
OG_2874	4	46	46	0.6184
OG_2875	7	8	8	1.0
OG_2876	6	9	9	0.9444
OG_2877	7	31	31	0.3914
OG_2878	12	14	14	1.0
OG_2879	11	13	13	0.9487
OG_2880	12	22	22	0.645
OG_2881	5	5	5	1.0
OG_2882	5	9	9	1.0
OG_2883	5	149	149	0.1737
OG_2884	2	28	28	0.3016
OG_2885	3	29	29	0.5961
OG_2886	11	78	78	0.4249
OG_2887	3	51	51	0.3631
OG_2888	5	9	9	1.0
OG_2889	3	17	17	0.8015
OG_2890	2	12	12	0.5455
OG_2891	3	34	34	0.3191
OG_2892	6	26	26	0.6462
OG_2893	4	9	9	0.8889
OG_2894	12	14	14	1.0
OG_2895	2	7	7	0.8571
OG_2896	3	10	10	0.7111
OG_2897	4	28	28	0.4974
OG_2898	2	28	28	0.3677
OG_2899	7	32	32	0.8246
OG_2900	4	14	14	0.7143
OG_2901	3	53	53	0.4427
OG_2902	3	14	14	0.6923
OG_2903	3	16	16	0.65
OG_2904	5	71	71	0.3577
OG_2905	3	59	59	0.225
OG_2906	4	21	21	0.919
OG_2907	4	69	69	0.2438
OG_2908	2	5	5	1.0
OG_2909	3	31	31	0.3312
OG_2910	2	8	8	0.7857
OG_2911	2	15	15	0.5429
OG_2912	2	8	8	0.5357
OG_2913	2	14	14	0.5604
OG_2914	6	36	36	0.4159
OG_2915	11	20	20	0.9211
OG_2916	3	33	33	0.4527
OG_2917	2	8	8	0.8571
OG_2918	9	81	81	0.2269
OG_2919	2	25	25	0.3633
OG_2920	3	31	31	0.2602
OG_2921	3	17	17	0.6765
OG_2922	2	10	10	0.7111
OG_2923	2	24	24	0.2862
OG_2924	11	80	80	0.213
OG_2925	2	8	8	0.8214
OG_2926	12	22	22	0.9177
OG_2927	7	24	24	0.5797
OG_2928	2	5	5	1.0
OG_2929	5	40	40	0.55
OG_2930	6	54	54	0.2586
OG_2931	5	9	9	0.6944
OG_2932	2	4	4	1.0
OG_2933	7	8	8	1.0
OG_2934	7	8	8	1.0
OG_2935	2	5	5	1.0
OG_2936	12	19	19	1.0
OG_2937	6	9	9	0.8611
OG_2938	7	9	9	1.0
OG_2939	5	7	7	1.0
OG_2940	3	7	7	1.0
OG_2941	9	11	11	0.8909
OG_2942	4	6	6	1.0
OG_2943	3	15	15	0.8476
OG_2944	10	21	21	0.9429
OG_2945	6	22	22	0.5152
OG_2946	11	14	14	1.0
OG_2947	10	11	11	1.0
OG_2948	12	18	18	1.0
OG_2949	4	4	4	1.0
OG_2950	10	47	47	0.8326
OG_2951	12	48	48	0.2544
OG_2952	6	6	6	1.0
OG_2953	4	5	5	1.0
OG_2954	10	123	123	0.3345
OG_2955	12	26	26	0.7969
OG_2956	5	11	11	0.7091
OG_2957	10	12	12	1.0
OG_2958	11	13	13	0.8846
OG_2959	3	12	12	0.9545
OG_2960	3	5	5	0.8
OG_2961	11	14	14	1.0
OG_2962	8	19	19	1.0
OG_2963	6	7	7	0.9048
OG_2964	7	13	13	1.0
OG_2965	5	6	6	0.8667
OG_2966	12	20	20	0.9316
OG_2967	9	10	10	1.0
OG_2968	10	108	108	0.4197
OG_2969	11	20	20	0.8632
OG_2970	4	8	8	0.8214
OG_2971	11	26	26	0.7938
OG_2972	8	11	11	1.0
OG_2973	12	45	45	0.4061
OG_2974	11	18	18	0.9477
OG_2975	10	17	17	0.7426
OG_2976	12	16	16	0.9417
OG_2977	7	14	14	0.956
OG_2978	7	7	7	1.0
OG_2979	12	54	54	0.4486
OG_2980	10	16	16	0.7917
OG_2981	8	30	30	0.6828
OG_2982	2	7	7	0.8095
OG_2983	10	12	12	0.7424
OG_2984	12	17	17	0.9485
OG_2985	12	16	16	1.0
OG_2986	12	17	17	0.8088
OG_2987	12	26	26	0.6677
OG_2988	10	11	11	1.0
OG_2989	12	32	32	0.8387
OG_2990	9	13	13	0.8974
OG_2991	12	60	60	0.7723
OG_2992	12	16	16	0.7
OG_2993	9	9	9	1.0
OG_2994	12	17	17	0.9044
OG_2995	9	10	10	0.8667
OG_2996	9	13	13	0.6923
OG_2997	11	28	28	0.963
OG_2998	9	11	11	1.0
OG_2999	2	5	5	1.0
OG_3000	6	6	6	1.0
OG_3001	3	4	4	1.0
OG_3002	11	13	13	0.9744
OG_3003	12	18	18	0.9281
OG_3004	6	9	9	1.0
OG_3005	5	6	6	0.8
OG_3006	8	17	17	0.9926
OG_3007	10	12	12	0.9697
OG_3008	7	15	15	0.5714
OG_3009	8	17	17	0.8088
OG_3010	6	6	6	1.0
OG_3011	8	9	9	1.0
OG_3012	5	29	29	0.2291
OG_3013	11	14	14	1.0
OG_3014	9	10	10	1.0
OG_3015	11	11	11	1.0
OG_3016	7	14	14	0.6593
OG_3017	5	7	7	1.0
OG_3018	12	21	21	0.519
OG_3019	8	12	12	0.7424
OG_3020	12	17	17	1.0
OG_3021	12	21	21	1.0
OG_3022	12	14	14	1.0
OG_3023	10	17	17	0.9265
OG_3024	5	18	18	0.7778
OG_3025	10	13	13	0.9872
OG_3026	10	14	14	0.978
OG_3027	8	10	10	0.7778
OG_3028	5	6	6	0.8667
OG_3029	10	13	13	0.7692
OG_3030	12	22	22	0.671
OG_3031	3	7	7	1.0
OG_3032	11	18	18	0.7386
OG_3033	2	10	10	0.8667
OG_3034	4	7	7	0.6667
OG_3035	10	14	14	1.0
OG_3036	7	8	8	0.6786
OG_3037	5	7	7	0.9524
OG_3038	5	6	6	1.0
OG_3039	5	29	29	0.5025
OG_3040	3	6	6	0.9333
OG_3041	12	15	15	1.0
OG_3042	12	15	15	1.0
OG_3043	10	19	19	0.6608
OG_3044	12	19	19	0.9942
OG_3045	9	20	20	0.6947
OG_3046	12	18	18	0.7582
OG_3047	10	12	12	1.0
OG_3048	12	14	14	0.956
OG_3049	12	17	17	1.0
OG_3050	11	18	18	0.5294
OG_3051	12	13	13	0.7308
OG_3052	12	127	127	0.2281
OG_3053	3	3	3	1.0
OG_3054	2	23	23	0.3083
OG_3055	12	13	13	1.0
OG_3056	4	20	20	0.4421
OG_3057	6	28	28	0.8783
OG_3058	9	16	16	0.95
OG_3059	8	12	12	1.0
OG_3060	12	32	32	0.5081
OG_3061	6	14	14	0.6154
OG_3062	5	7	7	0.8095
OG_3063	8	9	9	1.0
OG_3064	12	24	24	0.6413
OG_3065	7	15	15	0.6762
OG_3066	5	6	6	0.8667
OG_3067	12	34	34	0.9412
OG_3068	5	9	9	0.7778
OG_3069	2	2	2	1.0
OG_3070	5	6	6	1.0
OG_3071	12	19	19	1.0
OG_3072	12	18	18	0.9216
OG_3073	12	23	23	0.5771
OG_3074	2	8	8	0.6071
OG_3075	4	13	13	0.4872
OG_3076	11	25	25	0.5967
OG_3077	12	16	16	0.8583
OG_3078	8	12	12	0.6667
OG_3079	10	12	12	0.6515
OG_3080	12	55	55	0.4855
OG_3081	10	31	31	0.6559
OG_3082	4	14	14	0.6374
OG_3083	4	21	21	0.4429
OG_3084	11	15	15	1.0
OG_3085	7	37	37	0.5991
OG_3086	12	77	77	0.6145
OG_3087	12	30	30	0.4713
OG_3088	4	10	10	0.4667
OG_3089	12	23	23	0.8617
OG_3090	11	16	16	0.4833
OG_3091	8	11	11	0.8364
OG_3092	5	5	5	0.8
OG_3093	3	12	12	0.6212
OG_3094	8	11	11	0.8182
OG_3095	5	7	7	1.0
OG_3096	11	20	20	0.9737
OG_3097	7	16	16	0.9917
OG_3098	10	35	35	0.842
OG_3099	7	7	7	1.0
OG_3100	6	17	17	0.9559
OG_3101	12	18	18	0.719
OG_3102	2	5	5	0.8
OG_3103	11	21	21	0.5857
OG_3104	12	16	16	0.7583
OG_3105	2	11	11	0.8364
OG_3106	10	29	29	0.4729
OG_3107	12	22	22	0.8009
OG_3108	10	11	11	1.0
OG_3109	11	15	15	0.8762
OG_3110	2	7	7	1.0
OG_3111	6	8	8	1.0
OG_3112	11	15	15	0.7619
OG_3113	10	20	20	0.7579
OG_3114	7	9	9	0.8889
OG_3115	6	10	10	0.7333
OG_3116	4	10	10	0.8889
OG_3117	12	29	29	0.5493
OG_3118	10	16	16	0.9167
OG_3119	12	14	14	0.978
OG_3120	12	14	14	0.978
OG_3121	9	11	11	0.7818
OG_3122	2	5	5	1.0
OG_3123	12	38	38	0.4367
OG_3124	8	14	14	0.8352
OG_3125	2	16	16	0.3833
OG_3126	11	12	12	0.9545
OG_3127	11	15	15	0.7714
OG_3128	10	21	21	0.7857
OG_3129	8	8	8	1.0
OG_3130	11	12	12	1.0
OG_3131	7	8	8	0.8214
OG_3132	12	44	44	0.6131
OG_3133	12	78	78	0.2318
OG_3134	4	11	11	0.8
OG_3135	5	8	8	0.6071
OG_3136	10	24	24	0.558
OG_3137	8	20	20	0.9684
OG_3138	3	15	15	0.6952
OG_3139	12	15	15	1.0
OG_3140	12	15	15	0.8762
OG_3141	11	13	13	1.0
OG_3142	12	14	14	1.0
OG_3143	6	8	8	1.0
OG_3144	5	7	7	1.0
OG_3145	9	10	10	1.0
OG_3146	6	16	16	0.775
OG_3147	9	10	10	0.8667
OG_3148	8	9	9	1.0
OG_3149	2	6	6	1.0
OG_3150	4	4	4	1.0
OG_3151	10	12	12	0.9394
OG_3152	12	15	15	0.9905
OG_3153	8	9	9	1.0
OG_3154	4	5	5	1.0
OG_3155	11	36	36	0.8
OG_3156	12	16	16	0.5917
OG_3157	9	10	10	1.0
OG_3158	11	52	52	0.3876
OG_3159	8	11	11	0.5636
OG_3160	10	13	13	1.0
OG_3161	6	9	9	0.8333
OG_3162	4	12	12	0.6818
OG_3163	12	16	16	1.0
OG_3164	9	11	11	1.0
OG_3165	12	17	17	1.0
OG_3166	11	29	29	0.6823
OG_3167	6	6	6	1.0
OG_3168	11	11	11	1.0
OG_3169	8	10	10	1.0
OG_3170	10	13	13	0.9872
OG_3171	8	8	8	1.0
OG_3172	10	14	14	1.0
OG_3173	4	5	5	1.0
OG_3174	5	5	5	1.0
OG_3175	7	10	10	1.0
OG_3176	3	7	7	1.0
OG_3177	12	13	13	1.0
OG_3178	10	10	10	0.9778
OG_3179	10	10	10	1.0
OG_3180	12	29	29	0.5148
OG_3181	3	3	3	1.0
OG_3182	11	16	16	0.7583
OG_3183	9	48	48	0.2917
OG_3184	12	13	13	1.0
OG_3185	4	4	4	1.0
OG_3186	12	24	24	0.9275
OG_3187	2	18	18	0.3922
OG_3188	3	14	14	0.5385
OG_3189	6	72	72	0.4738
OG_3190	6	6	6	1.0
OG_3191	8	16	16	0.95
OG_3192	10	16	16	0.5917
OG_3193	5	88	88	0.1617
OG_3194	2	18	18	0.366
