metacell	num_cells	umis_tot	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
186	68	45695	671.985294117647	569	644.5	740	0.882857460127735	0.153156394362597	0.261271262842654	0.53801384080311	1.45929442303705
187	45	17838	396.4	272	351	531	1.31091892447917	0.275490327020551	0.47673120670797	0.770371871309905	1.78350189960225
188	89	46112	518.112359550562	324	472	633	0.753119307631282	0.156218551242862	0.252275013822653	0.579963839420474	1.55108470968478
189	128	52079	406.8671875	316.75	370.5	446.75	0.831291155252567	0.130868021525495	0.209822480652666	0.488049075013077	1.59516272107399
190	61	40351	661.491803278689	414	642	855	0.781281555851174	0.147984239240611	0.22990670596629	0.442657508509202	1.17093271452143
191	67	27740	414.029850746269	297	382	508	0.914138567894291	0.186852029927906	0.323277604453122	0.586068366243855	1.43442486514887
192	109	68535	628.761467889908	428	532	726	0.735928237364872	0.0991975241102068	0.139417039403887	0.342508441171695	1.14140510082604
193	88	61145	694.829545454545	442.5	666	751.75	0.750512028839572	0.124360069678805	0.206564525513575	0.426676529831167	1.32178512540096
194	52	25850	497.115384615385	342.75	474.5	641.75	0.920077223607922	0.20688420082703	0.344757091650849	0.62620227819211	1.56917619358782
195	70	34111	487.3	342.25	487.5	627.5	0.706507637865471	0.181947334233793	0.290980848492164	0.574584001330638	1.30548902791187
196	45	24880	552.888888888889	448	579	634	0.908465651659729	0.215712441997854	0.356992089432769	0.646958608724373	1.54295944600635
197	102	115266	1130.05882352941	936.75	1135	1252	0.884726811029335	0.0845260733338671	0.129713588663068	0.307176239588423	1.20527867193591
198	60	36663	611.05	444	592	760.75	1.07697551068204	0.147099420426603	0.251149852809021	0.498879900072655	1.34298509278046
199	83	74545	898.132530120482	572	794	1103	0.620133857712322	0.118666770915644	0.178668228404238	0.349233941001958	0.979849116547545
200	73	48362	662.493150684931	478	625	819	0.597799654361294	0.147607823987868	0.240761004259721	0.463074385883083	1.17233447868089
201	69	41091	595.521739130435	401	605	774	0.529835507322864	0.182975724546482	0.311868858131351	0.563928603139519	1.14697144337137
202	88	54963	624.579545454545	402	539.5	794.25	0.446364096235316	0.160177682888766	0.257719692504718	0.491718741058483	1.1110426441187
203	83	150991	1819.1686746988	1243	1614	2353	0.800295222163275	0.0650190381464916	0.0844279612310803	0.18834932629824	0.7122832086753
204	89	185285	2081.85393258427	1582	2010	2640	1.10953841136277	0.0531889822175957	0.0629215034029968	0.155167264439714	0.657929219937083
205	49	22024	449.469387755102	317	411	589	0.755449688047868	0.27336928725972	0.39721165534223	0.712319117617906	1.5183308034536
206	83	63764	768.240963855422	599	770	894	0.538467952697236	0.149467846044986	0.251318532938864	0.471287673681585	1.24614236907343
207	57	35541	623.526315789474	411	559	818	0.69606055514717	0.174464251608834	0.275764616234239	0.596597495479205	1.50666120466258
208	63	51175	812.301587301587	578	773	963.5	0.968918716971786	0.118697914562155	0.184209568593884	0.426821582868873	1.33371942711514
209	94	103286	1098.78723404255	780	1066	1312.75	0.87527026477572	0.0798512828306554	0.116608678895462	0.267322302703979	0.965874267717579
210	78	65480	839.487179487179	573.25	855	1092	1.04365838363966	0.0955456379645546	0.145779254858651	0.334065783370294	1.15265852707507
211	78	130880	1677.94871794872	1068.75	1623	2114.75	1.44665196615789	0.0747746696736905	0.0765710898670989	0.215390754417225	1.00259299150355
