metacell	num_cells	umis_tot	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
191	64	122723	1917.546875	1204	1866.5	2393.75	1.05507349143285	0.062053854753134	0.0971583062990646	0.267113253782556	0.916092361472255
192	84	423437	5040.91666666667	3556.25	4863.5	6641.25	1.97271839548739	0.0235211836283395	0.046855254923907	0.160869700137811	0.737394432087648
193	87	102515	1178.33333333333	916.5	1131	1403	0.850655812815821	0.0628361153615039	0.113263452469362	0.256609792209188	0.930165289723308
194	106	101589	958.38679245283	740.25	899	1082.5	0.962191175614682	0.0580285493129707	0.0955249401629119	0.23947589058614	1.05933363452793
195	81	122903	1517.32098765432	1154	1398	1730	0.764542968879937	0.0695924565253479	0.123703680458883	0.266705512630179	0.927364761433835
196	60	56860	947.666666666667	694.5	812	1066.25	0.759536478369645	0.107507947467599	0.195808557438882	0.456410562903161	1.53460178060857
197	79	65496	829.063291139241	680	784	902.5	0.789059232903125	0.104983945796597	0.200985023656353	0.441479406783706	1.47927583273887
198	70	60006	857.228571428571	681.25	848	997	1.0416620475436	0.0966038774686055	0.173585077406082	0.43481499548392	1.55905498429667
199	91	68431	751.989010989011	582.5	763	929.5	0.824957582151407	0.107182744005581	0.206672776152825	0.459486411911052	1.58938379656783
200	92	74781	812.836956521739	659.75	791.5	952.75	0.728143285169755	0.106124143691352	0.201939417165717	0.447421669968543	1.53848435736536
