metacell	num_cells	umis_tot	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
201	103	134386	1304.71844660194	870.5	1108	1455	0.4798727667499	0.0727956118596461	0.142550649829103	0.336034245957268	1.24306630218666
202	48	52529	1094.35416666667	687	969.5	1196	0.580479809963504	0.115725845305006	0.208764306930562	0.440467068802202	1.30067054025997
203	113	143237	1267.58407079646	878	1161	1496	0.571339255399799	0.068382382408785	0.131597184505783	0.286044666409944	0.928693254924856
204	46	124269	2701.5	1867.5	2329.5	3255	0.408204510405762	0.0788834912156117	0.137098221320614	0.277540263593718	0.871218324318035
205	46	119167	2590.58695652174	1701.25	2282.5	2954.25	0.358619086775288	0.0821663885581482	0.14176798279209	0.285039566363841	0.841214022365649
206	108	135994	1259.2037037037	917.25	1208	1529	0.5728441086063	0.0719450381429825	0.135163790260035	0.289622518881626	0.998445165725724
207	83	204173	2459.9156626506	1405	2124	3101	0.720274190199426	0.048363379028617	0.0955440030630789	0.21247390461395	0.9159121972165
208	57	59297	1040.29824561404	749	881	1089	0.783641944951417	0.0969985332241162	0.17548536067844	0.386221985346081	1.2621514267262
209	100	312554	3125.54	1220.75	2461.5	4419.5	0.295984896421926	0.0317535876524741	0.0710999886664191	0.168513721968278	0.660149837311829
210	100	95991	959.91	665.75	899	1163	0.675891680880637	0.0914002632712749	0.157147860535106	0.346760851888325	1.05725562756073
211	45	140877	3130.6	2153	2752	3665	0.406678766639128	0.0698165150184292	0.118261683106137	0.229604614932595	0.681365340884993
212	67	143779	2145.9552238806	884.5	2017	3017	0.45164937859599	0.0661681643446655	0.0989791103671086	0.20831984092846	0.650058824006464
213	41	159598	3892.63414634146	2333	3276	5738	0.291274780787135	0.0618453315092809	0.106916054792273	0.20306725509384	0.529745464845067
214	65	250947	3860.72307692308	2317	3557	4708	0.198813383004252	0.0395161222156365	0.0902318614600024	0.177540162763809	0.438239088214418
215	46	287521	6250.45652173913	3862.75	5398.5	8287	0.449537352978193	0.0346997291331583	0.102970786728871	0.255458932938997	0.960260269892222
216	101	400611	3966.44554455446	2377	3543	5331	0.491743647890715	0.0248327698854341	0.0737445379841302	0.182327061864213	0.874812571788804
217	65	190053	2923.89230769231	1832	2906	3749	0.783755775993997	0.0519517241364537	0.120881045087726	0.304926506539652	1.19145306645535
218	82	425691	5191.35365853659	3991.25	4901	6129.5	0.678193046139285	0.0346959451497564	0.092455864070832	0.248123581607574	1.06354210933242
219	87	318712	3663.35632183908	2170.5	3740	4841.5	0.583465813995584	0.0311626158837578	0.0922495845782199	0.254887232153624	1.00144032586149
220	103	512848	4979.1067961165	3543	4879	6082.5	0.509896537538756	0.0244684930793408	0.074654780201142	0.235732412492014	0.942891437930181
221	56	135838	2425.67857142857	1605.25	2634.5	3055.75	0.758109490922106	0.0722356115580002	0.141162827829751	0.337080617367745	1.24508329272634
222	80	114821	1435.2625	628.75	1357.5	2192.25	0.761900443670556	0.0806849221217463	0.148471327895764	0.342849543740411	1.28996467763318
223	50	45603	912.06	287.75	673.5	1422.25	0.934250628601774	0.113037132553667	0.205460582081908	0.45794398774947	1.55873681225138
224	105	307980	2933.14285714286	1991	2643	3992	0.585714420489162	0.0322146883149735	0.0948839778517702	0.252297303189765	1.16158952980201
225	59	27046	458.406779661017	220	339	601	0.677406395428257	0.159275444945125	0.282278003294541	0.441288846771266	1.14226857454909
226	49	73184	1493.55102040816	1084	1510	1771	0.540786260370276	0.08603821195307	0.151439057654309	0.318055053039356	1.02570556837987
227	61	169145	2772.86885245902	2053	2788	3240	0.512223392038919	0.0582654746148187	0.106754371044589	0.223906098874967	0.801294435574726
228	63	66164	1050.22222222222	769	1035	1306.5	0.605577826143782	0.0896235712407261	0.161797413061378	0.33465622849025	1.15295123931091
229	95	99165	1043.84210526316	538.5	944	1545	0.548606075026466	0.0729553188444571	0.132390658841064	0.277493712453535	1.08331653192097
230	105	283401	2699.05714285714	1606	2709	3493	0.551484360099071	0.0349750211791515	0.0770160046274031	0.199470564219876	0.80322781730713
231	72	138473	1923.23611111111	1207.5	1778	2410.25	0.506211081299624	0.0707990077697895	0.134761298419838	0.280473572278133	0.964323215715655
232	66	98168	1487.39393939394	964.75	1285	2034.5	0.503650989778808	0.0850599681191389	0.151518088732133	0.304358107984016	0.892603053007156
233	69	295044	4276	2713	3643	5744	0.379965205224256	0.0373100495899212	0.0997015776587569	0.249711339496643	1.02216582046286
234	62	378573	6106.01612903226	3904	5780.5	8187.25	0.235736136616733	0.0263216109465935	0.072547790810565	0.170073901467262	0.61326306712333
235	63	131271	2083.66666666667	1012.5	1797	2822	0.327020550173343	0.0746346435071305	0.127322304610092	0.242654974926082	0.636269502408265
236	30	143390	4779.66666666667	3114.25	4462.5	6386	0.355104953931792	0.0688809451319942	0.136123883541834	0.283640226201596	0.952770589760533
237	53	199398	3762.22641509434	1914	3697	5324	0.312449416577272	0.0496172464981684	0.0982055726073481	0.219393726226743	0.789683822980997
238	26	138131	5312.73076923077	3185.75	4587	7198.75	0.414083864700179	0.071564025094016	0.139889531743424	0.285337157530141	0.943822202174102
239	67	282399	4214.91044776119	2704.5	3725	5781	0.308596207837664	0.0351626836991532	0.0880204495781133	0.190702160810014	0.6087896326448
240	60	147735	2462.25	1780	2236.5	3195	0.373850793314189	0.0665236875352168	0.116875251622327	0.228642471042412	0.720180988789176
241	100	471421	4714.21	2952.5	4184	5998	0.265393502519047	0.0211306440271494	0.0584057728673436	0.127883933662464	0.488210384439489
242	56	219476	3919.21428571429	1819.25	3260	5014.5	0.25430475769651	0.0451328361505198	0.086617972899978	0.162820439590646	0.494290770092759
243	40	67176	1679.4	1139	1406.5	2059.5	0.478247454192856	0.0924665666112656	0.144526192137762	0.300493982206473	0.930242186485302
