	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_5099	1	0	0	0	0	0	0
OG_510	1	1	1	1	1	1	1
OG_5102	1	0	1	0	1	1	1
OG_5103	1	0	0	0	0	0	0
OG_5104	0	0	0	1	0	0	0
OG_5110	1	1	1	1	1	1	1
OG_5112	1	1	0	0	0	1	0
OG_5120	1	0	0	0	0	0	0
OG_5127	1	1	0	0	0	1	0
OG_5136	1	0	1	0	1	1	1
OG_514	0	0	1	0	0	0	0
OG_5149	1	0	0	0	0	0	0
OG_5152	1	0	0	1	1	1	1
OG_5153	0	0	0	1	0	0	0
OG_5162	1	0	0	0	0	0	0
OG_5166	1	1	1	1	1	1	1
OG_517	1	0	1	1	1	1	1
OG_5175	0	1	1	0	1	1	1
OG_5186	2	1	2	1	1	1	1
OG_5187	0	0	2	1	1	0	0
OG_5207	1	0	0	0	0	0	0
OG_5215	1	1	1	1	1	1	1
OG_5222	0	0	1	0	0	0	0
OG_5223	1	0	0	0	0	0	0
OG_5229	1	0	1	1	1	1	1
OG_5230	0	0	1	0	0	0	0
OG_5241	1	0	0	0	0	0	0
OG_5264	1	0	0	0	0	0	0
OG_5266	0	0	1	0	0	0	0
OG_5271	1	0	0	1	1	1	1
OG_5280	1	1	1	1	1	1	1
OG_5298	0	0	1	0	0	0	0
OG_5300	0	0	1	0	0	0	0
OG_5312	1	1	0	1	1	1	1
OG_5317	1	1	1	1	1	1	1
OG_5321	0	0	0	1	0	0	0
OG_5325	1	0	0	0	0	0	0
OG_5338	1	0	0	1	1	1	1
OG_5342	1	0	1	1	1	1	1
OG_5345	1	1	0	0	0	1	0
OG_5349	0	0	1	1	1	0	0
OG_5377	0	0	1	0	0	0	0
OG_5383	0	0	0	1	0	0	0
OG_5387	0	1	0	0	0	0	0
OG_539	0	1	0	0	0	0	0
OG_5391	0	0	0	1	0	0	0
OG_5393	0	0	0	1	0	0	0
OG_5394	1	1	1	1	1	1	1
OG_54	1	1	0	0	0	1	0
OG_540	0	0	0	1	0	0	0
OG_5403	0	1	3	0	1	1	1
OG_5409	1	1	1	1	1	1	1
OG_5428	0	1	0	1	1	1	1
OG_5429	1	1	0	0	0	1	0
OG_5440	1	1	1	0	1	1	1
OG_5443	1	0	0	0	0	0	0
OG_545	0	0	0	1	0	0	0
OG_5453	1	0	0	0	0	0	0
OG_5476	1	1	0	1	1	1	1
OG_5478	1	1	0	0	0	1	0
OG_5487	0	0	0	1	0	0	0
OG_5494	0	0	0	1	0	0	0
OG_551	1	1	1	1	1	1	1
OG_5510	1	0	1	1	1	1	1
OG_5518	1	1	1	1	1	1	1
OG_5519	0	1	0	0	0	0	0
OG_5521	0	0	0	1	0	0	0
OG_5545	1	0	0	1	1	1	1
OG_5546	1	1	0	0	0	1	0
OG_555	1	1	0	1	1	1	1
OG_5550	1	0	0	0	0	0	0
OG_5559	1	0	2	1	1	1	1
OG_5581	0	1	1	1	1	1	1
OG_5595	0	1	1	1	1	1	1
OG_56	1	1	1	1	1	1	1
OG_560	0	0	1	1	1	0	0
OG_5609	0	1	0	0	0	0	0
OG_561	1	1	0	1	1	1	1
OG_5616	0	1	1	1	1	1	1
OG_562	1	1	0	0	0	1	0
OG_5627	1	0	0	0	0	0	0
OG_563	1	1	1	0	1	1	1
OG_564	1	0	0	0	0	0	0
OG_5642	1	0	1	1	1	1	1
OG_5645	1	1	1	1	1	1	1
OG_5646	1	0	0	0	0	0	0
OG_5648	1	0	1	0	1	1	1
OG_565	0	1	1	0	1	1	1
OG_5658	1	0	1	1	1	1	1
OG_5663	0	0	1	0	0	0	0
OG_5668	1	1	1	1	1	1	1
OG_5690	0	0	1	1	1	0	0
OG_5701	1	1	0	1	1	1	1
OG_5715	1	1	0	0	0	1	0
OG_5716	1	1	1	1	1	1	1
OG_5719	1	0	1	0	1	1	1
OG_5721	0	0	0	1	0	0	0
OG_5741	0	0	1	0	0	0	0
OG_5746	1	0	0	0	0	0	0
OG_5759	1	0	0	0	0	0	0
OG_5762	1	1	0	1	1	1	1
OG_5763	1	0	0	0	0	0	0
OG_5767	1	1	1	1	1	1	1
OG_577	0	0	1	1	1	0	0
OG_5773	0	0	0	1	0	0	0
OG_5774	1	0	0	0	0	0	0
OG_5782	0	0	1	1	1	0	0
OG_5801	0	0	0	1	0	0	0
OG_5806	0	0	1	0	0	0	0
OG_5808	1	0	1	1	1	1	1
OG_5812	0	0	1	1	1	0	0
OG_5813	1	0	1	1	1	1	1
OG_5815	0	0	1	1	1	0	0
OG_5820	2	2	0	0	0	1	0
OG_5839	0	0	1	0	0	0	0
OG_5840	0	1	0	0	0	0	0
OG_5843	0	0	1	0	0	0	0
OG_5844	0	1	1	1	1	1	1
OG_5845	0	1	1	1	1	1	1
OG_5856	0	1	1	1	1	1	1
OG_5857	0	1	1	1	1	1	1
OG_5863	1	1	1	1	1	1	1
OG_587	1	1	0	1	1	1	1
OG_5872	0	0	1	0	0	0	0
OG_5880	1	0	1	1	1	1	1
OG_5881	1	0	0	0	0	0	0
OG_5893	1	0	1	1	1	1	1
OG_5894	0	1	0	0	0	0	0
OG_5895	1	0	0	1	1	1	1
OG_5912	1	1	1	1	1	1	1
OG_5920	0	1	0	0	0	0	0
OG_5921	1	1	0	1	1	1	1
OG_5922	0	0	1	0	0	0	0
OG_5942	1	0	1	1	1	1	1
OG_5953	0	1	1	1	1	1	1
OG_5956	0	0	0	1	0	0	0
OG_5957	0	1	1	1	1	1	1
OG_5970	0	0	1	0	0	0	0
OG_5978	0	0	1	0	0	0	0
OG_5986	1	1	0	1	1	1	1
OG_5988	1	0	1	1	1	1	1
OG_5994	1	0	0	0	0	0	0
OG_6007	1	1	0	0	0	1	0
OG_6037	0	0	0	1	0	0	0
OG_604	0	0	1	1	1	0	0
OG_6065	0	1	1	1	1	1	1
OG_6083	0	0	1	0	0	0	0
OG_6084	0	0	0	1	0	0	0
OG_6099	1	1	0	0	0	1	0
OG_61	1	0	0	0	0	0	0
OG_610	1	0	0	1	1	1	1
OG_6100	1	0	1	0	1	1	1
OG_6106	1	1	1	0	1	1	1
OG_613	0	0	1	0	0	0	0
OG_6173	1	1	1	1	1	1	1
OG_6185	1	0	0	0	0	0	0
OG_6186	1	1	0	0	0	1	0
OG_6198	1	0	0	0	0	0	0
OG_620	1	0	0	1	1	1	1
OG_6203	0	0	1	2	1	0	0
OG_6204	1	1	2	1	1	1	1
OG_6207	0	0	1	1	1	0	0
OG_6226	1	0	1	0	1	1	1
OG_6227	1	0	0	1	1	1	1
OG_6230	1	1	1	0	1	1	1
OG_6231	0	0	0	1	0	0	0
OG_6235	1	1	1	1	1	1	1
OG_6237	0	0	0	1	0	0	0
OG_6240	0	0	1	1	1	0	0
OG_6247	0	0	1	0	0	0	0
OG_6249	1	0	0	0	0	0	0
OG_625	1	1	0	1	1	1	1
OG_6251	1	0	0	0	0	0	0
OG_6253	0	0	1	0	0	0	0
OG_6255	0	0	0	1	0	0	0
OG_6258	1	1	1	1	1	1	1
OG_6260	0	0	1	0	0	0	0
OG_6270	1	0	0	0	0	0	0
OG_6289	1	0	1	1	1	1	1
OG_629	1	0	0	1	1	1	1
OG_6290	0	0	1	0	0	0	0
OG_6293	0	0	1	1	1	0	0
OG_6297	0	1	1	1	1	1	1
OG_6305	1	0	0	1	1	1	1
OG_6306	1	0	0	0	0	0	0
OG_6316	1	0	0	0	0	0	0
OG_6319	1	1	0	0	0	1	0
OG_633	0	0	0	1	0	0	0
OG_6339	1	0	0	0	0	0	0
OG_6362	1	0	0	0	0	0	0
OG_6364	1	1	0	1	1	1	1
OG_6368	0	0	1	0	0	0	0
OG_6374	1	1	0	1	1	1	1
OG_638	1	1	0	1	1	1	1
OG_6383	1	0	0	0	0	0	0
OG_6384	0	0	0	1	0	0	0
OG_6387	1	1	1	1	1	1	1
OG_6388	2	2	1	1	1	1	1
OG_6389	1	1	0	1	1	1	1
OG_640	1	1	0	0	0	1	0
OG_6401	0	0	1	1	1	0	0
OG_642	1	1	1	1	1	1	1
OG_6431	0	0	1	0	0	0	0
OG_6432	0	0	1	0	0	0	0
OG_6433	0	0	1	0	0	0	0
OG_6434	1	1	0	0	0	1	0
OG_6441	0	1	0	2	1	1	1
OG_6456	0	0	1	1	1	0	0
OG_6458	0	0	1	0	0	0	0
OG_6466	1	0	0	0	0	0	0
OG_6474	1	1	0	1	1	1	1
OG_6475	1	0	0	1	1	1	1
OG_6491	0	0	0	1	0	0	0
OG_6498	0	1	1	1	1	1	1
OG_6501	0	1	0	1	1	1	1
OG_6511	1	0	1	1	1	1	1
OG_653	1	1	1	1	1	1	1
OG_6532	0	1	0	0	0	0	0
OG_6534	0	0	0	1	0	0	0
OG_6538	0	0	0	1	0	0	0
OG_6539	0	0	0	1	0	0	0
OG_6543	0	0	1	1	1	0	0
OG_6559	0	1	0	0	0	0	0
OG_6570	0	0	1	0	0	0	0
OG_6578	1	1	1	1	1	1	1
OG_659	1	0	1	1	1	1	1
OG_6594	1	0	0	0	0	0	0
OG_6596	1	0	0	0	0	0	0
OG_6597	0	0	0	1	0	0	0
OG_660	1	0	1	0	1	1	1
OG_6603	1	1	0	0	0	1	0
OG_6606	1	1	0	1	1	1	1
OG_6611	1	1	0	0	0	1	0
OG_6618	1	0	0	1	1	1	1
OG_6629	1	0	1	0	1	1	1
OG_6634	2	1	0	0	0	1	0
OG_6646	1	1	0	0	0	1	0
OG_6654	1	1	1	2	1	1	1
OG_6663	1	0	0	1	1	1	1
OG_6672	1	0	0	0	0	0	0
OG_6676	0	0	0	1	0	0	0
OG_6678	0	0	1	0	0	0	0
OG_6700	1	0	1	1	1	1	1
OG_6708	0	1	1	0	1	1	1
OG_6711	0	0	1	1	1	0	0
OG_6717	0	0	1	1	1	0	0
OG_6720	0	1	0	1	1	1	1
OG_6730	0	1	0	0	0	0	0
OG_6731	1	1	0	1	1	1	1
OG_6763	1	1	1	1	1	1	1
OG_6766	1	0	0	0	0	0	0
OG_6776	0	0	0	1	0	0	0
OG_6794	0	0	1	0	0	0	0
OG_6833	0	0	0	1	0	0	0
OG_6836	1	0	1	0	1	1	1
OG_6847	1	1	1	0	1	1	1
OG_6849	0	1	1	1	1	1	1
OG_6850	1	1	0	0	0	1	0
OG_6857	0	0	1	1	1	0	0
OG_6858	1	0	0	1	1	1	1
OG_6867	1	1	1	1	1	1	1
OG_6871	0	1	1	1	1	1	1
OG_6873	1	0	0	1	1	1	1
OG_6877	1	1	1	0	1	1	1
OG_6880	1	1	1	1	1	1	1
OG_6895	1	0	0	1	1	1	1
OG_6900	1	0	1	0	1	1	1
OG_6911	1	0	1	1	1	1	1
OG_6919	2	1	2	2	1	1	1
OG_6920	1	1	1	1	1	1	1
OG_6922	1	1	1	1	1	1	1
OG_6924	1	0	1	0	1	1	1
OG_6926	0	0	1	1	1	0	0
OG_6939	1	1	1	1	1	1	1
OG_6940	0	0	1	1	1	0	0
OG_6948	1	1	1	1	1	1	1
OG_695	1	1	1	1	1	1	1
OG_6955	0	1	0	0	0	0	0
OG_696	1	0	0	0	0	0	0
OG_6964	0	0	0	1	0	0	0
OG_6966	0	0	1	0	0	0	0
OG_6971	1	1	1	1	1	1	1
OG_698	1	1	0	0	0	1	0
OG_6983	0	0	1	0	0	0	0
OG_6992	0	1	1	1	1	1	1
OG_7002	1	1	1	1	1	1	1
OG_7011	1	0	0	0	0	0	0
OG_7042	0	0	1	0	0	0	0
OG_7059	0	0	1	0	0	0	0
OG_7087	0	0	1	1	1	0	0
OG_7126	1	0	0	0	0	0	0
OG_7127	0	0	1	0	0	0	0
OG_7156	1	0	0	1	1	1	1
OG_7158	1	0	0	0	0	0	0
OG_7162	1	1	1	0	1	1	1
OG_7165	1	1	1	1	1	1	1
OG_7166	1	1	0	0	0	1	0
OG_7167	0	0	0	1	0	0	0
OG_7171	0	0	1	1	1	0	0
OG_7172	1	0	1	1	1	1	1
OG_7174	0	0	0	1	0	0	0
OG_7177	0	0	0	1	0	0	0
OG_7179	0	0	1	0	0	0	0
OG_7180	1	1	1	1	1	1	1
OG_7187	1	1	1	1	1	1	1
OG_7191	1	1	1	1	1	1	1
OG_720	1	1	1	1	1	1	1
OG_7212	0	0	1	0	0	0	0
OG_7214	0	1	1	1	1	1	1
OG_7216	0	0	1	0	0	0	0
OG_7217	0	0	0	1	0	0	0
OG_7218	1	0	1	1	1	1	1
OG_7223	0	1	1	1	1	1	1
OG_7224	0	0	1	1	1	0	0
OG_7240	0	0	0	1	0	0	0
OG_7241	0	0	1	1	1	0	0
OG_7246	1	0	0	1	1	1	1
OG_7253	1	1	1	1	1	1	1
OG_7254	1	0	1	1	1	1	1
OG_7257	1	0	0	0	0	0	0
OG_726	1	0	0	0	0	0	0
OG_727	1	1	1	1	1	1	1
OG_7274	1	1	1	1	1	1	1
OG_7278	1	0	1	0	1	1	1
OG_728	0	0	1	0	0	0	0
OG_7290	1	0	1	0	1	1	1
OG_7291	0	0	1	0	0	0	0
OG_7294	1	0	1	1	1	1	1
OG_7301	1	0	0	0	0	0	0
OG_7328	0	0	0	1	0	0	0
OG_7331	1	0	0	0	0	0	0
OG_734	0	0	1	0	0	0	0
OG_7359	1	2	1	1	1	1	1
OG_7367	1	1	0	0	0	1	0
OG_7368	0	0	0	1	0	0	0
OG_7384	1	1	1	1	1	1	1
OG_7389	0	0	1	1	1	0	0
OG_7390	1	0	1	0	1	1	1
OG_7403	1	1	1	1	1	1	1
OG_741	0	0	1	1	1	0	0
OG_7417	1	1	0	0	0	1	0
OG_7418	0	0	0	1	0	0	0
OG_742	1	1	0	1	1	1	1
OG_7427	0	0	0	1	0	0	0
OG_7428	1	0	1	1	1	1	1
OG_743	0	1	1	1	1	1	1
OG_7436	1	0	0	1	1	1	1
OG_7440	1	0	0	1	1	1	1
OG_7447	1	1	0	0	0	1	0
OG_7455	0	0	0	1	0	0	0
OG_7465	1	1	1	1	1	1	1
OG_7476	1	1	0	0	0	1	0
OG_748	1	1	1	1	1	1	1
OG_7481	1	0	1	1	1	1	1
OG_7488	0	0	0	1	0	0	0
OG_7493	1	0	0	0	0	0	0
OG_7495	1	0	1	1	1	1	1
OG_7499	1	0	0	0	0	0	0
OG_7500	0	1	0	0	0	0	0
OG_7509	1	1	1	1	1	1	1
OG_7514	0	0	1	0	0	0	0
OG_7518	1	1	1	0	1	1	1
OG_7519	1	1	1	1	1	1	1
OG_7528	1	1	1	1	1	1	1
OG_7529	1	1	1	1	1	1	1
OG_753	1	1	1	0	1	1	1
OG_754	1	1	0	1	1	1	1
OG_7540	1	1	0	0	0	1	0
OG_7548	1	0	0	0	0	0	0
OG_7563	1	1	0	0	0	1	0
OG_7564	1	0	0	0	0	0	0
OG_7565	1	1	0	1	1	1	1
OG_7566	1	1	1	1	1	1	1
OG_7570	1	0	1	0	1	1	1
OG_7583	1	0	0	0	0	0	0
OG_7591	1	1	2	1	1	1	1
OG_7600	0	1	1	1	1	1	1
OG_7609	0	1	1	1	1	1	1
OG_7612	0	0	1	0	0	0	0
OG_7618	0	0	0	1	0	0	0
OG_7623	0	1	0	1	1	1	1
OG_7626	0	0	1	0	0	0	0
OG_7627	0	0	1	0	0	0	0
OG_7629	0	1	1	1	1	1	1
OG_7630	0	0	0	1	0	0	0
OG_7642	0	1	1	1	1	1	1
OG_7646	0	0	2	1	1	0	0
OG_7654	1	1	1	1	1	1	1
OG_7668	1	1	0	0	0	1	0
OG_7683	1	0	1	1	1	1	1
OG_769	1	0	0	0	0	0	0
OG_7693	1	1	0	0	0	1	0
OG_7700	0	1	0	0	0	0	0
OG_7705	1	0	0	0	0	0	0
OG_7706	1	1	1	1	1	1	1
OG_7716	1	1	0	1	1	1	1
OG_7719	1	0	0	0	0	0	0
OG_7729	0	0	1	1	1	0	0
OG_7733	0	1	0	1	1	1	1
OG_7736	0	1	1	0	1	1	1
OG_775	1	0	0	0	0	0	0
OG_776	1	1	1	1	1	1	1
OG_7769	1	0	1	1	1	1	1
OG_7772	1	1	0	0	0	1	0
OG_7779	1	0	0	0	0	0	0
OG_7790	1	1	1	1	1	1	1
OG_7801	0	0	0	1	0	0	0
OG_7802	0	0	1	0	0	0	0
OG_7808	0	0	1	0	0	0	0
OG_7811	0	0	1	0	0	0	0
OG_782	1	1	0	1	1	1	1
OG_7822	1	0	0	1	1	1	1
OG_7830	1	1	0	0	0	1	0
OG_7833	1	1	1	1	1	1	1
OG_7839	1	0	1	1	1	1	1
OG_7844	1	1	1	1	1	1	1
OG_7845	1	1	1	0	1	1	1
OG_7847	1	1	0	1	1	1	1
OG_7848	1	0	0	1	1	1	1
OG_7852	1	1	0	0	0	1	0
OG_7854	1	0	0	1	1	1	1
OG_7863	1	0	0	0	0	0	0
OG_7865	0	0	1	1	1	0	0
OG_7874	1	1	1	1	1	1	1
OG_7878	1	0	0	0	0	0	0
OG_7883	1	1	1	1	1	1	1
OG_7886	0	0	1	0	0	0	0
OG_7891	1	0	0	1	1	1	1
OG_7897	0	0	1	0	0	0	0
OG_7899	0	1	1	0	1	1	1
OG_7904	0	0	1	0	0	0	0
OG_7911	1	1	0	0	0	1	0
OG_7915	1	0	1	1	1	1	1
OG_7924	0	0	0	1	0	0	0
OG_7937	1	1	1	1	1	1	1
OG_7938	1	0	0	0	0	0	0
OG_7939	0	0	0	1	0	0	0
OG_794	0	0	1	1	1	0	0
OG_7941	0	0	0	1	0	0	0
OG_7960	1	0	0	1	1	1	1
OG_7967	1	1	0	1	1	1	1
OG_7971	1	0	0	0	0	0	0
OG_7978	0	1	0	1	1	1	1
OG_798	0	0	1	1	1	0	0
OG_7988	2	1	1	1	1	1	1
OG_7989	1	0	0	0	0	0	0
OG_7993	1	1	0	0	0	1	0
OG_80	1	0	1	1	1	1	1
OG_8001	0	0	1	0	0	0	0
OG_8003	0	1	0	0	0	0	0
OG_8009	1	0	1	1	1	1	1
OG_8019	1	0	0	0	0	0	0
OG_8044	1	0	0	1	1	1	1
OG_8047	1	1	1	1	1	1	1
OG_8051	0	0	1	0	0	0	0
OG_8053	0	0	1	0	0	0	0
OG_8055	1	1	1	1	1	1	1
OG_8058	0	1	0	1	1	1	1
OG_806	1	0	0	1	1	1	1
OG_8070	1	1	0	0	0	1	0
OG_8071	1	1	1	1	1	1	1
OG_8086	0	1	1	1	1	1	1
OG_8087	0	0	1	1	1	0	0
OG_809	1	1	0	0	0	1	0
OG_8091	1	1	0	1	1	1	1
OG_8099	0	0	1	1	1	0	0
OG_810	1	0	0	0	0	0	0
OG_8114	0	1	0	0	0	0	0
OG_8115	1	1	1	0	1	1	1
OG_8127	1	0	0	0	0	0	0
OG_813	1	0	0	0	0	0	0
OG_8131	1	1	1	1	1	1	1
OG_8134	0	1	0	0	0	0	0
OG_8139	0	1	0	1	1	1	1
OG_8140	1	0	1	1	1	1	1
OG_815	1	0	0	0	0	0	0
OG_8151	1	1	0	1	1	1	1
OG_816	1	1	1	0	1	1	1
OG_8162	1	0	1	1	1	1	1
OG_8176	0	1	1	1	1	1	1
OG_8178	0	1	0	0	0	0	0
OG_8180	1	0	0	1	1	1	1
OG_8186	1	0	0	0	0	0	0
OG_8187	0	0	1	0	0	0	0
OG_8188	1	0	0	0	0	0	0
OG_8193	0	0	1	1	1	0	0
OG_820	1	1	1	1	1	1	1
OG_8203	1	1	1	1	1	1	1
OG_8215	0	0	1	1	1	0	0
OG_8232	1	1	1	1	1	1	1
OG_8236	1	1	1	1	1	1	1
OG_8241	1	1	1	1	1	1	1
OG_8245	0	0	0	1	0	0	0
OG_8249	1	0	0	0	0	0	0
OG_8250	1	1	1	1	1	1	1
OG_8251	1	1	1	1	1	1	1
OG_8252	1	0	0	0	0	0	0
OG_8253	1	0	0	0	0	0	0
OG_8258	1	1	1	0	1	1	1
OG_8270	1	0	0	1	1	1	1
OG_8277	0	0	1	1	1	0	0
OG_8280	1	1	1	1	1	1	1
OG_8285	0	0	1	1	1	0	0
OG_8286	0	0	1	1	1	0	0
OG_8288	1	1	1	1	1	1	1
OG_8302	1	1	1	1	1	1	1
OG_8303	1	1	1	1	1	1	1
OG_8308	1	1	1	1	1	1	1
OG_8318	0	0	0	1	0	0	0
OG_8327	0	0	1	1	1	0	0
OG_8335	0	0	0	1	0	0	0
OG_8345	0	1	1	1	1	1	1
OG_8366	0	0	0	1	0	0	0
OG_8381	0	0	0	1	0	0	0
OG_8384	0	0	0	1	0	0	0
OG_8385	1	1	0	0	0	1	0
OG_8386	0	0	0	1	0	0	0
OG_8408	1	0	1	1	1	1	1
OG_8412	0	0	1	1	1	0	0
OG_8424	1	1	1	1	1	1	1
OG_8425	1	0	1	1	1	1	1
OG_8426	1	0	1	1	1	1	1
OG_8447	1	0	0	0	0	0	0
OG_8461	1	0	0	0	0	0	0
OG_8464	1	0	0	1	1	1	1
OG_8468	0	0	1	0	0	0	0
OG_8477	1	0	0	1	1	1	1
OG_8478	0	1	1	0	1	1	1
OG_8480	1	0	0	0	0	0	0
OG_8485	1	0	0	1	1	1	1
OG_8486	1	0	0	0	0	0	0
OG_8495	1	0	1	0	1	1	1
OG_85	1	1	1	1	1	1	1
OG_8516	1	0	0	1	1	1	1
OG_8518	1	0	1	1	1	1	1
OG_852	1	0	0	0	0	0	0
OG_8524	1	0	1	0	1	1	1
OG_8533	0	0	0	1	0	0	0
OG_8535	1	0	0	0	0	0	0
OG_855	1	1	1	1	1	1	1
OG_8559	0	1	1	1	1	1	1
OG_8563	0	1	1	1	1	1	1
OG_8567	0	0	0	1	0	0	0
OG_8572	1	1	1	1	1	1	1
OG_8575	0	1	1	1	1	1	1
OG_8588	0	0	1	1	1	0	0
OG_86	1	0	0	1	1	1	1
OG_8636	0	0	1	0	0	0	0
OG_8641	1	1	1	1	1	1	1
OG_8652	1	1	1	1	1	1	1
OG_8665	1	0	0	0	0	0	0
OG_8671	1	1	0	0	0	1	0
OG_8672	0	1	0	0	0	0	0
OG_8678	1	1	1	1	1	1	1
OG_8679	0	0	1	0	0	0	0
OG_8683	1	0	0	0	0	0	0
OG_8692	0	0	1	0	0	0	0
OG_8708	1	0	0	0	0	0	0
OG_8711	1	0	0	1	1	1	1
OG_8718	0	1	0	0	0	0	0
OG_8734	1	0	0	0	0	0	0
OG_8741	1	1	1	1	1	1	1
OG_8743	1	1	1	1	1	1	1
OG_8744	1	1	0	0	0	1	0
OG_8752	1	1	0	0	0	1	0
OG_8754	1	1	1	1	1	1	1
OG_8757	0	0	0	1	0	0	0
OG_8771	0	0	0	1	0	0	0
OG_8779	0	1	0	0	0	0	0
OG_8782	0	0	1	0	0	0	0
OG_8783	0	0	0	1	0	0	0
OG_8786	0	0	1	0	0	0	0
OG_8791	0	0	1	1	1	0	0
OG_8792	1	1	1	1	1	1	1
OG_8794	0	0	1	1	1	0	0
OG_8795	0	0	1	1	1	0	0
OG_8808	1	1	0	0	0	1	0
OG_8809	1	1	1	1	1	1	1
OG_8810	1	1	1	1	1	1	1
OG_8811	1	0	0	0	0	0	0
OG_8814	0	0	1	1	1	0	0
OG_8831	1	1	0	1	1	1	1
OG_8832	0	0	1	0	0	0	0
OG_8834	0	0	1	0	0	0	0
OG_8838	1	1	1	1	1	1	1
OG_8843	1	0	1	1	1	1	1
OG_8846	1	0	0	0	0	0	0
OG_8857	0	0	1	0	0	0	0
OG_8867	1	0	1	1	1	1	1
OG_8868	0	0	0	1	0	0	0
OG_8872	1	0	0	0	0	0	0
OG_8875	1	0	1	1	1	1	1
OG_8880	1	0	0	0	0	0	0
OG_8884	0	1	0	1	1	1	1
OG_8897	0	1	0	0	0	0	0
OG_8900	1	1	0	0	0	1	0
OG_8914	0	0	0	1	0	0	0
OG_8920	1	0	0	0	0	0	0
OG_8929	1	1	1	1	1	1	1
OG_893	0	0	0	1	0	0	0
OG_8938	2	1	1	1	1	1	1
OG_894	0	0	0	1	0	0	0
OG_8950	1	0	1	1	1	1	1
OG_8971	1	0	0	0	0	0	0
OG_8974	0	0	1	0	0	0	0
OG_8993	1	0	0	0	0	0	0
OG_8995	1	1	1	1	1	1	1
OG_90	0	1	1	0	1	1	1
OG_900	0	1	0	1	1	1	1
OG_9020	0	0	1	1	1	0	0
OG_9028	0	0	1	0	0	0	0
OG_9035	1	1	0	0	0	1	0
OG_904	0	0	1	0	0	0	0
OG_9051	1	0	0	0	0	0	0
OG_9054	1	1	1	1	1	1	1
OG_9059	1	0	0	0	0	0	0
OG_9063	0	0	1	1	1	0	0
OG_9064	1	1	0	1	1	1	1
OG_9066	1	0	0	0	0	0	0
OG_9071	1	0	1	1	1	1	1
OG_9086	0	0	0	1	0	0	0
OG_9091	1	0	0	0	0	0	0
OG_9096	0	1	0	0	0	0	0
OG_9107	0	1	1	1	1	1	1
OG_9142	1	0	0	1	1	1	1
OG_9143	1	1	1	1	1	1	1
OG_9144	1	0	1	1	1	1	1
OG_9146	1	0	0	1	1	1	1
OG_9149	1	1	0	1	1	1	1
OG_9157	0	0	1	1	1	0	0
OG_9165	0	0	1	0	0	0	0
OG_9181	0	0	1	0	0	0	0
OG_9189	1	0	0	0	0	0	0
OG_9199	1	0	1	1	1	1	1
OG_921	1	0	1	0	1	1	1
OG_9229	1	1	1	1	1	1	1
OG_9235	0	1	1	1	1	1	1
OG_9237	0	1	1	1	1	1	1
OG_9248	0	0	0	1	0	0	0
OG_9258	0	0	0	1	0	0	0
OG_9259	0	0	1	1	1	0	0
OG_9264	0	1	0	0	0	0	0
OG_927	0	1	1	0	1	1	1
OG_9277	1	1	1	1	1	1	1
OG_9284	1	0	0	0	0	0	0
OG_9285	0	0	0	1	0	0	0
OG_9291	1	1	0	0	0	1	0
OG_9296	1	0	0	0	0	0	0
OG_9306	1	0	1	0	1	1	1
OG_9308	1	0	0	0	0	0	0
OG_9315	1	0	0	1	1	1	1
OG_9320	0	0	0	1	0	0	0
OG_9321	1	0	0	0	0	0	0
OG_9322	0	0	1	1	1	0	0
OG_9323	1	1	1	1	1	1	1
OG_9327	0	0	0	1	0	0	0
OG_933	0	0	1	1	1	0	0
OG_9332	0	0	1	1	1	0	0
OG_9335	1	0	1	0	1	1	1
OG_9345	1	0	1	1	1	1	1
OG_9357	0	0	0	1	0	0	0
OG_9360	1	1	0	0	0	1	0
OG_9371	0	0	1	0	0	0	0
OG_9373	1	0	0	0	0	0	0
OG_9391	0	0	0	1	0	0	0
OG_940	1	1	0	0	0	1	0
OG_9403	2	0	0	1	1	1	1
OG_9406	0	0	0	1	0	0	0
OG_9419	1	0	0	1	1	1	1
OG_9448	1	0	1	1	1	1	1
OG_9454	1	0	0	0	0	0	0
OG_9484	1	1	1	1	1	1	1
OG_9486	1	0	0	0	0	0	0
OG_9497	1	0	0	0	0	0	0
OG_9499	1	1	1	1	1	1	1
OG_95	1	0	0	0	0	0	0
OG_9500	1	0	1	0	1	1	1
OG_9501	0	0	0	1	0	0	0
OG_9512	1	1	1	1	1	1	1
OG_9529	1	1	1	1	1	1	1
OG_9530	0	0	1	1	1	0	0
OG_9535	1	0	1	0	1	1	1
OG_9539	1	1	1	1	1	1	1
OG_955	1	0	1	1	1	1	1
OG_9558	1	0	1	1	1	1	1
OG_957	0	0	1	1	1	0	0
OG_9574	1	0	1	1	1	1	1
OG_9575	1	1	0	0	0	1	0
OG_9581	1	0	1	1	1	1	1
OG_9582	0	0	0	1	0	0	0
OG_9587	1	1	1	1	1	1	1
OG_9597	1	0	0	0	0	0	0
OG_9599	1	0	1	1	1	1	1
OG_96	1	0	0	0	0	0	0
OG_9615	1	1	1	1	1	1	1
OG_9617	1	1	1	1	1	1	1
OG_9629	0	0	1	0	0	0	0
OG_9652	1	1	1	0	1	1	1
OG_9659	1	1	1	1	1	1	1
OG_9663	0	1	1	1	1	1	1
OG_9674	1	1	0	0	0	1	0
