	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_5739	0	0	0	1	0	0	0
OG_5775	0	0	0	1	0	0	0
OG_5783	0	0	0	1	0	0	0
OG_5861	0	0	1	1	1	0	0
OG_5862	0	0	0	1	0	0	0
OG_5968	0	0	0	1	0	0	0
OG_600	0	0	1	0	0	0	0
OG_6076	0	0	0	1	0	0	0
OG_6077	0	0	0	1	0	0	0
OG_6078	0	0	0	1	0	0	0
OG_611	0	0	0	1	0	0	0
OG_613	0	0	0	1	0	0	0
OG_6133	0	0	1	0	0	0	0
OG_6135	0	0	0	1	0	0	0
OG_6172	0	0	1	0	0	0	0
OG_6193	0	0	1	0	0	0	0
OG_621	0	0	0	1	0	0	0
OG_6210	0	0	0	1	0	0	0
OG_6213	0	0	1	0	0	0	0
OG_6227	0	0	0	1	0	0	0
OG_6256	0	0	0	1	0	0	0
OG_6305	0	0	1	0	0	0	0
OG_6316	0	0	0	1	0	0	0
OG_6327	0	0	0	1	0	0	0
OG_6335	0	0	0	1	0	0	0
OG_636	0	0	0	1	0	0	0
OG_6453	0	0	1	0	0	0	0
OG_6524	0	0	1	1	1	0	0
OG_6567	0	0	1	0	0	0	0
OG_658	0	0	0	1	0	0	0
OG_664	0	0	0	1	0	0	0
OG_6718	0	0	0	1	0	0	0
OG_6724	0	0	0	1	0	0	0
OG_6730	0	0	0	1	0	0	0
OG_6736	0	0	0	1	0	0	0
OG_6738	0	0	0	1	0	0	0
OG_6755	0	0	0	1	0	0	0
OG_6777	0	0	0	1	0	0	0
OG_6791	0	0	1	0	0	0	0
OG_6817	0	0	0	1	0	0	0
OG_6861	0	0	0	1	0	0	0
OG_689	0	0	1	1	1	0	0
OG_6907	0	0	0	1	0	0	0
OG_6955	0	0	1	1	1	0	0
OG_7012	0	0	0	1	0	0	0
OG_7025	0	0	0	1	0	0	0
OG_7046	0	0	1	0	0	0	0
OG_7140	0	0	0	1	0	0	0
OG_7157	0	0	0	1	0	0	0
OG_7163	0	0	0	1	0	0	0
OG_7169	0	0	0	1	0	0	0
OG_7248	0	0	1	0	0	0	0
OG_7264	0	0	1	0	0	0	0
OG_7297	0	0	0	1	0	0	0
OG_7351	0	0	1	0	0	0	0
OG_736	0	0	0	1	0	0	0
OG_7360	0	0	0	1	0	0	0
OG_7386	0	0	1	1	1	0	0
OG_7414	0	0	1	0	0	0	0
OG_7454	0	0	0	1	0	0	0
OG_7476	0	0	1	0	0	0	0
OG_7530	0	0	1	0	0	0	0
OG_7546	0	0	0	1	0	0	0
OG_7590	0	0	0	1	0	0	0
OG_76	0	0	1	0	0	0	0
OG_7620	0	0	1	0	0	0	0
OG_7627	0	0	0	1	0	0	0
OG_7635	0	0	1	0	0	0	0
OG_764	0	0	1	0	0	0	0
OG_7670	0	0	1	0	0	0	0
OG_7694	0	0	1	0	0	0	0
OG_7738	0	0	0	1	0	0	0
OG_7771	0	0	0	1	0	0	0
OG_7798	0	0	1	1	1	0	0
OG_7799	0	0	1	1	1	0	0
OG_780	0	0	1	1	1	0	0
OG_7818	0	0	1	0	0	0	0
OG_7867	0	0	1	1	1	0	0
OG_7926	0	0	0	1	0	0	0
OG_7930	0	0	0	1	0	0	0
OG_797	0	0	1	0	0	0	0
OG_8073	0	0	0	1	0	0	0
OG_8111	0	0	0	1	0	0	0
OG_816	0	0	0	1	0	0	0
OG_8175	0	0	0	1	0	0	0
OG_8208	0	0	0	1	0	0	0
OG_8223	0	0	1	0	0	0	0
OG_8242	0	0	0	1	0	0	0
OG_8300	0	0	0	1	0	0	0
OG_8331	0	0	0	1	0	0	0
OG_8346	0	0	1	1	1	0	0
OG_8418	0	0	0	1	0	0	0
OG_8424	0	0	0	1	0	0	0
OG_8464	0	0	1	0	0	0	0
OG_8658	0	0	0	1	0	0	0
OG_8668	0	0	0	1	0	0	0
OG_8699	0	0	0	1	0	0	0
OG_8821	0	0	0	1	0	0	0
OG_8866	0	0	0	1	0	0	0
OG_8888	0	0	1	1	1	0	0
OG_8927	0	0	1	0	0	0	0
OG_8935	0	0	1	0	0	0	0
OG_8953	0	0	1	0	0	0	0
OG_8956	0	0	1	1	1	0	0
OG_8972	0	0	0	1	0	0	0
OG_8973	0	0	1	0	0	0	0
OG_9016	0	0	0	1	0	0	0
OG_9056	0	0	0	1	0	0	0
OG_9076	0	0	1	0	0	0	0
OG_9079	0	0	1	0	0	0	0
OG_9096	0	0	0	1	0	0	0
OG_9108	0	0	0	1	0	0	0
OG_9112	0	0	0	1	0	0	0
OG_9115	0	0	0	1	0	0	0
OG_9180	0	0	1	0	0	0	0
OG_9209	0	0	0	1	0	0	0
OG_9295	0	0	1	0	0	0	0
OG_9300	0	0	1	0	0	0	0
OG_9303	0	0	0	1	0	0	0
OG_9350	0	0	1	1	1	0	0
OG_9485	0	0	1	1	1	0	0
OG_949	0	0	1	0	0	0	0
OG_9535	0	0	0	1	0	0	0
OG_9545	0	0	1	1	1	0	0
OG_9580	0	0	1	0	0	0	0
OG_9628	0	0	0	1	0	0	0
OG_9639	0	0	0	1	0	0	0
OG_9650	0	0	1	0	0	0	0
OG_9653	0	0	1	0	0	0	0
OG_9690	0	0	0	1	0	0	0
OG_9691	0	0	0	1	0	0	0
OG_9722	0	0	1	0	0	0	0
OG_9727	0	0	1	0	0	0	0
OG_976	0	0	0	1	0	0	0
OG_9790	0	0	1	1	1	0	0
OG_9830	0	0	0	1	0	0	0
OG_9831	0	0	0	1	0	0	0
OG_9854	0	0	1	1	1	0	0
OG_9957	0	0	0	1	0	0	0
