metacell	cell_type	broad_cell_type	color
4423	female_reproductive_system	Gut_Cell	#00730C
4424	female_reproductive_system	Female_Reproductive_System	#00730C
4425	female_reproductive_system	Female_Reproductive_System	#00730C
4426	female_reproductive_system	Female_Reproductive_System	#00730C
4427	female_reproductive_system	Gut_Cell	#00730C
4428	female_reproductive_system	Epithelial_Cell	#00730C
4429	female_reproductive_system	Epithelial_Cell	#00730C
4430	female_reproductive_system	Gut_Cell	#00730C
4431	adult_antenna_glial_cell	Glial_Cell	#006D07
4432	adult_antenna_glial_cell	Glial_Cell	#006D07
4433	adult_antenna_glial_cell	Glial_Cell	#006D07
4434	adult_antenna_glial_cell	Glial_Cell	#006D07
4435	adult_antenna_glial_cell	Glial_Cell	#006D07
4436	adult_antenna_glial_cell	Glial_Cell	#006D07
4437	adult_antenna_glial_cell	Glial_Cell	#006D07
4438	adult_antenna_glial_cell	Glial_Cell	#006D07
4439	adult_antenna_glial_cell	Glial_Cell	#006D07
4440	adult_antenna_glial_cell	Glial_Cell	#006D07
4441	adult_antenna_glial_cell	Glial_Cell	#006D07
4442	adult_antenna_glial_cell	Glial_Cell	#006D07
4443	adult_antenna_glial_cell	Glial_Cell	#006D07
4444	adult_antenna_glial_cell	Glial_Cell	#006D07
4445	adult_antenna_glial_cell	Glial_Cell	#006D07
4446	adult_antenna_glial_cell	Glial_Cell	#006D07
4447	adult_antenna_glial_cell	Glial_Cell	#006D07
4448	adult_antenna_glial_cell	Glial_Cell	#006D07
4449	adult_antenna_glial_cell	Glial_Cell	#006D07
4450	adult_antenna_glial_cell	Epithelial_Cell	#006D07
4451	adult_antenna_glial_cell	Glial_Cell	#006D07
4452	adult_antenna_glial_cell	Glial_Cell	#006D07
4453	pericerebral_adult_fat_mass	Adipose_System	#006702
4454	pericerebral_adult_fat_mass	Adipose_System	#006702
4455	pericerebral_adult_fat_mass	Adipose_System	#006702
4456	adult_ostium	Cardial_Cell	#006605
4457	muscle_cell_or_epithelial_cell	Muscle_Cell	#006A10
4458	optic-lobe-associated_cortex_glial_cell	Glial_Cell	#006E1C
4459	optic-lobe-associated_cortex_glial_cell	Glial_Cell	#006E1C
4460	optic-lobe-associated_cortex_glial_cell	Glial_Cell	#006E1C
4461	optic-lobe-associated_cortex_glial_cell	Glial_Cell	#006E1C
4462	optic-lobe-associated_cortex_glial_cell	Glial_Cell	#006E1C
4463	adult_optic_chiasma_glial_cell	Glial_Cell	#007227
4464	adult_optic_chiasma_glial_cell	Glial_Cell	#007227
4465	adult_optic_chiasma_glial_cell	Glial_Cell	#007227
4466	adult_optic_chiasma_glial_cell	Glial_Cell	#007227
4467	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4468	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4469	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4470	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4471	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4472	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4473	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4474	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4475	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4476	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4477	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4478	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4479	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4480	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4481	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4482	adult_brain_perineurial_glial_cell	Glial_Cell	#007632
4483	adult_brain_perineurial_glial_cell	neuron	royalblue1
4484	perineurial_glial_sheath	Glial_Cell	#007A3D
4485	perineurial_glial_sheath	Glial_Cell	#007A3D
4486	perineurial_glial_sheath	Glial_Cell	#007A3D
4487	perineurial_glial_sheath	Glial_Cell	#007A3D
4488	perineurial_glial_sheath	Glial_Cell	#007A3D
4489	perineurial_glial_sheath	Glial_Cell	#007A3D
4490	oviduct	Epithelial_Cell	#007E49
4491	oviduct	Epithelial_Cell	#007E49
4492	oviduct	Epithelial_Cell	#007E49
4493	oviduct	Epithelial_Cell	#007E49
4494	oviduct	Epithelial_Cell	#007E49
4495	oviduct	Epithelial_Cell	#007E49
4496	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4497	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4498	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4499	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4500	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4501	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4502	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4503	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4504	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4505	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4506	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4507	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4508	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4509	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4510	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4511	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4512	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4513	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4514	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4515	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4516	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4517	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4518	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4519	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4520	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4521	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4522	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4523	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4524	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+	Female_Reproductive_System	#008254
4525	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4526	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4527	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4528	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4529	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4530	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4531	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4532	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4533	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4534	btl-GAL4_positive_female_cell_likely_to_be_ovary_cell_sim+_H15+	Female_Reproductive_System	#00865F
4535	young_germ_cell	Female_Reproductive_System	#008A6A
4536	young_germ_cell	Female_Reproductive_System	#008A6A
4537	young_germ_cell	Female_Reproductive_System	#008A6A
4538	young_germ_cell	Female_Reproductive_System	#008A6A
4539	young_germ_cell	Female_Reproductive_System	#008A6A
4540	young_germ_cell	Germline_Cell	#008A6A
4541	young_germ_cell	Female_Reproductive_System	#008A6A
4542	young_germ_cell	Female_Reproductive_System	#008A6A
4543	young_germ_cell	Female_Reproductive_System	#008A6A
4544	young_germ_cell	Female_Reproductive_System	#008A6A
4545	young_germ_cell	Female_Reproductive_System	#008A6A
4546	young_germ_cell	Female_Reproductive_System	#008A6A
4547	young_germ_cell	Female_Reproductive_System	#008A6A
4548	young_germ_cell	Female_Reproductive_System	#008A6A
4549	young_germ_cell	Female_Germline_Cell	#008A6A
4550	young_germ_cell	Female_Reproductive_System	#008A6A
4551	young_germ_cell	Female_Germline_Cell	#008A6A
4552	young_germ_cell	Female_Reproductive_System	#008A6A
4553	young_germ_cell	Female_Reproductive_System	#008A6A
4554	artefact_or_post-mitotic_germ_cell_early_16-cell_cyst	Female_Reproductive_System	#008E75
4555	enterocyte-like	Epithelial_Cell	#009281
4556	enterocyte-like	Epithelial_Cell	#009281
4557	enterocyte-like	Epithelial_Cell	#009281
4558	enterocyte-like	Epithelial_Cell	#009281
4559	enterocyte-like	Epithelial_Cell	#009281
4560	enterocyte-like	Epithelial_Cell	#009281
4561	enterocyte-like	Epithelial_Cell	#009281
4562	enterocyte-like	Epithelial_Cell	#009281
4563	enterocyte-like	Epithelial_Cell	#009281
4564	enterocyte-like	Epithelial_Cell	#009281
4565	enterocyte-like	Epithelial_Cell	#009281
4566	enterocyte-like	Epithelial_Cell	#009281
4567	mid-late_proliferating_spermatogonia	Germline_Cell	#00968C
4568	mid-late_proliferating_spermatogonia	Germline_Cell	#00968C
4569	mid-late_proliferating_spermatogonia	Germline_Cell	#00968C
4570	mid-late_proliferating_spermatogonia	Female_Reproductive_System	#00968C
4571	mid-late_proliferating_spermatogonia	Germline_Cell	#00968C
4572	spermatocyte_0	Germline_Cell	#009A97
4573	spermatocyte_0	Germline_Cell	#009A97
4574	spermatocyte_0	Germline_Cell	#009A97
4575	spermatocyte_0	Germline_Cell	#009A97
4576	spermatocyte_0	Germline_Cell	#009A97
4577	spermatocyte_0	Germline_Cell	#009A97
4578	spermatocyte_0	Germline_Cell	#009A97
4579	spermatocyte_0	Germline_Cell	#009A97
4580	spermatocyte_0	Germline_Cell	#009A97
4581	spermatocyte_0	Germline_Cell	#009A97
4582	spermatocyte_0	Germline_Cell	#009A97
4583	spermatogonium	Germline_Cell	#009EA2
4584	spermatogonium	Germline_Cell	#009EA2
4585	spermatogonium	Female_Reproductive_System	#009EA2
4586	spermatogonium	Germline_Cell	#009EA2
4587	spermatogonium	Germline_Cell	#009EA2
4588	spermatogonium	Germline_Cell	#009EA2
4589	spermatocyte_1	Germline_Cell	#00A2AE
4590	spermatocyte_1	Germline_Cell	#00A2AE
4591	spermatocyte_1	Germline_Cell	#00A2AE
4592	spermatocyte_1	Germline_Cell	#00A2AE
4593	spermatocyte_1	Germline_Cell	#00A2AE
4594	spermatocyte_3	Male_Germline_Cell	#00A6B9
4595	spermatocyte_3	Male_Germline_Cell	#00A6B9
4596	spermatocyte_3	Male_Germline_Cell	#00A6B9
4597	spermatocyte_2	Male_Germline_Cell	#00AAC4
4598	spermatocyte_2	Male_Germline_Cell	#00AAC4
4599	spermatocyte_2	Germline_Cell	#00AAC4
4600	spermatocyte_2	Male_Germline_Cell	#00AAC4
4601	spermatocyte_2	Germline_Cell	#00AAC4
4602	spermatocyte_2	Male_Germline_Cell	#00AAC4
4603	cyst_stem_cell	Male_Reproductive_System	#00AECF
4604	cyst_stem_cell	Male_Reproductive_System	#00AECF
4605	cyst_stem_cell	Male_Reproductive_System	#00AECF
4606	cyst_stem_cell	Male_Reproductive_System	#00AECF
4607	early_cyst_cell_1	Male_Reproductive_System	#00B2DB
4608	early_cyst_cell_1	Male_Reproductive_System	#00B2DB
4609	early_cyst_cell_1	Male_Reproductive_System	#00B2DB
4610	early_cyst_cell_1	Male_Reproductive_System	#00B2DB
4611	early_cyst_cell_1	Male_Reproductive_System	#00B2DB
4612	early_cyst_cell_1	Male_Reproductive_System	#00B2DB
4613	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4614	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4615	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4616	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4617	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4618	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4619	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4620	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4621	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4622	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4623	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4624	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4625	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4626	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4627	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4628	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4629	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4630	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4631	cyst_cell_intermediate	Male_Reproductive_System	#00B6E6
4632	late_cyst_cell_branch_a	Male_Reproductive_System	#00BAF1
4633	late_cyst_cell_branch_a	Male_Reproductive_System	#00BAF1
4634	cyst_cell_branch_a	Male_Reproductive_System	#00BEFC
4635	cyst_cell_branch_a	Male_Reproductive_System	#00BEFC
4636	cyst_cell_branch_a	Male_Reproductive_System	#00BEFC
4637	cyst_cell_branch_a	Male_Reproductive_System	#00BEFC
4638	spermatocyte_cyst_cell_branch_a	Male_Reproductive_System	#05C0FF
4639	spermatocyte_cyst_cell_branch_a	Male_Reproductive_System	#05C0FF
4640	spermatocyte_cyst_cell_branch_a	Male_Reproductive_System	#05C0FF
4641	spermatocyte_cyst_cell_branch_a	Male_Reproductive_System	#05C0FF
4642	spermatocyte_cyst_cell_branch_a	Male_Reproductive_System	#05C0FF
4643	spermatocyte_cyst_cell_branch_b	Male_Reproductive_System	#0CC3FF
4644	spermatocyte_cyst_cell_branch_b	Male_Reproductive_System	#0CC3FF
4645	cyst_cell_branch_b	Male_Reproductive_System	#12C5FF
4646	cyst_cell_branch_b	Male_Reproductive_System	#12C5FF
4647	cyst_cell_branch_b	Male_Reproductive_System	#12C5FF
4648	cyst_cell_branch_b	Male_Reproductive_System	#12C5FF
4649	early_cyst_cell_2	Male_Reproductive_System	#19C8FF
4650	early_cyst_cell_2	Male_Reproductive_System	#19C8FF
4651	early_cyst_cell_2	Male_Reproductive_System	#19C8FF
4652	early_cyst_cell_2	Male_Reproductive_System	#19C8FF
4653	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4654	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4655	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4656	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4657	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4658	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4659	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4660	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4661	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4662	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4663	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4664	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4665	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4666	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4667	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4668	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4669	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4670	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4671	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4672	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4673	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4674	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4675	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4676	adult_Malpighian_tubule_principal_cell_of_lower_segment	Excretory_System	#20CAFF
4677	adult_Malpighian_tubule_principal_cell_of_lower_ureter	Excretory_System	#26CCFF
4678	adult_Malpighian_tubule_principal_cell_of_lower_ureter	Excretory_System	#26CCFF
4679	adult_Malpighian_tubule_principal_cell_of_lower_ureter	Excretory_System	#26CCFF
4680	adult_hindgut	Epithelial_Cell	#2DCFFF
4681	adult_hindgut	Epithelial_Cell	#2DCFFF
4682	adult_hindgut	Tracheal_Cell	#2DCFFF
4683	adult_pylorus	Epithelial_Cell	#34D1FF
4684	antimicrobial_peptide-producing_cell	Epithelial_Cell	#3AD3FF
4685	antimicrobial_peptide-producing_cell	Epithelial_Cell	#3AD3FF
4686	antimicrobial_peptide-producing_cell	Epithelial_Cell	#3AD3FF
4687	antimicrobial_peptide-producing_cell	Epithelial_Cell	#3AD3FF
4688	enterocyte_of_anterior_adult_midgut_epithelium	Epithelial_Cell	#41D6FF
4689	enterocyte_of_anterior_adult_midgut_epithelium	Epithelial_Cell	#41D6FF
4690	enterocyte_of_anterior_adult_midgut_epithelium	Epithelial_Cell	#41D6FF
4691	enterocyte_of_anterior_adult_midgut_epithelium	Epithelial_Cell	#41D6FF
4692	enterocyte_of_anterior_adult_midgut_epithelium	Epithelial_Cell	#41D6FF
4693	enterocyte_of_anterior_adult_midgut_epithelium	Epithelial_Cell	#41D6FF
4694	midgut_large_flat_cell	Epithelial_Cell	#48D8FF
4695	midgut_large_flat_cell	Epithelial_Cell	#48D8FF
4696	enterocyte_of_posterior_adult_midgut_epithelium	Epithelial_Cell	#4FDBFF
4697	enterocyte_of_posterior_adult_midgut_epithelium	Epithelial_Cell	#4FDBFF
4698	enterocyte_of_posterior_adult_midgut_epithelium	Epithelial_Cell	#4FDBFF
4699	enterocyte_of_posterior_adult_midgut_epithelium	Epithelial_Cell	#4FDBFF
4700	enterocyte_of_posterior_adult_midgut_epithelium	Epithelial_Cell	#4FDBFF
4701	enterocyte_of_posterior_adult_midgut_epithelium	Epithelial_Cell	#4FDBFF
4702	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Germline_Cell	#55DDFF
4703	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Germline_Cell	#55DDFF
4704	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Germline_Cell	#55DDFF
4705	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Germline_Cell	#55DDFF
4706	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Female_Reproductive_System	#55DDFF
4707	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Germline_Cell	#55DDFF
4708	16-cell_germline_cyst_in_germarium_region_2a_and_2b	Germline_Cell	#55DDFF
4709	germline_cell_unknown_stage	Female_Reproductive_System	#5CDFFF
4710	germline_cell	Female_Reproductive_System	#63E2FF
4711	germline_cell	Female_Reproductive_System	#63E2FF
4712	germline_cell	Female_Reproductive_System	#63E2FF
4713	germline_cell	Female_Reproductive_System	#63E2FF
4714	germline_cell	Female_Reproductive_System	#63E2FF
4715	germline_cell	Female_Reproductive_System	#63E2FF
4716	germline_cell	Female_Reproductive_System	#63E2FF
4717	germline_cell	Female_Reproductive_System	#63E2FF
4718	germline_cell	Female_Reproductive_System	#63E2FF
4719	germline_cell	Female_Reproductive_System	#63E2FF
4720	germline_cell	Female_Reproductive_System	#63E2FF
4721	germline_cell	Female_Reproductive_System	#63E2FF
4722	post-mitotic_germ_cell_early_16-cell_cyst	Female_Reproductive_System	#69E4FF
4723	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4724	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4725	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Germline_Cell	#70E6FF
4726	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4727	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4728	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4729	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4730	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4731	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4732	btl-GAL4_positive_female_cell_cluster_2_likely_to_be_ovary_cell	Female_Reproductive_System	#70E6FF
4733	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4734	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4735	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4736	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4737	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4738	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4739	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4740	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4741	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4742	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4743	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4744	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4745	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4746	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4747	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4748	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4749	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4750	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4751	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4752	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4753	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4754	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4755	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4756	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4757	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4758	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4759	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4760	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4761	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4762	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4763	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4764	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4765	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4766	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4767	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4768	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4769	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4770	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4771	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	neuron_other_cells	#77E9FF
4772	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4773	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4774	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4775	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4776	btl-GAL4_positive_female_cell_cluster_1_likely_to_be_ovary_cell	Female_Reproductive_System	#77E9FF
4777	subperineurial_glial_cell	Glial_Cell	#7DEBFF
4778	subperineurial_glial_cell	Glial_Cell	#7DEBFF
4779	subperineurial_glial_cell	Glial_Cell	#7DEBFF
4780	subperineurial_glial_cell	Glial_Cell	#7DEBFF
4781	subperineurial_glial_cell	Glial_Cell	#7DEBFF
4782	subperineurial_glial_cell	Glial_Cell	#7DEBFF
4783	tormogen_cell	Epithelial_Cell	#84EEFF
4784	tormogen_cell	Epithelial_Cell	#84EEFF
4785	tormogen_cell	Epithelial_Cell	#84EEFF
4786	tormogen_cell	Epithelial_Cell	#84EEFF
4787	cone_cell	neuron	#8BF0FF
