Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_ventral	orchid1	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	8.197935	-1.4497979
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.4089077	20.491905
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	8.636418	5.968096
epithelia_ventral	orchid1	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	9.268619	3.2396083
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_189	0.5482579	-0.30537093
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_250	10.994771	-3.8466072
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.8656999	-0.039678175
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_47	9.272862	9.497157
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_203	1.3435864	-1.8036977
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_74	7.4410124	10.275918
peptidergic_alpha	dodgerblue1	21	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_212	16.607325	16.392351
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_132	7.0686088	3.6857715
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	8.629233	11.292681
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_158	6.7650185	3.2296336
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	8.85258	12.014756
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_165	7.488946	1.7962694
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_54	7.9722676	12.762453
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_23	-7.406565	15.0586
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	7.2975454	1.3365912
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_52	9.072609	11.815631
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_152	6.9318213	2.8523135
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.2691958	20.602325
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_219	-12.001704	6.6201644
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_51	7.7101393	11.405385
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_152	6.1550007	1.9133766
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.81902564	-0.20549698
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_166	6.5998836	2.0832133
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	6.1836863	4.0188828
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_173	7.8815274	3.3447552
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_126	5.425845	4.299387
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_126	5.1614327	3.4842384
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	7.2599654	1.2825054
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_125	5.164229	4.17132
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_72	7.7239037	9.782022
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_148	7.0865903	2.722505
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	6.9856777	1.2520523
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	8.678428	5.8407183
peptidergic_gamma	skyblue1	46	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_223	-12.176812	1.2113273
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.177679	-4.4384685
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	7.7442474	5.650437
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_248	-2.250751	13.582102
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.576314	-4.7066274
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_92	7.435542	5.2673264
peptidergic_lambda	cyan2	40	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_247	17.494955	-8.823628
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_219	-12.09096	6.5778317
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_172	7.394652	1.3773491
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_58	8.379842	12.346964
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	9.027191	11.73783
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.4025946	15.010136
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_203	0.47635818	-0.4130652
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_128	5.0823817	3.5806942
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_248	-2.33348	13.509029
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_165	8.7252655	3.1652665
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_127	5.488265	3.1720579
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_75	9.1854515	9.482198
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_149	6.487043	2.5771656
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	8.18311	4.224312
peptidergic_alpha	dodgerblue1	21	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_218	16.770218	16.345911
peptidergic_theta_like	royalblue3	51	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_237	2.289763	-9.216364
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_19	4.3317842	20.23639
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	9.179937	11.255273
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_234	1.4719845	-9.418312
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_31	-9.913208	-4.1067843
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.76626337	-0.21707869
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.936118	3.0126827
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_146	9.295125	3.3387032
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.080285	-4.351403
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_172	7.4442773	1.8377566
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_243	-2.3801665	20.45875
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	8.685424	11.334049
epithelia_unknown	plum3	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_179	6.155184	6.1769547
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.8880531	-0.053526845
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_52	8.984011	11.803955
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_126	5.059709	3.7138348
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	8.585084	10.992628
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_225	18.42729	7.751358
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_101	7.8049164	5.374824
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_174	6.900211	2.9651628
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_165	7.1256013	3.0877988
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_19	4.448768	20.149336
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_221	-11.874591	6.656952
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	7.1588	1.2920711
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	7.239004	1.28324
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_174	6.818359	2.8874686
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_225	18.503323	7.829403
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_192	0.4308726	-0.08423383
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_52	8.510272	12.318952
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	8.232183	5.487343
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_124	5.1221995	3.7036116
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	6.6538687	2.511322
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_183	2.6650107	6.2555633
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_156	6.9344172	3.3895705
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_153	7.1965895	1.6008266
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_97	8.573778	5.8281593
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	8.980769	2.9563978
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	6.85065	1.4956349
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_51	8.199743	10.977465
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_86	8.110676	10.235628
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	0.7693264	-0.7744965
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_98	8.803318	5.7977877
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_27	-9.926672	-4.141106
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.5289955	-4.7459536
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_203	1.4094293	-1.9814118
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	0.9182237	-0.94844204
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	6.8077927	1.2957402
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_48	9.782028	10.301718
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_12	15.208755	-2.7247121
epithelia_gland_like	orange	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_92	5.873152	4.6935377
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	7.0961475	1.3032098
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_176	8.157889	-1.4230391
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.341554	20.100407
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.615578	6.254725
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_160	8.128121	2.6036572
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.033554	12.028616
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_192	0.35845733	-0.42778718
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.172594	-4.440678
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.105617	-4.2497253
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	5.58025	3.7104428
trans_gland_epithelia_ventral	gray65	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_88	8.054291	10.999279
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_173	8.5823345	2.391403
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_100	8.038188	4.001971
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_192	0.36716947	-0.19332096
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_4	14.630807	-1.6511889
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_118	5.729122	4.9847465
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_53	9.044801	11.865102
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.8326645	3.2806072
gland_1	darkorange3	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_71	7.414993	9.311271
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.830099	-0.084406726
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_243	-2.528606	20.448118
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	8.433989	5.7100096
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_248	-2.3065095	13.533545
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_219	-12.039075	6.6096864
gland_1_like	darkorange3	45	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_87	-10.683382	-3.4617486
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_116	6.1520324	6.080803
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.715069	9.944514
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_132	7.1517534	1.4153054
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	7.2225566	1.7582982
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.092705	11.311872
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_174	6.7585626	1.8985139
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	7.0545597	1.3849573
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	1.02506	-1.2010767
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.684712	6.2397313
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_86	7.946936	10.457796
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_9	15.242493	-2.5159154
peptidergic_kappa	deepskyblue3	47	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_245	7.143538	-13.165648
epithelia_ventral	orchid1	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_116	6.1977735	6.15562
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.374586	20.367504
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_236	-12.626382	13.716055
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_179	2.9940681	5.9747896
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	8.060047	3.2045412
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	7.2448416	3.9745865
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_229	22.116922	13.303904
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_100	8.077294	3.7203317
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_149	8.948288	3.0686753
peptidergic_iota_like	deepskyblue1	44	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_244	-2.510833	-10.004247
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	7.813572	11.749907
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_152	7.404933	1.703086
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.294618	20.80021
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.6003025	6.3089867
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	9.011765	11.915089
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_136	6.311707	1.4622849
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.5848594	0.09316367
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_179	3.055115	5.8958507
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	7.9013515	11.50777
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_242	-2.525894	20.292824
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_172	6.5924544	2.4446049
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_153	6.4319253	1.6910441
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_47	7.8282375	9.05086
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	1.0615195	-1.1095924
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_149	7.088095	3.8153024
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_197	0.13191979	-1.9660748
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	1.0599954	-1.6918997
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_239	-2.3689694	20.526236
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_146	7.780113	3.536423
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_82	8.657471	8.898242
epithelia_gland_like	orange	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_100	7.394001	3.9625216
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_192	0.5009448	-0.24176913
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	8.071977	5.7192163
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.286977	-4.6279616
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.810497	2.8444731
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.376027	15.081321
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	7.395789	3.8131785
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	7.312967	2.4760375
peptidergic_alpha	dodgerblue1	21	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_212	16.631914	16.388542
epithelia_ventral	orchid1	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_117	6.027675	6.091063
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_179	3.0199165	5.95456
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_81	9.749687	9.7973175
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.770524	-0.13468416
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	8.993506	11.047664
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_203	1.1583726	-1.2333537
peptidergic_theta_like	royalblue3	51	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_237	2.3714142	-9.251714
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_189	0.8328826	-0.3368388
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.8683276	3.2679656
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_166	6.418489	2.5597372
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_233	1.280566	-9.332949
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.544128	-4.795253
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	9.095933	3.3646183
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_136	6.6615033	1.4689589
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_48	9.821774	10.044421
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_86	7.278151	10.881103
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_2	14.751383	-1.374627
gland_1	darkorange3	37	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_85	0.5908746	-14.437931
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_83	9.383944	8.787329
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_152	7.4400873	1.7697016
peptidergic_beta	dodgerblue3	43	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_220	-12.521203	6.519061
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_242	-2.405301	20.480669
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_236	-12.60216	13.741586
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_126	5.095842	3.4639494
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_91	8.525784	5.7858286
peptidergic_alpha	dodgerblue1	21	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_216	16.773537	16.355915
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_250	10.9850645	-3.8699093
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.8578383	0.18218458
trans_epithelia_dorsal_ventral	gray95	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_187	7.3117437	-0.2201215
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.255963	11.0575
peptidergic_beta	dodgerblue3	34	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_222	-11.234162	6.8066835
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_53	8.811847	12.2251835
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.828223	3.0578828
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_32	-8.569288	-4.8622255
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	7.147656	1.1807293
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_99	7.6106305	5.1551676
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.83687115	0.09315241
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.7425504	0.08623618
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_148	7.862192	3.5987194
epithelia_unknown	plum3	49	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_182	20.943876	9.0515995
epithelia_unknown	plum3	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_177	7.8653994	-0.45917225
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.376355	20.57717
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_174	7.048937	2.6387372
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	8.097725	10.752601
epithelia_unknown	plum3	49	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_182	20.943281	9.051248
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	7.991347	10.901784
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	8.560484	10.464041
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.832675	0.14073959
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_43	-8.03523	-5.434122
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.6721344	6.207549
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.318961	20.529238
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_48	9.868013	9.208808
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	7.0883	1.3291528
epithelia_ventral	orchid1	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_117	6.033614	6.0697036
