TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-1.0714903	2.0413585
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.14509805	2.5568476
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-0.26005527	1.0875279
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.7849407	17.530231
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.419483	10.254158
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	10.050043	10.803598
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3956304	16.926447
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.2667425	-6.264832
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.83504707	-6.409095
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.72478735	2.9022691
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	10.079949	6.642083
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-4.285482	12.927841
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	7	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-0.40427476	2.0151749
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_peptidergic_mu_like	6.1478195	23.97811
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.9635898	-6.3012123
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	11.109685	10.297121
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.8257127	6.5260043
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.2887172	-5.8113155
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.791938	4.9755864
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.106329	17.483204
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	7.8126726	4.87089
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.896889	6.0398817
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-0.77172005	2.2319567
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.26834005	2.7293625
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.515379	6.468443
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.66129	7.519585
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.761278	8.565577
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.4320064	18.032742
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.47977	10.779543
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.352823	10.59313
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	6.2592163	5.0040073
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.2646683	2.8414948
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	-11.129037	-7.7819257
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.696208	4.9296293
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-0.22848837	0.7332625
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	8.752531	8.207039
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	10.044678	10.920093
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	-4.20254	8.443279
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-0.2439753	1.4098759
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_epithelia_ventral	9.5368595	6.9839654
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	9.231072	6.3225107
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.056787	10.006967
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	0.36455566	-6.7497063
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-0.22210945	1.1338203
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	7.4790354	4.8429976
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.48704797	2.9518228
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.887002	5.002241
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.641035	8.85034
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	9.445666	5.943663
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	10.054811	2.9659908
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	9.732839	9.595346
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	0.105079316	1.3992875
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.459776	10.316017
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-14.76342	0.05445602
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	-4.632189	21.079136
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.568684	7.514954
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.115225025	2.3535159
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.47596	17.556608
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	11.091859	10.185888
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.5447468	1.9078242
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.9983644	4.9391465
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	-10.916219	2.3169866
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.2576795	-5.6365185
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	7.5660377	4.887881
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.0375218	-6.165499
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	17.401442	14.860374
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	4.8628516	16.94201
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	5.3445916	1.2466295
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.1480107	17.264732
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	9.767017	6.6409583
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.859356	2.3754022
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	3.9954164	17.34568
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-1.8303422	1.3518424
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.214287	10.082318
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	0.00024870542	2.3781114
unassigned	unassigned	unassigned	gland_1_like	darkorange3	45	batch2	Hhon	Hhon_gland_1_like	3.142471	8.960059
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.635321	10.674204
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.540845	17.283443
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.639346	4.8751144
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-4.1985354	13.029986
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	-2.5804415	-13.553478
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.104624	6.5322647
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	0	batch2	Hhon	Hhon_trans_lipophil_1_epithelia	-1.3210114	-5.7009554
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	-4.5425797	21.062195
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	11.014089	10.09151
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.672169	6.4897404
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	6.282473	4.9652066
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-9.866874	2.5322752
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.672269	4.894903
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.6969724	4.9619446
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.19991	2.811698
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-4.2417016	12.988821
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.267532	17.984194
unassigned	unassigned	unassigned	lipophil_1	khaki2	37	batch2	Hhon	Hhon_lipophil_1	6.105199	24.015244
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.55416	-5.886884
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-14.763982	0.05652578
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_peptidergic_gamma	20.987144	10.092204
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-14.764795	0.056213774
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-14.766856	0.05785443
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.652921	7.234253
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.997202	10.128199
unassigned	unassigned	unassigned	peptidergic_other_2	paleturquoise3	55	batch2	Hhon	Hhon_peptidergic_other_2	15.6807	19.496067
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_epithelia_ventral	9.264744	7.1606836
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	5.325232	0.5677825
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.650873	7.555938
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.374234	10.153339
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.3398021	-5.7967677
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	34	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	19.692966	5.051756
unassigned	unassigned	unassigned	gland_1	darkorange3	45	batch2	Hhon	Hhon_gland_1	3.0871894	8.749873
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.178818	10.126655
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	Hhon	Hhon_peptidergic_zeta	10.651344	22.146217
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.235957	10.322915
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-4.2686577	12.932478
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.48803988	1.6703317
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.1051595	-5.856074
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.05991814	2.149274
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	-4.4969587	20.958818
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_peptidergic_lambda	-8.099609	6.848098
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.345714	6.497243
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	-4.4775004	21.092293
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	0.02563234	1.4739642
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.172371	10.294573
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	5.328148	0.6348476
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.4476643	17.702326
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	9.508447	6.0090246
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	5.304508	0.9554446
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	21.21898	13.260416
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	0.018168943	1.2657833
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.3438425	6.323929
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.3838795	-5.744887
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.510494	10.758276
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.3718	-5.916845
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.680877	-5.8825
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.999787	4.917899
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	10.040873	7.153774
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.869856	4.258748
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.6768045	6.4792852
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-1.9489667	1.5857868
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-0.08785947	1.5304859
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	1	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-0.27538952	2.7848709
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.8827147	6.122031
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.181396	17.198088
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.475844	6.7265086
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	11.2060585	9.951967
unassigned	unassigned	unassigned	gland_1	darkorange3	52	batch2	Hhon	Hhon_gland_1	-0.5309097	2.6338089
unassigned	unassigned	unassigned	gland_1	darkorange3	52	batch2	Hhon	Hhon_gland_1	-1.3284148	2.1922584
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	44	batch2	Hhon	Hhon_epithelia_ventral	9.503329	6.642245
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_peptidergic_gamma	20.986225	10.0932
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	Hhon	Hhon_epithelia_ventral	9.845499	6.213006
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.9786844	6.40489
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.0633373	17.256983
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.155832	-5.862546
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-4.2552085	12.972242
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	3.9372466	17.792631
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	-2.518195	-13.526308
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.616043	10.235303
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	50	batch2	Hhon	Hhon_peptidergic_lambda	3.365392	-10.93574
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.0266657	-5.877842
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	9.350735	6.6066275
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_epithelia_ventral	10.320365	7.8267455
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.3698843	-5.607635
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	Hhon	Hhon_peptidergic_zeta	10.660431	22.148268
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.1988735	10.532498
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	8.798461	8.227034
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.738704	4.8269043
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.1352493	-5.8695054
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.6892896	6.007806
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	-2.425467	-13.603803
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.48072	10.3320055
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.437019	6.48478
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.31326	6.5457573
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.5035877	17.18063
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	21.18183	13.232448
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.358819	10.5003805
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.879107	2.3413236
unassigned	unassigned	unassigned	gland_1_like	darkorange3	45	batch2	Hhon	Hhon_gland_1_like	3.2275352	8.889181
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	-2.3336408	-13.657942
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_peptidergic_eta	14.180927	-5.725899
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.9319122	-6.647181
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.204725	6.497998
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.8901997	4.989479
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-9.899937	2.5526626
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.10134538	1.9795585
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	7.9160676	5.010794
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.7926116	17.440989
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	7.8694925	5.0123363
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	6.180869	5.024048
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.0419827	17.032326
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.819253	-6.2938914
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	0.0803047	-6.0222597
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-1.0268584	-5.8863688
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.525833	7.390658
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.892021	2.360181
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	-4.541015	21.07155
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	5.3544197	0.95927995
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.8818686	-6.677396
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-0.9332523	-6.594132
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	9.510018	9.309031
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	5.3348866	0.94709986
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_peptidergic_theta_like	7.3554616	-3.8064728
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	-2.3920248	-13.655412
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	-4.255564	12.973651
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.268604	10.140374
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	7	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-0.07208764	1.0202663
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	6.088143	5.0356307
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	1	batch2	Hhon	Hhon_trans_lipophil_1_gland	-0.077666685	2.5436816
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	8.351253	6.509678
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-0.10958364	2.384205
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	0.12930928	1.5535725
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_peptidergic_gamma	20.983253	10.096881
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	9.946283	9.915697
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.231076	17.876883
