	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1
Tadh_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005806767015287452	0.0	0.007825505653158845	0.00930100615565265	0.3319743443738438	0.008390501945942406	0.8035882953323983	0.033613750240950806	0.0	0.0	0.0	0.0	0.0	0.0	0.007298589457657684	0.03535732918080901	0.0	0.0	0.0	0.0	0.0	0.020554299294220278	0.0	0.0	0.0	0.0	0.00045413771618503344	0.0	0.0	0.0	0.001045065804026992	0.0008592910891983007	0.0022908663896822044	0.008914430113759005	0.21029655582676793	0.017184732134447957	0.0
Tadh_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009453656756092181	0.02236490652491703	0.0	0.0475444614108146	0.0004355397667984303	0.0020232247382416272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020467459119653288	0.22467830667766134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014812946803184697	0.0	0.0	0.0	0.0	0.0	0.0	0.00027988714152663436
Tadh_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018538331145684185	0.12107810841206743	0.02057484324437895	0.21390202089353455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017071795411113244	0.0	0.0	0.0	0.0025201612680590744	0.0	0.0	0.0	0.0	0.0	0.0017851638990166213	0.34444329498661036
Hhon_epithelia_dorsal	0.9989915471450296	0.02701592270317286	0.0	0.015397809652092712	0.043603402619136505	0.08823828092201125	0.01664861645802537	0.00016749915868458166	0.01875108335520318	0.006820783605203859	0.029219793592634064	0.022944392181688707	0.045022358965589114	0.30454415655555817	0.00039655566437283706	0.0	0.1018248693726698	0.005134307256817366	0.04557957672497701	0.005099369318324156	0.011482077807543262	0.00024217309756467865	0.06720438095980227	0.07152807800080643	0.023749351590855318	0.006186537850880982	0.758639499645452	0.001810599241270817	0.04022061548092508	0.0004503204349091729	0.0	0.009453656756092181	0.018538331145684185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_gland_like	0.04006487740263856	0.9623136048772967	0.0	0.56140237399803	0.0004620656801394586	0.9938261115370848	0.009928236831453479	0.4675511575921899	0.035297550104807666	0.018118781639927556	0.017598428188852523	0.00017888916363672358	0.003946688633457944	0.009113103836990741	0.018722012810404524	0.0	0.0007558822651901404	0.0	0.0	0.0	0.05282340519062717	0.00022522801242188398	0.0	0.0026943049540995244	0.0	0.0	0.018964284995598997	0.0	0.03694289822652812	0.02134794252100614	0.0005806767015287452	0.02236490652491703	0.12107810841206743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_unknown	0.03902679137428768	0.09864448307987955	0.8463676314957033	0.974943569794452	0.7883113638436542	0.49371655536673476	0.0	0.004732602876967569	0.0004993840316790816	0.00012241108506111966	0.009781685631941598	0.006416075247579972	0.0004382967408261742	0.0	0.0	0.0	0.0004613193128564342	0.0	0.0	0.0	0.01992808024636969	0.007382617557821438	0.0	0.0014369725349370546	0.0	0.009462001025727524	0.04393507190505812	0.0	0.026850507030820057	0.0	0.0	0.0	0.02057484324437895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_epithelia_ventral	0.23801896967561706	0.7646846452238754	0.005430081387010297	0.8800864910922692	0.5499414784434387	0.998725209361683	0.0	0.02276814499199614	0.0	0.11470408699488666	0.11398517763918792	0.02939093951392955	0.027980360710504627	0.0	0.026523988056796666	0.03241994501495712	0.02957838263853691	0.0	0.01036256524042264	0.03306300626654777	0.08620056383860472	0.0002508167257055912	0.01609992380380867	0.08832951560289146	0.01992306328359709	0.0002969493734435896	0.9703871198676218	0.0003858731892119696	0.0070335158060105445	0.11001153652847781	0.007825505653158845	0.0475444614108146	0.21390202089353455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_fibre	0.0005	0.0036063590239990262	0.0	0.0	0.0	0.01117064014196017	0.9997959939751648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00639513315449321	0.0	0.0	0.0	0.0	0.029762029574403003	0.0	0.0	0.0	0.0	0.0	0.0006254199296097204	0.9707585643492427	0.000462491981999868	0.0	0.00930100615565265	0.0004355397667984303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_gland_1	0.010409552493305024	0.5947358689213981	0.0	0.06740461502856832	0.00038997459464930133	0.10093276721983735	0.0	0.99983951064139	0.0	0.0012467604054193786	0.009315197976916073	0.005686775082207584	0.0	0.009437199502433708	0.0	0.028059190460007773	0.0	0.0	0.0011469935590798452	0.0	0.19999545720350795	0.0	0.0	0.0004982385358444738	0.0	0.0	0.008164620984670691	0.008682693803874885	0.9728367475353007	0.0008960249783692738	0.3319743443738438	0.0020232247382416272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_gland_1_like	0.9444021939179847	0.0	0.0	0.0	0.043535102904368406	0.0	0.0	0.013954859206637336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021587343904637152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005576867505391636	0.13354892831132534	0.0	0.008935660826140883	0.007368261946060178	0.008390501945942406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_lipophil_1	0.00860460222367761	0.008729355964148932	0.0	0.001029495614497548	0.0	0.008283909475466174	0.026558156645831894	0.0	0.9997889061348963	0.0	0.008941301620771397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008243809549642524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004451538997811568	0.4968611263096775	0.8035882953323983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_lipophil_2	0.0004472569533745095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018659962643747176	0.0	0.0	0.0	0.0	0.0	0.0	0.008050076980429465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004493710642003955	0.033613750240950806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_alpha	0.0	0.03715758282978741	0.0	0.006820246731396309	0.01582929696977001	0.021727784226593667	0.0	0.0	0.0	0.9984030230696653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04063679162322743	0.0	0.0	0.006380613127921574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_beta	0.009463594329562182	0.0	0.014728472145783086	0.0	0.00909026452526895	0.01751610059268912	0.0	0.009621281765884605	0.009488675286375531	0.0	0.9887142133528165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026884042113847723	0.0	0.0	0.017226187832364022	0.0	0.031684377089030595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_delta	0.009412832259017886	0.0	0.0	0.0	0.020107635297418887	0.0	0.0	0.0	0.0	0.0	0.0	0.9287126877727285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033135877833347725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012479279571529468	0.5536038024553542	0.0	0.0	0.0	0.0	0.02093419123657732	0.0	0.0	0.0	0.018621185859532603	0.015739967347105074	0.06185101005046728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_epsilon_like	0.0	0.018175170549127827	0.0	0.0	0.0	0.09421650341750462	0.0	0.0	0.0	0.0	0.04531544059465638	0.0	0.688092842847316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08459860561756823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_eta	0.0	0.0	0.0	0.011182158762648088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027584448914502664	0.0	0.992466392875332	0.0	0.0	0.0	0.010771030591814	0.0	0.0	0.0	0.0	0.0	0.2221605222415425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_gamma	0.0	0.0	0.0	0.016895098173934205	0.0	0.007694507389996339	0.0	0.018716713458111732	0.0	0.0	0.0	0.0	0.0	0.0	0.9505248515346324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008651016068383173	0.0	0.0	0.0	0.0074873630036927374	0.0	0.0	0.007298589457657684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_gamma_like	0.0270020719890331	0.010674195423671626	0.014422791735806925	0.0	0.0	0.004548877542144833	0.0	0.005122977746084678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8875950342801279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016466069662564833	0.0	0.0	0.0071152664270045475	0.03535732918080901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_iota	0.0	0.0	0.0	0.009526615447710662	0.00045811170892734384	0.026247270986702986	0.0	0.0	0.0	0.0	0.0	0.0	0.002511484114104735	0.03631685739339314	0.0007739538375146843	0.0	0.9993656626448917	0.0016198254540621775	0.0	0.0	0.0	0.0	0.0077605939275208246	0.016200504329255586	0.019364982695277977	0.0	0.000385294045514096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_iota_like	0.0	0.0	0.0	0.0	0.0	0.004353423594640207	0.0	0.0	0.0	0.0	0.0	0.0033418074156475624	0.0	0.0	0.0	0.0	0.0	0.00451895763902694	0.0	0.0	0.004011061563244223	0.7051025666475919	0.0	0.0055558396114546976	0.0	0.0	0.000604090836176567	0.0	0.0	0.0	0.0	0.0020467459119653288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6198183162761187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22467830667766134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_lambda	0.017869104319417885	0.0	0.0	0.0	0.005969476381515262	0.010808212206440121	0.0	0.0	0.006573304873807413	0.0	0.0	0.0	0.0	0.0	0.00039054946216063953	0.0	0.0	0.0	0.9395315043735829	0.0	0.0	0.0	0.0	0.009456323603449215	0.0	0.0	0.012675549578920914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_mu	0.0	0.0	0.0007783201098319847	0.009746460287970587	0.0	0.0009293968959937249	0.0	0.0	0.0	0.0	0.012830723122435352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9708168058796707	0.032253294543592805	0.0	0.0	0.008738306612657547	0.0	0.0	0.0002031866977199767	0.0	0.001892582897167637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_mu_like	0.007429787065092039	0.004883188986655412	0.0	0.0	0.0	0.010220322177182663	0.0	0.00031303108322849486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005431704040713187	0.0032656552819030705	0.0	0.0	0.991359046333614	0.0	0.0	0.018498312063843586	0.0	0.0	0.0	0.0	0.0027565666224070987	0.0	0.020554299294220278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_omicron	0.0	0.009291077049007574	0.0	0.0	0.008724322163711825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003567410201609568	0.0	0.0	0.0	0.0	0.974129812450359	0.015159270402316044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_other_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6932260140033496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036679879296942024	0.08612858452467503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_other_2	0.0019904068578336033	0.0	0.015938727027220507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01879915342705921	0.020609290534147555	0.19078636089345952	0.0	0.0	0.0	0.0	0.08219517887667664	0.0	0.0	0.036363547232676756	0.433729087352578	0.0	0.014076900667636111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_progenitors	0.0009244375188228229	0.008724984003705798	0.0	0.004789984300588263	0.0033053317336389594	0.1980957805324927	0.0	0.0002910807609364582	0.0	0.06021956716492745	0.007619735837328723	0.0	0.0	0.013629416533895423	0.0071350617300543675	0.0	0.002274255151537869	0.009594036293667191	0.015812846424463674	0.0	0.00831991038187271	0.0	0.0	0.5029329300338372	0.0	0.0	0.002603614454439886	0.0	0.0	0.0	0.0	0.0	0.00017071795411113244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009129780608230217	0.0	0.0	0.0	0.0	0.0	0.0	0.007718599528349824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9854379183728117	0.0	0.0	0.0	0.0	0.0	0.00045413771618503344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_theta_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001907752772543145	0.0	0.12865347417969464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03161817538160665	0.6825790183084605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009946831867168316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092776654144186	0.0	0.9792077629523854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_epithelia_dorsal_ventral	0.8938023552619369	0.021575793010600895	0.0	0.012184390892626627	0.3599078560825341	0.8203996087499213	0.0	0.0012447509134855133	0.0	0.009989124297002005	0.008442033016954679	0.006546903518441778	0.0	0.0	0.0	0.0	0.00736544640536802	0.0	0.02710478947240986	0.008542531667023371	0.0007693622334330725	0.0	0.0	0.006825175430247525	0.0	0.008080099328549487	0.18437948129893578	0.0	0.009441076669050457	0.000338302286675846	0.0	0.0014812946803184697	0.0025201612680590744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_fibre_gland	0.0	0.00011996216039225005	0.0	0.0	0.0	0.0	0.3626356060738951	0.017368038732973236	0.01867341963638708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001110599312861351	0.15344806859732035	0.007164050091417118	0.0005157581909898944	0.001045065804026992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_trans_gland_epithelia_dorsal	0.0	0.008100473890152358	0.0	0.001072458741723178	0.0	0.0014922602176259425	0.0	0.3838820099590526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218615389325939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026873251637385263	0.0	0.0008592910891983007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
