Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	4.134215	0.44537717
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	8.01445	9.236689
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	HoiH23	HoiH23_epithelia_gland_like	6.8526573	8.374593
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_peptidergic_kappa	19.013784	-8.422517
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.9223223	9.637488
unassigned	unassigned	unassigned	epithelia_gland_like	orange	21	batch2	HoiH23	HoiH23_epithelia_gland_like	6.303387	8.870127
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	5.369484	-0.0062234746
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.0329275	10.687733
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.115936	8.935381
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_peptidergic_mu	15.214731	12.671572
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	7.030143	-0.19597848
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.8579903	8.809815
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	23	batch2	HoiH23	HoiH23_peptidergic_eta	20.881842	8.447498
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	7.2477303	9.419642
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	5.159794	-0.5925206
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.9936252	-10.622639
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	11.688865	2.5383136
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.654042	8.357723
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.8651323	-0.7781203
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.70723	9.009562
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.9614124	-10.664035
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.670255	-0.59009844
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	33	batch2	HoiH23	HoiH23_peptidergic_epsilon	-4.0843053	1.0319432
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	42	batch2	HoiH23	HoiH23_peptidergic_zeta_like	11.97028	-6.90005
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.0764756	8.728836
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.9299536	-0.771226
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	41	batch2	HoiH23	HoiH23_peptidergic_progenitors	3.8431919	2.12379
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.371413	8.779764
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	4.090678	2.9426746
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	6.491716	18.80126
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	53	batch2	HoiH23	HoiH23_peptidergic_epsilon	-12.173974	11.538823
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.6038833	9.046595
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_peptidergic_zeta_like	23.699438	9.200859
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.5888076	8.833214
unassigned	unassigned	unassigned	epithelia_gland_like	orange	10	batch2	HoiH23	HoiH23_epithelia_gland_like	4.187306	-0.95690155
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	21	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	7.0292463	10.162731
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.1628613	9.160522
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	7.6902456	-1.128027
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.36651	8.37523
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.11993	2.7494383
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	6.2148137	9.844672
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	4.6501164	2.5929174
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.253645	10.746439
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.219047	8.822218
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.8107243	8.861298
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.7835474	0.7124748
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.293227	9.171104
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.856061	8.996276
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	42	batch2	HoiH23	HoiH23_peptidergic_zeta_like	11.968705	-6.9000745
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.6403046	9.156259
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	4.0956326	2.088509
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	3	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	12.461017	2.9599836
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.721566	2.047095
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	7.4516535	19.826649
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.886116	9.022967
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.4978044	0.78377736
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_epithelia_unknown	1.6448696	-4.0360465
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	7.14013	9.698528
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.172906	3.3153176
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	6.2064624	18.727728
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	3.78783	0.4284153
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	42	batch2	HoiH23	HoiH23_peptidergic_zeta_like	11.967921	-6.9007053
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.143235	3.382446
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	3.9050999	0.34366322
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.0562	8.339753
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.139518	-0.8682459
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.618211	8.587286
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.257899	9.276373
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_peptidergic_zeta_like	23.758486	9.251872
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.396128	2.87557
unassigned	unassigned	unassigned	trans_lipophil_2_gland	gray70	4	batch2	HoiH23	HoiH23_trans_lipophil_2_gland	6.727658	19.15097
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	HoiH23	HoiH23_peptidergic_eta	20.199848	8.483301
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.2530727	8.27132
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.8026323	-10.640396
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.740123	9.095893
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.25102	10.749292
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.2650156	-0.95885056
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_epithelia_gland_like	3.1010787	1.3260796
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.056408	8.5075865
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.115653	8.335625
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.7429235	-0.80485326
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	9	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	6.987107	8.492555
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	33	batch2	HoiH23	HoiH23_peptidergic_epsilon	-3.7590015	1.1080488
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_peptidergic_mu	15.200992	12.630469
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	24	batch2	HoiH23	HoiH23_peptidergic_zeta_like	19.902735	13.118356
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.1380353	8.702944
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.804832	9.139752
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.114309	9.005104
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	2.503009	0.5007951
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_peptidergic_alpha	15.5719185	19.779297
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_peptidergic_mu	15.210114	12.6535845
unassigned	unassigned	unassigned	epithelia_unknown	plum3	54	batch2	HoiH23	HoiH23_epithelia_unknown	14.731777	-5.8069353
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.8603506	9.292542
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	6.2837415	9.601826
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.132195	-1.1153225
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.926034	8.801316
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	7.503174	9.891597
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.043264	2.501289
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	21.005531	8.370572
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	7.466281	19.827843
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.4900727	8.976555
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	15	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-5.9122787	8.933791
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.7250566	-0.91764593
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_peptidergic_kappa	19.150978	-8.577427
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.75274	3.8575203
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.5992656	7.5457063
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.5177252	-0.80039966
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.126273	8.358383
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.150431	3.3690977
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.1838455	9.010253
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	6.9501486	19.370054
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.6640067	8.499344
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	HoiH23	HoiH23_epithelia_gland_like	6.782424	8.609643
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-10.507267	-5.6967483
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.150742	3.3629923
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.174879	3.3309648
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.7149034	9.204219
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_epithelia_unknown	1.9657623	-3.836855
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.5946794	1.4834611
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	-10.963689	2.151546
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	13	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	6.551474	18.583128
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.451885	2.9395328
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.2073536	8.577609
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.0631824	8.592243
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.408473	8.4462185
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.8113496	-10.770322
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	42	batch2	HoiH23	HoiH23_peptidergic_zeta_like	11.965458	-6.895392
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.179873	3.3810441
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.8582494	-10.787665
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_gland_1	6.9315963	11.311386
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.9716225	-10.566321
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_peptidergic_iota	19.977367	13.077635
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	7.4161887	19.783031
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	7.495242	19.857647
unassigned	unassigned	unassigned	epithelia_gland_like	orange	20	batch2	HoiH23	HoiH23_epithelia_gland_like	3.6837685	2.941153
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-10.506101	-5.6918273
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	11.786199	2.4426632
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_peptidergic_beta	20.248259	3.3252854
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	3.6550884	0.34036544
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.176438	2.6382492
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.34211	9.414029
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_peptidergic_iota	19.974976	13.164581
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	2.825484	3.5361178
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.5448875	9.231263
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.3640184	-1.0767263
unassigned	unassigned	unassigned	epithelia_unknown	plum3	23	batch2	HoiH23	HoiH23_epithelia_unknown	20.514196	8.423921
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.9351497	9.083626
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.397248	2.5549421
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	-11.165374	3.3402078
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	HoiH23	HoiH23_peptidergic_eta	19.838558	8.387582
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	3.0038671	3.30918
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	3.6893682	0.60181963
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	3.7081082	0.42608154
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.8398495	-0.79085934
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-7.188996	8.881243
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_peptidergic_alpha	15.000475	19.20603
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.447273	-1.2370296
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	2.2636614	-0.7428379
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	6.597932	9.009835
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.9670765	-0.96091735
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.624697	1.2397453
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.6209228	-0.817013
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.3916965	-0.6898279
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.2502775	2.833668
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	7.2687564	-0.7757644
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	-2.877444	-10.750615
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.73276	8.643459
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	7.148636	-0.6324429
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	6.614085	8.931527
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	5.66529	2.6832218
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-6.0136786	8.93363
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.533069	-0.56903315
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.3738317	9.851167
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.205595	8.36905
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	5.2202396	-0.5092684
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-10.511528	-5.69392
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	7.640862	-1.0851257
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.7319684	-1.1215008
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	12.474877	3.054166
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.0823326	8.636537
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.616306	1.45336
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.2512984	8.727835
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	7.3927503	9.593535
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	4.5272884	0.58703953
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.089125	8.275433
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.5884876	-1.0630516
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.8884497	9.11613
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.3086824	-1.1039071
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	5.980897	0.4320737
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_peptidergic_gamma_like	5.0167575	-11.545159
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-5.174563	7.474979
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.8674393	9.111538
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_peptidergic_beta	20.36369	3.352037
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.736612	9.223442
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	7.5795164	-1.1897845
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_peptidergic_kappa	19.00979	-8.418343
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	2.5036123	-0.75981265
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.346063	-1.0731384
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_peptidergic_mu	15.20828	12.656704
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	7.8034225	9.431425
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.3234086	8.690515
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	4.275006	2.6843705
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	7.4387684	9.000238
unassigned	unassigned	unassigned	epithelia_gland_like	orange	18	batch2	HoiH23	HoiH23_epithelia_gland_like	2.852346	1.5711349
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_peptidergic_iota	19.969942	13.194307
