Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
peptidergic_theta	royalblue3	47	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_theta	-6.1378927	-7.582626
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.936311	8.750056
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.571799	3.078137
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.1173067	4.191059
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.571011	2.7209315
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.857813	-2.2984707
trans_lipophil_1_epithelia	gray80	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_epithelia	9.571794	7.872201
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.190409	0.05832761
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.779884	14.955941
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	8.051686	11.527339
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.277159	3.7102234
trans_gland_epithelia	gray45	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	16.865103	-1.1952642
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.7180395	2.7797887
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_omicron	4.270516	-9.276686
trans_epithelia_dorsal_ventral	gray95	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	6.7986736	12.539512
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.455441	2.3135893
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.3375807	4.005925
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.810174	7.2057443
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.65036	13.444901
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.061731	6.9388266
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.935912	16.634203
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.305038	7.61488
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.74369	0.25021696
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.440608	9.266211
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.707939	3.1026614
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.487956	7.800082
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.690833	2.695927
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.760487	0.08396377
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.429457	9.37703
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.935196	16.639662
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.713831	13.456113
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.015373	14.781983
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.972046	14.144579
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.2134	14.897151
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.758125	14.841476
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	6.0556283	12.791294
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	6.079133	12.551177
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.150121	3.1324098
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.731695	-2.2665749
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.840859	9.095281
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.8945203	12.52653
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.969164	-2.319103
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.100284	8.987513
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.8389316	12.50332
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.4363203	4.4852886
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.921059	16.61817
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	21.560701	-5.9477935
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.5229177	3.4982522
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.503163	3.3907928
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.793165	14.641235
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	17.053009	-0.492428
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.227262	7.731881
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.83572	8.94214
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.150955	0.0486221
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.155443	-2.3833141
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.642101	9.5992565
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.80958	7.1772366
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.876415	7.299887
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.127158	10.567287
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.5967287	-8.811897
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.2386875	6.4930315
peptidergic_theta	royalblue3	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_theta	7.438822	-1.6653901
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	6.207884	13.117295
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.206238	-0.17021458
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.934234	-1.3331156
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	21.544994	-5.965378
trans_epithelia_dorsal_ventral	gray95	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	10.344981	8.962477
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.126486	0.1194747
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.647995	12.86427
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.914074	-0.8161081
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.693913	-1.045387
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.779727	12.815382
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.8033724	6.2736664
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.515232	9.52034
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.5426035	7.6452837
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.88404	10.121706
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.468083	2.1849756
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.957617	3.1773236
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.826989	2.5031846
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.590776	-1.0465487
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.871666	9.718166
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.403083	7.2686577
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.996399	-0.06465453
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.784019	9.195947
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.735068	10.442881
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.21738	9.139328
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.586334	9.5058
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.7597456	15.002599
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.310253	6.8413815
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.613747	2.6844764
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.720057	7.742061
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.757363	2.7018464
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.675397	9.056841
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.005713	-0.99487054
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.8358793	12.400251
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.736954	-0.5468572
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.529376	13.384618
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.318999	7.601743
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.024307	14.852571
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.5722196	-8.799224
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.162548	-0.18988197
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.623606	-1.3177451
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	8.8297205	6.8078265
epithelia_ventral	orchid1	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.316041	8.963989
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.890878	2.8065152
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.269845	9.0983715
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.922931	2.7669275
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.93133	-0.56948245
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.746596	2.5799973
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.835885	14.65994
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.1030273	-0.7294787
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.051325	-2.3127668
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	8.706723	6.6803994
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.274787	10.866813
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.45725	2.2751212
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	6.6351924	7.565038
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.650493	7.1779785
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.1044655	4.2261944
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_delta	5.8195443	-11.638587
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	1.9286288	-3.8509605
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.127632	2.947817
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.734436	4.001395
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.840618	8.91498
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.694597	3.014788
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.5863395	-8.806923
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.76531	-0.67812073
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.658228	2.430878
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.433906	2.8663216
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.890836	7.1995497
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.928156	7.4425507
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.64721	0.04320172
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.058002	6.322646
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.298855	9.172743
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.48484	7.236352
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.5262117	3.5896585
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.1676455	14.34715
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_beta	-3.1304612	-3.4519496
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.947664	6.1451
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.8782115	7.600785
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.913991	9.1216
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	7.005788	11.685052
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	14.026883	2.4889271
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.722195	7.0374327
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.312074	7.4344897
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.695128	7.2431555
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	7.026434	11.64279
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.937271	16.661518
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.270243	-1.9782081
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_lambda	16.687187	-12.41575
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.170103	3.45407
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	24.425615	-0.12416007
peptidergic_mu_like	cyan3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	5.622379	23.292208
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.9395	-0.85140765
peptidergic_progenitors	blueviolet	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	0.63358206	18.87378
epithelia_unknown_2	plum3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	10.009562	6.92212
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.990973	0.18465284
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	6.6994724	12.362956
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	21.542732	-5.943625
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.8667192	12.807798
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.693654	10.399167
epithelia_gland_like	orange	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.375892	8.323185
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.771734	-1.0704825
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.953918	-0.4978209
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.855554	6.1846642
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.774787	2.721799
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.827519	2.4570522
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.6352677	13.34533
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.040985	8.779839
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.398617	-2.1814516
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.8244987	13.316042
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.9925084	4.2641215
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.83521	-0.13980843
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	6.6439385	12.104962
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.601454	8.939468
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	6.2408237	7.4906507
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.007884	8.321164
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.473081	2.9511316
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.207442	7.1856804
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.014112	-2.3089364
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.740797	7.237851
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.1279216	-0.7534784
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	16.887386	-1.1588854
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.448595	2.2396545
trans_lipophil_1_epithelia	gray80	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_epithelia	-8.728055	2.6593056
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.168584	6.9229703
