Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	5.2817183	-1.5386939
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.4278691	6.0459933
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.467661	1.724557
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.320592	-5.727522
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.6095924	6.0466366
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.1682673	1.9301623
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_peptidergic_theta	-2.4255939	24.86296
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	5.3292394	5.8343787
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.156685	1.4709826
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	-0.08004533	15.400238
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.6812687	-5.360808
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.684897	3.2116706
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.4092264	-5.96894
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	5.850922	-5.401864
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	6.0829124	3.3031154
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.5283626	5.8229566
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	5.1273637	0.62125564
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.1495144	6.238431
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.7861547	0.89785147
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	-2.7006428	6.334745
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_peptidergic_gamma_like	1.9822242	4.220695
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.0079208845	5.1611485
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.296771	-5.359632
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_peptidergic_beta	-0.87793446	-12.478952
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.363336	-5.5712066
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	5.7343326	5.9754186
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_peptidergic_kappa	-3.2010353	-14.853405
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	5.372464	-0.7506118
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.461493	1.1170368
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_peptidergic_mu	21.620378	14.045987
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.1252694	-5.4187884
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.3412895	-5.4684534
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	5.5920978	1.6133496
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.487427	-5.636918
unassigned	unassigned	unassigned	epithelia_gland_like	orange	18	batch2	HoiH23	HoiH23_epithelia_gland_like	6.812473	1.0824119
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_peptidergic_iota	21.831594	0.06395771
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	0.4444532	15.110349
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.0245795	-5.40757
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	15.791188	13.84091
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.372676	1.6612864
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.9969063	3.1093655
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.67495304	5.8273106
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	6.323182	-4.56417
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.9712483	5.873595
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_gland_1	5.184731	-2.011976
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.268603	-5.409991
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	5.2105846	-0.5625762
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_peptidergic_zeta_like	-9.621972	5.121152
unassigned	unassigned	unassigned	epithelia_gland_like	orange	20	batch2	HoiH23	HoiH23_epithelia_gland_like	5.62056	-0.21871261
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	16.741613	2.251503
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.246393	-5.347621
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_gland_1	5.9280767	-0.08438304
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	6.9562273	1.0584486
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.322783	-5.8127184
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	0.54094005	15.268097
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	35	batch2	HoiH23	HoiH23_peptidergic_zeta_like	16.876003	-4.615406
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.8430633	5.935539
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	17.138296	-4.524453
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	5.4914355	-5.014187
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	4.5340586	0.76192814
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.0742185	6.0991073
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.6396465	4.9854465
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	16.588064	2.0992439
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.4712796	1.308595
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	-0.25501892	14.678161
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	33	batch2	HoiH23	HoiH23_peptidergic_epsilon	-6.474091	13.265173
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	5.9754996	3.0877113
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.66796625	5.8357983
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	6.7691603	3.0812757
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.53108174	5.8232803
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.6833602	5.710211
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	4.802677	5.6258245
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	5.2797995	-4.482542
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.6820683	5.8674893
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_peptidergic_iota	21.774931	0.043148436
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_peptidergic_kappa	-3.3921146	-14.292545
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	HoiH23	HoiH23_epithelia_gland_like	6.363924	-3.92425
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.0796247	6.171126
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	5.207109	-1.8386616
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.646774	6.3475623
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_gland_1	4.367435	-6.0715218
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.62156	6.0295033
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	0.06394867	5.313658
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.1021338	-5.2110295
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.2168434	5.9972644
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_epithelia_unknown	6.8785887	3.1281364
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.7306124	6.019722
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.74764895	5.807347
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_epithelia_unknown	6.0157557	6.823166
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.6289377	5.9626184
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	-4.731142	4.7558527
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	3.941231	3.3051777
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.300373	-5.668035
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.4564476	1.1383678
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_gland_1	6.9371448	0.69247097
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.91702706	5.7962275
unassigned	unassigned	unassigned	epithelia_unknown	plum3	10	batch2	HoiH23	HoiH23_epithelia_unknown	4.2427635	1.1865185
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_epithelia_ventral	5.584093	0.3386675
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.3182273	2.4908774
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	16.797142	2.3065531
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	2.6930363	3.803409
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	1.0140927	15.553842
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-5.013709	4.0940223
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	4.2396383	-5.0773935
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_peptidergic_kappa	-3.4088097	-14.276035
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.8088601	5.7555246
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.68468964	5.8964257
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.79569244	5.1646576
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_fibre_2	14.861254	12.002067
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	-4.936469	4.048252
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.7963743	2.7331097
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.643141	-6.032677
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	5.4105606	-1.0053427
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.6928558	6.5244946
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	-0.17319594	14.702204
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_peptidergic_beta	-0.87743413	-12.478816
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.464605	-6.290363
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.6551547	-4.627413
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.77500653	5.71247
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	23	batch2	HoiH23	HoiH23_peptidergic_eta	17.012995	-4.5400596
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.2254759	6.0700264
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_peptidergic_kappa	-3.4041624	-14.27384
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	5.3962784	1.6789335
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_peptidergic_zeta_like	17.685968	-4.307903
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	5.8743443	-5.4435735
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	HoiH23	HoiH23_peptidergic_eta	16.928875	-4.5617437
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.6523266	2.7619956
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	5.7367177	2.5691192
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_peptidergic_beta	-0.877132	-12.479684
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	-0.26981917	14.947962
unassigned	unassigned	unassigned	epithelia_gland_like	orange	16	batch2	HoiH23	HoiH23_epithelia_gland_like	5.873858	0.9605572
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	23	batch2	HoiH23	HoiH23_peptidergic_eta	17.473324	-4.4258623
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	0.7868806	15.457231
unassigned	unassigned	unassigned	epithelia_unknown	plum3	45	batch2	HoiH23	HoiH23_epithelia_unknown	4.4016614	7.072223
unassigned	unassigned	unassigned	epithelia_unknown	plum3	1	batch2	HoiH23	HoiH23_epithelia_unknown	-1.3869998	5.8267922
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	5.409182	-1.4011889
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.427524	2.85301
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.0708522	5.954652
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.3266907	1.7291821
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.93892926	6.0068955
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.0927277	-5.270006
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	5.6766763	-5.472184
unassigned	unassigned	unassigned	epithelia_gland_like	orange	20	batch2	HoiH23	HoiH23_epithelia_gland_like	6.0077724	1.1987741
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.8317585	6.0787525
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	48	batch2	HoiH23	HoiH23_peptidergic_mu	8.346113	10.60453
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	13	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	4.3735323	4.3108206
unassigned	unassigned	unassigned	peptidergic_nu	cyan4	50	batch2	HoiH23	HoiH23_peptidergic_nu	5.4780064	14.513909
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.403726	2.5470154
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_epithelia_gland_like	2.8057923	3.7203398
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.58385	0.7513859
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.9370698	5.7622585
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	6.0158076	1.3226393
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	38	batch2	HoiH23	HoiH23_peptidergic_lambda	17.688585	7.6253476
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	1.2740443	15.097371
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	5.832498	-6.036768
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	-0.20952637	15.905671
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.412627	-4.6323075
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	5.1059713	-5.171918
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.3999717	6.224862
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	16.738806	2.2486935
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_epithelia_unknown	6.012599	6.9329057
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.185285	6.372386
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.7208627	5.671347
unassigned	unassigned	unassigned	trans_gland_epithelia_dorsal	gray50	7	batch2	HoiH23	HoiH23_trans_gland_epithelia_dorsal	6.6905956	-5.065813
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.6846793	6.0680814
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_gland_1	6.248185	-5.3004727
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-2.9533434	6.2464323
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.1291587	5.897423
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.0383956	5.581135
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_epithelia_gland_like	6.9683557	1.11024
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.9796556	6.4173565
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_unknown_1	16.576004	2.0870984
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.4748025	-4.378738
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-2.4498763	6.544668
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-4.309259	4.9187083
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.3021364	2.3490853
