	Tadh_0	Tadh_1	Tadh_10	Tadh_11	Tadh_12	Tadh_13	Tadh_14	Tadh_15	Tadh_16	Tadh_17	Tadh_18	Tadh_19	Tadh_2	Tadh_20	Tadh_21	Tadh_22	Tadh_23	Tadh_24	Tadh_25	Tadh_26	Tadh_27	Tadh_28	Tadh_29	Tadh_3	Tadh_30	Tadh_31	Tadh_32	Tadh_33	Tadh_34	Tadh_35	Tadh_36	Tadh_37	Tadh_38	Tadh_39	Tadh_4	Tadh_40	Tadh_41	Tadh_42	Tadh_43	Tadh_44	Tadh_45	Tadh_46	Tadh_47	Tadh_48	Tadh_49	Tadh_5	Tadh_50	Tadh_51	Tadh_52	Tadh_53	Tadh_6	Tadh_7	Tadh_8	Tadh_9	TrH2_0	TrH2_1	TrH2_10	TrH2_11	TrH2_12	TrH2_13	TrH2_14	TrH2_15	TrH2_16	TrH2_17	TrH2_18	TrH2_19	TrH2_2	TrH2_20	TrH2_21	TrH2_22	TrH2_23	TrH2_24	TrH2_25	TrH2_26	TrH2_27	TrH2_28	TrH2_29	TrH2_3	TrH2_30	TrH2_31	TrH2_32	TrH2_33	TrH2_34	TrH2_35	TrH2_36	TrH2_37	TrH2_38	TrH2_39	TrH2_4	TrH2_40	TrH2_41	TrH2_42	TrH2_43	TrH2_44	TrH2_45	TrH2_46	TrH2_47	TrH2_48	TrH2_49	TrH2_5	TrH2_50	TrH2_51	TrH2_52	TrH2_53	TrH2_54	TrH2_55	TrH2_56	TrH2_57	TrH2_58	TrH2_6	TrH2_7	TrH2_8	TrH2_9	Hhon_0	Hhon_1	Hhon_10	Hhon_11	Hhon_12	Hhon_13	Hhon_14	Hhon_15	Hhon_16	Hhon_17	Hhon_18	Hhon_19	Hhon_2	Hhon_20	Hhon_21	Hhon_22	Hhon_23	Hhon_24	Hhon_25	Hhon_26	Hhon_27	Hhon_28	Hhon_29	Hhon_3	Hhon_30	Hhon_31	Hhon_32	Hhon_33	Hhon_34	Hhon_35	Hhon_36	Hhon_37	Hhon_38	Hhon_39	Hhon_4	Hhon_40	Hhon_41	Hhon_42	Hhon_43	Hhon_44	Hhon_45	Hhon_46	Hhon_47	Hhon_48	Hhon_49	Hhon_5	Hhon_50	Hhon_51	Hhon_52	Hhon_53	Hhon_54	Hhon_55	Hhon_6	Hhon_7	Hhon_8	Hhon_9	HoiH23_0	HoiH23_1	HoiH23_10	HoiH23_11	HoiH23_12	HoiH23_13	HoiH23_14	HoiH23_15	HoiH23_16	HoiH23_17	HoiH23_18	HoiH23_19	HoiH23_2	HoiH23_20	HoiH23_21	HoiH23_22	HoiH23_23	HoiH23_24	HoiH23_25	HoiH23_26	HoiH23_27	HoiH23_28	HoiH23_29	HoiH23_3	HoiH23_30	HoiH23_31	HoiH23_32	HoiH23_33	HoiH23_34	HoiH23_35	HoiH23_36	HoiH23_37	HoiH23_38	HoiH23_39	HoiH23_4	HoiH23_40	HoiH23_41	HoiH23_42	HoiH23_43	HoiH23_44	HoiH23_45	HoiH23_46	HoiH23_47	HoiH23_48	HoiH23_49	HoiH23_5	HoiH23_50	HoiH23_51	HoiH23_52	HoiH23_53	HoiH23_54	HoiH23_55	HoiH23_6	HoiH23_7	HoiH23_8	HoiH23_9
Tadh_36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015017989561501834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001398057142896356	0.0	0.0131336135430469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008116266520157872	0.0	0.9943250009318336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017998721106067882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009286757230023724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008252405712807187	0.0	0.3401032320913716	0.0	0.0	0.9414138639959262	0.0	0.0	0.0	0.0	0.0	0.02724545334776905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005156732227326639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010181330821720196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9546210323352391	0.0	0.0	0.0	0.006462884077316568	0.0	0.0	0.0	0.025764516829718094	0.0	0.0	0.0	0.0	0.0	0.0012938919024184847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01938409495541949	0.0	0.0	0.0	0.0	0.004365506346040577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003978448156427963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006830782807287992	0.0	0.0	0.9589190002689715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004264533501033754	0.0	0.0006994377563015687	0.0	0.0	0.0043636222417165055	0.0	0.0	0.0008289037993152247	0.0	0.0	0.0009148133556682128	0.0	0.00518788545583244	0.008916273167080751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017750554496014147	0.0	0.0	0.0	0.0	0.0	0.0	0.9021709407737469	0.0	0.0	0.00016496756735864888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003441921921904057	0.0	0.0007742226637020852	0.0	0.0	0.0	0.0	0.0005295147426386074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028359630922586434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9407139011161868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005285134869753437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003101219872010776	0.0	0.0	0.0	0.9172765195045567	0.0	0.0	0.0	0.0	0.9724662173526297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014430814242901764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005842266525533248	0.0	0.0	0.018453116893807343	0.0	0.0	0.0	0.0	0.0	0.0	0.019951437159244356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6911720506081941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062046274063631536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87918894017298	0.001366597448170393	0.0	0.0	0.0	0.0	0.0	0.9358100209850226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005376684725783936	0.0011866668181768063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008383672168254506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.989295946246675	0.0	0.0	0.0	0.001563086203855688	0.0	0.0	0.0	0.0009180014043635973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008919813644828629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9902672389757557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00454965416349439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017385002739165024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002818711783967874	0.0	0.0	0.0	0.0	0.0007917114296538066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026183277095754415	0.009642268996318516	0.0	0.0	0.0	0.0	0.0	0.9044478068139409	0.0	0.0	0.0	0.0
Tadh_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27718521549858016	0.00016480568877021634	0.00248924083998474	0.0	0.1335887069907728	0.0	0.01715280443877208	0.0	0.0	0.00034631913497744886	0.0049455356960111455	0.0013393205443467066	0.002643375275269173	0.019163250047595018	0.015314523570530297	0.00042018686919602436	0.0023244633804753037	0.0	0.0	0.009529833442392097	0.0	0.006042138628709057	0.0	0.03421203230802043	0.009516136907774492	0.0	0.006431281601545279	0.0	0.0	0.00033469902003900994	0.0	0.0	0.0	0.0	0.0	0.0	0.0003224941578620073	0.0	0.0	0.0001878412963033805	0.0009767111852832164	0.0	0.0	0.0	0.0	0.0032928005820702403	0.0	0.0	0.0	0.0	0.0	0.00802117267698768	0.0	0.0	0.0	0.0008451965868818663	0.032106250131339324	0.9984832477596888	0.0	0.020397276955983513	0.04909719053141538	0.0011967422627014242	0.0	0.0031491542199215293	0.000498594486194143	0.0	0.0351945008765324	0.0	0.9651730970460687	0.002802422456735061	0.0053422768336223656	0.0	0.0	0.0	0.030137440189496198	0.017596327931741013	0.008913981666240989	0.0	0.0005558604809826242	0.0	0.0	0.0	0.2259998972742659	0.04102765244106177	0.009775889270787973	0.0	0.0009366987201966254	0.0	0.0	0.005004436474523191	0.0	0.0	0.0	0.015276130276460496	0.0	0.0	0.0007129474248561643	0.0	0.0	0.0	0.0	0.0	0.0	0.5764585303036598	0.07358254890292808	0.0	0.0	0.005107984658972861	0.0	0.0	0.0	0.21279553174187948	0.03253527561097452	0.15934663903741977	0.17983987378055433	0.0007713982112285064	0.0	0.22130379183869003	0.055771138998637726	0.033952675779345354	0.21356262539482346	0.3104742477575993	0.0	0.011012193299115085	0.38363935059550763	0.2007954924922747	0.05299560391081852	0.02733017307318161	0.02938989745577298	0.006949135396695576	0.0	0.0	0.005980025288676912	0.611003394420737	0.0	0.0011184739727465628	0.0	0.010819004129678365	0.007239204230375131	0.0006998249198832979	0.0	0.005621483985814852	0.0	0.0	0.0	0.0009380609869826257	0.0	0.0	0.0	0.0010683208468572883	0.0	0.007136338159556272	0.0	0.008448032432848874	0.0	0.013740844494351992	0.0010133608305241965	0.0	0.0	0.0008586003918060903	0.06068068380759866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004897448984396265	0.0008311662738419367	0.00962753085676351
Tadh_40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006333197826809314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9868890786670782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034825995570691277	0.0	0.0	0.0003870380205522574	0.0	0.0	0.000979503708411774	0.00015402405664795976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003768549887322726	0.0004111450639869928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01485086590161018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06336471344514334	0.0	0.0	0.0010074326135837111	0.0	0.0	0.0	0.0	0.0	0.0	0.00021046542025164174	0.0	0.0	0.0	0.0	0.001422003336062598	0.0	0.014619386063103331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023317412829039074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002969571958272479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008564411950220226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9681787820026871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032573549457244166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01347550244378077	0.0	0.005447900258595651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9580653389257853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100022313765491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9705079924766092	0.0	0.0	0.0	0.012130895839949626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006439374559341068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06076369237801736	0.6855769042865731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03913704898600175	0.0	0.007632856292505222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003278060430294226	0.0	0.0	0.0	0.0	0.0	0.00681466475381764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05836928370808936	0.020936816514956727	0.0	0.0002979515073561369	0.2613634381779959	0.04531475101565446	0.0	0.00028860605220031136	0.04109814554168255	0.0	0.0012000209689974806	0.0	0.0	0.0	0.03296815739545023	0.0	0.0	0.0	0.0	0.0	0.0	0.36789981006892153	0.0	0.0	0.0	0.0	0.0	0.004249381589308578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034881187409951275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007101782932035609	0.0	0.0	0.0	0.03303424725383534	0.0	0.011630398752703507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038528838602494286	0.704094556878451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012454381698079171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036716397509346685	0.014129017334439307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08401210134798545	0.002079867443613405	0.013671052975431131
Tadh_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004884778273221947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013537208571975407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976655438288368	0.0	0.0	0.0	0.0	0.0	0.008321389142190529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011015820401192583	0.0	0.0	0.0	0.0	0.0	0.679788065769074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006956562359499997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6084278127137099	0.0012082568341831687	0.0	0.0	0.1363913133878658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046547849778852965	0.0	0.0009232521641175876	0.0	0.0	0.0	0.0	0.0	0.16497458221324152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003310360811418216	0.0	0.0	0.0	0.0	0.037433397936825624	0.0	0.0	0.00019751616227746432	0.0	0.0	0.0	0.0005044627590083766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02362359382240748	0.8066033753647764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03931527562341547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.955402551774516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009089054465132728	0.0	0.0	0.0	0.970567210510894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032097315320652936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9664053823971698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007655528570551254	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007171032706737447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019066239078501232	0.0	0.0	0.0	0.0	0.01125905613145324	0.0	0.0	0.0	0.0	0.0	0.9742348508241708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005506441689060518	0.0	0.0	0.0	0.0	0.0	0.0	0.0004921345959311266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8923613110820839	0.0012489874184411303	0.021184324450274215	0.00022252918573915397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018029011048534358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011499839876496984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012328146634154647	0.0	0.42930003575243386	0.0	0.0	0.0	0.0	0.0	0.0	0.0
