	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Hhon_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002283342241249946	0.0012285519875490333	0.0	0.0	1.2521806423198881e-05	0.0	0.0	0.0	0.005304882270378763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9673964632957095	0.0	0.0	0.02027286654538026	0.0	0.0	0.00027941141778322183	0.0	0.0	0.00021784277907731277	0.0	0.0007932563481721274	0.0	0.0	0.00171766016197343	0.0	0.0
Hhon_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.600976052966183e-05	0.014588615216103853	0.0	0.0	0.013523310528825	0.0	0.00012736939398533256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26557687408285574	0.0	0.0022574402293173883	0.0	0.0	0.9691465479729852	0.0	0.01628084807553574	0.0	0.0	0.016775319268328454	0.0	0.0	0.009556798971641975	0.0	0.0	0.011076792649648622	0.0	0.0022030358470618585	0.013219352216176867	0.0
Hhon_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0110235117799596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00964566327670445	0.0	0.0	0.0	0.0	0.0	0.0016481904537796767	0.0	0.0	0.0	0.0	0.0	0.0	0.9209833135509566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002115263387600427	0.0	0.0
Hhon_peptidergic_other_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05933765404818877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8703984071340667	0.0	0.0	0.0	0.0	0.0	0.0024872377842743696	0.0	0.0	0.0	0.00643936588534013	0.0	0.0	0.0004020659183799637	0.0	0.0	0.00527860592798261	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_other_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05244479065721007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15615734154668018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9922938349690515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003360151816473568	0.007366033358905307	0.015009139461971266	0.13015397361380104	0.0	0.0	0.0	0.0	0.0	0.03496024104714602	0.004996926864089489	0.0	0.00029589790036426073	0.0	0.0	0.001937212660171997	0.0	0.008085478661070435	0.0037731531376149104	0.007594269399998153	0.0	0.5438334760830892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040128807500333495	0.0	0.0
Hhon_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015637319073487066	0.0	0.0	0.0	0.0003491974966469127	0.0	0.0	0.0	0.0	0.0	0.0	0.006514237353382748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9745012185281274	0.0	0.002724682316812269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040498890167948035	0.0	0.0
Hhon_peptidergic_theta_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016005991964774323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9571537159642037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016056756370177508	0.0	0.0	0.0	0.0	0.0	0.01880284063237919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9906135506833154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013391978502542706	0.0	0.0
Hhon_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30389333878219715	0.025143475547160083	0.3712397840048035	0.14154575536279385	0.0002171014049398078	0.0	0.00013301585756889117	0.00013988507478644572	0.00014084507042253525	0.0024837723675352353	0.003132486047891543	0.0	0.0	0.0009537760843169151	0.0	0.0	0.000701759567898984	0.0083933647727599	0.002772855895166057	0.0	0.0	0.0015867587915720505	0.0	0.002519549924741291	0.0013457357051562674	0.0	0.005291017882388919	0.002509167105519443	0.0	0.0	0.0	0.0	0.01109761341004454	0.0	0.003957844502220485
Hhon_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005499038840121371	0.0	0.0	0.39458154889342295	0.01335703458423627	0.03851271647859509	0.01980681382810577	0.006593727817648272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05071176458517188	0.0	0.0008216733054465554	0.0	0.04127570895923371	0.008549007942204864	0.0006593249167158843	0.013235403072904573	0.002538422423885981	0.0003709148130537917
Hhon_trans_gland_epithelia_dorsal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016571003213930156	0.0005325282540125956	0.0005002213789689013	0.0	0.0	0.38890653226800787	0.0	0.02617282361735703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006916025814909843	0.00023050740616332427	0.0	0.0	0.0030558890870529395	0.0	0.07040366581450155	0.0464056114540357	0.0
Hhon_trans_gland_epithelia_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010039997080618061	0.005672733987592111	0.03850971926755002	0.0	0.0	0.6381325076843437	0.0	0.0	0.0	0.01625551733282337	0.005650846392017872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047909874143742503	0.028910375116885434	0.0	0.000730016665192762	0.00141163111240203	0.0	0.0	0.0037251257762323546	0.0
Hhon_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014464700131127366	0.013353203254263793	0.0	0.0	0.0	0.5810536154167392	0.0008620689655172416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014143687266927107	0.0	0.0	0.0	0.0019720222988926324	0.054743150776952	0.0	0.006707407065281673	0.005191403887234875	0.002265997407516219	0.0	0.0
Hhon_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007908180087045266	0.0	0.0	0.0	0.0	0.21468412535776932	0.23412216202809705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016063119650748414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005682638532225425	0.0003298957086941034	0.0	0.2444932272119841	0.0	0.00041902144057731817	0.00039121788892702034	0.0
Hhon_trans_lipophil_2_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037617302217918404	0.0	0.012399671610232735	0.0	0.0	0.0	0.0001721030210050781	0.0	0.2721850082211523	0.0	0.0039848562454782915	0.0	0.0	0.0	0.0	0.0066907948425292876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009691379990104337	0.0038627084382422015	0.0	0.0	0.002204900246554666	0.0	0.0	0.0	0.025356425906508752	0.6007223572275459	0.09679398401213157	0.014007296515422388
Hhon_unknown_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010571742452543881	0.0	0.004936958592984636	0.0	0.0	0.0004353874604909906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9702691693696611
HoiH23_epithelia_dorsal	0.92404107525198	1.917747220806734e-05	0.0021700046952175364	0.009280177938075163	0.0	0.0011674517202711386	0.0	0.0	0.0	0.0014048492304592815	0.0	0.00011718655358316772	0.0	0.0	0.0	0.0	0.0	0.00043771662879286825	0.0	0.0004588135163563395	0.0003644258603814763	0.0	6.600976052966183e-05	0.0	0.0	0.0	0.0003360151816473568	0.0	0.0	0.0	0.30389333878219715	0.0	0.0	0.0	0.0	0.0	0.037617302217918404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_gland_like	0.003654117911339891	0.6023394728943338	0.016240291242881878	0.1583821571579601	0.000771856756186819	0.18606528446809872	0.001940124438003277	0.002735805942020506	0.0	0.0006291301819599047	0.0	0.0	0.0	0.0	0.0	9.662491203471955e-05	0.0	0.0019021911202479987	0.0	0.0	0.0	0.0	0.014588615216103853	0.0	0.0	0.0	0.007366033358905307	0.0	0.0	0.0	0.025143475547160083	0.0005499038840121371	0.016571003213930156	0.010039997080618061	0.0	0.0007908180087045266	0.0	0.0010571742452543881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_unknown	0.03167328900849324	0.024315821014076026	0.7595710498075208	0.22420857551490586	0.003661523434799039	0.0012309523299961355	0.0	0.0007808680468686148	0.0	0.0	0.0006308410202563088	0.0002609613042860084	0.05582451600551567	0.011721807730096977	0.005763142702065921	0.000851203274387051	0.0	0.000825916909965351	0.0020394163749239483	0.0	0.0825850362214648	0.002283342241249946	0.0	0.0110235117799596	0.05933765404818877	0.05244479065721007	0.015009139461971266	0.0015637319073487066	0.0016005991964774323	0.0016056756370177508	0.3712397840048035	0.0	0.0005325282540125956	0.005672733987592111	0.014464700131127366	0.0	0.012399671610232735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_ventral	0.0036126699515839343	0.2990871169067767	0.059052783817335294	0.8785152992370324	0.0014625990144817498	0.0018027016125254768	0.0	0.0	0.0	0.0017836255441494055	0.0	0.00483746005165027	0.0	0.0	0.00035846682464245837	0.0	0.0	0.004490952019490272	0.00018892840533967628	0.004924526793893506	0.0	0.0012285519875490333	0.0	0.0	0.0	0.0	0.13015397361380104	0.0	0.0	0.0	0.14154575536279385	0.0	0.0005002213789689013	0.03850971926755002	0.013353203254263793	0.0	0.0	0.004936958592984636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_1	0.0011505539568136113	0.001980357835966418	7.463863009999301e-05	0.00040001520151686	0.9465180750556585	0.00020681775357133913	0.7167013536801771	0.0	0.0	0.0	0.004537157775528609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009859805211373787	0.0	0.013523310528825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002171014049398078	0.39458154889342295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_2	0.0	0.0	0.0	0.0	0.9508763625473776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01335703458423627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_gland_1	2.4803797263891136e-05	0.04504047327597978	0.01382647750918207	0.004956164432228569	9.788625719922179e-05	0.952899951274859	0.014458699184748843	0.00020979617539741523	0.0	0.0008332814113857256	0.0001710264359811195	0.0	0.0	0.0	0.00011368152269055059	0.010142839977574047	0.0	0.00023814871736914196	0.0	0.0	0.0	1.2521806423198881e-05	0.00012736939398533256	0.0	0.0	0.0	0.0	0.0003491974966469127	0.0	0.0	0.00013301585756889117	0.03851271647859509	0.38890653226800787	0.6381325076843437	0.0	0.21468412535776932	0.0001721030210050781	0.0004353874604909906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_1	0.0004948272504168013	0.003053959059789321	0.0	0.0	0.0	0.0	0.0	0.9790626642850745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021759691883521276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013988507478644572	0.01980681382810577	0.0	0.0	0.5810536154167392	0.23412216202809705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_2	0.00043239543396897845	0.0	0.0	0.0002713726086971687	0.0027435313816949495	3.235799348975316e-05	0.0	0.0	0.8565620384378778	0.0	0.0	0.008487726860364099	0.0	0.0	0.0011452034693915148	0.0	0.0	0.00048303448705169663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01880284063237919	0.00014084507042253525	0.006593727817648272	0.02617282361735703	0.0	0.0008620689655172416	0.0	0.2721850082211523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_alpha	0.0004933982416337788	0.001338192514377857	0.0	0.001949023502994924	0.0	0.005086816965817162	0.0	0.0	0.0	0.9710382965237352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03496024104714602	0.0	0.0	0.0	0.0024837723675352353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_beta	0.01998216636186492	0.014595265417311973	0.0020150302051289404	0.0046477242436022935	0.0	0.00027890630644655546	0.0	0.0	0.0	0.0	0.9678056798774467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005304882270378763	0.0	0.0	0.0	0.0	0.004996926864089489	0.0	0.0	0.0	0.003132486047891543	0.0	0.0	0.01625551733282337	0.0	0.0	0.0039848562454782915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_epsilon	0.011498377945557964	0.0	0.0	0.0048852140578058536	0.0	0.007025447143678888	0.0	0.0	0.0	0.0	0.0	0.0	0.7654418349775155	0.9311496330293444	0.0	0.0	0.0	0.0007298820136415499	0.0	0.0	0.0	0.0	0.0	0.00964566327670445	0.8703984071340667	0.15615734154668018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005650846392017872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_eta	0.007506816215052882	0.0005113951219192495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9876801583234915	0.0	0.0	0.008865462026982645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029589790036426073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma	0.006520454188405	0.0014526286469818109	0.0	0.0161535015137197	0.0	1.3136469428695754e-05	0.0	0.0	0.0	0.0	0.015274472957676944	0.0	0.0	0.0	0.0	0.9340345050430405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006514237353382748	0.0	0.0	0.0009537760843169151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma_like	0.0005956383117132226	0.0	0.0	0.00018207317791688152	0.0017718753104936525	0.0063639072938064655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9162557229032723	0.0	0.0	0.0	0.0	0.0	0.26557687408285574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_iota	0.002234797261321405	0.0	0.0	0.0005560572051483327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860635189443352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001937212660171997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066907948425292876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004338711538442921	0.0	0.0	0.0	0.0	0.0	0.0	0.0003524509571633682	0.9267528046319926	0.0	0.0	0.0022574402293173883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000701759567898984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_lambda	0.002621262997622869	0.0	0.0006985970181421068	0.00010988662638237701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9201003108396805	0.0	0.0	0.0016481904537796767	0.0024872377842743696	0.0	0.008085478661070435	0.0	0.0	0.0	0.0083933647727599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
