TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_89	-0.3410976	-4.8450947
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	5.369572	10.165897
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	-1.3623903	-5.4822016
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	7.837353	0.71082246
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.8232638	-4.1905274
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_9	-1.6031457	6.9094276
trans_epithelia_dorsal_ventral	gray95	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.265632	-12.617434
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.83266	4.8066897
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.7452703	-4.097513
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8224907	-4.688303
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_197	7.7298164	-7.8659654
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	8.004682	0.61095953
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.7485198	-5.5785613
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.4644777	-5.38663
epithelia_dorsal_like	mediumorchid4	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_171	6.94301	0.67889607
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_162	9.080675	5.441687
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.504594	0.78420305
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.8827543	-4.4117713
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	-1.0295591	-4.745349
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	7.7053757	0.57278925
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	5.1164675	0.62601894
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.0028823793	-5.7377453
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.119293	1.0311736
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	0.64862186	-5.6322613
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.3555634	-5.4505506
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	0.5094428	-5.917784
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.1397295	0.6073494
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.649558	-4.175079
trans_epithelia_dorsal_ventral	gray95	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	9.327431	2.1334827
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	7.7138557	0.7300536
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.8543689	-4.0322394
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	-1.90943	-5.3652563
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_164	5.1865325	0.33359382
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.917403	0.7616297
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.572399	-5.4672976
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_78	0.34173682	-5.8611293
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	2.9673283	14.037958
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.8646626	-4.663443
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	7.9767327	0.66606474
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_196	3.4781246	-12.260178
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	8.4292	5.803266
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.9153496	-5.3336506
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.5485299	-5.83761
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	-2.035908	-5.471311
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	7.98316	0.5734419
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	5.295849	0.505416
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_165	5.508803	0.40050277
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_171	7.0648556	0.88662034
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.6104867	-5.626056
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.841495	4.8837695
trans_epithelia_dorsal_ventral	gray95	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	8.897536	7.0522046
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_70	-1.9375273	-5.464245
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.512687	3.3348312
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.608516	3.5018287
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.13496011	-5.816618
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	4.0766516	11.854342
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.484221	1.0270375
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.926071	5.2715125
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.5647461	-5.9464445
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_70	-1.3442153	-5.554259
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	8.713489	4.998883
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	2.349436	11.2205305
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	-1.5087484	-5.509984
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.706178	-5.3123136
trans_fibre_epithelia	gray85	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	0.566426	-5.715106
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	9.640351	0.8903215
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	0.43139946	-5.926806
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.8862243	-5.4769845
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	6.7547383	0.81947213
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.4636177	-5.2565355
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.8689859	-4.1533427
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	8.722156	7.006578
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.38034397	-5.859855
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.6840245	-4.211634
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.5980641	-4.310917
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	2.5510607	13.934562
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.997519	5.269051
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.0762459	-4.611873
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	6.690569	0.84175545
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.7060549	-4.1636643
trans_lipophil_1_fibre	gray90	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_37	-0.72712374	-6.0864553
trans_lipophil_1_fibre	gray90	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_37	-1.7282571	-4.094302
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.9723455	-5.5152993
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	7.3438535	0.7649509
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	9.290271	2.1199043
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	7.7513676	0.95513356
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.828515	4.377601
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.3703314	-5.275726
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	8.0285	0.63332176
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.50628877	-5.9468665
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	5.3552976	10.101603
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_87	-1.8890983	-5.395426
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	7.8469973	0.6830322
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	8.883743	0.7578152
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	9.48323	0.9611945
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	9.002622	5.5635676
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-0.48449212	-4.701004
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-1.8119962	-5.543045
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	2.563125	11.824252
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.645058	-5.511862
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	-1.6730659	-4.3553843
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	-1.6515468	-4.3160214
epithelia_dorsal_like	mediumorchid4	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_166	-1.1885992	-4.5871415
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.8659749	-5.5426097
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_70	-2.0306823	-5.533201
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.298696	1.1813138
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.877727	2.987557
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.7326765	-4.1223044
trans_lipophil_1_fibre	gray90	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_37	-1.7759904	-4.2560506
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.6933892	-5.234564
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.2860677	-5.2639756
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	7.896336	0.6203488
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-1.4327577	-5.619704
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	7.5210104	0.5536162
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.1243987	0.83758754
epithelia_dorsal_like	mediumorchid4	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	6.160595	0.78451014
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_79	-1.3140961	-5.267949
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	8.855649	5.0839667
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.41229966	-5.859137
trans_lipophil_1_fibre	gray90	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_37	-0.758366	-6.0427966
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	8.566142	5.1177735
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	-2.0112562	-5.497595
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_189	8.559671	0.9750974
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	0.3812823	-4.262294
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.3164645	-5.1692414
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.62838143	-5.783311
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.6485088	-4.0476937
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	-0.90756744	-5.292871
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.345924	6.1488423
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	9.4140005	1.7212894
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.7390367	-4.17711
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.802213	1.2278126
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	8.822596	5.109524
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_70	-2.0397296	-5.667294
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	0.21971226	-5.819605
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.892992	5.1768904
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.7915772	-5.6642075
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.694646	-4.48557
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_9	-1.7546976	7.5785494
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.6957407	-4.272909
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.8046553	-4.270351
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	8.90252	5.156905
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	8.239996	-12.641261
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	7.983355	0.71510303
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_163	8.676593	3.0045037
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	6.212933	0.75578976
trans_epithelia_dorsal_ventral	gray95	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.838093	2.190972
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	7.9544396	0.6738666
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.8846747	-5.4534106
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	-1.7587036	-5.5004854
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.845326	-4.5498004
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	8.897808	5.101962
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.5721078	-5.5420732
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.945299	2.9757307
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	5.41678	0.7638976
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_70	-1.8674129	-5.482449
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	9.553946	0.9156729
epithelia_dorsal_like	mediumorchid4	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	9.478652	2.1462307
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	8.3151455	-12.566397
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	-1.2944689	-5.285264
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	0.5635905	-5.8646917
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.7155986	-4.08386
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.9627517	-5.459857
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	9.000521	5.2072916
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	-1.3480898	-5.181945
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.868333	4.9722877
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	8.326473	1.0283943
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_142	10.1423435	6.4591675
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	8.940172	0.74804604
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	8.615863	3.229355
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	-1.3541379	-5.152524
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	8.169706	0.56832385
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.9183749	-5.327417
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.864125	5.0723
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	5.316131	9.982626
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_163	8.70994	3.6299481
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	8.595377	5.648442
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-2.0966141	6.6620235
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-0.9309889	-5.268534
trans_epithelia_dorsal_ventral	gray95	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	-1.8689125	-4.128435
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-3.4265773	6.2156124
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	-1.3887931	-5.59203
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	6.8442845	0.75946516
epithelia_dorsal	mediumorchid3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_185	8.301284	-12.580784
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	7.615163	0.55586255
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	6.438581	1.3550032
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-0.83426446	-4.5001945
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	0.50223845	-5.8840446
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	-1.8062199	-4.186111
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	-1.8891661	-4.206675
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_7	-3.4431267	6.143973
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	-1.6687186	-5.4346867
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	-1.3582757	-5.369057
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	-1.6170588	-5.5481024
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_164	5.3148785	0.49329585
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.7584184	-4.896829
trans_lipophil_1_fibre	gray90	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_37	-0.7591648	-6.0502024
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	0.28298628	-5.680473
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	6.8035626	0.7723573
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	2.7881124	11.330469
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.7415951	-5.540474
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	8.290814	-12.589169
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	-1.678677	-5.2268844
trans_lipophil_1_epithelia	gray80	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_40	8.61262	6.8107867
epithelia_dorsal_like	mediumorchid4	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	9.234688	0.92129004
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.960688	5.2212873
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	-1.8660699	-5.445691
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	7.807573	0.6343306
