	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Tadh_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027040386209247046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017944078793774413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9557716461210222	0.0	0.33693695875314267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004908178486747567	0.0	0.0
Tadh_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008587258145163051	0.0	0.0	0.0	0.0	0.0	0.009861524720822013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9821756486253259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006991694401104177	0.0	0.0
Tadh_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1661374006904298	0.050032690821844764	0.18119712451778733	0.3901648692546923	0.0	0.0	0.001674714794197658	0.0	0.001334127405524971	0.0005063593574313581	0.003428257657487113	0.0	0.0	0.011721524604173921	0.056876260285808236	0.0	0.0	0.0010463149043940165	0.00125701057695858	0.0	0.0	0.0034999823201080464	0.0014871479004785497	0.0	0.0025741699394044673	0.0	0.00036524973666341137	0.001469142233797499	0.0	0.0	0.0	0.0003532373270092687	0.01394469753201048	0.0	0.0008185959047051361
Tadh_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.559871954260577e-05	0.00034608227047780275	0.0	0.8787201962786053	0.11689435998724355	0.01083271358991914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002633323665660626	0.06512113641182556	0.0	0.0008406005996326477	0.0	0.009350418215384564	0.0027406212261248753	0.0	0.0	0.000977776147992349	0.00017851182262658692
Tadh_trans_gland_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01782460060122857	0.010263358301902416	0.011528283654702142	0.0	0.0005721441233210858	0.0	0.7745515535534147	0.0	0.0	0.0	0.018950426764363447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018745090670992996	0.0	0.0	0.0001339982626079274	0.002891705614413382	0.002916517399353584	0.042022298951298186	0.0	0.001672469010689159	0.0009700520327702928	0.0	0.00032897472736196	0.005719207811152205	0.0
Tadh_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013588439867019242	0.013219510574775783	0.08795435988764735	0.0	0.0	0.0	0.5058386456158617	0.0038643059956123263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060272737467846225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037121094638367666	0.027274717075514737	0.0	0.002702846026306319	0.007698501405121942	0.012383438429251464	0.0004438194423061785	0.0
Tadh_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046891139401178535	0.00024606314979051103	0.000895938796580941	0.0	0.0007633267859069561	0.0	0.14194918613810997	0.4490185804108823	0.010058420949380118	0.0	0.0	0.0	0.0	0.0	0.003240680977165845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006086974801723252	0.0010789777207600461	0.014065781373382163	0.009654809372893813	0.003682142269092384	0.2961130533728732	0.0014142796959436387	0.004907959595711309	0.0012611750325208302	0.0
Tadh_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011478260138421915	0.05785137473155576	0.005376164940683393	0.0036162431928347554	0.0009240494239047773	0.0	0.013472297036766834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018880189551646152	0.0	0.0	0.0	0.0	0.0	0.0	0.0004491375103945291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004210474584202669	0.14312340536924634	0.0001251609296435148	0.0012022741890195534	0.013444257912147473	0.0	0.4572042164289819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018875880472999055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_dorsal	0.9025854976597832	0.00019206439334143268	0.0	0.00045104399773584385	0.00781214669402588	0.00377431190335746	0.0	0.000688542029583279	0.0	0.0011535661888534012	0.0	0.0003069568847869789	0.0	0.0	1.137140539397959e-05	0.0	0.009435916980363501	0.0070936051365134605	0.0005705169573832458	0.0	0.0	0.00044626467323060135	0.0	1.1357154252156448e-05	0.0	0.0	0.1661374006904298	0.0	0.01782460060122857	0.0	0.00046891139401178535	0.011478260138421915	0.004210474584202669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_gland_like	0.008306446114948202	0.7459811124147617	0.0	0.1251722129785665	0.018890965239358154	0.2513814298932689	0.0005921584102319287	0.12118712520044653	0.0028909447965031108	0.0	0.0	0.0	0.006147245486016915	0.0	0.0	0.0	0.00035434951449617223	0.0	0.0015609191438721135	0.0	0.021332481747588682	0.00022442634127335022	0.0	0.0006814621752212384	0.0	0.0	0.050032690821844764	6.559871954260577e-05	0.010263358301902416	0.013588439867019242	0.00024606314979051103	0.05785137473155576	0.14312340536924634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_unknown	0.054733357431995644	0.011062520167645978	0.869809873187202	0.4862401561356585	0.7554131187701795	0.3237083310170357	0.00403021951956666	0.00030055963985653196	0.0006467473940075497	0.0	0.0007940309243138528	0.00011871519370530454	0.02457692077007454	0.007375674210392584	0.0008552804259581487	0.0	0.0014193464506929508	0.0	0.030631335987015795	0.004874857084318125	0.001805866630622674	0.006785791648635966	0.0037924288963765854	0.07680478685887566	0.0027040386209247046	0.0008587258145163051	0.18119712451778733	0.00034608227047780275	0.011528283654702142	0.013219510574775783	0.000895938796580941	0.005376164940683393	0.0001251609296435148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_epithelia_ventral	0.0023761813554306795	0.1468518197017177	0.0	0.16790397076445926	0.05927166939044089	0.9406010766429889	0.0	5.9327664261840706e-05	0.0	0.008226862767101521	0.0	0.0	0.003407927140707304	0.00036396327378810604	0.0	0.0	0.0003991366263417924	0.004884322353722165	0.008797564699081701	0.0004933258076145797	0.0004017198644028014	0.0	0.0	0.05204339348248773	0.0	0.0	0.3901648692546923	0.0	0.0	0.08795435988764735	0.0	0.0036162431928347554	0.0012022741890195534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_1	0.0005421843853360809	0.0	0.0	5.022949961808761e-05	0.0006468211308284193	5.679478280773028e-05	0.9765873195329998	0.0	0.0	0.0	0.0047196306756730816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00852789703003816	0.0	0.0	0.0	0.0	0.0	0.0	0.8787201962786053	0.0005721441233210858	0.0	0.0007633267859069561	0.0009240494239047773	0.013444257912147473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_fibre_2	0.00020511709380453247	0.0	0.0010847779512337455	0.0	0.0007513230752518009	0.0	0.6945276960423892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11689435998724355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_gland_1	2.503174342933268e-05	0.04282675633069544	0.0	0.008213185701625287	0.00015912367997312734	0.005918868055273269	0.0001498894119897604	0.9811310616348207	0.00012593824554857515	0.0007774099193410147	0.00021405510246869154	0.0	0.000474599685540042	0.00014145060642032598	0.0004236045824610645	0.0	0.0	0.0	0.0	0.0	0.06146195602066258	0.0	0.0	0.0	0.0	0.0	0.001674714794197658	0.01083271358991914	0.7745515535534147	0.0	0.14194918613810997	0.013472297036766834	0.4572042164289819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_1	0.0005802045211572472	0.0009856145114093668	0.0	0.0	0.0	0.0	0.00300999360194214	0.0	0.9817602507873884	0.0	0.0	0.008029282289526051	0.0	0.0	0.0	0.0	0.0	0.0	0.0006699645653404998	0.0	0.00488190632315485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5058386456158617	0.4490185804108823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_lipophil_2	0.010256769076381454	0.0006014902243524975	0.0	0.0007088104682181507	0.005340457210348567	0.00014435490226675265	0.005907254201594339	2.174686970198492e-05	0.043235315939854066	0.0	0.0	0.0017501576255529068	0.0	0.0	0.0	0.00036931907570135405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045359266531041706	0.0	0.009861524720822013	0.001334127405524971	0.0	0.0	0.0038643059956123263	0.010058420949380118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_alpha	0.0	0.003885190870011637	0.0	0.0007515245599705447	0.0035568739800716787	0.001158073262143823	0.0	0.0	0.0	0.966683528986187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027927677494082488	0.0	0.0	0.0005063593574313581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_beta	0.00179387288791534	0.0007799011688602584	0.01665246608352448	0.0005095246799527013	0.002212186703489427	0.0026524821889451528	0.0	0.002259437531368486	0.0005917187528270924	0.0	0.9610384348582709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018229750344186776	0.0	0.0	0.003428257657487113	0.0	0.018950426764363447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_epsilon	0.0	0.007214789970221953	0.0	0.0	0.0	0.011583858985360945	0.0	0.006555993829031588	0.0	0.0	0.011459801812393648	0.0	0.8498537169082183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012379972177959293	0.0	0.09475766957732881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_eta	0.0	0.0	0.0	0.011362635956387052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9304672008638226	0.0	0.0	0.005344410385547032	0.0	0.0	0.0	0.0	0.0	0.0	0.15568549546110416	0.0017944078793774413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma	0.018828170998277955	0.00147805816373105	0.0	0.003577739338758748	0.017722853951631486	0.005298249221758064	0.0	0.006610809601200404	0.0	0.0	0.013637294847331411	0.0	0.0	0.0	0.9729586496017356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008873169548773766	0.0	0.0	0.011721524604173921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_gamma_like	0.2848129762328621	0.0010979919227093464	0.0	0.0005971577318362423	0.046829160093009144	0.006690475104852242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6982935486473132	0.0	0.0	0.0	0.0	0.20689620244785334	0.0	0.0	0.0	0.0	0.0	0.056876260285808236	0.0	0.0	0.0	0.003240680977165845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_iota	0.0	0.0	0.0	0.0010311157533854525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9895887464242417	0.0	0.0	0.0	0.0	0.0	0.0	0.001983279349618343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_kappa	0.0	0.0	0.0	2.9490032091529674e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066611956332207805	0.0	0.0	0.0	0.0	0.0	0.9439914637425335	0.0	0.0	0.0	0.0	0.0	0.0028745333539264223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_lambda	0.006604199550109534	0.00020362658474232844	0.0	0.00038034537110006943	0.00595290963056458	0.0006370449616851957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006811325916020368	0.0	0.0	0.0	0.9332299580858496	0.0	0.00017862384024616045	0.0	0.0	0.005813312284434704	0.0	0.0	0.0010463149043940165	0.0	0.0	0.0	0.0	0.00018880189551646152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_mu	0.009167003422577225	0.0009835538268555127	0.0	0.0015897693893557933	0.005557032399162746	1.624329402757661e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9683962518464091	0.0	0.31194996225259986	0.0	0.0066206025370154405	0.0	0.0	0.00125701057695858	0.0	0.0	0.0060272737467846225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002734390766406582	0.0	0.0	0.0	0.9768211811270564	0.0	0.0	0.015252134271150594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_nu	0.0	0.001364663288418473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01633040085999148	0.04250396363311119	0.0208575573315412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05410775132387585	0.8598784067797614	0.0	0.008846407420893713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_progenitors	0.0	0.0050532601528632485	0.0	0.004366497637657741	0.00797682275782481	0.18514327737480324	0.0	0.003209729414189808	0.0	0.02366594000168595	0.0	0.0	0.0	0.0038541402679790615	0.00025418938957825457	0.0	0.0040616325598250656	0.004554381677165713	0.00946117740626369	0.01873026355036931	0.015449842945877862	0.002636244824716245	0.0	0.4414008706513208	0.0	0.0	0.0034999823201080464	0.0	0.00018745090670992996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_theta	0.00277648221486371	0.0	0.0	0.0003817044550445928	0.002610435983062708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9557716461210222	0.0	0.0014871479004785497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041283871355818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012442913784142029	0.0	0.9821756486253259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_peptidergic_zeta_like	0.05524257209697976	0.0011886498227970514	0.0	0.0010286049101067409	0.0038392833762294874	4.493371578585878e-05	0.002351921747226953	0.0	0.0	0.0	0.002726360559174745	0.6290807934860246	0.0	0.2555836899708691	0.0	0.0	0.06216019270581622	0.0	0.0024489965159315164	0.0	0.014282937597463425	0.0	0.9722511477134697	0.058535217642410584	0.33693695875314267	0.0	0.0025741699394044673	0.0002633323665660626	0.0001339982626079274	0.0	0.0	0.0004491375103945291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.7301070616130741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06512113641182556	0.002891705614413382	0.0	0.0006086974801723252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_gland_epithelia_dorsal	0.18095660821694765	0.04257013522401991	0.0	0.002389673427921762	0.0	0.0012417048892288437	0.0	0.27518749613511806	0.0057867276635927365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004227655822860709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036524973666341137	0.0	0.002916517399353584	0.0	0.0010789777207600461	0.0	0.0018875880472999055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HoiH23_trans_gland_epithelia_ventral	4.898627804760705e-05	0.014603141831983987	0.0	0.007557870880677059	0.004051461915990024	0.15100690961622343	0.009716699564913337	0.37099149884175364	0.0070325161184755566	0.0	0.003938188150714769	0.0	0.0013765911487432574	0.0	0.0	0.0	0.0	0.0	0.0	0.002861191443552974	0.012116576503407422	0.0	0.0	0.0014616386165567411	0.0	0.0	0.001469142233797499	0.0008406005996326477	0.042022298951298186	0.0037121094638367666	0.014065781373382163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
