Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_103	4.8862042	11.963688
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_40	18.873379	14.375222
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_43	18.394753	14.342795
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_8	-10.4016285	10.52504
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_40	18.663935	13.737486
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_91	6.907819	11.016719
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_96	6.4204926	12.138214
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_96	6.06826	11.93094
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_43	18.052217	13.715662
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_93	6.5047216	11.489934
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_93	6.4929447	11.764046
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_143	4.837487	-0.26435226
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_210	17.158276	5.1028504
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.5269933	-2.402509
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_88	4.880818	12.814096
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_60	5.144676	11.630005
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_96	5.325802	11.858022
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_159	6.0697184	1.4287637
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_43	18.028044	13.856811
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	HoiH23	HoiH23_222	16.733067	-5.2107396
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_81	6.6598554	13.189713
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_67	5.9249597	10.335225
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_30	-4.1000223	0.6137053
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_59	5.411672	9.508381
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_49	18.126902	13.462642
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.754025	13.714753
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.762234	13.725275
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.0089254	-0.011093422
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_165	3.0781286	-0.5521591
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.153439	1.101963
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_130	4.698989	-0.0302534
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.46654	13.607955
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_179	1.1296058	3.4917638
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_191	0.5825342	3.023787
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_41	18.330652	14.267704
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	55	batch2	HoiH23	HoiH23_214	8.515213	23.321932
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_101	5.10513	11.504535
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_191	0.44569474	3.2643704
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_224	4.005553	23.953232
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.424747	13.523054
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_41	18.66984	13.838774
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.9587827	-0.73595345
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_95	6.842968	10.623057
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.1306977	-0.13650192
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_39	18.65005	13.664057
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_102	4.745077	12.338228
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_93	5.4380116	13.035672
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_95	5.850725	11.7664
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_44	18.330637	14.19782
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_94	5.413476	12.026966
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_129	6.1853223	1.3722097
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.6441956	0.6694355
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.512514	-2.243801
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_87	4.9917583	12.478849
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_104	4.770059	11.773002
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_179	1.3491164	3.38638
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_96	5.604334	11.6949005
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_90	5.180123	12.0051985
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_232	13.42045	21.306332
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_44	18.511232	13.954113
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_167	2.7663095	-1.7126365
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_90	6.383572	10.816895
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_229	-4.9200363	-5.4421473
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_133	5.7444873	1.429513
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.028274	-0.053332113
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_102	4.6307993	12.249778
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_41	18.901295	13.810493
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_158	6.5551567	1.3871124
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_162	4.6828356	-0.96822536
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_133	5.739218	0.40869737
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	49	batch2	HoiH23	HoiH23_105	5.382492	12.779831
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.566357	-2.4146163
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_165	3.0998025	-0.5168904
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	49	batch2	HoiH23	HoiH23_106	5.6675005	12.773039
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_165	5.090991	0.6109169
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_100	5.4070587	11.793299
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_228	19.725965	6.4530244
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_179	1.2308223	3.5117152
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_59	5.5020213	9.340339
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_178	-0.0021191372	3.583646
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.637243	13.674294
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_127	7.4009495	-0.71442384
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	51	batch2	HoiH23	HoiH23_233	1.2612952	15.313092
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	HoiH23	HoiH23_211	-0.09301684	-9.913302
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	HoiH23	HoiH23_211	-0.24834043	-9.735662
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_88	5.0493197	12.973469
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	39	batch2	HoiH23	HoiH23_233	1.7750033	14.580848
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_99	6.566787	12.734034
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	20	batch2	HoiH23	HoiH23_22	5.561983	-2.3908129
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_178	1.0555471	3.4856915
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_86	6.580083	12.920408
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_39	18.748047	13.612312
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	53	batch2	HoiH23	HoiH23_215	-7.5151844	20.22087
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_95	5.41161	12.035678
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_41	18.503075	14.301275
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_94	5.9094887	11.89322
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.1578875	-0.1340379
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_100	4.679066	12.253016
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_191	0.22484541	3.4001856
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_123	7.418235	-0.7478049
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_132	4.5239	0.95351267
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_220	-2.0507147	9.539867
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_40	19.241966	14.363176
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	HoiH23	HoiH23_156	5.643208	-1.2021579
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	39	batch2	HoiH23	HoiH23_233	1.7940894	14.529215
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	HoiH23	HoiH23_211	-0.07948518	-9.9255295
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_176	5.467367	-2.2725003
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	28	batch2	HoiH23	HoiH23_231	-0.8955385	20.444284
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_129	5.031448	0.31705293
unassigned	unassigned	unassigned	epithelia_unknown	plum3	12	batch2	HoiH23	HoiH23_172	4.4027615	1.3089387
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_44	18.333168	14.232026
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_156	7.120745	-0.5095165
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.164198	13.414331
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_102	4.8107038	12.326142
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	33	batch2	HoiH23	HoiH23_215	3.3602295	19.175339
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.547613	13.658705
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_77	6.313626	13.305653
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_218	16.961283	-3.9894829
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	HoiH23	HoiH23_120	5.59257	9.938414
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	44	batch2	HoiH23	HoiH23_213	10.38824	18.626755
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_101	4.8127675	11.377734
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_192	0.29767737	2.9689183
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_126	7.173815	-1.014738
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.522867	0.7501625
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_192	0.50478375	3.0265403
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_220	-2.0594664	9.549443
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_42	18.03561	13.68469
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_93	4.7919755	12.4028845
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_100	4.472863	12.332405
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_192	0.48084116	3.1627426
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_192	0.68923146	2.5907004
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_104	4.2154574	11.46139
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_102	5.052285	12.070054
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_90	6.6039968	10.545464
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_187	1.551656	3.3538764
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_214	2.7521133	3.0559678
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_167	3.0221639	-2.0172565
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	5.8502517	0.1297978
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_193	0.5133492	2.8201373
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_136	4.607593	1.2616731
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_90	6.729588	10.903706
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_79	4.4932466	9.657847
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_89	4.658499	12.261961
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	11	batch2	HoiH23	HoiH23_211	4.7120113	8.12347
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.464292	0.7675947
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.5347586	-2.3231425
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_179	1.0212826	3.6520832
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_49	19.169882	14.404344
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_40	19.26063	14.380934
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_210	17.158358	5.1047387
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	23	batch2	HoiH23	HoiH23_223	16.838306	-4.9309072
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_89	4.8912406	12.381605
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_40	18.95213	13.834915
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	44	batch2	HoiH23	HoiH23_213	10.387977	18.624361
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_178	1.1001682	3.698587
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	38	batch2	HoiH23	HoiH23_230	17.156702	-9.978523
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_163	2.735955	-2.870986
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_165	3.1405404	-0.51561904
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_40	18.923468	13.801195
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_151	6.941173	1.2695411
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_152	5.7906656	-0.43595535
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_123	7.4524174	-0.8642024
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_144	5.7943377	-2.362942
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_220	-2.0561833	9.54539
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.5209255	-2.3975658
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_8	-10.404796	10.525722
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_104	4.3965282	11.861408
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_45	18.214848	14.092122
unassigned	unassigned	unassigned	trans_gland_epithelia_dorsal	gray50	5	batch2	HoiH23	HoiH23_108	4.5223875	12.694374
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_93	6.6009965	11.5984535
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_97	4.9771237	12.4036255
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_132	5.181591	0.62363946
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_225	22.62196	1.6241145
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_90	6.5435166	10.812246
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_101	4.747166	12.178028
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	39	batch2	HoiH23	HoiH23_233	1.7804425	14.582597
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_133	5.548245	0.47156197
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_100	4.6786966	12.255006
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_129	5.469223	-2.2885373
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_95	5.215937	11.9884
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_131	4.8031063	-0.32740906
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.4486704	0.74113023
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_100	4.8910155	12.64652
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_129	6.4153957	1.3769293
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.0258927	-0.045805
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_44	18.974308	13.71699
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_156	6.8245735	0.4308462
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_93	6.493464	11.48121
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_9	-10.196865	10.132035
unassigned	unassigned	unassigned	epithelia_unknown	plum3	10	batch2	HoiH23	HoiH23_175	5.07007	-0.7395861
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_212	0.33127335	-10.4968405
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_94	6.3910375	12.232976
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_8	-10.046575	11.239115
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_99	6.51217	12.685006
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_78	4.8545394	12.930479
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_44	18.160828	13.965466
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_220	-2.0855818	9.5752
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_10	-9.202164	9.595429
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_101	5.2208443	11.869003
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_158	6.388076	1.5223539
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_87	6.0108657	12.769231
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_41	18.342497	13.853251
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.4739604	0.8202929
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_160	6.561693	0.7130683
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_179	-0.06251108	3.49531
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_191	0.5287482	3.0520492
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_88	5.398704	12.788313
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_212	0.32852837	-10.493984
unassigned	unassigned	unassigned	trans_lipophil_1_lipophil_2	gray35	3	batch2	HoiH23	HoiH23_23	-10.055583	10.456345
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_192	0.38851973	3.027305
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_175	0.9628326	1.7929611
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_123	7.2863793	-1.0496299
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_178	1.1688751	3.520207
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_101	5.1040072	10.801245
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_179	1.6798631	3.208005
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	38	batch2	HoiH23	HoiH23_230	17.159126	-9.983146
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_88	6.3821363	11.843312
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_168	2.8043122	-1.697961
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_41	18.189034	14.166991
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_100	5.333188	12.00122
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_178	0.36394164	3.66971
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_201	0.50182855	3.0095978
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_132	4.80578	1.2402829
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_167	2.6414485	-2.6621437
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_30	-4.1367426	0.3503744
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_165	3.5246446	-0.00883188
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	52	batch2	HoiH23	HoiH23_220	3.5749555	3.9085755
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_98	4.520541	12.610779
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_79	10.373295	18.611578
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_209	17.333084	4.932751
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_156	6.7177677	0.5718771
