Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	22.728563	1.7613486
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.096	10.763493
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	0.9653065	2.8166714
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_92	3.952907	-2.7978299
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	6.283447	-2.0450838
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_11	-9.810486	9.093013
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	4.5661783	11.370359
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_87	7.4851317	-0.7769177
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.306913	10.99783
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.301099	10.365933
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	4.528399	11.296713
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	0.2821364	-10.445063
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-9.939467	10.25117
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	0.13341452	3.634616
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	3.6412804	-2.4431753
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_146	-0.042316005	3.8227224
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	2.6221664	-1.4403303
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	3.627755	-2.6018603
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_141	4.058399	1.0525806
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	16.955082	-4.2811766
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	7.503362	-1.0557117
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	6.484436	13.044428
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.396442	10.796996
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_128	6.532214	0.12479944
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-9.905393	10.935656
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_165	17.382244	4.883152
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	5.64376	13.17498
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	2.4949343	-1.4301564
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_87	7.573457	-0.9015126
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.478354	10.5081215
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	4.677859	11.392006
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	18.235453	13.460571
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	0.2664993	1.8419509
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_87	7.3410563	-0.75333476
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	3.8819857	-2.740708
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	7.0532413	-1.772992
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	7.4667273	-0.89723796
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.6726623	0.63887393
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_138	4.5559325	1.1353033
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_84	7.3384433	-0.8461368
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	-0.38828647	3.208558
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	-4.9231954	-5.444095
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	2.123561	14.28089
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	5.6025863	12.790567
epithelia_gland_like	orange	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	7.4830093	-0.9763866
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	4.970891	12.907543
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-0.31744012	2.8504817
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	5.0061383	12.68694
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	6.186729	0.9216794
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	5.250135	13.3238535
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_80	6.451677	-1.5870323
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-10.38676	10.384682
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	5.5751605	0.835871
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	4.2892604	11.110096
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	22.543535	1.5014981
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	1.2988776	15.27191
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_57	4.695653	11.054399
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-10.640683	10.432621
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_153	0.09970245	1.9494605
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_172	-3.7375178	-11.585624
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_80	7.6176076	-0.86173946
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-9.945242	10.324814
trans_gland_epithelia	gray45	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	4.4339757	11.129534
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-10.048378	10.583867
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_92	3.9620636	-2.8729582
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	-7.75352	10.095547
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	2.141727	14.267704
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_140	4.095043	1.3039128
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	16.944656	-4.381612
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_189	7.4917383	-12.197752
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	-7.808729	10.162084
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_49	6.6050158	12.146146
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	1.3857713	3.1187608
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_87	7.546498	-0.6975535
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_58	6.646917	12.283166
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	22.482561	1.5027838
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.213052	1.1434221
trans_lipophil_1_gland	gray75	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_22	4.718734	11.293455
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	2.7062793	-1.0914981
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	19.229916	14.670943
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_108	5.9782243	-0.9597751
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_70	6.6353154	10.575228
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	2.991672	2.7817497
peptidergic_epsilon	steelblue1	53	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	-7.5159597	20.221674
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.339637	10.938865
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	-4.9279375	-5.4481554
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	3.7756572	20.093832
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	1.3886162	3.0840364
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	18.648209	14.5778265
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	-2.0498018	9.537347
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_172	-3.7763622	-11.547134
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	0.74344176	2.5774288
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.467433	10.634328
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	5.513476	13.310603
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	19.64376	15.371502
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	6.055684	12.904601
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_128	5.2489705	-0.5846469
peptidergic_progenitors	blueviolet	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_163	3.4081419	19.221172
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	0.75024486	2.5633125
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	4.547999	11.603194
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	7.009916	-1.9489003
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	7.1905184	0.5721419
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	5.697806	13.122071
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	18.147892	13.423701
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	4.566553	11.447936
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	0.733168	3.7487404
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_108	6.5489087	1.5711274
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.650518	10.748678
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	18.69591	14.4765215
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.8304082	14.533525
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_30	18.49685	14.334873
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_81	7.4267917	-1.108077
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	3.71628	4.075131
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_58	5.5395617	12.543382
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_112	5.336048	-1.1462888
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_87	7.5155005	-0.76406693
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	5.3428087	12.954665
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_30	19.004776	14.401608
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	4.649525	11.650638
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	5.662596	10.374033
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_10	-9.544764	10.075605
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_139	1.0227358	3.762547
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	7.438774	-0.7703844
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_121	6.453493	0.9804709
trans_lipophil_1_epithelia	gray80	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_24	-9.940924	10.929949
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	5.5138383	10.773285
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	0.990586	3.7743943
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	0.84380656	3.0169039
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	6.515313	12.972469
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	0.58967143	2.7128458
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	8.832902	20.84088
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	5.20096	12.704052
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_146	1.078757	3.702079
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	2.6852534	-2.810131
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.411566	1.053145
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	7.1357007	1.4700459
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_166	17.004902	5.2092915
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	0.027243387	3.9447467
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	5.9575443	1.0280491
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	1.8388809	14.531401
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.7218013	1.1154066
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-9.944042	10.759437
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	4.23843	1.1574941
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	16.808939	-4.900586
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_97	3.718322	-2.5998876
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	5.431497	0.67001647
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	18.2776	14.204727
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	4.871186	0.54327965
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_88	7.011257	-1.8418156
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.02586	10.711658
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	5.241423	12.873494
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	-2.046792	9.534904
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	3.716593	4.0739193
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-0.039933857	3.3599112
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.42022	1.2266407
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	6.5755186	12.575512
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-9.925035	10.905968
trans_gland_epithelia	gray45	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	4.546652	11.249078
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	4.281691	1.3240731
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_54	6.4332337	13.017414
peptidergic_theta	royalblue3	47	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_176	4.0232344	23.939857
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_63	5.396758	12.90321
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-0.33620527	3.075991
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	7.0345826	1.5818167
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_51	6.635373	12.131401
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_2	-9.73716	10.388093
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_73	5.5685573	10.6631975
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_60	5.433009	11.579656
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	4.827458	12.0055275
gland_1	darkorange3	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_71	10.382013	18.621082
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_35	19.694126	15.38572
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	19.036974	14.482783
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_120	5.2203245	-1.0618284
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_92	3.7811224	-2.7051423
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	18.389679	14.195233
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	0.97383565	3.3587058
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-10.157883	9.973627
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	22.59217	1.6295738
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_57	4.5789194	11.311115
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_121	7.0856724	1.5222074
trans_epithelia_dorsal_ventral	gray95	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_135	5.4838924	-2.4374757
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	4.1261344	-2.7729836
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	5.5828714	13.056698
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_1	-10.155877	10.281811
trans_epithelia_dorsal_ventral	gray95	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_141	1.0089102	2.4288502
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	5.334255	12.684389
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_38	18.85934	14.437765
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_166	17.162693	5.1000557
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	0.3290843	-10.498912
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_82	7.580578	-0.7872649
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_38	18.670586	14.4658165
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_86	7.490966	-0.7468307
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-0.26425007	3.300395
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_182	-0.9483317	20.488577
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_94	3.8688827	-2.7895083
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-0.11989486	3.3724945
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	4.9203506	-0.38064024
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_160	1.2793943	3.1367133
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	5.4195623	12.370546
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	4.5127125	11.398326
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_4	-10.289425	10.672955
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	5.0647264	-0.5133838
peptidergic_mu	cyan3	32	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_183	13.480797	21.2983
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_49	6.612296	12.337714
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_51	6.841439	10.601632
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_152	-0.054263487	3.9192448
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	9.340853	-8.112016
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	4.482544	11.428796
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_147	0.23073958	1.7848232
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	3.6639652	-2.5187345
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	4.748202	11.589305
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_121	6.060123	-0.052116532
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_64	6.4377074	12.983202
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_120	7.0959105	0.5165447
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_61	4.3510356	11.398067
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_146	0.9630938	3.6002748
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_3	-10.690618	10.289343
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_123	4.8225675	1.0931839
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_15	-9.309456	9.801313
epithelia_unknown_3	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	6.9537573	1.71265
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	0.28755617	2.9667976
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	3.5489826	-2.5051148
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_118	6.714444	1.7956737
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_59	6.569729	12.188863
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_9	-10.731244	10.94756
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_47	5.5101585	13.279906
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_172	-3.7805574	-11.542357
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_36	18.70669	14.579114
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_182	-0.94637704	20.489992
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_184	1.261444	15.311097
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_84	7.2125454	-0.7153559
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_145	0.59737974	2.6809278
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	1.2961259	15.337574
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_161	0.80212003	2.7287583
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_177	22.601862	1.6323358
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_174	16.92692	-4.2173915
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_55	5.58598	12.710121
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_62	4.524407	11.310693
